,candle_end_time,open,high,low,close,amount,info,DIF,DEA,MACD,max,min,price_new_high,price_new_low,DIF_new_high,DIF_new_low,last_peak_price,last_peak_dif,last_valley_price,last_valley_dif,state,signal,1日后涨跌幅,1日后是否上涨,5日后涨跌幅,5日后是否上涨,10日后涨跌幅,10日后是否上涨,20日后涨跌幅,20日后是否上涨
432,2007-01-18,2292.17,2325.53,2240.21,2317.09,78648600.0,,141.2763766001044,128.3945198534451,25.76371349331862,2317.09,2292.17,,,,,2308.93,141.2879196687952,1224.1,-28.918050559652556,,,0.03409448920844671,True,0.05858210082474136,True,0.033697439460702805,True,0.15171616121946063,True
433,2007-01-19,2320.87,2396.09,2320.87,2396.09,83334000.0,,145.95933998959072,131.90748388067422,28.103712217832992,2396.09,2320.87,,,1.0,,2308.93,141.2879196687952,1224.1,-28.918050559652556,,,0.039739742664090194,True,0.04875860255666531,True,-0.04093752738837031,False,0.11712832155720343,True
434,2007-01-22,2424.81,2491.71,2424.81,2491.31,93893000.0,,155.56087153417866,136.6381614113751,37.8454202456071,2491.31,2424.81,,,1.0,,2308.93,141.2879196687952,1224.1,-28.918050559652556,,,0.0067514681031264345,True,0.03436344734296415,True,-0.08811027130304927,False,0.08684989021839917,True
435,2007-01-23,2508.26,2516.59,2415.11,2508.13,102338000.0,,162.65243190063165,141.84101550922642,41.62283278281046,2508.26,2508.13,,,1.0,,2308.93,141.2879196687952,1224.1,-28.918050559652556,,,0.011283306686654893,True,0.017443274471419024,True,-0.0765869392734827,False,-0.02019034101103223,False
436,2007-01-24,2508.52,2556.1,2489.93,2536.43,84433700.0,,168.6124586048254,147.1953041283462,42.834308952958395,2536.43,2508.52,1.0,,1.0,,2308.93,141.2879196687952,1224.1,-28.918050559652556,,,-0.03295971108999651,False,-0.05957191801074735,False,-0.06569863942628018,False,0.0032092350271839543,True
437,2007-01-25,2512.46,2529.43,2449.05,2452.83,81055200.0,,164.69153982771422,150.6945512682198,27.993977118988823,2512.46,2452.83,,,,,2536.43,168.6124586048254,1224.1,-28.918050559652556,,,0.024498232653710206,True,-0.023507540269810723,False,-0.017216847478219055,False,0.008443308341792966,True
438,2007-01-26,2415.75,2524.24,2356.98,2512.92,78654000.0,,164.53627252567367,153.4628955197106,22.146754011926134,2512.92,2415.75,,,,,2536.43,168.6124586048254,1224.1,-28.918050559652556,,,0.02546837941518243,True,-0.08552600162360924,False,-0.0460301163586585,False,-0.0016673829648377048,False
439,2007-01-29,2529.94,2582.41,2521.5,2576.92,85452100.0,,167.64498022321186,156.29931246041087,22.69133552560197,2576.92,2529.94,,,,,2536.43,168.6124586048254,1224.1,-28.918050559652556,,,-0.009717026527792827,False,-0.11840491749840887,False,-0.03551914688853364,False,-0.03931437530074655,False
440,2007-01-30,2586.52,2599.45,2531.78,2551.88,78211500.0,,166.1726004395373,158.27397005623618,15.797260766602221,2586.52,2551.88,1.0,,,,2536.43,168.6124586048254,1224.1,-28.918050559652556,顶背离,0.0,-0.06526560810069448,False,-0.09241813878395544,False,-0.011462137718074472,False,-0.012379108735520505,False
441,2007-01-31,2544.3,2548.18,2367.67,2385.33,80909100.0,,149.83928180059502,156.58703240510795,-13.49550120902586,2544.3,2385.33,,,,,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,0.004125215379004121,True,-0.006514821848549235,False,0.08511191323632361,True,0.08556887306997352,True
442,2007-02-01,2350.6,2410.42,2310.57,2395.17,65078100.0,,136.11990928517753,152.49360778112188,-32.74739699188871,2395.17,2350.6,,,,,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,-0.040569145405127904,False,0.006442131456222189,True,0.11417143668299112,True,0.09705365381162934,True
443,2007-02-02,2397.06,2403.62,2293.28,2298.0,59377200.0,,116.06843612597368,145.20857345009225,-58.28027464823714,2397.06,2298.0,,,,,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,-0.011401218450826756,False,0.043189730200174026,True,0.1648128807658833,True,0.13637510879025228,True
444,2007-02-05,2282.77,2304.32,2247.93,2271.8,47587500.0,,96.94584677188595,135.556028114451,-77.22036268513011,2282.77,2271.8,,,,,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,0.019473545206444065,True,0.09401795932740553,True,0.1918654811162952,True,0.15158464653578663,True
445,2007-02-06,2271.37,2316.7,2198.9,2316.04,67010600.0,,84.38808193011437,125.32243887758369,-81.86871389493865,2316.04,2271.37,,,,1.0,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,0.02320771661974752,True,0.08919966839950955,True,0.06107407471373549,True,0.13995008721783742,True
446,2007-02-07,2330.43,2390.87,2330.43,2369.79,70106400.0,,77.8754390263889,115.83303890734473,-75.91519976191165,2369.79,2330.43,,,,1.0,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,0.017220935188350106,True,0.09222758134687048,True,0.07375337055182118,True,0.09602960599884391,True
447,2007-02-08,2376.63,2415.96,2354.7,2410.6,62656500.0,,75.14097020977943,107.69462516783167,-65.1073099161045,2410.6,2376.63,,,,1.0,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,-0.005538040321911519,False,0.10703974114328396,True,0.026109682236787446,True,0.09746536132083317,True
448,2007-02-09,2412.64,2417.64,2376.02,2397.25,55515500.0,,71.07731549352093,100.37116323296954,-58.58769547889722,2412.64,2397.25,,,,1.0,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,0.036767129001981314,True,0.11658775680467204,True,0.046503285014078743,True,0.08634059860256538,True
449,2007-02-12,2397.85,2485.76,2396.79,2485.39,54992300.0,,74.11465364467404,95.11986131531044,-42.01041534127282,2485.39,2397.85,,,,,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,0.014983563947710499,True,0.08943867964383867,True,-0.003934996117309408,False,0.0700171804022709,True
450,2007-02-13,2498.34,2526.23,2489.66,2522.63,51528900.0,,78.62043534549593,91.81997612134754,-26.399081551703205,2522.63,2498.34,,,,,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,0.026052175705513658,True,-0.025822256930267296,False,-0.000927603334615168,False,0.05951724985431861,True
451,2007-02-14,2527.56,2594.66,2520.53,2588.35,62777300.0,,86.49726789918259,90.75543447691456,-8.51633315546394,2588.35,2527.56,,,,,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,0.03101589815905892,True,-0.016914250391175778,False,0.0004211177004656008,True,0.044140089246044845,True
452,2007-02-15,2607.63,2669.18,2607.63,2668.63,71631300.0,,98.0869541688894,92.22173841530955,11.730431507159722,2668.63,2607.63,,,,,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,0.003039012527026763,True,-0.07310492649786604,False,-0.015363688484353433,False,0.015996972229196382,True
453,2007-02-16,2692.67,2717.57,2660.49,2676.74,75908800.0,,106.69634421872888,95.11665957599342,23.159369285470916,2692.67,2676.74,,,,,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,0.011558836495139557,True,-0.06276664898346485,False,-0.024414026016721824,False,0.014767964015929946,True
454,2007-02-26,2679.26,2710.3,2641.12,2707.68,74531600.0,,114.69382822679472,99.03209330615368,31.323469841282076,2707.68,2679.26,,,,,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,-0.09240013590970875,False,-0.08570806003663645,False,-0.03379646043845641,False,0.02081117414170075,True
455,2007-02-27,2717.81,2719.52,2454.92,2457.49,107737000.0,,99.69443446414789,99.16456153775252,1.0597458527907406,2717.81,2457.49,1.0,,,,2551.88,166.1726004395373,1224.1,-28.918050559652556,,,0.03543452872646502,True,0.025554529214768085,True,0.07433600950563402,True,0.13287134433914294,True
456,2007-02-28,2413.42,2554.23,2413.33,2544.57,82822600.0,,93.75320647957642,98.0822905261173,-8.65816809308177,2544.57,2413.42,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,-0.0279143430913672,False,0.0176336276856206,True,0.02074613785433299,True,0.09945884766384894,True
457,2007-03-01,2550.26,2550.33,2439.5,2473.54,82159700.0,,82.36377479389148,94.93858737967214,-25.149625171561325,2550.26,2473.54,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,0.014226574059849506,True,0.062295333813077614,True,0.06954001148152056,True,0.12522942826879713,True
458,2007-03-02,2468.67,2523.86,2455.82,2508.73,57946800.0,,75.30899185161525,91.01266827406076,-31.407352844891022,2508.73,2468.67,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,-0.013201898968800863,False,0.04092110350655509,True,0.03806706979228536,True,0.10883993096108391,True
459,2007-03-05,2503.82,2541.82,2409.72,2475.61,68517500.0,,66.28146684724925,86.06642798869846,-39.56992228289843,2503.82,2475.61,,,,1.0,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,0.01804807703959832,True,0.056777925440598453,True,0.07424432766065725,True,0.15127584716494114,True
460,2007-03-06,2467.74,2539.45,2452.14,2520.29,52633200.0,,62.01749179428771,81.25664074981633,-38.47829791105724,2520.29,2467.74,,,,1.0,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,0.027437318721258208,True,0.047565954711561,True,0.06050097409425104,True,0.14594352237242547,True
461,2007-03-07,2532.98,2594.46,2532.15,2589.44,59721000.0,,63.48625787194669,77.70256417424241,-28.43261260459144,2589.44,2532.98,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,0.01474836258032619,True,0.003058576371725241,True,0.04370056846267922,True,0.1244979609490855,True
462,2007-03-08,2597.72,2628.45,2565.11,2627.63,55386600.0,,66.96000613368051,75.55405256613004,-17.188092864899062,2627.63,2597.72,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,-0.00618047441991465,False,0.00681983384266438,True,0.031849994101148305,True,0.12079706808036139,True
463,2007-03-09,2632.8,2643.81,2587.49,2611.39,70411300.0,,67.62302820616469,73.96784769413696,-12.689638975944547,2632.8,2611.39,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,0.0018304427910040832,True,-0.002741834808282162,False,0.04016251881182065,True,0.13809503750875973,True
464,2007-03-12,2612.96,2619.5,2563.37,2616.17,62468900.0,,67.75316768510584,72.72491169233074,-9.943488014449798,2616.17,2612.96,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,0.009173715775351088,True,0.016527977921923842,True,0.05651773393930837,True,0.1613045023832549,True
465,2007-03-13,2620.72,2641.63,2605.23,2640.17,65788900.0,,68.99754285880499,71.97943792562559,-5.963790133641197,2640.17,2620.72,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,-0.016214864951878072,False,0.012347689732100653,True,0.05448512785161563,True,0.1671862039186871,True
466,2007-03-14,2609.93,2625.12,2546.65,2597.36,68952100.0,,65.77114115319864,70.7377785711402,-9.933274835883111,2609.93,2597.36,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,0.018553454276650116,True,0.04051806449625772,True,0.07711291465180037,True,0.20172790833769683,True
467,2007-03-15,2595.54,2645.88,2595.54,2645.55,63778500.0,,66.33802139919726,69.85782713675161,-7.0396114751087,2645.55,2595.54,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,-0.015618680425620424,False,0.02486061499499148,True,0.05206856797263337,True,0.20067282795637942,True
468,2007-03-16,2656.01,2665.39,2576.32,2604.23,75331800.0,,62.729987160031214,68.43225914140753,-11.404543962752626,2656.01,2604.23,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,0.021188604693133772,True,0.043022313697330894,True,0.06817754192218062,True,0.21695472366112045,True
469,2007-03-19,2533.71,2674.8,2523.3,2659.41,73983600.0,,63.5901314209691,67.46383359731985,-7.747404352701494,2659.41,2533.71,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,0.005023670663793833,True,0.039339552757942764,True,0.07170763440011152,True,0.2243317126731117,True
470,2007-03-20,2669.64,2674.47,2645.25,2672.77,61249700.0,,64.60511474311761,66.8920898264794,-4.573950166723591,2672.77,2669.64,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,0.011160705934292858,True,0.04162348425042195,True,0.08056809976167045,True,0.22853818323312525,True
471,2007-03-21,2685.93,2703.0,2666.89,2702.6,64613000.0,,67.04369011240078,66.92240988366368,0.2425604574742124,2702.6,2685.93,,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,,,0.0032265226078591613,True,0.03516983645378535,True,0.0774143417449864,True,0.2227114630355953,True
472,2007-03-22,2720.46,2740.28,2702.41,2711.32,83308100.0,,68.88583673947596,67.31509525482613,3.141482969299659,2720.46,2711.32,1.0,,,,2457.49,99.69443446414789,1224.1,-28.918050559652556,顶背离,0.0,0.0018256790050601435,True,0.02654795450186631,True,0.08620155496215864,True,0.16190637770532423,True
473,2007-03-23,2710.36,2726.62,2653.79,2716.27,73911900.0,,69.93896202576525,67.83986860901396,4.198186833502575,2716.27,2710.36,,,,,2711.32,68.88583673947596,1224.1,-28.918050559652556,,,0.0175829354224728,True,0.024117631899627234,True,0.09415117053901123,True,0.21095472835911022,True
474,2007-03-26,2725.4,2764.4,2713.93,2764.03,76074800.0,,73.77694950618297,69.02728478844777,9.4993294354704,2764.03,2725.4,,,,,2711.32,68.88583673947596,1224.1,-28.918050559652556,,,0.007232193572428658,True,0.031142932602034046,True,0.09918126793124538,True,0.24141923206332772,True
475,2007-03-27,2770.35,2789.97,2753.02,2784.02,80725100.0,,77.53780067168145,70.72938796509452,13.61682541317387,2784.02,2770.35,,,,,2711.32,68.88583673947596,1224.1,-28.918050559652556,,,0.0048957981623696245,True,0.03738838083059748,True,0.10687782415356217,True,0.2374911099776582,True
476,2007-03-28,2787.24,2806.08,2689.11,2797.65,112210000.0,,80.68800827232371,72.72111202654035,15.93379249156672,2797.65,2787.24,,,,,2711.32,68.88583673947596,1224.1,-28.918050559652556,,,-0.005129304952370739,False,0.04080925062105689,True,0.11569352849713144,True,0.23256304398334326,True
477,2007-03-29,2802.38,2830.08,2782.93,2783.3,106567000.0,,81.09186883382654,74.39526338799759,13.393210891657901,2802.38,2783.3,1.0,,,,2711.32,68.88583673947596,1224.1,-28.918050559652556,,,-0.0005461143247224021,False,0.05811087557934824,True,0.14124959580354246,True,0.2551934753709624,True
478,2007-03-30,2768.71,2801.95,2753.15,2781.78,62950700.0,,80.3629063810572,75.58879198660951,9.548228788895386,2781.78,2768.71,,,,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.02456340904025467,True,0.0683842719409875,True,0.13928132346914568,True,0.24758967279943045,True
479,2007-04-02,2793.96,2850.15,2793.96,2850.11,69247900.0,,84.32679156613995,77.3363919025156,13.98079932724869,2850.11,2793.96,,,,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.013332818733312157,True,0.06598341818385944,True,0.14241204725431644,True,0.248621983011182,True
480,2007-04-03,2861.9,2888.33,2852.57,2888.11,77014500.0,,89.50274957079273,79.76966343617103,19.4661722692434,2888.11,2861.9,,,,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.008209521105497997,True,0.06698498325894797,True,0.13693730501954549,True,0.2762775656051881,True
481,2007-04-04,2893.38,2924.68,2875.69,2911.82,75506700.0,,94.42940898103916,82.70161254514466,23.45559287178901,2911.82,2893.38,,,,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.011408672239355377,True,0.07194812866179912,True,0.13485723705448827,True,0.2711225281782528,True
482,2007-04-05,2909.5,2950.66,2895.42,2945.04,74139000.0,,99.86323719156235,86.1339374744282,27.458599434268308,2945.04,2909.5,,,,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.00915777035286447,True,0.0785727867872763,True,0.06969684622280181,True,0.26467212669437434,True
483,2007-04-06,2921.73,2977.46,2911.05,2972.01,79102300.0,,105.13392040844974,89.9339340612325,30.399972694434467,2972.01,2921.73,,,,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.022261028731397126,True,0.06635913068933141,True,0.10675266906908121,True,0.24582689829442028,True
484,2007-04-09,2988.38,3043.06,2988.38,3038.17,90901700.0,,113.34298651389236,94.6157445517645,37.454483924255726,3038.17,2988.38,,,1.0,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.014284914932344073,True,0.07169776543116413,True,0.1294035554297488,True,0.2291675581024104,True
485,2007-04-10,3053.35,3081.62,2993.11,3081.57,100888000.0,,121.94504130859605,100.08160390313081,43.72687481093047,3081.57,3053.35,,,1.0,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.01289926887917514,True,0.06556073689710096,True,0.11800153817696812,True,0.16974139805358957,True
486,2007-04-11,3092.08,3121.54,3059.28,3121.32,101670000.0,,130.4657960188788,106.15844232628041,48.614707385196766,3121.32,3092.08,,,1.0,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.017659195468583855,True,0.05868670946907062,True,0.10475055425268787,True,0.1854888316481489,True
487,2007-04-12,3129.25,3176.69,3114.91,3176.44,92535200.0,,140.0518483301389,112.93712352705212,54.229449606173574,3176.44,3129.25,,,1.0,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,-0.0022698366725013575,False,-0.008229338504741168,False,0.09984133180541743,True,0.189570714384657,True
488,2007-04-13,3182.78,3211.61,3154.11,3169.23,100653000.0,,145.391099020384,119.4279186257185,51.92636078933097,3182.78,3169.23,,,1.0,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.027378890140507206,True,0.03787986356307371,True,0.09506725608428535,True,0.19165538632412282,True
489,2007-04-16,3177.3,3256.57,3177.29,3256.0,87928900.0,,154.83921737860555,126.51017837629593,56.658078004619256,3256.0,3177.3,,,1.0,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.00847665847665846,True,0.053845208845208825,True,0.09296990171990172,True,0.1767321867321867,True
490,2007-04-17,3273.43,3288.17,3182.95,3283.6,105307000.0,,162.67874922759847,133.74389254655645,57.86971336208404,3283.6,3273.43,,,1.0,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,0.006364965282007473,True,0.04921427701303438,True,0.12255755877695229,True,0.17873370690705315,True
491,2007-04-18,3294.21,3311.98,3244.93,3304.5,101427000.0,,168.63418017222102,140.72195007168938,55.82446020106329,3304.5,3294.21,1.0,,1.0,,2783.3,81.09186883382654,1224.1,-28.918050559652556,,,-0.04666364049024052,False,0.04351036465425939,True,0.12007262823422615,True,0.1919957633530034,True
492,2007-04-19,3297.95,3297.95,3065.28,3150.3,115270000.0,,159.07750435764137,144.39306092887978,29.368886857523194,3297.95,3150.3,,,,,3304.5,168.63418017222102,1224.1,-28.918050559652556,,,0.044116433355553486,True,0.10896739993016524,True,0.18227152969558458,True,0.24424657969082308,True
493,2007-04-20,3165.67,3297.41,3165.67,3289.28,94469900.0,,160.86395488060407,147.68723971922464,26.353430322758868,3289.28,3165.67,,,,,3304.5,168.63418017222102,1224.1,-28.918050559652556,,,0.04318270259752888,True,0.05510020430002904,True,0.12565971884424543,True,0.2115873382624769,True
494,2007-04-23,3330.8,3433.52,3330.8,3431.32,109959000.0,,171.76121435152209,152.50203464568412,38.51835941167593,3431.32,3330.8,,,1.0,,3304.5,168.63418017222102,1224.1,-28.918050559652556,,,0.004045090519100514,True,0.03712565426716252,True,0.08833335276220233,True,0.18688434771458207,True
495,2007-04-24,3462.48,3490.81,3418.3,3445.2,114643000.0,,179.44879696433281,157.89138710941387,43.11481970983789,3462.48,3445.2,1.0,,1.0,,3304.5,168.63418017222102,1224.1,-28.918050559652556,,,0.000893997445721606,True,0.06990305352374326,True,0.04627888076163944,True,0.20988331591779863,True
496,2007-04-25,3432.02,3467.83,3376.08,3448.28,100581000.0,,183.67252924543163,163.04761553661743,41.24982741762841,3448.28,3432.02,,,1.0,,3445.2,179.44879696433281,1224.1,-28.918050559652556,,,0.01313698423561882,True,0.07336991195610554,True,0.07308281230062508,True,0.12707204751354295,True
497,2007-04-26,3465.11,3493.91,3438.88,3493.58,78997700.0,,188.50226218081662,168.13854486545728,40.727434630718676,3493.58,3465.11,,,1.0,,3445.2,179.44879696433281,1224.1,-28.918050559652556,,,-0.0066006789596917415,False,0.06610124857595934,True,0.08158393395886177,True,0.1243337779584266,True
498,2007-04-27,3499.94,3503.89,3436.0,3470.52,80698600.0,,188.29852288881557,172.17054047012894,32.255964837373256,3499.94,3470.52,,,,,3445.2,179.44879696433281,1224.1,-28.918050559652556,,,0.025411177575694666,True,0.06687470465521028,True,0.08820292059979495,True,0.09607493977847703,True
499,2007-04-30,3487.36,3568.68,3478.93,3558.71,94302900.0,,193.02814568979738,176.34206151406264,33.3721683514695,3558.71,3487.36,,,1.0,,3445.2,179.44879696433281,1224.1,-28.918050559652556,,,0.035777009084752676,True,0.04937463294283595,True,0.07663732082692887,True,-0.013285713081425676,False
500,2007-05-08,3643.81,3699.37,3618.78,3686.03,106789000.0,,204.69052086789043,182.0117533848282,45.35753496612443,3686.03,3643.81,,,1.0,,3445.2,179.44879696433281,1224.1,-28.918050559652556,,,0.004137242507521677,True,-0.022080666733586107,False,0.05004300019261909,True,-0.0139445419597779,False
501,2007-05-09,3699.3,3717.34,3556.61,3701.28,140648000.0,,212.71157810579416,188.15171832902143,49.11971955354545,3701.28,3699.3,,,1.0,,3445.2,179.44879696433281,1224.1,-28.918050559652556,,,0.006276207149958912,True,-0.00026747503566337816,False,0.06421292093546005,True,-0.006403190247698198,False
502,2007-05-10,3703.52,3742.23,3671.81,3724.51,115420000.0,,218.42492405451276,194.20635947411972,48.43712916078607,3724.51,3703.52,1.0,,1.0,,3445.2,179.44879696433281,1224.1,-28.918050559652556,,,-0.005879968103186806,False,0.014522715739788472,True,0.05242031837745098,True,0.02088596889255223,True
503,2007-05-11,3696.29,3715.37,3629.71,3702.61,88961800.0,,218.66501077724615,199.09808973474503,39.13384208500224,3702.61,3696.29,,,1.0,,3724.51,218.42492405451276,1224.1,-28.918050559652556,,,0.008591236992283813,True,0.019991303431903473,True,0.07633534182644142,True,0.03653098760063833,True
504,2007-05-14,3648.27,3769.16,3620.86,3734.42,91098000.0,,218.89875381326556,203.05822255044916,31.681062525632797,3734.42,3648.27,,,1.0,,3724.51,218.42492405451276,1224.1,-28.918050559652556,,,-0.03475238457377594,False,0.02597993798233733,True,0.09055221426620452,True,0.05287032524461632,True
505,2007-05-15,3739.05,3751.64,3600.21,3604.64,93578600.0,,206.23449261569385,203.6934765634981,5.082032104391487,3739.05,3604.64,1.0,,,,3724.51,218.42492405451276,1224.1,-28.918050559652556,,,0.02653524346397984,True,0.07375216387766881,True,0.15636790359092734,True,0.11969849971148294,True
506,2007-05-16,3598.0,3700.65,3557.2,3700.29,86229300.0,,201.5922994538846,203.27324114157543,-3.3618833753816375,3700.29,3598.0,,,,,3604.64,206.23449261569385,1224.1,-28.918050559652556,,,0.02116320612708722,True,0.06449764748168385,True,0.050312272821859905,True,0.11295871404673696,True
507,2007-05-17,3716.44,3794.16,3705.27,3778.6,90256500.0,,201.90485695441748,202.99956430414386,-2.1894146994527546,3778.6,3716.44,1.0,,,,3604.64,206.23449261569385,1224.1,-28.918050559652556,顶背离,0.0,-0.0005213571163922293,False,0.03735510506536821,True,0.03952522098131572,True,0.07865876250463133,True
508,2007-05-18,3771.27,3805.21,3746.24,3776.63,82418900.0,,199.69167713911474,202.33798687113804,-5.292619464046595,3776.63,3771.27,,,,,3778.6,201.90485695441748,1224.1,-28.918050559652556,,,0.014512938784048135,True,0.05523972430447244,True,0.0072339625539170616,True,0.08545978822389277,True
509,2007-05-21,3650.8,3843.84,3643.08,3831.44,98478700.0,,200.05432341328924,201.8812541795683,-3.6538615325580963,3831.44,3650.8,,,,,3778.6,201.90485695441748,1224.1,-28.918050559652556,,,0.010191990478775503,True,0.06293717244691277,True,-0.08352212223080624,False,0.10338932620633479,True
510,2007-05-22,3849.04,3893.19,3849.04,3870.49,109618000.0,,201.1737263527334,201.73974861420132,-1.1320445229358143,3870.49,3849.04,,,,,3778.6,201.90485695441748,1224.1,-28.918050559652556,,,0.01768768295487133,True,0.0769411624884706,True,-0.060938020767396295,False,0.09882728026683973,True
511,2007-05-23,3879.76,3939.49,3853.91,3938.95,98523200.0,,205.21936995084252,202.43567288152957,5.5673941386259,3938.95,3879.76,,,,,3778.6,201.90485695441748,1224.1,-28.918050559652556,,,-0.004874395460719216,False,-0.013325886340268323,False,-0.06635524695667627,False,0.05550971705657615,True
