,candle_end_time,open,high,low,close,amount,info,DIF,DEA,MACD,max,min,price_new_high,price_new_low,DIF_new_high,DIF_new_low,last_peak_price,last_peak_dif,last_valley_price,last_valley_dif
1664,2012/2/14,2528.97,2533.26,2506.54,2522.11,40430101,,28.9216468,20.21557087,17.41215185,2528.97,2522.11,,,1,,2531.98,28.79767059,2368.57,-60.50449059
1665,2012/2/15,2515.83,2562.07,2511.29,2549.61,58090370,,30.88291993,22.34904068,17.0677585,2549.61,2515.83,,,1,,2531.98,28.79767059,2368.57,-60.50449059
1666,2012/2/16,2544.64,2559.34,2519.04,2536.07,54395431,,30.98747387,24.07672732,13.8214931,2544.64,2536.07,1,,1,,2531.98,28.79767059,2368.57,-60.50449059
1667,2012/2/17,2551.81,2558.34,2522.86,2537.09,38994716,,30.79762326,25.42090651,10.75343351,2551.81,2537.09,,,,,2536.07,30.98747387,2368.57,-60.50449059
1668,2012/2/20,2571.91,2574.75,2539.9,2540.71,56153329,,30.58668477,26.45406216,8.265245226,2571.91,2540.71,,,,,2536.07,30.98747387,2368.57,-60.50449059
1669,2012/2/21,2544.83,2562.91,2520.79,2562.45,47894808,,31.80709838,27.52466941,8.564857954,2562.45,2544.83,1,,1,,2536.07,30.98747387,2368.57,-60.50449059
1670,2012/2/22,2564.31,2598.86,2560.34,2597.48,76376656,,35.19520479,29.05877648,12.27285661,2597.48,2564.31,,,1,,2562.45,31.80709838,2368.57,-60.50449059
1671,2012/2/23,2595.78,2614.54,2590.52,2606.26,70377126,,38.14901802,30.87682479,14.54438645,2606.26,2595.78,,,1,,2562.45,31.80709838,2368.57,-60.50449059
1672,2012/2/24,2607.34,2648.02,2602.78,2648.02,85999708,,43.35979456,33.37341874,19.97275163,2648.02,2607.34,,,1,,2562.45,31.80709838,2368.57,-60.50449059
1673,2012/2/27,2658.12,2693.84,2656.57,2656.57,101514034,,47.63023436,36.22478186,22.81090498,2658.12,2656.57,,,1,,2562.45,31.80709838,2368.57,-60.50449059
1674,2012/2/28,2652.34,2671.83,2641.46,2662.46,77592536,,50.90308338,39.16044217,23.48528243,2662.46,2652.34,,,1,,2562.45,31.80709838,2368.57,-60.50449059
1675,2012/2/29,2655.86,2666.65,2631.78,2634.14,59120206,,50.62804392,41.45396252,18.3481628,2655.86,2634.14,1,,,,2562.45,31.80709838,2368.57,-60.50449059
1676,2012/3/1,2622.74,2647.78,2621.86,2633.34,42148441,,49.77178173,43.11752636,13.30851074,2633.34,2622.74,,,,,2634.14,50.62804392,2368.57,-60.50449059
1677,2012/3/2,2637.96,2679.93,2637.96,2679.93,64122034,,52.25030245,44.94408158,14.61244174,2679.93,2637.96,,,1,,2634.14,50.62804392,2368.57,-60.50449059
1678,2012/3/5,2687.74,2694.61,2660.96,2662.7,71395458,,52.22224543,46.39971435,11.64506216,2687.74,2662.7,,,,,2634.14,50.62804392,2368.57,-60.50449059
1679,2012/3/6,2654.8,2657.96,2615.6,2621.05,62447148,,48.28263101,46.77629768,3.012666659,2654.8,2621.05,1,,,,2634.14,50.62804392,2368.57,-60.50449059
1680,2012/3/7,2596.48,2628.58,2594.13,2603,56948733,,43.20592306,46.06222276,-5.712599389,2603,2596.48,,,,,2621.05,48.28263101,2368.57,-60.50449059
1681,2012/3/8,2612.4,2645.95,2612.4,2635.79,57549413,,41.35179663,45.12013753,-7.536681803,2635.79,2612.4,,,,,2621.05,48.28263101,2368.57,-60.50449059
1682,2012/3/9,2644.1,2664.41,2631.41,2664.3,55258921,,41.70218992,44.43654801,-5.468716179,2664.3,2644.1,,,,,2621.05,48.28263101,2368.57,-60.50449059
1683,2012/3/12,2663.24,2666.43,2636.42,2654.4,62327216,,40.71173236,43.69158488,-5.959705046,2663.24,2654.4,,,,,2621.05,48.28263101,2368.57,-60.50449059
1684,2012/3/13,2653.68,2681.33,2649.17,2681.07,58404469,,41.59930284,43.27312847,-3.34765126,2681.07,2653.68,,,,,2621.05,48.28263101,2368.57,-60.50449059
1685,2012/3/14,2694.48,2705.75,2595.34,2605.11,108426540,,35.76113951,41.77073068,-12.01918233,2694.48,2605.11,,,,,2621.05,48.28263101,2368.57,-60.50449059
1686,2012/3/15,2602.66,2618.25,2575.44,2585.55,72565960,,29.21920369,39.26042528,-20.08244318,2602.66,2585.55,1,,,,2621.05,48.28263101,2368.57,-60.50449059
1687,2012/3/16,2591.8,2624.32,2577.25,2623.52,58091259,,26.78971889,36.766284,-19.95313023,2623.52,2591.8,,,,,2585.55,29.21920369,2368.57,-60.50449059
1688,2012/3/19,2617.66,2631.04,2598.63,2630.01,57646625,,25.09870124,34.43276745,-18.66813242,2630.01,2617.66,,,,,2585.55,29.21920369,2368.57,-60.50449059
1689,2012/3/20,2622.66,2622.66,2584.02,2584.45,58114065,,19.85338882,31.51689172,-23.32700581,2622.66,2584.45,,,,1,2585.55,29.21920369,2368.57,-60.50449059
1690,2012/3/21,2597.38,2613.27,2569.07,2587.79,58002544,,15.78400286,28.37031395,-25.17262218,2597.38,2587.79,,,,1,2585.55,29.21920369,2368.57,-60.50449059
1691,2012/3/22,2586.94,2599.24,2570.45,2583.75,44926777,,12.09358363,25.11496789,-26.04276851,2586.94,2583.75,,,,1,2585.55,29.21920369,2368.57,-60.50449059
1692,2012/3/23,2575.33,2578.82,2544.52,2552.94,43329256,,6.60663314,21.41330094,-29.6133356,2575.33,2552.94,,,,1,2585.55,29.21920369,2368.57,-60.50449059
1693,2012/3/26,2551.43,2562.93,2540.7,2555.44,31816211,,2.431881238,17.617017,-30.37027152,2555.44,2551.43,,,,1,2585.55,29.21920369,2368.57,-60.50449059
1694,2012/3/27,2565.55,2571.9,2544.37,2547.14,35944604,,-1.528757788,13.78786204,-30.63323966,2565.55,2547.14,,,,1,2585.55,29.21920369,2368.57,-60.50449059
1695,2012/3/28,2538.46,2540.42,2471.03,2474.9,50005790,,-10.37713585,8.954862462,-38.66399663,2538.46,2474.9,,,,1,2585.55,29.21920369,2368.57,-60.50449059
1696,2012/3/29,2463.69,2476.48,2429.73,2443.12,46131304,,-19.72652453,3.218585064,-45.89021918,2463.69,2443.12,,,,1,2585.55,29.21920369,2368.57,-60.50449059
1697,2012/3/30,2447.94,2461.98,2438.49,2454.9,37027086,,-25.88702535,-2.602537018,-46.56897666,2454.9,2447.94,,1,,1,2585.55,29.21920369,2368.57,-60.50449059
1698,2012/4/5,2449.21,2517.39,2441.27,2512.83,54331687,,-25.79742313,-7.241514241,-37.11181779,2512.83,2449.21,,,,,2585.55,29.21920369,2454.9,-25.88702535
1699,2012/4/6,2509.45,2525.53,2502.7,2519.83,42368576,,-24.87482969,-10.76817733,-28.21330471,2519.83,2509.45,,,,,2585.55,29.21920369,2454.9,-25.88702535
1700,2012/4/9,2510.53,2518.38,2491.59,2495.15,35370986,,-25.83730115,-13.78200209,-24.1105981,2510.53,2495.15,,,,,2585.55,29.21920369,2454.9,-25.88702535
1701,2012/4/10,2490.28,2519.81,2459.35,2519.79,41335905,,-24.331348,-15.89187128,-16.87895346,2519.79,2490.28,,,,,2585.55,29.21920369,2454.9,-25.88702535
1702,2012/4/11,2494.52,2541.13,2489.32,2520.04,42510310,,-22.85424685,-17.28434639,-11.13980091,2520.04,2494.52,,,,,2585.55,29.21920369,2454.9,-25.88702535
1703,2012/4/12,2522.83,2570.84,2516.57,2570.44,56488409,,-17.41601378,-17.31067987,-0.210667828,2570.44,2522.83,,,,,2585.55,29.21920369,2454.9,-25.88702535
1704,2012/4/13,2575.05,2593.79,2570.03,2580.45,53092643,,-12.15829826,-16.28020355,8.243810571,2580.45,2575.05,,,,,2585.55,29.21920369,2454.9,-25.88702535
1705,2012/4/16,2564.23,2586.2,2559.78,2574.04,40839700,,-8.4117884,-14.70652052,12.58946423,2574.04,2564.23,,,,,2585.55,29.21920369,2454.9,-25.88702535
1706,2012/4/17,2572.36,2578.76,2541.53,2541.88,37815467,,-7.9460979,-13.35443599,10.81667619,2572.36,2541.88,,,,,2585.55,29.21920369,2454.9,-25.88702535
1707,2012/4/18,2550.91,2602.11,2546,2599.91,58688408,,-2.86151306,-11.25585141,16.78867669,2599.91,2550.91,,,,,2585.55,29.21920369,2454.9,-25.88702535
1708,2012/4/19,2598.33,2606.86,2585.3,2596.06,46448109,,0.84762336,-8.835156454,19.36555963,2598.33,2596.06,,,,,2585.55,29.21920369,2454.9,-25.88702535
1709,2012/4/20,2591.51,2627.38,2589.35,2626.84,61446379,,6.199367013,-5.82825176,24.05523755,2626.84,2591.51,,,,,2585.55,29.21920369,2454.9,-25.88702535
1710,2012/4/23,2624.75,2632.09,2599.11,2606.04,58664938,,8.662421248,-2.930117159,23.18507681,2624.75,2606.04,,,,,2585.55,29.21920369,2454.9,-25.88702535
1711,2012/4/24,2594.8,2640.29,2559.46,2604.87,71139558,,10.40011421,-0.264070885,21.32837019,2604.87,2594.8,,,,,2585.55,29.21920369,2454.9,-25.88702535
1712,2012/4/25,2598.23,2631.44,2593.33,2625.99,62468053,,13.32782107,2.454307506,21.74702713,2625.99,2598.23,,,,,2585.55,29.21920369,2454.9,-25.88702535
1713,2012/4/26,2632.72,2643.77,2617.09,2631.49,58965667,,15.90847093,5.145140191,21.52666148,2632.72,2631.49,,,,,2585.55,29.21920369,2454.9,-25.88702535
1714,2012/4/27,2630.55,2637.92,2623.6,2626.16,48233586,,17.3238693,7.580886014,19.48596658,2630.55,2626.16,,,,,2585.55,29.21920369,2454.9,-25.88702535
1715,2012/5/2,2660.67,2697.95,2643.53,2683.49,80148654,,22.80870997,10.62645081,24.36451834,2683.49,2660.67,,,,,2585.55,29.21920369,2454.9,-25.88702535
1716,2012/5/3,2679.52,2693.88,2675.81,2691.52,59361090,,27.4865913,13.9984789,26.97622479,2691.52,2679.52,,,1,,2585.55,29.21920369,2454.9,-25.88702535
1717,2012/5/4,2689.62,2716.03,2677.14,2715.88,63218086,,32.78160839,17.7551048,30.05300717,2715.88,2689.62,,,1,,2585.55,29.21920369,2454.9,-25.88702535
1718,2012/5/7,2699.45,2717.78,2694.32,2717.78,68547314,,36.70811342,21.54570652,30.32481379,2717.78,2699.45,,,1,,2585.55,29.21920369,2454.9,-25.88702535
1719,2012/5/8,2717.41,2717.82,2683.56,2709.12,63110840,,38.67528274,24.97162177,27.40732194,2717.41,2709.12,1,,1,,2585.55,29.21920369,2454.9,-25.88702535
1720,2012/5/9,2685.19,2685.19,2655.32,2657.51,58400283,,35.65873126,27.10904367,17.09937519,2685.19,2657.51,,,,,2709.12,38.67528274,2454.9,-25.88702535
1721,2012/5/10,2657.87,2667.68,2649.38,2657.21,46962576,,32.86503729,28.26024239,9.209589805,2657.87,2657.21,,,,,2709.12,38.67528274,2454.9,-25.88702535
1722,2012/5/11,2652.31,2666.57,2636.52,2636.92,41006143,,28.68313989,28.34482189,0.676635995,2652.31,2636.92,,,,,2709.12,38.67528274,2454.9,-25.88702535
1723,2012/5/14,2653.81,2656.28,2613.35,2615.53,52082484,,23.37352637,27.35056279,-7.954072839,2653.81,2615.53,,,,,2709.12,38.67528274,2454.9,-25.88702535
1724,2012/5/15,2597.64,2618.18,2591.6,2617.37,45767271,,19.09398841,25.69924791,-13.21051901,2617.37,2597.64,,,,,2709.12,38.67528274,2454.9,-25.88702535
1725,2012/5/16,2610.16,2612.62,2574.08,2574.65,43280274,,12.11561549,22.98252143,-21.73381187,2610.16,2574.65,,,,,2709.12,38.67528274,2454.9,-25.88702535
1726,2012/5/17,2577.96,2619.59,2571.2,2613.94,43728389,,9.644404629,20.31489807,-21.34098688,2613.94,2577.96,,,,,2709.12,38.67528274,2454.9,-25.88702535
1727,2012/5/18,2595.55,2603.19,2567.3,2573.98,43422124,,4.410670708,17.13405259,-25.44676377,2595.55,2573.98,,,,,2709.12,38.67528274,2454.9,-25.88702535
1728,2012/5/21,2572.37,2604.22,2563.97,2587.23,38602090,,1.316882928,13.97061866,-25.30747147,2587.23,2572.37,,,,,2709.12,38.67528274,2454.9,-25.88702535
1729,2012/5/22,2598.17,2627.6,2597.6,2627.52,42773529,,2.091985004,11.59489193,-19.00581385,2627.52,2598.17,,,,,2709.12,38.67528274,2454.9,-25.88702535
1730,2012/5/23,2621.79,2635.78,2598.29,2616.87,43719531,,1.825845776,9.641082699,-15.63047385,2621.79,2616.87,,,,,2709.12,38.67528274,2454.9,-25.88702535
1731,2012/5/24,2613.09,2630.41,2588.21,2595.26,42844066,,-0.127349868,7.687396186,-15.62949211,2613.09,2595.26,,,,,2709.12,38.67528274,2454.9,-25.88702535
1732,2012/5/25,2595.26,2602.17,2565.65,2573.1,39273004,,-3.423929362,5.465131076,-17.77812088,2595.26,2573.1,,,,,2709.12,38.67528274,2454.9,-25.88702535
1733,2012/5/28,2562.6,2614.85,2545.34,2614.69,56339275,,-2.649979628,3.842108935,-12.98417713,2614.69,2562.6,,,,,2709.12,38.67528274,2454.9,-25.88702535
1734,2012/5/29,2615.15,2658.25,2612.56,2650.85,72135637,,0.871148848,3.247916918,-4.753536139,2650.85,2615.15,,,,,2709.12,38.67528274,2454.9,-25.88702535
1735,2012/5/30,2646.37,2655.16,2636.52,2642.26,51855436,,2.934697953,3.185273125,-0.501150344,2646.37,2642.26,,,,,2709.12,38.67528274,2454.9,-25.88702535
1736,2012/5/31,2623.16,2645.59,2617.23,2632.04,44107469,,3.702724197,3.288763339,0.827921716,2632.04,2623.16,,,,,2709.12,38.67528274,2454.9,-25.88702535
1737,2012/6/1,2633.6,2653.86,2623.29,2633,44191056,,4.338839071,3.498778486,1.68012117,2633.6,2633,,,,,2709.12,38.67528274,2454.9,-25.88702535
1738,2012/6/4,2598.73,2608.32,2558.92,2559.03,52478502,,-1.112966531,2.576429482,-7.378792026,2598.73,2559.03,,,,,2709.12,38.67528274,2454.9,-25.88702535
1739,2012/6/5,2565.19,2573.89,2548.76,2558.84,37779910,,-5.386797512,0.983784083,-12.74116319,2565.19,2558.84,,,,1,2709.12,38.67528274,2454.9,-25.88702535
1740,2012/6/6,2564.23,2573.74,2547.33,2557.4,33857694,,-8.788724377,-0.970717609,-15.63601354,2564.23,2557.4,,,,1,2709.12,38.67528274,2454.9,-25.88702535
1741,2012/6/7,2579.43,2584.04,2536.26,2542.18,34841186,,-12.56802634,-3.290179356,-18.55569398,2579.43,2542.18,,,,1,2709.12,38.67528274,2454.9,-25.88702535
1742,2012/6/8,2558.84,2559.13,2520.41,2524.33,43856426,,-16.80972417,-5.994088318,-21.6312717,2558.84,2524.33,,,,1,2709.12,38.67528274,2454.9,-25.88702535
1743,2012/6/11,2529.6,2565.43,2523.77,2558.26,40098260,,-17.23476122,-8.242222897,-17.98507664,2558.26,2529.6,,1,,1,2709.12,38.67528274,2454.9,-25.88702535
1744,2012/6/12,2543.76,2553.92,2529.95,2540.18,37936676,,-18.81363912,-10.35650614,-16.91426595,2543.76,2540.18,,,,1,2709.12,38.67528274,2558.26,-17.23476122
1745,2012/6/13,2546.79,2581.11,2539.63,2580.64,45014568,,-16.60867293,-11.6069395,-10.00346686,2580.64,2546.79,,,,,2709.12,38.67528274,2558.26,-17.23476122
1746,2012/6/14,2573.33,2584.71,2558.56,2560.42,40247934,,-16.30485414,-12.54652243,-7.516663425,2573.33,2560.42,,,,,2709.12,38.67528274,2558.26,-17.23476122
1747,2012/6/15,2565.19,2580.17,2538.57,2568.05,42786078,,-15.2723482,-13.09168758,-4.361321244,2568.05,2565.19,,,,,2709.12,38.67528274,2558.26,-17.23476122
1748,2012/6/18,2576.63,2593.22,2572.99,2581.21,35693628,,-13.23956038,-13.12126214,-0.236596483,2581.21,2576.63,,,,,2709.12,38.67528274,2558.26,-17.23476122
1749,2012/6/19,2577.36,2577.36,2556.1,2558.62,32700553,,-13.29809345,-13.15662841,-0.2829301,2577.36,2558.62,,,,,2709.12,38.67528274,2558.26,-17.23476122
1750,2012/6/20,2563.64,2570.66,2549.44,2552.61,29850639,,-13.67183767,-13.25967026,-0.824334829,2563.64,2552.61,,,,,2709.12,38.67528274,2558.26,-17.23476122
1751,2012/6/21,2547.05,2547.05,2502.42,2512.19,35396732,,-17.03324026,-14.01438426,-6.037712009,2547.05,2512.19,,,,,2709.12,38.67528274,2558.26,-17.23476122
1752,2012/6/25,2501.16,2501.16,2455.01,2456.52,40106735,,-23.91361847,-15.9942311,-15.83877474,2501.16,2456.52,,,,1,2709.12,38.67528274,2558.26,-17.23476122
1753,2012/6/26,2442.56,2465.12,2434.64,2454.92,31734008,,-29.15934364,-18.62725361,-21.06418006,2454.92,2442.56,,,,1,2709.12,38.67528274,2558.26,-17.23476122
1754,2012/6/27,2452.67,2470.76,2444.34,2447.2,30007553,,-33.55278252,-21.61235939,-23.88084625,2452.67,2447.2,,1,,1,2709.12,38.67528274,2558.26,-17.23476122
1755,2012/6/28,2451.66,2459.19,2425.24,2425.73,30543113,,-38.32527415,-24.95494234,-26.74066361,2451.66,2425.73,,,,1,2709.12,38.67528274,2447.2,-33.55278252
1756,2012/6/29,2418.86,2462.81,2417.49,2461.61,37994941,,-38.76542828,-27.71703953,-22.0967775,2461.61,2418.86,,,,1,2709.12,38.67528274,2447.2,-33.55278252
1757,2012/7/2,2473.54,2473.97,2452.99,2465.24,40510078,,-38.37893448,-29.84941852,-17.05903191,2473.54,2465.24,,1,,,2709.12,38.67528274,2447.2,-33.55278252
1758,2012/7/3,2464.85,2490.55,2457.45,2468.72,38693354,,-37.36115232,-31.35176528,-12.01877409,2468.72,2464.85,,,,,2709.12,38.67528274,2465.24,-38.37893448
1759,2012/7/4,2474.53,2481.34,2456,2464.92,34452142,,-36.44111044,-32.36963431,-8.142952259,2474.53,2464.92,,,,,2709.12,38.67528274,2465.24,-38.37893448
1760,2012/7/5,2450.3,2450.3,2420,2430.37,34726145,,-38.06112195,-33.50793184,-9.106380226,2450.3,2430.37,,,,,2709.12,38.67528274,2465.24,-38.37893448
1761,2012/7/6,2435.06,2477.23,2420.36,2472.61,49610605,,-35.52704411,-33.9117543,-3.230579636,2472.61,2435.06,,,,,2709.12,38.67528274,2465.24,-38.37893448
1762,2012/7/9,2455.89,2470.21,2414.95,2416.04,49223302,,-37.64949545,-34.65930253,-5.980385839,2455.89,2416.04,,,,,2709.12,38.67528274,2465.24,-38.37893448
1763,2012/7/10,2411,2426.53,2402.37,2406.71,35549984,,-39.62760409,-35.65296284,-7.949282503,2411,2406.71,,,,1,2709.12,38.67528274,2465.24,-38.37893448
1764,2012/7/11,2402.18,2427.79,2402.15,2425.57,37624312,,-39.22130626,-36.36663152,-5.709349472,2425.57,2402.18,,,,,2709.12,38.67528274,2465.24,-38.37893448
1765,2012/7/12,2420.04,2460.56,2404.58,2449.18,56717691,,-36.57259649,-36.40782452,-0.329543947,2449.18,2420.04,,1,,,2709.12,38.67528274,2465.24,-38.37893448
1766,2012/7/13,2441.01,2467.99,2438.98,2450.63,36725256,,-33.96494529,-35.91924867,3.908606767,2450.63,2441.01,,,,,2709.12,38.67528274,2449.18,-36.57259649
1767,2012/7/16,2452.59,2452.59,2399.61,2399.73,42771870,,-35.59524767,-35.85444847,0.518401594,2452.59,2399.73,,,,,2709.12,38.67528274,2449.18,-36.57259649
1768,2012/7/17,2391.9,2421.93,2391.28,2414.2,33424329,,-35.31260427,-35.74607963,0.866950719,2414.2,2391.9,,,,,2709.12,38.67528274,2449.18,-36.57259649
1769,2012/7/18,2412.06,2420.78,2373.65,2414.33,41751788,,-34.6783668,-35.53253706,1.70834053,2414.33,2412.06,,1,,,2709.12,38.67528274,2449.18,-36.57259649
1770,2012/7/19,2407.44,2444.06,2401.29,2424.32,46949052,,-32.98933896,-35.02389744,4.069116969,2424.32,2407.44,,,,,2709.12,38.67528274,2414.33,-34.6783668
1771,2012/7/20,2415.71,2423.8,2392.18,2398.46,37619754,,-33.35298565,-34.68971508,2.673458872,2415.71,2398.46,,,,,2709.12,38.67528274,2414.33,-34.6783668
1772,2012/7/23,2379.89,2379.89,2357.51,2365.43,32390369,,-35.89267481,-34.93030703,-1.924735567,2379.89,2365.43,,,,,2709.12,38.67528274,2414.33,-34.6783668
1773,2012/7/24,2353.22,2392.35,2352.8,2375.99,30310079,,-36.63103328,-35.27045228,-2.721161997,2375.99,2353.22,,,,,2709.12,38.67528274,2414.33,-34.6783668
1774,2012/7/25,2368.38,2381.04,2357.47,2360.08,24896501,,-38.06124537,-35.8286109,-4.465268947,2368.38,2360.08,,1,,,2709.12,38.67528274,2414.33,-34.6783668
1775,2012/7/26,2360.13,2374.87,2344.7,2347.49,31314094,,-39.75236601,-36.61336192,-6.27800818,2360.13,2347.49,,,,1,2709.12,38.67528274,2360.08,-38.06124537
1776,2012/7/27,2353.94,2364.98,2341.29,2349.11,31090525,,-40.49506889,-37.38970332,-6.210731155,2353.94,2349.11,,1,,1,2709.12,38.67528274,2360.08,-38.06124537
1777,2012/7/30,2350.78,2367.03,2334,2335.79,30484851,,-41.67804045,-38.24737074,-6.861339417,2350.78,2335.79,,,,1,2709.12,38.67528274,2349.11,-40.49506889
1778,2012/7/31,2336.88,2350.07,2329.5,2332.92,32099723,,-42.35885246,-39.06966709,-6.578370755,2336.88,2332.92,,,,1,2709.12,38.67528274,2349.11,-40.49506889
1779,2012/8/1,2332.13,2371.12,2331.95,2358.65,31420848,,-40.35699461,-39.32713259,-2.059724041,2358.65,2332.13,,,,,2709.12,38.67528274,2349.11,-40.49506889
1780,2012/8/2,2354.07,2358.56,2325.61,2334.88,31516159,,-40.22486103,-39.50667828,-1.436365499,2354.07,2334.88,,1,,,2709.12,38.67528274,2349.11,-40.49506889
1781,2012/8/3,2340.25,2354.16,2329.93,2353.74,29769785,,-38.15843317,-39.23702926,2.15719218,2353.74,2340.25,,,,,2709.12,38.67528274,2334.88,-40.22486103
1782,2012/8/6,2350.12,2388.36,2348.12,2385.61,41820665,,-33.56224686,-38.10207278,9.07965184,2385.61,2350.12,,,,,2709.12,38.67528274,2334.88,-40.22486103
1783,2012/8/7,2383.26,2390.78,2379.45,2388.87,38285489,,-29.31871346,-36.34540091,14.05337491,2388.87,2383.26,,,1,,2709.12,38.67528274,2334.88,-40.22486103
1784,2012/8/8,2390.96,2405.18,2382.82,2389.79,37810451,,-25.5865011,-34.19362095,17.2142397,2390.96,2389.79,,,1,,2709.12,38.67528274,2334.88,-40.22486103
1785,2012/8/9,2388.43,2412.14,2378.85,2411.7,35658951,,-20.62301277,-31.47949931,21.71297309,2411.7,2388.43,,,1,,2709.12,38.67528274,2334.88,-40.22486103
1786,2012/8/10,2409.94,2413.42,2395.91,2399.75,34702995,,-17.45249613,-28.67409868,22.4432051,2409.94,2399.75,,,1,,2709.12,38.67528274,2334.88,-40.22486103
1787,2012/8/13,2394.5,2394.5,2350.81,2351.93,44783546,,-18.58428513,-26.65613597,16.14370168,2394.5,2351.93,,,,,2709.12,38.67528274,2334.88,-40.22486103
1788,2012/8/14,2352.66,2357.85,2324.91,2357.02,39850066,,-18.85318779,-25.09554633,12.48471708,2357.02,2352.66,,,,,2709.12,38.67528274,2334.88,-40.22486103
1789,2012/8/15,2350.02,2350.02,2330.15,2331.61,30580176,,-20.87602392,-24.25164185,6.751235862,2350.02,2331.61,,,,,2709.12,38.67528274,2334.88,-40.22486103
1790,2012/8/16,2327.91,2335.4,2317.06,2319.67,25902905,,-23.17544226,-24.03640193,1.721919336,2327.91,2319.67,,,,,2709.12,38.67528274,2334.88,-40.22486103
1791,2012/8/17,2318.43,2322.89,2295.16,2313.48,26065717,,-25.20666242,-24.27045403,-1.872416787,2318.43,2313.48,,,,,2709.12,38.67528274,2334.88,-40.22486103
1792,2012/8/20,2294.9,2307.41,2279.95,2301.79,27402033,,-27.44335443,-24.90503411,-5.07664064,2301.79,2294.9,,,,,2709.12,38.67528274,2334.88,-40.22486103
1793,2012/8/21,2301.93,2327.38,2296.55,2313.7,34895100,,-27.9329182,-25.51061093,-4.844614548,2313.7,2301.93,,1,,,2709.12,38.67528274,2334.88,-40.22486103
1794,2012/8/22,2315.14,2317.37,2285.75,2295.59,31708412,,-29.44282807,-26.29705436,-6.291547431,2315.14,2295.59,,,,,2709.12,38.67528274,2313.7,-27.9329182
1795,2012/8/23,2298.18,2311.65,2285.37,2302.2,31335342,,-29.76298164,-26.99023982,-5.545483652,2302.2,2298.18,,,,,2709.12,38.67528274,2313.7,-27.9329182
1796,2012/8/24,2295.68,2299.3,2274.57,2275.68,31869591,,-31.79019049,-27.95022995,-7.679921073,2295.68,2275.68,,,,,2709.12,38.67528274,2313.7,-27.9329182
1797,2012/8/27,2268.49,2268.49,2228.15,2228.2,37386191,,-36.8037565,-29.72093526,-14.16564248,2268.49,2228.2,,,,,2709.12,38.67528274,2313.7,-27.9329182
1798,2012/8/28,2226.9,2250.6,2222,2238.41,33773615,,-39.49787509,-31.67632323,-15.64310374,2238.41,2226.9,,,,,2709.12,38.67528274,2313.7,-27.9329182
1799,2012/8/29,2230.2,2240.11,2214.43,2214.81,29010648,,-43.04115462,-33.94928951,-18.18373023,2230.2,2214.81,,,,1,2709.12,38.67528274,2313.7,-27.9329182
1800,2012/8/30,2204.51,2223.2,2188.72,2211.37,35491310,,-45.60114679,-36.27966096,-18.64297165,2211.37,2204.51,,,,1,2709.12,38.67528274,2313.7,-27.9329182
1801,2012/8/31,2205.57,2218.87,2203.12,2204.87,25964986,,-47.60568599,-38.54486597,-18.12164004,2205.57,2204.87,,1,,1,2709.12,38.67528274,2313.7,-27.9329182
1802,2012/9/3,2201.12,2236.56,2197.71,2228.37,38548592,,-46.7590351,-40.18769979,-13.1426706,2228.37,2201.12,,,,,2709.12,38.67528274,2204.87,-47.60568599
1803,2012/9/4,2231.72,2234.88,2199.51,2204.41,34852688,,-47.47417716,-41.64499527,-11.65836378,2231.72,2204.41,,1,,,2709.12,38.67528274,2204.87,-47.60568599
1804,2012/9/5,2199.74,2209.54,2186.96,2199.88,34751824,,-47.8548249,-42.88696119,-9.935727417,2199.88,2199.74,,,,1,2709.12,38.67528274,2204.41,-47.47417716
1805,2012/9/6,2204.44,2218.68,2199.86,2217.82,31695884,,-46.17658795,-43.54488654,-5.263402812,2217.82,2204.44,,1,,,2709.12,38.67528274,2204.41,-47.47417716
1806,2012/9/7,2233.91,2341.52,2233.91,2317.18,94529764,,-36.40934717,-42.11777867,11.416863,2317.18,2233.91,,,,,2709.12,38.67528274,2217.82,-46.17658795
1807,2012/9/10,2320.56,2334.5,2313.57,2326.67,65330554,,-27.58499218,-39.21122137,23.25245839,2326.67,2320.56,,,,,2709.12,38.67528274,2217.82,-46.17658795
1808,2012/9/11,2316.53,2316.53,2294.82,2311.89,46260719,,-21.53599619,-35.67617633,28.28036029,2316.53,2311.89,,,,,2709.12,38.67528274,2217.82,-46.17658795
1809,2012/9/12,2325.93,2337.2,2298.3,2320.07,49622518,,-15.89879425,-31.72069992,31.64381134,2325.93,2320.07,,,1,,2709.12,38.67528274,2217.82,-46.17658795
1810,2012/9/13,2316.68,2325.53,2298.37,2298.46,42049849,,-13.02487484,-27.9815349,29.91332012,2316.68,2298.46,,,1,,2709.12,38.67528274,2217.82,-46.17658795
1811,2012/9/14,2324.01,2332.42,2298.83,2315.54,61571814,,-9.26228984,-24.23768589,29.9507921,2324.01,2315.54,,,1,,2709.12,38.67528274,2217.82,-46.17658795
1812,2012/9/17,2312.05,2314.99,2258.18,2258.71,48984734,,-10.74228974,-21.53860666,21.59263384,2312.05,2258.71,,,,,2709.12,38.67528274,2217.82,-46.17658795
1813,2012/9/18,2249.43,2253.14,2228.04,2235.24,33228696,,-13.65166528,-19.96121838,12.61910621,2249.43,2235.24,,,,,2709.12,38.67528274,2217.82,-46.17658795
