,candle_end_time,open,high,low,close,amount,info,DIF,DEA,MACD,max,min,price_new_high,price_new_low,DIF_new_high,DIF_new_low,last_peak_price,last_peak_dif,last_valley_price,last_valley_dif
447,2007/2/8,2376.63,2415.96,2354.7,2410.6,62656500,,75.14097021,107.6946252,-65.10730992,2410.6,2376.63,,,,1,2385.33,149.8392818,1252.39,-30.29369002
448,2007/2/9,2412.64,2417.64,2376.02,2397.25,55515500,,71.07731549,100.3711632,-58.58769548,2412.64,2397.25,,,,1,2385.33,149.8392818,1252.39,-30.29369002
449,2007/2/12,2397.85,2485.76,2396.79,2485.39,54992300,,74.11465364,95.11986132,-42.01041534,2485.39,2397.85,,,,,2385.33,149.8392818,1252.39,-30.29369002
450,2007/2/13,2498.34,2526.23,2489.66,2522.63,51528900,,78.62043535,91.81997612,-26.39908155,2522.63,2498.34,,,,,2385.33,149.8392818,1252.39,-30.29369002
451,2007/2/14,2527.56,2594.66,2520.53,2588.35,62777300,,86.4972679,90.75543448,-8.516333155,2588.35,2527.56,,,,,2385.33,149.8392818,1252.39,-30.29369002
452,2007/2/15,2607.63,2669.18,2607.63,2668.63,71631300,,98.08695417,92.22173842,11.73043151,2668.63,2607.63,,,,,2385.33,149.8392818,1252.39,-30.29369002
453,2007/2/16,2692.67,2717.57,2660.49,2676.74,75908800,,106.6963442,95.11665958,23.15936929,2692.67,2676.74,,,,,2385.33,149.8392818,1252.39,-30.29369002
454,2007/2/26,2679.26,2710.3,2641.12,2707.68,74531600,,114.6938282,99.03209331,31.32346984,2707.68,2679.26,,,,,2385.33,149.8392818,1252.39,-30.29369002
455,2007/2/27,2717.81,2719.52,2454.92,2457.49,107737000,,99.69443446,99.16456154,1.059745853,2717.81,2457.49,,,,,2385.33,149.8392818,1252.39,-30.29369002
456,2007/2/28,2413.42,2554.23,2413.33,2544.57,82822600,,93.75320648,98.08229053,-8.658168093,2544.57,2413.42,1,,,,2385.33,149.8392818,1252.39,-30.29369002
457,2007/3/1,2550.26,2550.33,2439.5,2473.54,82159700,,82.36377479,94.93858738,-25.14962517,2550.26,2473.54,,,,,2544.57,93.75320648,1252.39,-30.29369002
458,2007/3/2,2468.67,2523.86,2455.82,2508.73,57946800,,75.30899185,91.01266827,-31.40735284,2508.73,2468.67,,,,,2544.57,93.75320648,1252.39,-30.29369002
459,2007/3/5,2503.82,2541.82,2409.72,2475.61,68517500,,66.28146685,86.06642799,-39.56992228,2503.82,2475.61,,,,1,2544.57,93.75320648,1252.39,-30.29369002
460,2007/3/6,2467.74,2539.45,2452.14,2520.29,52633200,,62.01749179,81.25664075,-38.47829791,2520.29,2467.74,,,,1,2544.57,93.75320648,1252.39,-30.29369002
461,2007/3/7,2532.98,2594.46,2532.15,2589.44,59721000,,63.48625787,77.70256417,-28.4326126,2589.44,2532.98,,,,,2544.57,93.75320648,1252.39,-30.29369002
462,2007/3/8,2597.72,2628.45,2565.11,2627.63,55386600,,66.96000613,75.55405257,-17.18809286,2627.63,2597.72,,,,,2544.57,93.75320648,1252.39,-30.29369002
463,2007/3/9,2632.8,2643.81,2587.49,2611.39,70411300,,67.62302821,73.96784769,-12.68963898,2632.8,2611.39,,,,,2544.57,93.75320648,1252.39,-30.29369002
464,2007/3/12,2612.96,2619.5,2563.37,2616.17,62468900,,67.75316769,72.72491169,-9.943488014,2616.17,2612.96,,,,,2544.57,93.75320648,1252.39,-30.29369002
465,2007/3/13,2620.72,2641.63,2605.23,2640.17,65788900,,68.99754286,71.97943793,-5.963790134,2640.17,2620.72,,,,,2544.57,93.75320648,1252.39,-30.29369002
466,2007/3/14,2609.93,2625.12,2546.65,2597.36,68952100,,65.77114115,70.73777857,-9.933274836,2609.93,2597.36,,,,,2544.57,93.75320648,1252.39,-30.29369002
467,2007/3/15,2595.54,2645.88,2595.54,2645.55,63778500,,66.3380214,69.85782714,-7.039611475,2645.55,2595.54,,,,,2544.57,93.75320648,1252.39,-30.29369002
468,2007/3/16,2656.01,2665.39,2576.32,2604.23,75331800,,62.72998716,68.43225914,-11.40454396,2656.01,2604.23,,,,,2544.57,93.75320648,1252.39,-30.29369002
469,2007/3/19,2533.71,2674.8,2523.3,2659.41,73983600,,63.59013142,67.4638336,-7.747404353,2659.41,2533.71,,,,,2544.57,93.75320648,1252.39,-30.29369002
470,2007/3/20,2669.64,2674.47,2645.25,2672.77,61249700,,64.60511474,66.89208983,-4.573950167,2672.77,2669.64,,,,,2544.57,93.75320648,1252.39,-30.29369002
471,2007/3/21,2685.93,2703,2666.89,2702.6,64613000,,67.04369011,66.92240988,0.242560457,2702.6,2685.93,,,,,2544.57,93.75320648,1252.39,-30.29369002
472,2007/3/22,2720.46,2740.28,2702.41,2711.32,83308100,,68.88583674,67.31509525,3.141482969,2720.46,2711.32,,,,,2544.57,93.75320648,1252.39,-30.29369002
473,2007/3/23,2710.36,2726.62,2653.79,2716.27,73911900,,69.93896203,67.83986861,4.198186834,2716.27,2710.36,1,,,,2544.57,93.75320648,1252.39,-30.29369002
474,2007/3/26,2725.4,2764.4,2713.93,2764.03,76074800,,73.77694951,69.02728479,9.499329435,2764.03,2725.4,,,,,2716.27,69.93896203,1252.39,-30.29369002
475,2007/3/27,2770.35,2789.97,2753.02,2784.02,80725100,,77.53780067,70.72938797,13.61682541,2784.02,2770.35,,,,,2716.27,69.93896203,1252.39,-30.29369002
476,2007/3/28,2787.24,2806.08,2689.11,2797.65,112210000,,80.68800827,72.72111203,15.93379249,2797.65,2787.24,,,,,2716.27,69.93896203,1252.39,-30.29369002
477,2007/3/29,2802.38,2830.08,2782.93,2783.3,106567000,,81.09186883,74.39526339,13.39321089,2802.38,2783.3,,,,,2716.27,69.93896203,1252.39,-30.29369002
478,2007/3/30,2768.71,2801.95,2753.15,2781.78,62950700,,80.36290638,75.58879199,9.548228789,2781.78,2768.71,1,,,,2716.27,69.93896203,1252.39,-30.29369002
479,2007/4/2,2793.96,2850.15,2793.96,2850.11,69247900,,84.32679157,77.3363919,13.98079933,2850.11,2793.96,,,,,2781.78,80.36290638,1252.39,-30.29369002
480,2007/4/3,2861.9,2888.33,2852.57,2888.11,77014500,,89.50274957,79.76966344,19.46617227,2888.11,2861.9,,,,,2781.78,80.36290638,1252.39,-30.29369002
481,2007/4/4,2893.38,2924.68,2875.69,2911.82,75506700,,94.42940898,82.70161255,23.45559287,2911.82,2893.38,,,,,2781.78,80.36290638,1252.39,-30.29369002
482,2007/4/5,2909.5,2950.66,2895.42,2945.04,74139000,,99.86323719,86.13393747,27.45859943,2945.04,2909.5,,,,,2781.78,80.36290638,1252.39,-30.29369002
483,2007/4/6,2921.73,2977.46,2911.05,2972.01,79102300,,105.1339204,89.93393406,30.39997269,2972.01,2921.73,,,,,2781.78,80.36290638,1252.39,-30.29369002
484,2007/4/9,2988.38,3043.06,2988.38,3038.17,90901700,,113.3429865,94.61574455,37.45448392,3038.17,2988.38,,,1,,2781.78,80.36290638,1252.39,-30.29369002
485,2007/4/10,3053.35,3081.62,2993.11,3081.57,100888000,,121.9450413,100.0816039,43.72687481,3081.57,3053.35,,,1,,2781.78,80.36290638,1252.39,-30.29369002
486,2007/4/11,3092.08,3121.54,3059.28,3121.32,101670000,,130.465796,106.1584423,48.61470739,3121.32,3092.08,,,1,,2781.78,80.36290638,1252.39,-30.29369002
487,2007/4/12,3129.25,3176.69,3114.91,3176.44,92535200,,140.0518483,112.9371235,54.22944961,3176.44,3129.25,,,1,,2781.78,80.36290638,1252.39,-30.29369002
488,2007/4/13,3182.78,3211.61,3154.11,3169.23,100653000,,145.391099,119.4279186,51.92636079,3182.78,3169.23,,,1,,2781.78,80.36290638,1252.39,-30.29369002
489,2007/4/16,3177.3,3256.57,3177.29,3256,87928900,,154.8392174,126.5101784,56.658078,3256,3177.3,,,1,,2781.78,80.36290638,1252.39,-30.29369002
490,2007/4/17,3273.43,3288.17,3182.95,3283.6,105307000,,162.6787492,133.7438925,57.86971336,3283.6,3273.43,,,1,,2781.78,80.36290638,1252.39,-30.29369002
491,2007/4/18,3294.21,3311.98,3244.93,3304.5,101427000,,168.6341802,140.7219501,55.8244602,3304.5,3294.21,,,1,,2781.78,80.36290638,1252.39,-30.29369002
492,2007/4/19,3297.95,3297.95,3065.28,3150.3,115270000,,159.0775044,144.3930609,29.36888686,3297.95,3150.3,1,,,,2781.78,80.36290638,1252.39,-30.29369002
493,2007/4/20,3165.67,3297.41,3165.67,3289.28,94469900,,160.8639549,147.6872397,26.35343032,3289.28,3165.67,,,,,3150.3,159.0775044,1252.39,-30.29369002
494,2007/4/23,3330.8,3433.52,3330.8,3431.32,109959000,,171.7612144,152.5020346,38.51835941,3431.32,3330.8,,,1,,3150.3,159.0775044,1252.39,-30.29369002
495,2007/4/24,3462.48,3490.81,3418.3,3445.2,114643000,,179.448797,157.8913871,43.11481971,3462.48,3445.2,,,1,,3150.3,159.0775044,1252.39,-30.29369002
496,2007/4/25,3432.02,3467.83,3376.08,3448.28,100581000,,183.6725292,163.0476155,41.24982742,3448.28,3432.02,1,,1,,3150.3,159.0775044,1252.39,-30.29369002
497,2007/4/26,3465.11,3493.91,3438.88,3493.58,78997700,,188.5022622,168.1385449,40.72743463,3493.58,3465.11,,,1,,3448.28,183.6725292,1252.39,-30.29369002
498,2007/4/27,3499.94,3503.89,3436,3470.52,80698600,,188.2985229,172.1705405,32.25596484,3499.94,3470.52,,,,,3448.28,183.6725292,1252.39,-30.29369002
499,2007/4/30,3487.36,3568.68,3478.93,3558.71,94302900,,193.0281457,176.3420615,33.37216835,3558.71,3487.36,,,1,,3448.28,183.6725292,1252.39,-30.29369002
500,2007/5/8,3643.81,3699.37,3618.78,3686.03,106789000,,204.6905209,182.0117534,45.35753497,3686.03,3643.81,,,1,,3448.28,183.6725292,1252.39,-30.29369002
501,2007/5/9,3699.3,3717.34,3556.61,3701.28,140648000,,212.7115781,188.1517183,49.11971955,3701.28,3699.3,,,1,,3448.28,183.6725292,1252.39,-30.29369002
502,2007/5/10,3703.52,3742.23,3671.81,3724.51,115420000,,218.4249241,194.2063595,48.43712916,3724.51,3703.52,,,1,,3448.28,183.6725292,1252.39,-30.29369002
503,2007/5/11,3696.29,3715.37,3629.71,3702.61,88961800,,218.6650108,199.0980897,39.13384209,3702.61,3696.29,1,,1,,3448.28,183.6725292,1252.39,-30.29369002
504,2007/5/14,3648.27,3769.16,3620.86,3734.42,91098000,,218.8987538,203.0582226,31.68106253,3734.42,3648.27,,,1,,3702.61,218.6650108,1252.39,-30.29369002
505,2007/5/15,3739.05,3751.64,3600.21,3604.64,93578600,,206.2344926,203.6934766,5.082032104,3739.05,3604.64,,,,,3702.61,218.6650108,1252.39,-30.29369002
506,2007/5/16,3598,3700.65,3557.2,3700.29,86229300,,201.5922995,203.2732411,-3.361883375,3700.29,3598,1,,,,3702.61,218.6650108,1252.39,-30.29369002
507,2007/5/17,3716.44,3794.16,3705.27,3778.6,90256500,,201.904857,202.9995643,-2.189414699,3778.6,3716.44,,,,,3700.29,201.5922995,1252.39,-30.29369002
508,2007/5/18,3771.27,3805.21,3746.24,3776.63,82418900,,199.6916771,202.3379869,-5.292619464,3776.63,3771.27,1,,,,3700.29,201.5922995,1252.39,-30.29369002
509,2007/5/21,3650.8,3843.84,3643.08,3831.44,98478700,,200.0543234,201.8812542,-3.653861533,3831.44,3650.8,,,,,3776.63,199.6916771,1252.39,-30.29369002
510,2007/5/22,3849.04,3893.19,3849.04,3870.49,109618000,,201.1737264,201.7397486,-1.132044523,3870.49,3849.04,,,,,3776.63,199.6916771,1252.39,-30.29369002
511,2007/5/23,3879.76,3939.49,3853.91,3938.95,98523200,,205.21937,202.4356729,5.567394139,3938.95,3879.76,,,,,3776.63,199.6916771,1252.39,-30.29369002
512,2007/5/24,3953.89,3972.58,3858.51,3919.75,113814000,,204.5187275,202.8522838,3.332887435,3953.89,3919.75,,,,,3776.63,199.6916771,1252.39,-30.29369002
513,2007/5/25,3907.73,3996.85,3888.31,3985.25,95416600,,206.8641646,203.65466,6.419009315,3985.25,3907.73,,,,,3776.63,199.6916771,1252.39,-30.29369002
514,2007/5/28,4033.92,4091.94,4027.36,4072.58,114042000,,213.3108272,205.5858934,15.44986749,4072.58,4033.92,,,,,3776.63,199.6916771,1252.39,-30.29369002
515,2007/5/29,4090.9,4168.53,4079.87,4168.29,113267000,,223.5657243,209.1818596,28.76772936,4168.29,4090.9,,,1,,3776.63,199.6916771,1252.39,-30.29369002
516,2007/5/30,3906.04,4104.2,3849.7,3886.46,132739000,,206.570265,208.6595407,-4.17855129,3906.04,3886.46,1,,,,3776.63,199.6916771,1252.39,-30.29369002
517,2007/5/31,3828.92,3991.73,3683.56,3927.95,126078000,,194.2104008,205.7697127,-23.11862383,3927.95,3828.92,,,,,3886.46,206.570265,1252.39,-30.29369002
518,2007/6/1,3953.1,4014.15,3780.03,3803.95,119938000,,172.4217846,199.1001271,-53.35668491,3953.1,3803.95,,,,,3886.46,206.570265,1252.39,-30.29369002
519,2007/6/4,3804.96,3822.41,3503.94,3511.43,90531000,,130.0510821,185.2903181,-110.4784719,3804.96,3511.43,,,,1,3886.46,206.570265,1252.39,-30.29369002
520,2007/6/5,3407,3635.15,3246.73,3634.63,113768000,,105.2005194,169.2723583,-128.1436779,3634.63,3407,,,,1,3886.46,206.570265,1252.39,-30.29369002
521,2007/6/6,3652.89,3712.53,3550.74,3677.58,95951500,,87.95804978,153.0094966,-130.1028937,3677.58,3652.89,,,,1,3886.46,206.570265,1252.39,-30.29369002
522,2007/6/7,3694.55,3802.3,3684.46,3802.3,94190600,,83.39579526,139.0867564,-111.3819222,3802.3,3694.55,,,,1,3886.46,206.570265,1252.39,-30.29369002
523,2007/6/8,3814.19,3861.21,3769.15,3837.87,89074700,,81.70849276,127.6111036,-91.80522175,3837.87,3814.19,,,,1,3886.46,206.570265,1252.39,-30.29369002
524,2007/6/11,3876.07,3937.79,3870.23,3931.86,90982300,,86.95315898,119.4795147,-65.05271145,3931.86,3876.07,,,,,3886.46,206.570265,1252.39,-30.29369002
525,2007/6/12,3953.96,4036.35,3834.02,4036.11,99389800,,98.38754808,115.2611214,-33.7471466,4036.11,3953.96,,,,,3886.46,206.570265,1252.39,-30.29369002
526,2007/6/13,4071.74,4146.52,4064.15,4118.27,109453000,,112.7789635,114.7646898,-3.971452617,4118.27,4071.74,,,,,3886.46,206.570265,1252.39,-30.29369002
527,2007/6/14,4103.52,4132,4022.78,4075.82,86609200,,119.3827338,115.6882986,7.38887043,4103.52,4075.82,,,,,3886.46,206.570265,1252.39,-30.29369002
528,2007/6/15,4043.11,4115.73,4025.1,4099.38,68779600,,125.0755712,117.5657531,15.01963608,4099.38,4043.11,,,,,3886.46,206.570265,1252.39,-30.29369002
529,2007/6/18,4178.76,4246.4,4177.19,4227.57,87872900,,138.3363916,121.7198808,33.23302161,4227.57,4178.76,,,,,3886.46,206.570265,1252.39,-30.29369002
530,2007/6/19,4227.59,4254.71,4186.18,4253,81540500,,149.1780442,127.2115135,43.93306144,4253,4227.59,,,,,3886.46,206.570265,1252.39,-30.29369002
531,2007/6/20,4268.65,4292.2,4138.33,4157.6,86863000,,148.3619254,131.4415959,33.840659,4268.65,4157.6,,,,,3886.46,206.570265,1252.39,-30.29369002
532,2007/6/21,4140.69,4208.87,4110.96,4197.28,73739500,,149.197138,134.9927043,28.40886734,4197.28,4140.69,1,,,,3886.46,206.570265,1252.39,-30.29369002
533,2007/6/22,4203.13,4220.92,3970.35,4051.43,79552400,,136.5164967,135.2974628,2.438067815,4203.13,4051.43,,,,,4197.28,149.197138,1252.39,-30.29369002
534,2007/6/25,4066.45,4105.99,3850.84,3877.59,70031000,,111.1581994,130.4696101,-38.62282137,4066.45,3877.59,,,,,4197.28,149.197138,1252.39,-30.29369002
535,2007/6/26,3804.41,3929.37,3752.93,3928.21,58885100,,94.06189016,123.1880661,-58.25235189,3928.21,3804.41,,,,,4197.28,149.197138,1252.39,-30.29369002
536,2007/6/27,3946.88,4053.41,3912.2,4040.48,65290500,,88.55142691,116.2607383,-55.41862273,4040.48,3946.88,,,,,4197.28,149.197138,1252.39,-30.29369002
537,2007/6/28,4038.38,4067.81,3857.85,3858.52,66858000,,68.70965168,106.750521,-76.08173854,4038.38,3858.52,,,,1,4197.28,149.197138,1252.39,-30.29369002
538,2007/6/29,3769.33,3867.75,3718.16,3764.08,58920900,,44.84741011,94.36989878,-99.04497735,3769.33,3764.08,,,,1,4197.28,149.197138,1252.39,-30.29369002
539,2007/7/2,3746.18,3801.9,3644.19,3757.66,49747300,,25.12870334,80.52165969,-110.7859127,3757.66,3746.18,,,,1,4197.28,149.197138,1252.39,-30.29369002
540,2007/7/3,3782.78,3835.29,3744.01,3832.23,46409100,,15.34181111,67.48568998,-104.2877577,3832.23,3782.78,,,,1,4197.28,149.197138,1252.39,-30.29369002
541,2007/7/4,3840.41,3848.08,3727.56,3743.58,38233700,,0.427387726,54.07402953,-107.2932836,3840.41,3743.58,,,,1,4197.28,149.197138,1252.39,-30.29369002
542,2007/7/5,3688.31,3706.6,3535.04,3537.44,43225500,,-27.70678886,37.71786585,-130.8493094,3688.31,3537.44,,,,1,4197.28,149.197138,1252.39,-30.29369002
543,2007/7/6,3517.6,3712.74,3475.27,3710.28,51366500,,-35.64568175,23.04515633,-117.3816762,3710.28,3517.6,,,,1,4197.28,149.197138,1252.39,-30.29369002
544,2007/7/9,3743.87,3840.99,3722.23,3821.3,54073100,,-32.60309719,11.91550562,-89.03720563,3821.3,3743.87,,,,,4197.28,149.197138,1252.39,-30.29369002
545,2007/7/10,3832.76,3852.93,3764.25,3775.62,51907900,,-33.49174921,2.834054659,-72.65160773,3832.76,3775.62,,,,,4197.28,149.197138,1252.39,-30.29369002
546,2007/7/11,3751.49,3797.81,3732.29,3789.87,33628900,,-32.66956205,-4.266668682,-56.80578673,3789.87,3751.49,,,,,4197.28,149.197138,1252.39,-30.29369002
547,2007/7/12,3799.19,3839.21,3780.03,3816.92,31368100,,-29.49526086,-9.312387117,-40.36574748,3816.92,3799.19,,,,,4197.28,149.197138,1252.39,-30.29369002
548,2007/7/13,3825.03,3829.68,3773.93,3820.12,26893200,,-26.41687376,-12.73328445,-27.36717863,3825.03,3820.12,,,,,4197.28,149.197138,1252.39,-30.29369002
549,2007/7/16,3824.91,3830.37,3697.22,3697.97,29931900,,-33.44814457,-16.87625647,-33.1437762,3824.91,3697.97,,,,,4197.28,149.197138,1252.39,-30.29369002
550,2007/7/17,3684.33,3812.25,3650.25,3789.65,32553800,,-31.26229527,-19.75346423,-23.01766207,3789.65,3684.33,,,,,4197.28,149.197138,1252.39,-30.29369002
551,2007/7/18,3776.94,3861.51,3756.7,3807.57,45975800,,-27.76395413,-21.35556221,-12.81678384,3807.57,3776.94,,,,,4197.28,149.197138,1252.39,-30.29369002
552,2007/7/19,3796.92,3836.39,3778.51,3807,30258500,,-24.75216031,-22.03488183,-5.434556962,3807,3796.92,,,,,4197.28,149.197138,1252.39,-30.29369002
553,2007/7/20,3808.08,3971.89,3808.08,3971.88,55271100,,-8.957596377,-19.41942474,20.92365673,3971.88,3808.08,,,,,4197.28,149.197138,1252.39,-30.29369002
554,2007/7/23,4009.06,4157.39,4009.06,4156.72,85276200,,18.26421407,-11.88269698,60.2938221,4156.72,4009.06,,,,,4197.28,149.197138,1252.39,-30.29369002
555,2007/7/24,4187.33,4241.58,4143.59,4161.35,76090700,,39.75304888,-1.555547806,82.61719337,4187.33,4161.35,,,,,4197.28,149.197138,1252.39,-30.29369002
556,2007/7/25,4163.36,4256.05,4163.35,4255.46,64597800,,63.64335479,11.48423271,104.3182442,4255.46,4163.36,,,,,4197.28,149.197138,1252.39,-30.29369002
557,2007/7/26,4282.68,4325.93,4244.08,4303.19,65490200,,85.44307191,26.27600055,118.3341427,4303.19,4282.68,,,,,4197.28,149.197138,1252.39,-30.29369002
558,2007/7/27,4277.55,4318.34,4225.03,4307.14,65021100,,101.8640118,41.39360281,120.9408181,4307.14,4277.55,,,,,4197.28,149.197138,1252.39,-30.29369002
559,2007/7/30,4305.18,4426.31,4303.73,4410.3,75441600,,121.7978649,57.47445524,128.6468194,4410.3,4305.18,,,,,4197.28,149.197138,1252.39,-30.29369002
560,2007/7/31,4402.52,4467.65,4359.59,4460.56,71375000,,140.036891,73.98694239,132.0998972,4460.56,4402.52,,,,,4197.28,149.197138,1252.39,-30.29369002
561,2007/8/1,4479.3,4496.25,4271.06,4290.48,79361700,,139.1632289,87.02219969,104.2820584,4479.3,4290.48,,,,,4197.28,149.197138,1252.39,-30.29369002
562,2007/8/2,4311.6,4449.4,4303.98,4436.19,62887500,,148.5164198,99.3210437,98.39075213,4436.19,4311.6,1,,1,,4197.28,149.197138,1252.39,-30.29369002
563,2007/8/3,4472.89,4599.25,4472.89,4598.38,78190500,,167.0901571,112.8748664,108.4305815,4598.38,4472.89,,,1,,4436.19,148.5164198,1252.39,-30.29369002
564,2007/8/6,4642.78,4704.19,4623.49,4703.98,76164300,,188.1620009,127.9322933,120.4594152,4703.98,4642.78,,,1,,4436.19,148.5164198,1252.39,-30.29369002
565,2007/8/7,4715.39,4771.58,4634.87,4724.55,83847100,,204.1678955,143.1794137,121.9769636,4724.55,4715.39,,,1,,4436.19,148.5164198,1252.39,-30.29369002
566,2007/8/8,4679.22,4741.45,4579.4,4668.09,88988000,,209.8774951,156.51903,106.7169301,4679.22,4668.09,1,,1,,4436.19,148.5164198,1252.39,-30.29369002
567,2007/8/9,4666.42,4779.14,4666.2,4777.29,72025800,,220.6701728,169.3492586,102.6418286,4777.29,4666.42,,,1,,4668.09,209.8774951,1252.39,-30.29369002
568,2007/8/10,4765.85,4771.61,4631.04,4726.68,74962900,,222.5739498,179.9941968,85.15950591,4765.85,4726.68,1,,1,,4668.09,209.8774951,1252.39,-30.29369002
569,2007/8/13,4724.52,4767.08,4663.2,4721.19,85763200,,221.0911089,188.2135792,65.75505932,4724.52,4721.19,,,,,4726.68,222.5739498,1252.39,-30.29369002
570,2007/8/14,4721.45,4803.57,4704.15,4795.57,61157900,,223.3432295,195.2395093,56.20744039,4795.57,4721.45,,,1,,4726.68,222.5739498,1252.39,-30.29369002
571,2007/8/15,4804.68,4836.59,4697.97,4798.75,63466400,,222.8161646,200.7548403,44.12264857,4804.68,4798.75,,,,,4726.68,222.5739498,1252.39,-30.29369002
572,2007/8/16,4772.36,4772.97,4665.21,4721.94,63594800,,213.7367131,203.3512149,20.77099639,4772.36,4721.94,1,,,,4726.68,222.5739498,1252.39,-30.29369002
573,2007/8/17,4694.2,4774.99,4616.97,4626.58,63652100,,196.5803711,201.9970461,-10.83335001,4694.2,4626.58,,,,,4721.94,213.7367131,1252.39,-30.29369002
574,2007/8/20,4749.2,4885.83,4747.27,4885.43,67812200,,201.5475634,201.9071496,-0.719172408,4885.43,4749.2,,,,,4721.94,213.7367131,1252.39,-30.29369002
575,2007/8/21,4915.52,4995.53,4909.84,4972.71,74440600,,210.104907,203.5467011,13.11641188,4972.71,4915.52,,,,,4721.94,213.7367131,1252.39,-30.29369002
576,2007/8/22,4899.93,5075.89,4887.14,5051.69,74028900,,220.7154195,206.9804447,27.46994943,5051.69,4899.93,,,,,4721.94,213.7367131,1252.39,-30.29369002
577,2007/8/23,5075.51,5154.85,5028.12,5135.93,68051900,,233.2332236,212.2310005,42.00444614,5135.93,5075.51,,,1,,4721.94,213.7367131,1252.39,-30.29369002
578,2007/8/24,5161.15,5231.15,5158.03,5217.58,73769900,,246.8960818,219.1640168,55.46413008,5217.58,5161.15,,,1,,4721.94,213.7367131,1252.39,-30.29369002
579,2007/8/27,5250.62,5296.57,5191.28,5243.15,82631500,,256.8267419,226.6965618,60.26036018,5250.62,5243.15,,,1,,4721.94,213.7367131,1252.39,-30.29369002
580,2007/8/28,5220.64,5270.3,5136.61,5251.77,75066800,,262.3680084,233.8308511,57.0743146,5251.77,5220.64,,,1,,4721.94,213.7367131,1252.39,-30.29369002
581,2007/8/29,5215.65,5283.33,5138.34,5171.82,72929500,,257.34173,238.5330269,37.61740615,5215.65,5171.82,1,,,,4721.94,213.7367131,1252.39,-30.29369002
582,2007/8/30,5193.73,5247.57,5176,5241.23,67298500,,256.0080733,242.0280362,27.96007423,5241.23,5193.73,,,,,5171.82,257.34173,1252.39,-30.29369002
583,2007/8/31,5255.09,5307.42,5219.99,5296.81,66780400,,256.4794468,244.9183183,23.12225708,5296.81,5255.09,,,,,5171.82,257.34173,1252.39,-30.29369002
584,2007/9/3,5335.05,5433.75,5335.05,5419.17,82849200,,263.6868256,248.6720198,30.02961167,5419.17,5335.05,,,1,,5171.82,257.34173,1252.39,-30.29369002
585,2007/9/4,5421.25,5429.21,5333.49,5360.33,79914800,,261.6348651,251.2645888,20.74055249,5421.25,5360.33,,,,,5171.82,257.34173,1252.39,-30.29369002
586,2007/9/5,5357.55,5389.33,5265.06,5363.25,65364900,,257.2785443,252.4673799,9.622328689,5363.25,5357.55,1,,,,5171.82,257.34173,1252.39,-30.29369002
587,2007/9/6,5389.49,5448.84,5365.5,5412.04,70608600,,254.8256029,252.9390245,3.77315685,5412.04,5389.49,,,,,5363.25,257.2785443,1252.39,-30.29369002
588,2007/9/7,5382.91,5402.71,5284.65,5294.79,79298900,,240.646511,250.4805218,-19.66802163,5382.91,5294.79,,,,,5363.25,257.2785443,1252.39,-30.29369002
589,2007/9/10,5226.74,5380.46,5182.1,5377.22,65095700,,233.370738,247.058565,-27.37565413,5377.22,5226.74,,,,,5363.25,257.2785443,1252.39,-30.29369002
590,2007/9/11,5384.56,5414,5104.35,5124.09,68806700,,204.8181439,238.6104808,-67.58467388,5384.56,5124.09,,,,,5363.25,257.2785443,1252.39,-30.29369002
591,2007/9/12,5102.58,5212.65,5059.46,5202.86,61572300,,186.3974147,228.1678676,-83.54090585,5202.86,5102.58,,,,,5363.25,257.2785443,1252.39,-30.29369002
592,2007/9/13,5230.65,5351.58,5212.03,5349.97,59746900,,181.576303,218.8495547,-74.54650334,5349.97,5230.65,,,,,5363.25,257.2785443,1252.39,-30.29369002
593,2007/9/14,5362.46,5405.85,5274.22,5397.28,60295600,,179.5038502,210.9804138,-62.95312709,5397.28,5362.46,,,,1,5363.25,257.2785443,1252.39,-30.29369002
594,2007/9/17,5389.5,5504.77,5387.68,5498.91,69403100,,183.9417422,205.5726795,-43.26187448,5498.91,5389.5,,,,,5363.25,257.2785443,1252.39,-30.29369002
595,2007/9/18,5524.1,5533.53,5405.18,5476.84,71621800,,183.5619511,201.1705338,-35.21716532,5524.1,5476.84,,,,,5363.25,257.2785443,1252.39,-30.29369002
596,2007/9/19,5487.38,5498.59,5385.42,5419.27,55880100,,176.5800413,196.2524353,-39.34478799,5487.38,5419.27,1,,,1,5363.25,257.2785443,1252.39,-30.29369002
597,2007/9/20,5436.64,5501.4,5430.31,5494.92,56712100,,175.1323337,192.028415,-33.79216257,5494.92,5436.64,,,,1,5419.27,176.5800413,1252.39,-30.29369002
598,2007/9/21,5508.5,5516.11,5357.5,5468.1,61106400,,169.8627926,187.5952905,-35.46499582,5508.5,5468.1,,,,1,5419.27,176.5800413,1252.39,-30.29369002
599,2007/9/24,5481.38,5541.13,5400.68,5513.9,54184800,,167.4520377,183.5666399,-32.22920451,5513.9,5481.38,,,,1,5419.27,176.5800413,1252.39,-30.29369002
600,2007/9/25,5524.02,5540.87,5423.52,5454.62,45326200,,158.9260954,178.638531,-39.42487131,5524.02,5454.62,,,,1,5419.27,176.5800413,1252.39,-30.29369002
601,2007/9/26,5433.63,5489.86,5338.31,5361.02,39171200,,142.9684358,171.504512,-57.07215239,5433.63,5361.02,,,,1,5419.27,176.5800413,1252.39,-30.29369002
