zyzsm,zyzDTO,sxkm,zxkm,zxkmyq,sftj,zssftj,pcdm,pcmc,kldm,kb,yxdh,yxlqfspmxx,zydm,zymc,jhs,zydh,xn,xf,tishi,status,xh,ppkmz,kskldm,zyzmc,zyzdh,zysl
该专业组各专业均在青义校区学习,"[{'zydm': '1202', 'zymc': '工商管理类', 'jhs': '3   ', 'zydh': '01', 'xn': '4', 'xf': '4440', 'tishi': None, 'zyzdh': '613101'}, {'zydm': '0501', 'zymc': '中国语言文学类', 'jhs': '3   ', 'zydh': '02', 'xn': '4', 'xf': '4440', 'tishi': None, 'zyzdh': '613101'}, {'zydm': '0502', 'zymc': '外国语言文学类', 'jhs': '3   ', 'zydh': '03', 'xn': '4', 'xf': '4440', 'tishi': None, 'zyzdh': '613101'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6131,,0501,中国语言文学类,3   ,02,4,4440,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",西南科技大学01专业组(不限),613101,6
该专业组各专业均在青义校区学习,"[{'zydm': '1202', 'zymc': '工商管理类', 'jhs': '3   ', 'zydh': '01', 'xn': '4', 'xf': '4440', 'tishi': None, 'zyzdh': '613101'}, {'zydm': '0501', 'zymc': '中国语言文学类', 'jhs': '3   ', 'zydh': '02', 'xn': '4', 'xf': '4440', 'tishi': None, 'zyzdh': '613101'}, {'zydm': '0502', 'zymc': '外国语言文学类', 'jhs': '3   ', 'zydh': '03', 'xn': '4', 'xf': '4440', 'tishi': None, 'zyzdh': '613101'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6131,,0502,外国语言文学类,3   ,03,4,4440,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",西南科技大学01专业组(不限),613101,6
,"[{'zydm': '050201', 'zymc': '英语(成龙校区)', 'jhs': '1   ', 'zydh': '01', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614001'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6140,,050201,英语(成龙校区),1   ,01,4,3700,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",四川师范大学01专业组(不限),614001,6
,"[{'zydm': '050101', 'zymc': '汉语言文学(狮子山校区)', 'jhs': '2   ', 'zydh': '02', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614002'}]",历史,思想政治或地理,2门科目选考其中一门,0,0,2,本科批次,1,122,6140,,050101,汉语言文学(狮子山校区),2   ,02,4,3700,,0,2,"71,72,73,74,75","1,2,5,6,7,8",四川师范大学02专业组(思想政治或地理),614002,6
该专业组各专业均在校本部学习,"[{'zydm': '120202', 'zymc': '市场营销', 'jhs': '4   ', 'zydh': '01', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614201'}, {'zydm': '120901', 'zymc': '旅游管理', 'jhs': '3   ', 'zydh': '02', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614201'}, {'zydm': '060104', 'zymc': '文物与博物馆学', 'jhs': '2   ', 'zydh': '03', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614201'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6142,,120202,市场营销,4   ,01,4,3700,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",西华师范大学01专业组(不限),614201,6
该专业组各专业均在校本部学习,"[{'zydm': '120202', 'zymc': '市场营销', 'jhs': '4   ', 'zydh': '01', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614201'}, {'zydm': '120901', 'zymc': '旅游管理', 'jhs': '3   ', 'zydh': '02', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614201'}, {'zydm': '060104', 'zymc': '文物与博物馆学', 'jhs': '2   ', 'zydh': '03', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614201'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6142,,120901,旅游管理,3   ,02,4,3700,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",西华师范大学01专业组(不限),614201,6
该专业组各专业均在校本部学习,"[{'zydm': '120202', 'zymc': '市场营销', 'jhs': '4   ', 'zydh': '01', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614201'}, {'zydm': '120901', 'zymc': '旅游管理', 'jhs': '3   ', 'zydh': '02', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614201'}, {'zydm': '060104', 'zymc': '文物与博物馆学', 'jhs': '2   ', 'zydh': '03', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614201'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6142,,060104,文物与博物馆学,2   ,03,4,3700,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",西华师范大学01专业组(不限),614201,6
,"[{'zydm': '050302', 'zymc': '广播电视学(高新校区)', 'jhs': '1   ', 'zydh': '01', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614401'}, {'zydm': '071102', 'zymc': '应用心理学(游仙校区)', 'jhs': '1   ', 'zydh': '02', 'xn': '4', 'xf': '4100', 'tishi': None, 'zyzdh': '614401'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6144,,050302,广播电视学(高新校区),1   ,01,4,3700,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",绵阳师范学院01专业组(不限),614401,6
,"[{'zydm': '050302', 'zymc': '广播电视学(高新校区)', 'jhs': '1   ', 'zydh': '01', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '614401'}, {'zydm': '071102', 'zymc': '应用心理学(游仙校区)', 'jhs': '1   ', 'zydh': '02', 'xn': '4', 'xf': '4100', 'tishi': None, 'zyzdh': '614401'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6144,,071102,应用心理学(游仙校区),1   ,02,4,4100,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",绵阳师范学院01专业组(不限),614401,6
,"[{'zydm': '050261', 'zymc': '翻译(只招英语考生)(口)', 'jhs': '2   ', 'zydh': '01', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '615101'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6151,,050261,翻译(只招英语考生)(口),2   ,01,4,3700,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",乐山师范学院01专业组(不限),615101,6
,"[{'zydm': '071101', 'zymc': '心理学', 'jhs': '2   ', 'zydh': '02', 'xn': '4', 'xf': '4100', 'tishi': None, 'zyzdh': '615102'}]",历史,生物或思想政治,2门科目选考其中一门,0,0,2,本科批次,1,122,6151,,071101,心理学,2   ,02,4,4100,,0,2,"71,72,74,75,76","1,2,5,6,7,8",乐山师范学院02专业组(生物或思想政治),615102,6
"报考该专业组有色觉要求,具体请查阅院校招生章程","[{'zydm': '101101', 'zymc': '护理学(高坪校区)', 'jhs': '5   ', 'zydh': '01', 'xn': '4', 'xf': '5000', 'tishi': None, 'zyzdh': '616101'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6161,,101101,护理学(高坪校区),5   ,01,4,5000,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",川北医学院01专业组(不限),616101,6
"报考该专业组有色觉要求,具体请查阅院校招生章程","[{'zydm': '100601', 'zymc': '中西医临床医学(高坪校区)', 'jhs': '5   ', 'zydh': '02', 'xn': '5', 'xf': '5000', 'tishi': None, 'zyzdh': '616102'}]",历史,化学或生物,2门科目选考其中一门,0,0,2,本科批次,1,122,6161,,100601,中西医临床医学(高坪校区),5   ,02,5,5000,,0,2,"72,73,74,75,76","1,2,5,6,7,8",川北医学院02专业组(化学或生物),616102,6
,"[{'zydm': '030102', 'zymc': '知识产权(江北校区)', 'jhs': '3   ', 'zydh': '01', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '618101'}, {'zydm': '050201', 'zymc': '英语(只招英语考生)(师范)(口)(江北校区)', 'jhs': '3   ', 'zydh': '02', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '618101'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6181,,030102,知识产权(江北校区),3   ,01,4,3700,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",宜宾学院01专业组(不限),618101,6
,"[{'zydm': '030102', 'zymc': '知识产权(江北校区)', 'jhs': '3   ', 'zydh': '01', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '618101'}, {'zydm': '050201', 'zymc': '英语(只招英语考生)(师范)(口)(江北校区)', 'jhs': '3   ', 'zydh': '02', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '618101'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6181,,050201,英语(只招英语考生)(师范)(口)(江北校区),3   ,02,4,3700,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",宜宾学院01专业组(不限),618101,6
,"[{'zydm': '030101', 'zymc': '法学', 'jhs': '2   ', 'zydh': '01', 'xn': '4', 'xf': '3700', 'tishi': None, 'zyzdh': '618701'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6187,,030101,法学,2   ,01,4,3700,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",攀枝花学院01专业组(不限),618701,6
,"[{'zydm': '0201', 'zymc': '经济学类(经济学、能源经济等6个专业)(虎溪校区)', 'jhs': '3   ', 'zydh': '01', 'xn': '4', 'xf': '5625', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '00156', 'zymc': '人文科学试验班(法学、新闻学、广播电视学、知识产权)(法学与新闻类)(虎溪校区)', 'jhs': '4   ', 'zydh': '02', 'xn': '4', 'xf': '5625', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '0502', 'zymc': '外国语言文学类(英语、德语、日语)(虎溪校区)', 'jhs': '2   ', 'zydh': '03', 'xn': '4', 'xf': '6875', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '00156', 'zymc': '人文科学试验班(汉语言文学、历史学、哲学)(博雅类)(A校区)', 'jhs': '1   ', 'zydh': '04', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620101'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6201,,0201,经济学类(经济学、能源经济等6个专业)(虎溪校区),3   ,01,4,5625,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",重庆大学01专业组(不限),620101,6
,"[{'zydm': '0201', 'zymc': '经济学类(经济学、能源经济等6个专业)(虎溪校区)', 'jhs': '3   ', 'zydh': '01', 'xn': '4', 'xf': '5625', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '00156', 'zymc': '人文科学试验班(法学、新闻学、广播电视学、知识产权)(法学与新闻类)(虎溪校区)', 'jhs': '4   ', 'zydh': '02', 'xn': '4', 'xf': '5625', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '0502', 'zymc': '外国语言文学类(英语、德语、日语)(虎溪校区)', 'jhs': '2   ', 'zydh': '03', 'xn': '4', 'xf': '6875', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '00156', 'zymc': '人文科学试验班(汉语言文学、历史学、哲学)(博雅类)(A校区)', 'jhs': '1   ', 'zydh': '04', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620101'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6201,,00156,人文科学试验班(法学、新闻学、广播电视学、知识产权)(法学与新闻类)(虎溪校区),4   ,02,4,5625,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",重庆大学01专业组(不限),620101,6
,"[{'zydm': '0201', 'zymc': '经济学类(经济学、能源经济等6个专业)(虎溪校区)', 'jhs': '3   ', 'zydh': '01', 'xn': '4', 'xf': '5625', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '00156', 'zymc': '人文科学试验班(法学、新闻学、广播电视学、知识产权)(法学与新闻类)(虎溪校区)', 'jhs': '4   ', 'zydh': '02', 'xn': '4', 'xf': '5625', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '0502', 'zymc': '外国语言文学类(英语、德语、日语)(虎溪校区)', 'jhs': '2   ', 'zydh': '03', 'xn': '4', 'xf': '6875', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '00156', 'zymc': '人文科学试验班(汉语言文学、历史学、哲学)(博雅类)(A校区)', 'jhs': '1   ', 'zydh': '04', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620101'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6201,,0502,外国语言文学类(英语、德语、日语)(虎溪校区),2   ,03,4,6875,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",重庆大学01专业组(不限),620101,6
,"[{'zydm': '0201', 'zymc': '经济学类(经济学、能源经济等6个专业)(虎溪校区)', 'jhs': '3   ', 'zydh': '01', 'xn': '4', 'xf': '5625', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '00156', 'zymc': '人文科学试验班(法学、新闻学、广播电视学、知识产权)(法学与新闻类)(虎溪校区)', 'jhs': '4   ', 'zydh': '02', 'xn': '4', 'xf': '5625', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '0502', 'zymc': '外国语言文学类(英语、德语、日语)(虎溪校区)', 'jhs': '2   ', 'zydh': '03', 'xn': '4', 'xf': '6875', 'tishi': None, 'zyzdh': '620101'}, {'zydm': '00156', 'zymc': '人文科学试验班(汉语言文学、历史学、哲学)(博雅类)(A校区)', 'jhs': '1   ', 'zydh': '04', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620101'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6201,,00156,人文科学试验班(汉语言文学、历史学、哲学)(博雅类)(A校区),1   ,04,4,4500,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",重庆大学01专业组(不限),620101,6
该专业组各专业均在北碚校区学习,"[{'zydm': '0501', 'zymc': '中国语言文学类', 'jhs': '2   ', 'zydh': '01', 'xn': '4', 'xf': '4000', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050201', 'zymc': '英语(只招英语考生)(口)', 'jhs': '1   ', 'zydh': '02', 'xn': '4', 'xf': '5500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050203', 'zymc': '德语', 'jhs': '1   ', 'zydh': '03', 'xn': '4', 'xf': '5500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '1202', 'zymc': '工商管理类', 'jhs': '1   ', 'zydh': '04', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '0201', 'zymc': '经济学类', 'jhs': '1   ', 'zydh': '05', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '1204', 'zymc': '公共管理类', 'jhs': '1   ', 'zydh': '06', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '030101', 'zymc': '法学', 'jhs': '3   ', 'zydh': '07', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '040101', 'zymc': '教育学(实验班)', 'jhs': '1   ', 'zydh': '08', 'xn': '4', 'xf': '4000', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050301', 'zymc': '新闻学', 'jhs': '1   ', 'zydh': '09', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6202,,0501,中国语言文学类,2   ,01,4,4000,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",西南大学01专业组(不限),620201,6
该专业组各专业均在北碚校区学习,"[{'zydm': '0501', 'zymc': '中国语言文学类', 'jhs': '2   ', 'zydh': '01', 'xn': '4', 'xf': '4000', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050201', 'zymc': '英语(只招英语考生)(口)', 'jhs': '1   ', 'zydh': '02', 'xn': '4', 'xf': '5500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050203', 'zymc': '德语', 'jhs': '1   ', 'zydh': '03', 'xn': '4', 'xf': '5500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '1202', 'zymc': '工商管理类', 'jhs': '1   ', 'zydh': '04', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '0201', 'zymc': '经济学类', 'jhs': '1   ', 'zydh': '05', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '1204', 'zymc': '公共管理类', 'jhs': '1   ', 'zydh': '06', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '030101', 'zymc': '法学', 'jhs': '3   ', 'zydh': '07', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '040101', 'zymc': '教育学(实验班)', 'jhs': '1   ', 'zydh': '08', 'xn': '4', 'xf': '4000', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050301', 'zymc': '新闻学', 'jhs': '1   ', 'zydh': '09', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6202,,050201,英语(只招英语考生)(口),1   ,02,4,5500,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",西南大学01专业组(不限),620201,6
该专业组各专业均在北碚校区学习,"[{'zydm': '0501', 'zymc': '中国语言文学类', 'jhs': '2   ', 'zydh': '01', 'xn': '4', 'xf': '4000', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050201', 'zymc': '英语(只招英语考生)(口)', 'jhs': '1   ', 'zydh': '02', 'xn': '4', 'xf': '5500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050203', 'zymc': '德语', 'jhs': '1   ', 'zydh': '03', 'xn': '4', 'xf': '5500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '1202', 'zymc': '工商管理类', 'jhs': '1   ', 'zydh': '04', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '0201', 'zymc': '经济学类', 'jhs': '1   ', 'zydh': '05', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '1204', 'zymc': '公共管理类', 'jhs': '1   ', 'zydh': '06', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '030101', 'zymc': '法学', 'jhs': '3   ', 'zydh': '07', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '040101', 'zymc': '教育学(实验班)', 'jhs': '1   ', 'zydh': '08', 'xn': '4', 'xf': '4000', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050301', 'zymc': '新闻学', 'jhs': '1   ', 'zydh': '09', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6202,,050203,德语,1   ,03,4,5500,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",西南大学01专业组(不限),620201,6
该专业组各专业均在北碚校区学习,"[{'zydm': '0501', 'zymc': '中国语言文学类', 'jhs': '2   ', 'zydh': '01', 'xn': '4', 'xf': '4000', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050201', 'zymc': '英语(只招英语考生)(口)', 'jhs': '1   ', 'zydh': '02', 'xn': '4', 'xf': '5500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050203', 'zymc': '德语', 'jhs': '1   ', 'zydh': '03', 'xn': '4', 'xf': '5500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '1202', 'zymc': '工商管理类', 'jhs': '1   ', 'zydh': '04', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '0201', 'zymc': '经济学类', 'jhs': '1   ', 'zydh': '05', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '1204', 'zymc': '公共管理类', 'jhs': '1   ', 'zydh': '06', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '030101', 'zymc': '法学', 'jhs': '3   ', 'zydh': '07', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '040101', 'zymc': '教育学(实验班)', 'jhs': '1   ', 'zydh': '08', 'xn': '4', 'xf': '4000', 'tishi': None, 'zyzdh': '620201'}, {'zydm': '050301', 'zymc': '新闻学', 'jhs': '1   ', 'zydh': '09', 'xn': '4', 'xf': '4500', 'tishi': None, 'zyzdh': '620201'}]",历史,不限,不提科目要求,0,0,2,本科批次,1,122,6202,,1202,工商管理类,1   ,04,4,4500,,0,1,"71,72,73,74,75,76","1,2,5,6,7,8",西南大学01专业组(不限),620201,6
