id,code,name,is985,is211,areaCode,areaName,type,typeName,ranking,phoneNo,officialWebsite,maleProportion,femaleProportion,descr,smallImgUrl,bigImgUrl,address,isAd,isTop,isGraduate,isCivilianrun,isIndependent,superior,superiorName,genre,genreName,summary,updateTime,status,isVip,zydm,zydh,zymc,zsjh,sxkm,zxkm,zxkmmc,zyzdh,zyzmc
306,10624,中国民用航空飞行学院,,,510000,四川省,2,工科,10306,0838-5182078,zsc.cafuc.edu.cn,,,"""中国民用航空飞行学院（Civil Aviation Flight University of China）位于成都平原的腹地——四川省广汉市，是中央部属高校、联合国重点推广的“MPL”课程试点单位，被誉为中国民航飞行员的“摇篮”、中国民航管理干部的“黄埔”。学校前身是创建于1956年的中国民用航空局航空学校，同年9月，更名为中国人民解放军第十四航空学校，后又以中国民用航空高级航校、中国民用航空飞行专科学校为校名。1987年11月，升格为本科院校，更名为中国民用航空飞行学院。根据2015年4月学校官网显示，学校占地17000多亩，建筑面积150多万平方米；固定资产总值超过90亿元（不含土地资产值），其中教学仪器设备总值62亿元；建有5个机场，配有奖状、夏延、新舟600、西门诺尔、TB、赛斯纳-172等14种，共236架初、中、高级教练机和包括波音737-300、800、空客320等在内的全飞行模拟机、固定模拟机和练习器35台，有各型航空发动机400余台以及中国民航高校中唯一的360度全视景塔台指挥系统；馆藏图书超过100万册、电子图书超过300万册、国内外数据库33个；有教职员工3300人，其中，具有高级职称的教师400余人，有博士、硕士学位的中青年教师占教师总数的75%以上；下设10个教学系部，开设有20个本科专业、6个专科专业。""",/photo/edu/logo/480.png,/photo/edu/university/480pic.png,四川省广汉市南昌路四段46号,,,,,,2,其它部委,0,公办院校,,2021-06-15T11:09:59,1,,,,,,,,,,
1101,10284,南京大学,1,1,320000,江苏省,1,综合,1101,4001859680,bkzs.nju.edu.cn,61,39,"""南京大学（Nanjing University），简称“南大”，是教育部直属、中央直管副部级建制的全国重点大学，国家首批“211工程”、“985工程”高校，首批“珠峰计划”、“111计划”、“2011计划”、“卓越计划”实施高校，也是九校联盟、中国大学校长联谊会、环太平洋大学联盟、21世纪学术联盟和东亚研究型大学协会的重要成员。南京大学是中国第一所集教学和研究于一体的现代大学，其学脉可追溯自孙吴永安元年（258年）的南京太学，近代校史肇始于1902年筹办的三江师范学堂，先后历经多次变迁。1920年在中国国立高等学府中首开“女禁”，引领男女同校之风。最早在中国开展现代学术研究，建立中国最早的现代科学研究实验室，成为中国最早的以大学自治、学术自由、文理为基本兼有农工商等专门应用科、集教学和研究于一体为特征的现代大学。《学衡》月刊的创办，使得南京大学成为中西学术文化交流的中心，被誉为“东方教育的中心”。1949年由民国时期中国最高学府“国立中央大学”易名“国立南京大学”，翌年径称“南京大学”，沿用至今。南京大学是中国现代科学的发祥地，是哈佛大学白碧德主义影响下的中国“学衡派”的雅集地，被誉为“中国科学社的大本营和科学发展的主要基地”，被杨振宁称赞为“中国最顶尖的大学”，也是“985工程”首批九所高水平大学中唯一未合并其他院校的高校，坚持“内涵发展”，保持“原汁原味”办学优势与特色，赢得社会“中国最温和的大学”之美誉。""",/photo/edu/logo/200.png,/photo/edu/university/200pic.png,南京市栖霞区仙林大道163号本科招生办公室,1,3,1,,,1,教育部,0,公办院校,,2020-04-21T13:32:35,1,,,,,,,,,,
1102,10286,东南大学,1,1,320000,江苏省,1,综合,1102,4006910286,zsb.seu.edu.cn,68,32,"""东南大学（Southeast University），简称东大，位于江苏省省会南京市，是中央直管、教育部直属的副部级全国重点大学，著名的建筑老八校及原四大工学院之一，国家“211工程”、“985工程”首批重点建设的大学，是“卓越工程师教育培养计划”、“卓越医生教育培养计划”、“2011计划”、“111计划”入选高校，“卓越大学联盟”、“中俄工科大学联盟”、“中欧工程教育平台”主要成员。东南大学是中国最早建立的高等学府之一，素有“学府圣地”和“东南学府第一流”之美誉，其前身是创建于1902年的三江师范学堂。1921年经郭秉文先生竭力倡导，以南京高等师范学校为基础正式建立国立东南大学，后经历了国立第四中山大学工学院、国立中央大学工学院、南京大学工学院等历史时期。1952年全国院系调整，以原中央大学工学院为主体，先后并入复旦大学、交通大学、浙江大学、金陵大学等校的有关系科，在中央大学本部原址建立了南京工学院。1988年5月，学校更名为东南大学。2000年4月，原东南大学、南京铁道医学院、南京交通高等专科学校合并，南京地质学校并入，组建新的东南大学。截至2016年3月，东南大学占地面积5888亩，建有四牌楼、九龙湖、丁家桥等校区；设有29个院（系），拥有75个本科专业；有全日制在校生30000余人，其中研究生14440余人，在校留学生人数达到1813人，已发展为一所以工科为主，理学、工学、医学、文学、法学、哲学、教育学、经济学、管理学等多学科协调发展的综合性研究型大学。""",/photo/edu/logo/203.png,/photo/edu/university/203pic.png,南京市江宁区东南大学路2号,1,3,1,,,1,教育部,0,公办院校,,2020-04-21T13:32:35,1,1,,,,,,,,,
1103,10287,南京航空航天大学,,1,320000,江苏省,2,工科,1103,025-84892899 4001810287,zs.nuaa.edu.cn,70,30,"""南京航空航天大学（Nanjing University of Aeronautics and Astronautics），简称南航（NUAA），是中华人民共和国工业和信息化部直属的一所具有航空航天民航特色、以理工类为主的综合性全国重点大学，是国家“211工程”、“985工程优势学科创新平台”重点建设高校之一，是“卓越工程师教育培养计划”、“111计划”入选高校之一，“中俄交通大学联盟”成员，设有研究生院。学校前身是1952年10月以511厂为基础创建的南京航空工业专科学校，是新中国自己创办的第一批航空高等院校之一；1978年被国务院确定为全国重点大学；1981年经国务院批准成为全国首批具有博士学位授予权的高校；2012年12月，工业和信息化部、中国民用航空局签署协议共建南京航空航天大学。截至2015年5月，学校建有明故宫和将军路两个校区，占地面积2154亩，建筑面积99.02万平方米，图书馆馆藏图书近254万册（件）。现有教职工3061人，其中院士及双聘院士10人，“千人计划”5人，“长江学者”14人，全日制在校生27000余人，其中本科生18000余人，研究生8000余人，学位留学生770余人，成人教育学生10000余人。“效法羲和驭天马，志在长空牧群星”。在新的发展时期，南航将坚持“以航空为本、促进特色发展”的办学理念，继往开来、开拓创新，以昂扬的姿态向着高水平研究型大学的奋斗目标阔步前进。""",/photo/edu/logo/205.png,/photo/edu/university/205pic.png,南京市御道街29号,1,2,1,,,2,其它部委,0,公办院校,,2020-04-21T13:32:35,1,,,,,,,,,,
1104,10288,南京理工大学,,1,320000,江苏省,2,工科,1104,4001102882,zsb.njust.edu.cn,,,"""南京理工大学（Nanjing University of Science and Technology）隶属于国家工业和信息化部，学校位于江苏省南京市，北依紫金山，西临明城墙，素有“兵器技术人才摇篮”的美誉。 学校创建于1953年，前身是中国人民解放军军事工程学院（“哈军工”）炮兵工程系，经历炮兵工程学院、华东工程学院、华东工学院等发展阶段，1993年，更名为南京理工大学。学校占地3118亩，校园内林木葱茏，碧草如茵，校舍建筑总面积112万平方米，设有机械工程学院、化工学院、电子工程与光电技术学院、计算机科学与工程学院、能源与动力工程学院、材料科学与工程学院、环境与生物工程学院等15个专业学院，现有教职工3200余人，专任教师1900余人，教授、副教授1200余人。""",/photo/edu/logo/207.png,/photo/edu/university/207pic.png,南京市玄武区孝陵卫200号,1,2,1,,,2,其它部委,0,公办院校,,2020-04-27T16:08:06,1,,,,,,,,,,
1105,10294,河海大学,,1,320000,江苏省,2,工科,1105,025-58099483,zsw.hhu.edu.cn,66,34,"""河海大学是一所有百年办学历史，以水利为特色，工科为主，多学科协调发展的教育部直属，教育部、水利部、国家海洋局与江苏省人民政府共建的全国重点大学，是国家首批授权授予学士、硕士和博士学位，国家“211工程”重点建设、”985工程优势学科创新平台“建设以及设立研究生院的高校，拥有水文水资源与水利工程科学国家重点实验室和水资源高效利用与工程安全国家工程研究中心。河海大学的前身可以追溯到1915年创建于南京的“河海工程专门学校”，1952年南京大学水利系、交通大学水利系、同济大学土木系水利组、浙江大学土木系水利组以及华东水利专科学校合并成立“华东水利学院”。1960年成为全国32所工科重点大学之一。1985年恢复“河海“传统校名，并由邓小平同志亲笔题写。河海大学校本部坐落于南京市鼓楼区，并在常州市新北区、南京市江宁区设有校区，占地面积2580余亩。截止2015年底，有教职工3409名，具有高级职称的教师1079名，博士生导师364名；有中国工程院院士2名，双聘院士15名；各类学历教育在校学生50344名，其中研究生15895名，普通本科生19917名，成人教育学生13948名，留学生584名。""",/photo/edu/logo/220.png,/photo/edu/university/220pic.png,南京市江宁区佛城西路8号,1,2,1,,,1,教育部,0,公办院校,,2021-06-22T12:02:03,1,,,,,,,,,,
1106,10300,南京信息工程大学,,,320000,江苏省,1,综合,1106,025-58731378,zs.nuist.edu.cn,57,43,"""南京信息工程大学（Nanjing University of Information Science & Technology）享有“中国气象人才摇篮”之美誉，由江苏省人民政府、中华人民共和国教育部、中国气象局、国家海洋局共建，入选“2011计划”、“特色重点学科项目”、“卓越工程师教育培养计划”，具有完整的学士、硕士、博士教育培养体系，为世界气象组织成员，是一所以大气科学为特色，海洋、信息、环境、管理等多学科协调发展的全国重点大学。南京信息工程大学前身南京气象学院始建于1960年，1978年为全国重点大学； 1990年，承办了世界气象组织（WMO）第一个国际培训班—— 世界气象组织南京区域培训中心；2004年更名为南京信息工程大学。截至2015年5月，学校校园占地2189亩，图书馆馆藏纸质文献199万余册，数据库总量达36种；有全日制在校本科生3万多人，教师1500多人；下设22个院（部），开办55个本科专业。""",/photo/edu/logo/231.png,/photo/edu/university/231pic.png,南京市宁六路219号,1,2,,,,3,地方,0,公办院校,,2021-06-08T09:05:06,1,,,,,,,,,,
1107,10307,南京农业大学,,1,320000,江苏省,3,农业,1107,025-84399789 84395708,zsxx.njau.edu.cn,55,45,"""南京农业大学（Nanjing Agricultural University）坐落于钟灵毓秀、虎踞龙蟠的古都南京，是一所以农业和生命科学为优势和特色，农、理、经、管、工、文、法学多学科协调发展的教育部直属全国重点大学，是国家“211工程”和“985工程优势学科创新平台”重点建设高校之一，是高水平行业特色大学优质资源共享联盟成员高校，国家首批卓越农林人才教育培养计划改革试点高校。南京农业大学前身可溯源至1902年三江师范学堂农业博物科和1914年私立金陵大学农学本科。1952年，全国高校院系调整，由金陵大学农学院、南京大学农学院以及浙江大学农学院部分系科合并成立南京农学院。1963年被确定为全国两所重点农业高校之一。1984年更名为南京农业大学。2000年由农业部独立建制划转教育部。截至2015年3月，学校设有21个学院（部）、62个本科专业、32个硕士授权一级学科、16个博士授权一级学科和15个博士后流动站；全日制本科生17000余人，研究生9400余人，继续教育本专科生16000余人，教职员工2700余人。学校校区总面积9平方公里，建筑面积72万平方米，资产总值35亿元，图书资料收藏量超过229万册（部），拥有外文期刊1万余种和中文电子图书100余万种。学校有12个一级学科在教育部第三轮学科评估中排名全国前十，其中作物学和农业资源与环境排名全国第一。""",/photo/edu/logo/250.png,/photo/edu/university/250pic.png,南京市卫岗1号,,2,1,,,1,教育部,0,公办院校,,2020-07-21T21:28:48,1,,,,,,,,,,
1108,10319,南京师范大学,,1,320000,江苏省,6,师范,1108,025-83720759,bkzs.njnu.edu.cn,43,57,"""南京师范大学（Nanjing Normal University），简称南师大，坐落于六朝古都南京市，由江苏省人民政府和中华人民共和国教育部共建，是国家“211工程”重点建设高校，入选“国家建设高水平大学公派研究生项目”、“卓越教师培养计划”、“卓越法律人才教育培养计划”，是中国高等师范教育的发祥地之一。学校主源可追溯到1902年创办的三江师范学堂，后历经两江优级师范学堂、南京高等师范学校、国立东南大学、国立第四中山大学、国立江苏大学、国立中央大学、国立南京大学、南京大学等时期；其另一源头为1888年创办的汇文书院，后发展为私立金陵大学，1951年与私立金陵女子文理学院（曾称私立金陵女子大学）合并，成立公立金陵大学。1952年全国高校院系调整，以原南京大学、金陵大学等有关院系为基础，在原金陵女子大学校址组建南京师范学院。1984年更名为南京师范大学。1996年进入国家“211工程”高校行列。2000年南京动力高等专科学校并入。截至2015年11月，南京师范大学拥有仙林、随园、紫金三个校区，随园校区有“东方最美丽的校园”之称，总占地面积2009906平方米，建筑总面积1053697平方米；设有二级学院26个，开办本科专业99个，拥有一级学科博士点23个，一级学科硕士点37个，7个学科在全国第三轮学科评估中进入全国前十，4个学科跻身ESI全球前1%；共有在职教职工3240人，在校普通本科生16314人，研究生10514人，留学生1600余人，成人高等学历教育在籍生5216人。""",/photo/edu/logo/257.png,/photo/edu/university/257pic.png,南京市文苑路1号,,2,,,,3,地方,0,公办院校,,2020-04-21T13:32:35,1,,,,,,,,,,
1109,10316,中国药科大学,,1,320000,江苏省,5,医药,1109,025-83271319 83271422,zb.cpu.edu.cn,43,57,"""中国药科大学（China Pharmaceutical University）是中华人民共和国教育部直属的一所以药学为特色的全国重点大学，是国家“211工程”高校之一，是“111计划”、“卓越工程师教育培养计划”入选高校，是中国首批具有博士、硕士学位授予权的高等学校。学校前身系创建于1936年国立药学专科学校（本科四年制），1952年，齐鲁大学药学系和东吴大学药学专修科并入成立华东药学院；1956年更名为南京药学院，1986年与筹建中的南京中药学院合并，成立中国药科大学。截至2015年12月，学校全日制在校生15449人，其中本专科生11749人，研究生3491人，留学生209人。地处历史文化名城南京，现有玄武门、江宁2个校区，占地近2200亩。建筑面积50余万平方米。""",/photo/edu/logo/255.png,/photo/edu/university/255pic.png,南京市江宁区龙眠大道639号,,2,,,,1,教育部,0,公办院校,,2021-06-08T09:05:07,1,,,,,,,,,,
1110,10291,南京工业大学,,,320000,江苏省,2,工科,1110,025-58139090 83239859,zhaosheng.njtech.edu.cn,70,30,"""南京工业大学（Nanjing Tech University），简称南工，位于“六朝古都”江苏南京，具有百年办学历史，是国家首批入选“高等学校创新能力提升计划”（2011计划）的14所牵头高校之一，是国家“高等学校学科创新引智计划”（111计划）入选高校，国家国防科技工业局、住房和城乡建设部与江苏省人民政府共建高校，教育部首批“卓越工程师教育培养计划”和专业学位研究生教育综合改革试点高校，江苏省重点建设高校，江苏省综合改革试点高校，江苏省人才强校试点高校。2001年5月，原化工部南京化工大学与原建设部南京建筑工程学院合并组建南京工业大学。原南京化工大学的前身可追溯到创建于1902年的三江师范学堂；原南京建筑工程学院的前身可追溯到创建于1915年的同济医工学堂。截止2016年9月，南京工业大学拥有新模范马路校区（丁家桥校区）、虹桥校区和江浦校区，总占地面积3800亩，设有11个学部，29个学院，国家一级重点学科1个，博士后科研流动站7个，一级学科博士学位授予点6个，二级学科博士学位授予点38个，本科专业（含方向）84个，跨工、理、管、经、文、法、医、艺8个学科门类，具有留学生招生资格和教授审定权。截止2016年1月，有各类学生3万余人，教职工2800余人，其中中国科学院院士2人，中国工程院院士4人，教育部“长江学者”特聘教授8人，国家“973计划”首席科学家8人，国家“千人计划”人选19人，拥有高级职称人员1200余人。""",/photo/edu/logo/214.png,/photo/edu/university/214pic.png,南京市江北新区浦珠南路30号,1,,,,,3,地方,0,公办院校,,2020-04-21T13:32:35,1,,,,,,,,,,
1111,10293,南京邮电大学,,,320000,江苏省,2,工科,1111,025-85866669 85866668,zs.njupt.edu.cn,68,32,"""南京邮电大学坐落于六朝古都南京市，是原由工业与信息化部直属、现工信部与江苏省政府共建的以信息科技为特色、工学门类为主体、工管文理协调发展的多科性重点大学，是首批入选国家“2011计划（14个协同创新中心）”建设，同时也是进入教育部“卓越工程师教育培养计划”建设的高校。学校具有光荣的革命传统，其前身是1942年诞生于山东抗日根据地的战邮干训班，是中国共产党、中国人民解放军早期系统培养通信人才的学校之一。1958年经国务院批准，定名南京邮电学院，成为工业与信息化部（原邮电部）直属高校。南京邮电大学在通信和信息系统、信号与信息处理、计算机应用等领域于国内外有着重要影响，被誉为“华夏IT英才的摇篮”。""",/photo/edu/logo/218.png,/photo/edu/university/218pic.png,南京市亚东新城区文苑路9号,,2,,,,3,地方,0,公办院校,,2020-08-13T14:30:22,1,,,,,,,,,,
1112,10312,南京医科大学,,,320000,江苏省,5,医药,1112,025-86869191 86868661,zs.njmu.edu.cn,43,57,"""南京医科大学（Nanjing Medical University），简称南医大，学校位于中国历史文化名城、六朝古都南京市，是中华人民共和国教育部、中华人民共和国国家卫生和计划生育委员会、江苏省人民政府三方重点共建大学，教育部“卓越医生教育培养计划”试点高校。学校创建于1934年，时名江苏省立医政学院。1957年，由镇江迁至南京，更名为南京医学院。1962年，被列为全国首批六年制医药院校。1981年，学校被批准为全国首批博士、硕士学位授予单位。1993年，学校更名为南京医科大学。截至2015年9月，学校建有五台、江宁两个校区，设有23个学院（部）和1个独立学院，在江苏、上海、浙江、山东等地拥有24所附属医院和50多所教学医院，在校生总数1.4万多人，在职教职工1700多人。在教育部第三轮学科评估中，学校的基础医学一级学科位列全国第7，口腔医学位列第6，公共卫生与预防医学位列第3，护理学位列第8。2016年，我学校获得265项国家自然科学基金项目，项目数位居独立设置医科大学第1位。""",/photo/edu/logo/251.png,/photo/edu/university/251pic.png,南京市江宁区龙眠大道101号,,,,,,3,地方,0,公办院校,,2021-06-22T12:02:04,1,,,,,,,,,,
1113,10315,南京中医药大学,,,320000,江苏省,5,医药,1113,025-85811852,zs.njucm.edu.cn,38,62,"""南京中医药大学，坐落于钟灵毓秀、虎踞龙蟠的古都南京。学校始建于1954年，是中国建校最早的高等中医药院校之一，是江苏省重点建设高校，也是江苏省与国家中医药管理局共建高校。截止2014年6月，南京中医药大学拥有仙林和汉中门两个校区，设有9所直属学院，有各类在校生20000余名，24个本科专业，涉及医、管、理、工、经、文等6个学科门类，初步形成了以中医药为主体、中西医结合、多学科为支撑协调发展的办学格局。拥有3个博士后科研流动站，25个博士点和44个硕士点。南京中医药大学不仅主持编写了第一套中医高等教育教材和教学大纲，也为新中国现代高等中医教育输送了第一批师资，培养并诞生了承淡安、叶橘泉等新中国中医药界最早的学部委员（院士），从这里走出了9位“国医大师”（占全国的三分之一）、5位中医药界院士（占全国的二分之一），被誉为“新中国高等中医教育的摇篮”。""",/photo/edu/logo/253.png,/photo/edu/university/253pic.png,南京市栖霞区仙林大道138号,,2,,,,3,地方,0,公办院校,,2020-07-21T21:28:48,1,,,,,,,,,,
1114,11276,南京工程学院,,,320000,江苏省,2,工科,1114,025-86118008 86118009,www.njit.edu.cn,74,26,"""南京工程学院是江苏省属普通本科高校，坐落于历史文化名城南京。学校是全国高等院校应用型本科院校专门委员会主任委员单位，全国服务特需硕士研究生培养单位联盟副理事长单位，新建本科院校教学工作合格评估方案主要起草单位，也是教育部“卓越工程师教育培养计划”和教育部CDIO工程教育改革首批试点高校。学校由两所分别隶属于原国家机械部和原国家电力部的国家示范性高工专——南京机械高等专科学校和南京电力高等专科学校于2000年合并组建而成，2001年，原隶属于国家核工业部的南京工业学校并入学院。南京工程学院已成为一所以工学为主的高等工程应用型本科院校，学科专业涵盖工学、经济学、管理学、文学、理学、法学等。截至2016年8月，学校占地面积近3000亩，各类建筑面积80多万平方米，学校固定资产总值26多万元，教学科研设备总值5亿多元。全日制在校生2.5万多人，其中工程硕士专业研究生近200人。""",/photo/edu/logo/671.png,/photo/edu/university/671pic.png,南京市江宁区弘景大道1号,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:35,1,,,,,,,,,,
1115,10298,南京林业大学,,,320000,江苏省,4,林业,1115,025-85427320 4009281115,https://zsb.njfu.edu.cn,58,42,"""南京林业大学（Nanjing Forestry University）简称“南林”，位于江苏南京，是一所由国家林业局和江苏省人民政府共建的省属重点大学，入选国家首批“卓越农林人才教育培养计划”、“特色重点学科项目”、江苏省“2011协同创新中心”、江苏省“卓越工程师教育培养计划”，为江苏省十五所重点建设大学成员，已成为一所以林科为特色，以资源、生态和环境类学科为优势，拥有理、工、农、文、管、经、哲、法、艺等学科的多科性大学。林学、林业工程、风景园林学等三个学科在教育部第三轮学科评估中排名全国前五。学校前身为中央大学（创建于1902年）森林系和金陵大学（创建于1910年）森林系，1952年合并组建的南京林学院，是当时全国仅有的三所高等林业院校之一。1955年华中农学院林学系（武汉大学、南昌大学和湖北农学院森林系合并组成）并入，1972年更名为南京林产工业学院，1983年恢复南京林学院名称，1985年更名为南京林业大学。截至2015年12月，学校占地面积10295亩，教学科研仪器设备总值3.28亿元，图书馆纸质文献总量为150万册；设有22个学院（部），开办本科专业72个，有8个博士后流动站、7个一级学科博士学位授权点、22个一级学科硕士学位授权点；拥有国家级特色专业建设点6个，省级品牌特色专业16个；有专任教师1200余人，各类全日制在校学生3万余人，其中博士与硕士研究生、外国留学生4500余人。""",/photo/edu/logo/225.png,/photo/edu/university/225pic.png,南京市龙蟠路159号,,2,,,,3,地方,0,公办院校,,2020-04-21T13:32:35,1,,,,,,,,,,
1116,10327,南京财经大学,,,320000,江苏省,8,财经,1116,4000250365,bkzs.nufe.edu.cn,45,55,"""南京财经大学（Nanjing University Of Finance & Economics）是一所以经济管理类学科为主，经济学、管理学、法学、工学、文学、理学等多学科支撑配套、协调发展的江苏省属重点建设大学。南京财经大学的前身是成立于1956年的粮食部南京粮食学校，1981年升格为南京粮食经济学院，1993年更名为南京经济学院。1999年，南京物资学校并入南京经济学院。2000年，江苏财经高等专科学校、江苏经济管理干部学院并入。2003年4月，经教育部批准，南京经济学院正式更名为南京财经大学。2011年，江苏省人民政府与国家粮食局签约共建南京财经大学。学校拥有仙林、福建路和桥头3个校区，占地面积3005亩，校舍建筑面积95余万平方米；设有教学学院（部）18个，民办本科学院1个；拥有应用经济学博士后流动站1个，“现代粮食流通产业发展与政策”博士人才培养项目1项，硕士学位授权一级学科12个，硕士专业学位授权点9个，本科专业46个；现有普通本科在校学生15000余人，硕士研究生2000余人，红山学院在校学生8000余人，继续教育在籍学生20000余人。历经多年改革发展，南京财经大学的知名度迅速扩大， 教育质量不断提高，综合实力明显增强，社会声誉全面提升，学校各项事业迈上了新的台阶，显现出发展的强劲势头和改革的崭新气象。""",/photo/edu/logo/269.png,/photo/edu/university/269pic.png,南京市仙林大学城文苑路3号,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:35,1,,,,,,,,,,
1117,10330,南京体育学院,,,320000,江苏省,10,体育,1117,025-84755150,zs.nipes.cn,69,31,"""南京体育学院（Nanjing Institute of Physical Education and Sports）简称“南体”，位于江苏省南京市，是一所为社会培养各类应用型体育专门人才的省属体育类本科院校。学校的前身是始建于1956年的南京体育学校，1958年与江苏省体育干部训练班和江苏师范学院体育专修科合并，成立南京体育学院。截至2016年7月，学校占地面积600余亩，下设8个教学单位，拥有教职工 657 人，其中专任教师 256 人；全日制在校生 3762 人。设置10个本科专业和3个专科专业。""",/photo/edu/logo/273.png,/photo/edu/university/273pic.png,南京市玄武区灵谷寺路8号,,,,,,3,地方,0,公办院校,,2020-07-21T21:28:48,1,,,,,,,,,,
1118,10331,南京艺术学院,,,320000,江苏省,11,艺术,1118,025-83498055 83498382,zhaosheng.nua.edu.cn,45,55,"""南京艺术学院简称“南艺”，是中国独立建制创办最早并延续至今办学实力最雄厚的高等艺术学府，中国六大艺术学院之一，江苏省唯一的综合性艺术院校，国家文化部与江苏省政府省部共建大学。南京艺术学院的前身是1912年中国美术教育的奠基人刘海粟先生约同画友创办的上海美术图画院，1930年更名为上海美术专科学校，由蔡元培先生任上海美专董事局主席，1959年定名为南京艺术学院。已发展成为在国内外卓有影响的综合性高等艺术学府，拥有多学科、本硕博多层次教育体系的新型综合性艺术院校。是截至2016年中国唯一拥有艺术学五个一级学科博士点和博士后流动站的高校。根据学校官网显示，学校座落于历史与现代交相辉映的南京主城区内，学校占地700余亩，校舍面积30万平方米。在校生总数11394人，其中校普通本科生9145名，博士生129名，硕士生875名，留学生120余名，成人本科生675人，附中学生450余名。2017年中国艺术学学科门类大学排名：南京艺术学院位列中国第三，在分专业排行榜中，南京艺术学院全部五个一级学科均榜上有名，其中设计学排名中国第二。""",/photo/edu/logo/275.png,/photo/edu/university/275pic.png,南京市北京西路74号,,,,,,3,地方,0,公办院校,,2021-06-22T12:02:04,1,,,,,,,,,,
1119,11287,南京审计大学,,,320000,江苏省,8,财经,1119,025-58318196 58318198,zs.nau.edu.cn,40,60,"""南京审计大学（Nanjing Audit University），简称南审，是中国唯一以“审计”命名的全日制普通本科院校。学校与国家审计署同时诞生，与中国审计事业同步发展，是中国审计高等教育发源地之一。2011年学校变更为三部一省共建高校（审计署、教育部、财政部和江苏省）。南京审计大学起源于1983年的南京财贸学院。1987年更为南京审计学院，由审计署和南京市人民政府联办。1991年转制为审计署直属。2000年办学体制调整为江苏省人民政府与审计署合作共建，以江苏省人民政府管理为主。2002年南京金融高等专科学校并入，组建新的南京审计学院。2015年11月更名为南京审计大学。截至2015年1月，南京审计大学占地面积2178亩，建有浦口、莫愁两个校区；设有18个院（部），拥有29个本科专业；有全日制在校生15237人，其中普通本科在校生14094人，硕士研究生243人，留学生90人。是一所以审计为品牌，经、管、法、工、文、理等学科相互支撑、协同发展的财经类院校。""",/photo/edu/logo/674.png,/photo/edu/university/674pic.png,南京市浦口区江浦街道雨山西路86号,,,,,,3,地方,0,公办院校,,2021-06-23T15:22:07,1,,,,,,,,,,
1120,11460,南京晓庄学院,,,320000,江苏省,6,师范,1120,025-86178888,www.njxzc.edu.cn,33,67,"""南京晓庄学院是全日制公办本科院校，坐落在南京市，以教师教育为特色。学校始于由教育家陶行知先生创办于1927年3月15日的“晓庄试验乡村师范”，为江苏省和南京市共建的全日制公办本科院校。  陶行知、蔡元培、陈鹤琴等一批中国近代著名教育家曾在此执教。南京晓庄学院是中国近代乡村教育运动最早的发源地和试验场，著名的“生活教育”理论即发轫于此。近90年来，学校为社会培养输送了10多万名基础教育师资和各类专门人才，其中涌现出数百名中小学特级教师和教学名师，被誉为“中小学教师的摇篮”。陶行知先生说：“晓庄是一部永远不会完稿的诗集”。截至2016年7月，学校现拥有“两区一园三附校”，即方山、莫愁两个校区、一个省级文保单位“行知园”（陶行知纪念馆）和附属南京实验国际学校、附属小学以及南京小红叶幼儿园，校园面积近1500亩。截至2016年7月，学校设有本科专业52个，涵盖经济学、法学、教育学、文学、历史学、理学、工学、管理学、艺术学等九大学科门类，全日制在籍学生16500人；还设有成人高等教育本专科专业49个，各类成人教育在籍学员近7600人。""",/photo/edu/logo/709.png,/photo/edu/university/709pic.png,南京市江宁区弘景大道3601号,1,,,,,3,地方,0,公办院校,,2020-04-21T13:32:35,1,,,,,,,,,,
1122,10329,江苏警官学院,,,320000,江苏省,9,政法,1122,025-52888910,www.jspi.cn,75,25,"""江苏警官学院，是江苏省公安政法类本科院校，是全国首批建立的省属公安本科院校。学校创办于1949年6月，是全国第一所公安学校。2007年10月，在全国省属公安高校中第一个接受教育部组织的本科教学工作水平评估并获得良好结论。截止到2016年1月，校园占地面积1006亩，校舍建筑面积35万平方米；主校区位于南京市浦口区石佛寺，另有安德门和龙潭两个校区。有23个全日制本科专业（方向）。同时开设5个成人教育本、专科专业。全日制在校生5100多人，成人学历教育在籍生4500人，年培训在职民警4900人次；有教职工642人，其中专任教师370人。""",/photo/edu/logo/271.png,/photo/edu/university/271pic.png,南京市浦口区石佛寺三宫48号,,,,,,3,地方,0,公办院校,,2021-06-17T09:24:09,1,,,,,,,,,,
1128,11048,金陵科技学院,,,320000,江苏省,1,综合,1128,025-86188800,www.jit.edu.cn,52,48,"""金陵科技学院坐落于六朝古都南京，是一所以培养高级应用型人才为主的全日制普通本科院校，是教育部应用科技大学改革试点战略研究单位、中国应用技术大学（学院）联盟创始单位。学校前身是1980年成立的新中国第一所职业大学——金陵职业大学和1958年成立、1984年复建的南京市农业专科学校。2002年6月经教育部和省市政府批准，两校合并筹建金陵科技学院，2005年3月正式成立。截至2016年12月，学校拥有江宁、幕府、白下三个校区，主校区位于江宁大学城。学校占地总面积98.2万平方米，校舍总面积64.69万平方米，校舍总面积64.69万平方米，资产总值18.08亿元。截至2017年3月，学校现有56个本科专业，软件类专业13个， 设有16个二级学院，全日制在校本科生近19000人，专任教师900余人。""",/photo/edu/logo/632.png,/photo/edu/university/632pic.png,南京市江宁大学城弘景大道99号,1,,,,,3,地方,0,公办院校,,2020-04-21T13:32:35,1,,,,,,,,,,
