id,code,name,is985,is211,areaCode,areaName,type,typeName,ranking,phoneNo,officialWebsite,maleProportion,femaleProportion,descr,smallImgUrl,bigImgUrl,address,isAd,isTop,isGraduate,isCivilianrun,isIndependent,superior,superiorName,genre,genreName,summary,updateTime,status,isVip,zydm,zydh,zymc,zsjh,sxkm,zxkm,zxkmmc,zyzdh,zyzmc
3133,10028,首都师范大学,,,110000,北京市,6,师范,3133,010-68902995,bkzs.cnu.edu.cn,38,62,"""首都师范大学（Capital Normal University），简称“首师大”，是北京市重点建设的市属重点大学，由中华人民共和国教育部与北京市人民政府共建，入选教育部“卓越教师培养计划 ”、“国家大学生创新性实验计划”、“乡村教师支持计划”、“北京市双培外培计划”。建设62年来，学校已经发展成为一所包括文、理、工、管、法、教育、外语、艺术等专业的综合性师范大学，共培养各类高级专门人才十余万名，为北京市基础教育输送合格师资和培养其他现代化建设所需人才的重要基地。首都师范大学创建于1954年，初名北京师范学院；后华北人民大学哲学系、政教系，北京工农师范学院，北京体育师范学院相继并入；1964年，北京艺术学院、北京师范专科学校部分并入；1992年，由北京师范学院、北京师范学院分院、北京联合大学外语师范学院合并，组建首都师范大学。截至2015年10月，首都师范大学占地约88万平方米（共有校本部、北一、北二、海淀、东校区、良乡、通州等校区），建筑面积约77万平方米，教学科研用仪器设备总资产105151余万元；共有硕士学位授权一级学科26个，博士学位授权一级学科17个，博士后流动站16个；下设27个院系，开设专科专业1个、本科专业56个；共有各类学生总数26579 人（其中全日制专科生775人，本科生10730人，硕士生5226人，博士生605人，成教学生7656人，留学生1587人），教职工2549人，其中专任教师1532名。""",/photo/edu/logo/25.png,/photo/edu/university/25pic.png,北京市海淀区西三环北路105号,,2,,,,3,地方,0,公办院校,,2020-04-21T13:32:37,1,,,,,,,,,,
3136,10037,北京物资学院,,,110000,北京市,8,财经,3136,010-89534409 89534469,zs.bwu.edu.cn,49,51,"""北京物资学院（Beijing Wuzi University）是一所以物流和流通为特色，以经济学科为基础，以管理学科为主干，经、管、理、工、文、法等多学科协调发展的公办普通高等院校。北京物资学院1980年建校，先后隶属于国家物资总局、物资部、国内贸易部，1986年，学校获得硕士学位授予权；1998年10月，划归北京市管理。截至2014年2月，学校校园占地近600亩，建筑面积20万余平方米；下设7个学院，开办26个本科专业及方向；有教职工近700人，其中专任教师398人，教授52人，副教授155人；有本科生、硕士研究生、留学生等各类在校生近8000人，其中本科生6004人，硕士研究生604人。""",/photo/edu/logo/33.png,/photo/edu/university/33pic.png,北京市通州区富河大街321号,,,,,,3,地方,0,公办院校,,2020-07-24T09:58:59,1,,,,,,,,,,
3138,10012,北京服装学院,,,110000,北京市,11,艺术,3138,010-64288364 64288375,bkzs.bift.edu.cn/,37,63,"""北京服装学院（Beijing Institute Of Fashion Technology），是全国唯一以服装命名，艺工为主，艺、工、经、管等多学科协调发展的全日制普通高等学校。学校始建于1959年，原名北京纺织工学院，1961年更名为北京化学纤维工学院，1987年改扩建为北京服装学院，1998年由纺织工业部划转北京市为主管理。根据2014年11月学校官网信息显示，学校下设13个教学系部，开设28个本科专业，有4个双学位专业点， 8个一级学科硕士授权点、1个硕士专业学位授权点，1个北京市重点建设一级学科、3个北京市重点建设二级学科；有在校生8000余人，在校职员工700余人。""",/photo/edu/logo/13.png,/photo/edu/university/13pic.png,北京市朝阳区樱花东街甲2号北京服装学院,,,,,,3,地方,0,公办院校,,2021-06-08T09:05:07,1,,,,,,,,,,
3139,10015,北京印刷学院,,,110000,北京市,2,工科,3139,010-60227871,www.bigc.edu.cn,53,47,"""北京印刷学院（Beijing Institute Of Graphic Communication）隶属于北京市，是由原国家新闻出版总署和北京市共建的全日制普通高等院校。学校的前身是1958年文化部建立的文化学院印刷系。1961年文化学院撤销，印刷系并入中央工艺美术学院，并更名为印刷工艺系。1978年经国务院批准，在中央工艺美术学院印刷系基础上组建成立北京印刷学院。截至2014年3月，学校建筑面积216393㎡，教学、科研仪器设备总值34580万元；下设二级学院9个，开办本科专业26个；有教职工772人，其中专任教师493人，硕博比例达到83%，高级职称教师比例达到53%；在校生总数8831人。""",/photo/edu/logo/15.png,/photo/edu/university/15pic.png,北京市大兴区兴华大街（二段）1号,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:37,1,,,,,,,,,,
3142,10011,北京工商大学,,,110000,北京市,8,财经,3142,010-68984711 68983272,zsb.btbu.edu.cn,51,49,"""北京工商大学（Beijing Technology and Business University）是北京市重点建设的多科性大学，是国务院批准的全国首批硕士学位授予单位，以经、管、工为主，经、管、工、理、文、法、史等学科相互支撑、协调发展的多科性大学。北京工商大学于1999年6月由北京轻工业学院、北京商学院、机械工业管理干部学院合并组建而成；北京轻工业学院创建于1958年，是中国最早建立的一所轻工业高等学校，隶属于轻工业部；北京商学院前身为1953年成立的中央商业干部学校和1950年成立的中华全国供销合作总社干部学校，先后隶属于商业部和国内贸易部；机械工业管理干部学院建于1982年，隶属于机械工业部。截至2015年11月，北京工商大学占地面积共82.04万平方米（其中阜成路校区21.07万平方米，良乡校区60.97万平方米），建筑面积45.58万平方米，固定资产总值23.2亿元，馆藏中外文文献257万余册；共有学生16412人（其中全日制本科生11800名、硕士生2133名、博士生18名、成教学生2461名），有教职工1442人（其中专任教师887人）；共下设10个学院、1个教学部，开设有本科专业50个。""",/photo/edu/logo/12.png,/photo/edu/university/12pic.png,北京市海淀区阜成路33号,,,,,,3,地方,0,公办院校,,2021-06-23T15:22:08,1,,,,,,,,,,
3144,11417,北京联合大学,,,110000,北京市,1,综合,3144,010-64900915 64900013,zsxx.buu.edu.cn,50,50,"""北京联合大学（Beijing Union University）是1985年经中华人民共和国教育部批准成立的北京市属综合性大学，其前身是1978年北京市依靠清华、北大等大学创办的36所大学分校。是北京市重点建设的应用型人才培养基地。据2014年5月学校官网显示，该校拥有14个校区，分布在北京的6个城区，形成了以北四环校区为中心，集中与分散相结合的办学布局。校本部位于交通便利的国家奥林匹克体育中心东侧北四环校区。占地约900余亩，校舍面积约40万平米，图书馆藏书近235万册。学校现拥有考古学、计算机科学与技术、食品科学与工程、软件工程、工商管理5个一级学科硕士学位授权点和专门史1个二级学科硕士学位授权点，覆盖22个二级学科硕士学位授权点。该校有专任教师近1600人，全日制在校生近3万人，其中本科生2万余人，高职高专生近6000人、外国留学生1500多人以及一定数量的硕士研究生。还有各类成人教育学生4000多人。""",/photo/edu/logo/698.png,/photo/edu/university/698pic.png,北京市朝阳区北四环东路97号,,,,,,3,地方,0,公办院校,,2021-06-08T09:05:07,1,,,,,,,,,,
3148,10050,北京电影学院,,,110000,北京市,11,艺术,3148,010-82048291,www.bfa.edu.cn,57,43,"""北京电影学院（Beijing Film Academy）是中国唯一、亚洲最大、世界知名的电影专业院校，由北京市人民政府、国家新闻出版广电总局和中华人民共和国教育部共建，被誉为“中国电影人才的摇篮”。北京电影学院的前身是1950年创建的中央电影局表演艺术研究所。该所1951年更名为中央文化部电影局电影学校，1953年更名为北京电影学校，1956年改制为北京电影学院。据2015年12月学校官网信息显示，北京电影学院占地主校区105亩；怀柔校区（在建）占地面积约667亩，总投资约28亿元，首期工程预计将于2019年投入使用。学校全日制在校学历生2640人，成人教育本专科生、留学生、在职研究生和研究生课程班、进修及培训共约1500人，各类学生共计4000余人；有教职工499人，其中专任教师263；下辖15个教学实施单位，各教学单位之间互为支撑，文、导、表、摄、录、美、管理、动画以及电影理论和技术等，开办11个本科专业，具有3个博士和硕士学位一级学科授权点。""",/photo/edu/logo/44.png,/photo/edu/university/44pic.png,北京市海淀区西土城路4号,,,,,,3,地方,0,公办院校,,2018-06-21T16:44:11,1,,,,,,,,,,
3153,11104,华北科技学院,,,130000,河北省,2,工科,3153,010-61591445 61591128,zsjy.ncist.edu.cn,62,38,"""华北科技学院隶属国家安全生产监督管理总局，其前身是原国家煤炭工业部1984年投资兴建的北京煤炭管理干部学院分院；1993年改制为华北矿业高等专科学校，面向全国招生；1997年被原国家教委评为全国27所示范性高等工程专科重点建设学校之一；2002年升格为普通本科院校，更名为华北科技学院；2011年获得工程硕士（安全工程领域）专业学位研究生培养资格。截至2016年9月，学校占地面积800亩，建筑面积43万平方米。教学科研仪器设备总值1.90亿元。图书馆现馆藏纸质图书114.97万册，电子图书148.89万种。有教职工1090人，其中教师883人。学校开办43个本科专业，涉及八大学科门类。""",/photo/edu/logo/655.png,/photo/edu/university/655pic.png,河北三河市燕郊开发区学院大街467号,,,,,,2,其它部委,0,公办院校,,2021-06-15T11:09:59,1,,,,,,,,,,
3154,10038,首都经济贸易大学,,,110000,北京市,8,财经,3154,010-83952090,zs.cueb.edu.cn,48,52,"""首都经济贸易大学（Capital University of Economics and Business）简称“首经贸”，创建于1956年，是由原北京经济学院和原北京财贸学院于1995年3月合并、组建的北京市属重点大学。近60年来，首经贸已发展为拥有经济学、管理学、法学、文学、理学和工学等六大学科，以经济学、管理学为重要特色和突出优势，各学科相互支撑、协调发展的现代化、多科性财经类大学。学校拥有应用经济学、管理科学与工程、工商管理、统计学等4个博士学位授权一级学科，应用经济学、统计学、工商管理、管理科学与工程等4个博士后科研流动站，10个硕士学位授权一级学科，17个专业硕士学位授权点，本科教育设43个专业。学校劳动经济学获批国家级重点学科，并入选教育部“特色重点学科项目”。应用经济学、统计学获批一级学科北京市重点学科，在教育部第三轮学科评估中分列88所参评高校的第12位、第15位，均列财经类高校第5位。""",/photo/edu/logo/34.png,/photo/edu/university/34pic.png,北京市丰台区花乡张家路口121号,,,,,,3,地方,0,公办院校,,2020-07-21T21:28:48,1,,,,,,,,,,
3169,12453,中国劳动关系学院,,,110000,北京市,8,财经,3169,010-68416757 68411395,www.culr.edu.cn/zhaosheng/,47,53,"""中国劳动关系学院（China Institute of Industrial Relations）为中华全国总工会所属的普通高等学校。学校前身是1949年在天津成立的中华全国总工会干部学校，由中国共产党早期领导人李立三担任第一任校长。1954年，学校从天津迁到北京，为中国工会和政府劳动行政部门培养了建国后最早一批劳动经济管理专业人才。1984年，经原国家教委批准，中华全国总工会干部学校改建为中国工运学院，成为中华全国总工会直属、独立设置的成人高等院校。2003年，经国家教育部批准，中国工运学院转制升格为普通高等院校，并更名为中国劳动关系学院。根据2016年1月学校官网显示，学校有北京及河北涿州两个校区；下设14个教学系（院）部，开设有16个普通本科专业；有专任教师288人，全日制在校生7000人左右。""",/photo/edu/logo/837.png,/photo/edu/university/837pic.png,北京市海淀区增光路45号,,,,,,2,其它部委,0,公办院校,,2021-06-15T17:48:57,1,,,,,,,,,,
3201,10055,南开大学,1,1,120000,天津市,1,综合,3201,022-60365167 23504845,zsb.nankai.edu.cn,56,44,"""南开大学（Nankai University, NKU），简称南开 ，肇始于1904年，正式成立于1919年，是由严修、张伯苓秉承教育救国理念创办的综合性大学。1937年校园遭侵华日军炸毁，学校南迁，与北京大学、清华大学在湖南长沙合组国立长沙临时大学，1938年迁往云南昆明，长沙临时大学更名为国立西南联合大学，为中华民族振兴和国家富强作出了不可磨灭的重要贡献。1946年回天津复校并改为国立。新中国成立后，经历高等学校院系调整，成为文理并重的全国重点大学。南开大学由中华人民共和国教育部直属，位列国家“211工程”和“985工程”，入选首批“2011计划”、“111计划”、“珠峰计划”、“卓越法律人才教育培养计划”，被誉为“学府北辰”。“渤海之滨，白河之津；汲汲骎骎，月异日新”，南开大学秉承“允公允能、日新月异”之校训，弘扬“爱国敬业、创新乐群”的光荣传统和“文以治国、理以强国、商以富国”的理念，正在向建成世界一流大学的宏伟目标阔步前进。""",/photo/edu/logo/49.png,/photo/edu/university/49pic.png,天津市南开区卫津路94号,,3,1,,,1,教育部,0,公办院校,,2021-06-15T17:48:57,1,,,,,,,,,,
3203,10062,天津医科大学,,1,120000,天津市,5,医药,3203,022-83336711,www.tmu.edu.cn,42,58,"""天津医科大学(Tianjin Medical University）是天津市教育委员会主管的一所研究教学型医科重点大学，是“211工程”重点建设院校之一，“卓越医生教育培养计划”试点高校，是国家最早批准试办八年制的医学院校，也是首批试办七年制的15所院校之一。天津医科大学的前身是创建于1951年，由著名内分泌学家、医学教育家朱宪彝教授担任首任校长的天津医学院。1993年，天津市市委、市政府决定天津医学院与天津第二医学院合并组建天津医科大学，同年12月得到国家教委批准；1994年6月，天津医科大学正式组建成立。2015年11月11日，天津市人民政府、国家卫生和计划生育委员会、中华人民共和国教育部联合印发了《关于共建天津医科大学的意见》，天津医科大学正式跨入“省部共建”高校行列。 截至2013年12月31日，学校有全日制本科以上在校生9697人，其中，本科生5353人，硕士生2845人，博士生434人，学历留学生1062人。""",/photo/edu/logo/56.png,/photo/edu/university/56pic.png,天津市和平区气象台路22号,,2,,,,3,地方,0,公办院校,,2020-04-21T13:32:37,1,,,,,,,,,,
3204,10065,天津师范大学,,,120000,天津市,6,师范,3204,022-23541338,zsb.tjnu.edu.cn,36,64,"""天津师范大学（Tianjin Normal University），简称“天师大”。坐落于中国五大国家中心城市之一——天津市。入选“卓越教师培养计划”、“特色重点学科项目”，是天津市属重点院校。天津师范大学始建于1958年，原名天津师范学院，1982年更名为天津师范大学。1999年4月，原天津师范大学、天津师范高等专科学校、天津教育学院合并组建新天津师范大学。截至2015年10月，学校占地面积3500亩、建筑面积86万平方米；有25个学院，68个本科专业，涉及文学、理学、教育学、历史学、法学、经济学、管理学、工学、艺术学等9个学科门类；全日制在校生28578人，其中本科生23191人、硕士研究生3328人、博士研究生306人、专科生1243人，港澳台侨学生91人；各类留学生3149人。教职工2440人，其中专任教师1487人。""",/photo/edu/logo/58.png,/photo/edu/university/58pic.png,天津市西青区宾水西道393号,,,,,,3,地方,0,公办院校,,2020-05-18T15:21:42,1,,,,,,,,,,
3205,10059,中国民航大学,,,120000,天津市,2,工科,3205,022-24092126,www.cauc.edu.cn/zsb,68,32,"""中国民航大学坐落于天津市，始建于1951年，是中国民用航空局直属高校，教育部CDIO改革试点单位，“卓越工程师教育培养计划”高校。截至2015年12月，学校本部占地面积1900亩，新校区规划坐落于天津未来科技城核心区，规划面积1500亩；学校在辽宁建有朝阳飞行学院，新疆建有新疆天翔航空学院，正在建设内蒙古飞行学院。固定资产总值16亿元，其中教学仪器设备总值约10亿元。学校有17个二级学院，设置28个本科专业、6个高职专业，有硕士学位授权一级学科13个、硕士学位授权二级学科49个。学校有各类在校学生22000余人。""",/photo/edu/logo/53.png,/photo/edu/university/53pic.png,天津市东丽区津北公路2898号,,,,,,2,其它部委,0,公办院校,,2021-06-08T09:05:07,1,,,,,,,,,,
3206,10058,天津工业大学,,,120000,天津市,2,工科,3206,022-83955227,zsb.tiangong.edu.cn,59,41,"""天津工业大学（Tianjin Polytechnic University）是教育部与天津市共建、天津市重点建设的全日制普通高等学校，入选卓越工程师教育培养计划。学校最早的学科始建于1912年的北京工业专门学校机织科，先后更名为北平大学工学院机织工程系、西北联合大学西北工业学院纺织系、国立北洋大学纺织系、天津大学纺织系；1952年四川乐山技艺专科学校棉纺和棉织两专修科并入天津大学纺织系；1958年，天津大学纺织系、天津纺织工业学校合并成立河北纺织工学院；1968年，河北纺织工学院更名为天津纺织工学院；2000年，天津纺织工学院与天津经济管理干部学院合并组建天津工业大学；2004年，天津工业职业技术学院并入天津工业大学。据2017年1月学校官网显示，学校总占地面积约184万平方米，总建筑面积约93万平方米；全日制在校生28000余名，其中本科生近24000名，研究生3000余名，在校留学生近1200人次；拥有专任教师1600余名，其中具有高级职称人员800余名；下设16个学院，开办60个本科专业，拥有1个国家重点学科、2个一级学科博士点、21个一级学科硕士点、3个博士后流动站；建有1个国家重点实验室，1个国家级国际联合研究中心、2个教育部重点实验室、2个教育部工程研究中心。""",/photo/edu/logo/52.png,/photo/edu/university/52pic.png,天津市西青区宾水西道399号,,2,,,,3,地方,0,公办院校,,2020-04-21T13:32:37,1,,,,,,,,,,
3207,10069,天津商业大学,,,120000,天津市,8,财经,3207,022-26656785,zs.tjcu.edu.cn,48,52,"""天津商业大学是一所以商学为主干，管、经、工、法、文、理、艺多学科相互支撑、协调发展的高等学校，是天津市属重点大学，国家首批卓越农林人才教育培养计划改革试点高校。天津商业大学的前身是天津商学院，由国家商业部和天津市人民政府于1980年创建。1998年实行中央与地方共建、以地方管理为主的管理体制，2007年更名为天津商业大学。截至2016年8月，学校占地1379亩，建筑面积55.7万平方米。设有15个学院和3个教学部，学校现有54个本科专业，68个硕士点，其中一级学科硕士点9个，专业硕士点10个，在校生近2.3万人，教学科研仪器设备总值2.65亿元。图书馆现有中外文藏书200万余册，期刊杂志 2000 余种，中外文数据库 60余个，电子图书 100 万余册。""",/photo/edu/logo/61.png,/photo/edu/university/61pic.png,天津市北辰区光荣道409号,,,,,,3,地方,0,公办院校,,2021-06-08T09:05:07,1,,,,,,,,,,
3208,10057,天津科技大学,,,120000,天津市,2,工科,3208,022-28113336 60600336,zsb.tust.edu.cn,60,40,"""天津科技大学（Tianjin University of Science&Technology）位于渤海之滨、海河之畔，入选“卓越工程师教育培养计划”、国家“特色重点学科项目”，为中国政府奖学金来华留学生接收高校，是中央和地方共建、天津市重点建设的以工为主，工、理、文、经、管、法、艺等学科协调发展的多科性大学，该校盐化工专业享有“盐业黄埔”的美誉。学校建于1958年，时名河北轻工业学院，隶属于国家轻工业部,是国家第一批建立的4所轻工类本科院校之一。1968年，学校改名为天津轻工业学院。1998年,学校隶属关系由国家轻工业部划转至天津市。2002年,经教育部批准，学校更名为天津科技大学。截至2016年8月，学校建有河西、泰达、塘沽三个校区，总占地面积153.32万平方米，总建筑面积90.08万平方米；固定资产总值16.91亿元，图书馆馆藏图书254.31万册，教学、科研设备总值4.8亿元；拥有19个学院（部），有本、硕、博全日制在校生近27000人，开办60个本科专业；有教职工2291人，其中博士生导师、硕士生导师478人；双聘院士5名。""",/photo/edu/logo/51.png,/photo/edu/university/51pic.png,天津市河西区大沽南路1038号,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:37,1,,,,,,,,,,
3209,10070,天津财经大学,,,120000,天津市,8,财经,3209,022-28171399,www.tjufe.edu.cn,45,55,"""天津财经大学（TUFE），位于中国直辖市、北方经济中心——天津。是天津市属重点大学和中国北方培养高级经济管理人才的重要基地，是一所以应用经济和工商管理学科为主干，兼有文学、法学、理学、工学、教育七大学科门类交叉渗透、协调发展的多科性大学。学校始建于1958年，是以南开大学经济类专业为基础，并从华北、东北地区高校汇聚一批经济学领域实力较强的教师组建起来的。原名为河北财经学院，1969年10月1日划归天津市领导，更名为天津财经学院。2004年5月17日，经国家教育部批准，更名为天津财经大学。根据2015年11月学校官网介绍，学校占地1500亩，建筑总面积近50万平方米，图书馆藏书120余万册。拥有3个一级学科博士学位授权点和博士后流动站，7个一级学科硕士学位授权点。有专任教师800余人，有各类在校生17000余人，其中全日制学生本科生12000余人、研究生2000余人、留学生近500人。学校设置有12个教学系部，39个本科专业。""",/photo/edu/logo/62.png,/photo/edu/university/62pic.png,天津市河西区珠江道25号,,,,,,3,地方,0,公办院校,,2020-07-24T09:58:59,1,,,,,,,,,,
3211,10068,天津外国语大学,,,120000,天津市,7,语言,3211,022-23286923,zsb.tjfsu.edu.cn,30,70,"""天津外国语大学（Tianjin Foreign Studies University）坐落在北方经济中心和港口城市天津，是一所多语种、多学科、多层次、开放型的高等院校，也是全国八所独立设置的高等外语院校之一。天津外国语大学前身是1921年由天主教献县教区建立的教会大学——天津工商学院。截至2016年8月，学校现有39个本科专业，两个校区图书馆占地面积近2.3万㎡，藏书近140万册（含电子图书）。学校马场道和滨海两个校区，总占地面积 1040.06 亩。马场道校区地处市中心，是天津十景的标志性建筑群之一；滨海校区坐落在滨海新区学府路高教生态园区内。学校设有16个教学单位。""",/photo/edu/logo/60.png,/photo/edu/university/60pic.png,天津市河西区马场道117号,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:37,1,,,,,,,,,,
3212,10063,天津中医药大学,,,120000,天津市,5,医药,3212,022-59596333 59596151,www.tjutcm.edu.cn,,,"""天津中医药大学(Tianjin University of Traditional Chinese Medicine)，始建于1958年。于1992年经国家教委批准，加挂中国传统医药国际学院校牌。2006年经教育部和天津市委、市政府批准，正式更名为天津中医药大学。截至2016年8月。学校有11个学院、4个学部、2个研究院所、3所直属附属医院。设有6个学科门类，25个专业，有中医学、中药学、中西医结合3个博士一级学科学位授权点，22个博士二级学科学位授权点；有8个硕士一级学科学位授权点，49个硕士二级学科学位授权点。学校有教职工3600余人，具有高级专业技术职称教师900余人。""",/photo/edu/logo/57.png,/photo/edu/university/57pic.png,天津市静海区团泊新城西区鄱阳湖路10号,,2,,,,3,地方,0,公办院校,,2020-07-24T09:58:59,1,,,,,,,,,,
3213,10061,天津农学院,,,120000,天津市,3,农业,3213,022-23799551 23792191,zjb.tjau.edu.cn/,45,55,"""天津农学院（Tianjin Agricultural University）始建于1976年，是天津市属唯一的一所高等农业类院校，2002年经天津市政府批准，天津市城乡经济学校并入天津农学院。1982年获学士学位授予权，2006年获硕士学位授予权。国家首批卓越农林人才教育培养计划改革试点高校。学校以农科为主体和优势，农学、工学、管理学、理学、经济学、文学协调发展。经过多年的办学实践，形成了紧贴区域经济社会发展，服务于沿海都市型现代农业的鲜明办学特色。截至2016年8月，有东、西两个校区，校园占地面积1049亩，校舍建筑面积30万平方米。现有16个专业学院（部），7个学科门类、45个本科专业及方向、14个高职专业。学校现有教职工1048人，其中专任教师693人。""",/photo/edu/logo/55.png,/photo/edu/university/55pic.png,天津市西青区津静路22号,,,,,,3,地方,0,公办院校,,2020-05-11T15:53:30,1,,,,,,,,,,
3217,10071,天津体育学院,,,120000,天津市,10,体育,3217,022-23015120,zb.tjus.edu.cn/,68,32,"""天津体育学院是一所以教育学为主，管理学、文学、艺术学、理学协调发展的、由天津市教育委员会主管的本科院校。学校成立于1958年8月，1979年开始招收硕士研究生，1986年获得硕士学位授予权，2003年学校被教育部正式批准为“开展联合培养博士学位研究生工作单位”，2013年7月，学校成为“博士学位授予单位”。截至2016年12月，学校占地534亩，有教职工477人，专任教师301人，其中教授55人，副教授109人。教学科研仪器设备总值1亿2千余万元，学校图书馆总面积7800平方米，馆藏文献量（含电子文献）达192万余册。现有全日制在校生6000余人，其中本科生5000余人、硕士研究生540余人，博士研究生14人。""",/photo/edu/logo/63.png,/photo/edu/university/63pic.png,天津市静海区团泊新城西区东海道16号,,,,,,3,地方,0,公办院校,,2021-06-18T17:50:17,1,,,,,,,,,,
3218,10066,天津职业技术师范大学,,,120000,天津市,6,师范,3218,4000229678,zb.tute.edu.cn,57,43,"""天津职业技术师范大学（Tianjin University of Technology and Education）是中国最早建立的以培养职业教育师资为主要任务的普通高等师范院校，成立于1979年，隶属于原国家劳动部；2010年更名为天津职业技术师范大学；2012年，国家教育部与天津市人民政府共建天津职业技术师范大学，成为天津市地方高校中唯一一所部市共建高校。2014年12月5日，入选卓越教师培养计划。截至2014年11月，该校占地80余万平方米，建筑面积48余万平方米；有各类全日制在校生1.7万余人，其中博士研究生8人、硕士研究生和中职硕士1000余人；建有国家级实验教学示范中心1个、教学实训中心15个、实训实验室163个、创新实践基地5个；拥有教学科研仪器设备资产3.26亿余元。""",/photo/edu/logo/59.png,/photo/edu/university/59pic.png,天津市河西区大沽南路1310号,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:37,1,,,,,,,,,,
3301,10107,石家庄铁道大学,,,130000,河北省,2,工科,3301,0311-87935166 87939571,zs.stdu.edu.cn,69,31,"""石家庄铁道大学（Shijiazhuang Tiedao University）是河北省重点大学，河北省人民政府与教育部、国家国防科工局、国家铁路局共建高校，入选中西部高校基础能力建设工程。石家庄铁道大学的前身是创建于1950年的中国人民解放军铁道兵工程学院，系当时全军重点院校；1979年被列为全国重点高等院校；1984年转属铁道部，更名为石家庄铁道学院；2000年划转河北省，实行中央与地方共建，为河北省重点骨干大学；2010年3月更名为石家庄铁道大学。据2016年8月学校官网显示，学校设有19个学院（系、部）、25个研究所、49个本科专业；拥有教职工1800余人，在校学生27700余人，其中研究生2600余人。""",/photo/edu/logo/82.png,/photo/edu/university/82pic.png,石家庄市北二环东路17号,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:37,1,,,,,,,,,,
3302,10798,河北科技师范学院,,,130000,河北省,6,师范,3302,0335-8076333 8053966,zhaosheng.hevttc.edu.cn,43,57,"""河北科技师范学院（Hebei Normal University Of Science & Technology）坐落于魅力无限的中国夏都—秦皇岛市，是河北省具有硕士学位授予权的省属普通高等院校。河北科技师范学院1999年被教育部确定为全国首批职教师资培训重点建设基地，2009年被农业部认定为“农业部现代农业技术培训基地”。2014年，被授予“秦皇岛市农业科学研究院”荣誉单位，国家首批卓越农林人才教育培养计划改革试点高校。设有秦皇岛市农业科学研究院、国家科技基础条件平台——家养动物种质资源平台、冀东文化研究中心、新农村发展研究中心。截止于2016年8月，设秦皇岛校区、开发区校区、昌黎校区3个校区，校园占地面积1400多亩，建筑面积57万平方米；教学科研仪器设备总值1.73亿元，馆藏图书文献167余万册；专任教学、科研人员1300余人，其中教授、副教授600余人，博士、硕士学位教师920人，国家级和省级专家10人。""",/photo/edu/logo/574.png,/photo/edu/university/574pic.png,河北省秦皇岛市河北大街西段360号,,,,,,3,地方,0,公办院校,,2021-06-18T17:50:17,1,,,,,,,,,,
3305,10077,河北地质大学,,,130000,河北省,8,财经,3305,0311-87207400,www.hgu.edu.cn,,,"""河北地质大学位于河北省石家庄市，是国土资源部与河北省人民政府共建高校，河北省重点骨干大学。学校建于1953年，由李四光、何长工选址塞外古城宣化成立中央人民政府地质部宣化地质学校；1955年更名为地质部宣化地质学校；1970年更名为河北省宣化地质学校；1971年更名为河北地质学院；1985年6月，从宣化迁至河北省省会石家庄办学；1996年5月，更名为石家庄经济学院；2016年3月，定名为河北地质大学。截至2016年6月，学校土地面积2321.03亩，教学科研仪器设备总值14387.55万元，图书馆藏书150万册；开设15个二级学院，开办53个本科专业，拥有5个一级学科、22个二级学科、4个专业学位硕士学位授权点；共有本科学生14000余人，专任教师912人。""",/photo/edu/logo/68.png,/photo/edu/university/68pic.png,河北省石家庄市,,,,,,3,地方,0,公办院校,,2020-04-21T13:32:37,1,,,,,,,,,,
3307,10080,河北工业大学,,1,120000,天津市,2,工科,3307,022-60438029 60438259 60200832,zs.hebut.edu.cn,63,37,"""河北工业大学，坐落于天津市，是一所以工为主、多学科协调发展的“211工程”重点建设大学、是中华人民共和国教育部与河北省人民政府、天津市人民政府共建高校（省部共建大学）、入选河北省“国家一流大学建设”，“卓越工程师教育培养计划”高校和中西部高校基础能力建设工程高校。[1]  学校前身是1903年成立的北洋工艺学堂，为中国最早的工科高校，1995年更名为河北工业大学。1996年首批进入国家“211工程”建设行列，2001年、2006年、2012年分别通过国家“211工程”一期、二期、三期建设项目验收。河北工业大学是中国最早培养工业技术人才的地方高等院校之一，创办了我国高校最早的校办工厂，是全国地方工科院校中最早开展MBA教育的高校，同时也是河北省内唯一开展EMBA教育的高校，具有“工学并举”的办学传统和鲜明特色，截至2013年7月，已先后培养了10万多名毕业生。截至2015年6月，总占地4000余亩，建有天津校区和廊坊分校，其中坐落在天津市北辰区的主校区占地面积3063亩；校舍总建筑面积90万平方米；教学科研仪器设备总值3.72亿元。[1] 河北工业大学坐落在天津市的行政区域内，属河北省211高校。也是全国唯一的一所“异地办学”的211大学。""",/photo/edu/logo/71.png,/photo/edu/university/71pic.png,天津市北辰区西平道5340号,,2,,,,3,地方,0,公办院校,,2020-04-21T13:32:37,1,,,,,,,,,,
