id,pcid,cid,招生代码,zstype,coname,conamememo,bdenji,选测等级,xdenjinuma,xdenjinumb,xdenjicanchange,diploma,yearno,ty,pici,source_pici,source_zscode,招生专业代码,specname,specflag,specnamememo,specnamememolq,specnamememoplan,招生计划增减,xuezi,xuefei,xuancei,sid,speccode,scateid,stypebig,stypesmall,计划招生,录取人数,最高分,最低分,分差,位次,segmenttotalman,linescore,zypingxing,zyzhengqiu,zyfucong,lastplannum,lastlqnum,2018最高分,2018最低分,2018分差,2018位次,lastsegmenttotalman,lastlinescore,lastzypingxing,lastzyzhengqiu,lastzyfucong,is985,is211,isyan,is11c,is11s,collegelevel,collegetype,province,banxuetype,分差2019,位次2019,分差2018,位次2018,分差2017,位次2017,分差2016,位次2016,分差2015,位次2015,isok,zscode,specialtynum,specialtynum3,havespace,xdenji,underlinecount,underlinecount_old,minscoregailv,minscoregailv_2020_toudang,minscoregailv_2020_xh,minscoregailv_2020_4,minscoregailv_2020_3,minscoregailv_2020_1,minscoregailv_2019_used,minscoregailv_2019,minscoregailv_2018,minscoregailv_other,minscoregailv_1,minscoregailv_2019_1,plannum,lqnum,maxscore,minscore,minscoreminus,segmentposition,lastmaxscore,lastminscore,lastminscoreminus,lastsegmentposition,plannumupdown,minscoreminus2018,segmentposition2018,minscoreminus2017,segmentposition2017,minscoreminus2016,segmentposition2016,minscoreminus2015,segmentposition2015,minscoreminus2019,segmentposition2019
67593,,33,,,华东师范大学,(上海),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,55,343,0,0,0,44,46,,,,,63,339,46,0,0,1,1,1,1,1,A+,师范,上海,公办,,,,,,,,,,,,2106,21,175,0,BB,0,0,398,398,397,397,397,397,0,0,0,0,0,0,45,0,0,398,55,565,401,388,49,575,1,46,686,45,670,30,785,32,836,49,575
67184,,35,,,中国矿业大学,(徐州),,,7,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,324,343,0,0,0,48,48,,,,,339,339,48,0,0,0,1,1,0,0,A-,工科,江苏,公办,,,,,,,,,,,,1221,2,37,0,B+B,0,0,372,0,371,371,370,370,0,0,0,0,0,0,51,0,0,372,29,4997,370,362,23,5215,3,20,5815,18,5523,7,5665,6,6164,23,5215
67584,,36,,,华东理工大学,(上海),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,239,343,0,0,0,66,66,,,,,209,339,66,0,0,0,1,1,0,1,A-,理工,上海,公办,,,,,,,,,,,,2104,7,102,0,BB,0,0,379,379,381,381,381,381,0,0,0,0,0,0,66,0,0,379,36,3107,384,371,32,2754,0,32,2558,30,2444,18,2487,15,3396,32,2754
68167,,37,,,北京理工大学,,,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,109,343,0,0,0,6,6,,,,,108,339,6,0,0,1,1,1,1,1,A+,理工,北京,公办,,,,,,,,,,,,3107,1,33,0,AB,0,0,392,392,391,390,390,390,0,0,0,0,0,0,6,0,0,392,49,1066,387,382,43,1074,0,41,1131,36,1475,25,1314,24,1713,43,1074
68171,,38,,,北京科技大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,243,343,0,0,0,15,15,,,,,253,339,15,0,0,0,1,1,0,1,A-,理工,北京,公办,,,,,,,,,,,,3108,3,63,0,AB+,0,0,377,377,376,376,376,376,0,0,0,0,0,0,15,0,0,377,34,3623,375,367,28,3722,0,27,3638,24,3778,12,3964,12,4209,28,3722
67234,,39,,,苏州大学,,,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,277,343,0,0,0,714,715,,,,,248,339,714,1,0,0,1,0,0,1,A-,综合,江苏,公办,,,,,,,,,,,,1261,33,258,0,AB,0,0,378,378,378,378,378,378,0,0,0,0,0,0,709,0,0,378,35,3346,384,368,29,3474,-5,29,3185,26,3281,15,3146,16,3181,29,3474
67411,,39,,中外合作办学,苏州大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,407,343,0,0,0,106,106,,,,,487,339,106,0,0,0,1,0,0,1,A-,综合,江苏,公办,,,,,,,,,,,,1635,2,11,0,BB,0,0,366,366,362,362,362,362,0,0,0,0,0,0,102,0,0,366,23,7039,369,355,16,7916,-4,14,8204,6,10937,13,3678,14,3648,16,7916
68178,,41,,,中国地质大学(北京),,,,0,0,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,工科,湖北,公办,,,,,,,,,,,,3111,2,8,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0
68826,,42,,,武汉理工大学,,,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,324,343,0,0,0,31,31,,,,,358,339,31,0,0,0,1,0,0,1,A-,理工,湖北,公办,,,,,,,,,,,,5207,8,97,0,AB,0,0,372,372,373,373,373,373,0,0,0,0,0,0,30,0,0,372,29,4997,370,364,25,4520,-1,23,4733,20,4864,9,4937,3,7409,25,4520
68916,,43,,,湖南大学,(长沙),,,7,7,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,125,343,0,0,0,24,22,,,,,121,339,22,0,0,1,1,1,1,1,A,综合,湖南,公办,,,,,,,,,,,,5301,14,105,0,B+B+,0,0,391,391,389,389,389,389,0,0,0,0,0,0,26,0,0,391,48,1175,383,379,40,1406,2,39,1393,38,1261,22,1761,25,1593,40,1406
68686,,44,,,郑州大学,,,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,282,343,0,0,0,22,22,,,,,358,339,22,0,0,0,1,0,1,1,A-,综合,河南,公办,,,,,,,,,,,,5101,5,120,0,AB,0,0,375,375,372,372,372,372,0,0,0,0,0,0,20,0,0,375,32,4119,368,364,25,4520,-2,23,4733,19,5199,5,6437,3,7409,25,4520
67065,,45,,,南京航空航天大学,,,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,156,343,0,0,0,70,88,,,,,159,339,88,0,0,0,1,1,0,1,A-,理工,江苏,公办,,,,,,,,,,,,1103,7,82,0,AB,0,0,384,0,386,386,386,386,0,0,0,0,0,0,95,0,0,384,41,2149,386,376,37,1816,25,36,1839,35,1595,25,1314,28,1207,37,1816
67070,,46,,,南京理工大学,,,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,277,343,0,0,0,30,30,,,,,238,339,30,0,0,0,1,1,0,1,A-,理工,江苏,公办,,,,,,,,,,,,1104,4,56,0,AB,0,0,378,0,382,382,380,381,0,0,0,0,0,0,30,0,0,378,35,3346,381,370,31,2963,0,32,2558,29,2625,18,2487,16,3181,31,2963
69388,,47,,,西安电子科技大学,,,,0,0,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,0,0,,,,,0,0,0,0,0,0,1,1,0,1,A,理工,陕西,公办,,,,,,,,,,,,7105,1,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36077,0,0,0,0,0,0,2,7854,0,0
67083,,49,,,南京农业大学,,,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,253,343,0,0,0,149,165,,,,,280,339,165,0,0,0,1,1,0,1,A-,农林,江苏,公办,,,,,,,,,,,,1107,12,168,0,AB,0,0,376,0,375,375,375,375,0,0,0,0,0,0,149,0,0,376,33,3866,380,365,26,4240,0,26,3895,24,3778,12,3964,11,4475,26,4240
69372,,50,,,西北大学,(西安),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,295,343,0,0,0,21,21,,,,,337,339,21,0,0,0,1,0,0,1,A-,综合,陕西,公办,,,,,,,,,,,,7101,12,80,0,BB,0,0,373,373,372,372,372,372,0,0,0,0,0,0,24,0,0,373,30,4702,380,363,24,4878,3,23,4733,19,5199,8,5292,7,5791,24,4878
67088,,51,,,南京师范大学,,,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,261,343,0,0,0,657,657,,,,,238,339,657,0,0,0,1,0,0,1,A-,师范,江苏,公办,,,,,,,,,,,,1108,28,346,0,AB,0,0,380,0,381,381,380,381,0,0,0,0,0,0,675,0,0,380,37,2846,390,370,31,2963,18,32,2558,29,2625,16,2938,16,3181,31,2963
67435,,51,,中外学分互认联合培养项目,南京师范大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,500,343,0,0,0,0,0,,,,,0,0,0,0,0,0,1,0,0,1,A-,师范,江苏,公办,,,,,,,,,,,,1783,2,2,0,BB,0,0,358,358,360,360,360,361,0,0,0,0,0,0,24,0,0,358,15,10603,0,0,0,0,36077,18,6572,17,5879,0,0,0,0,0,0
67621,,52,,,上海大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,17,15,,,,,141,339,15,0,0,0,1,0,0,1,A-,综合,上海,公办,,,,,,,,,,,,2112,5,29,0,BB,0,0,390,390,388,388,388,388,0,0,0,0,0,0,16,0,0,0,0,0,383,378,39,1527,-1,39,1393,35,1595,24,1430,17,2945,39,1527
67624,,52,,中外合作办学,上海大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,564,343,0,0,0,6,6,,,,,148,339,6,0,0,0,1,0,0,1,A-,综合,上海,公办,,,,,,,,,,,,2112,2,15,0,BB,0,0,343,343,388,388,388,388,0,0,0,0,0,0,8,0,0,343,0,18897,382,377,38,1668,2,39,1393,36,1475,0,0,0,0,38,1668
69052,,53,,,暨南大学,(广州),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,277,343,0,0,0,32,32,,,,,253,339,32,0,0,0,1,0,0,1,A-,综合,广东,公办,,,,,,,,,,,,5407,6,76,0,AB,0,0,378,378,377,377,377,378,0,0,0,0,0,0,17,0,0,378,35,3346,381,367,28,3722,-15,28,3417,28,2840,15,3146,0,8773,28,3722
69447,,54,,,西北农林科技大学,(陕西杨凌),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,295,343,0,0,0,6,7,,,,,358,339,7,0,0,1,1,1,1,1,A+,农林,陕西,公办,,,,,,,,,,,,7141,3,38,0,BB,0,0,373,373,374,374,374,374,0,0,0,0,0,0,6,0,0,373,30,4702,370,364,25,4520,0,20,5815,20,4864,6,6056,4,6965,25,4520
69176,,55,,,西南交通大学,(成都),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,301,343,0,0,0,28,28,,,,,337,339,28,0,0,0,1,1,0,1,A+,理工,四川,公办,,,,,,,,,,,,6102,8,91,0,AB,0,0,374,374,372,372,372,372,0,0,0,0,0,0,25,0,0,374,31,4401,366,363,24,4878,-3,22,5059,19,5199,6,6056,9,5085,24,4878
68811,,56,,,华中农业大学,(武汉),,,7,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,329,343,0,0,0,18,18,,,,,336,339,18,0,0,0,1,0,0,1,A-,农林,湖北,公办,,,,,,,,,,,,5204,3,73,0,B+B,0,0,370,370,368,368,368,368,0,0,0,0,0,0,19,0,0,370,27,5660,365,360,21,5927,1,19,6200,14,7054,5,6437,2,7854,21,5927
67304,,57,,,扬州大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,498,343,0,0,0,695,696,,,,,533,339,696,0,0,0,0,0,0,0,B+,综合,江苏,公办,,,,,,,,,,,,1381,28,177,0,BB,0,0,357,357,360,360,358,360,0,0,0,0,0,0,792,0,0,357,14,11103,369,348,9,11410,97,11,9597,9,9346,3,7328,5,6550,9,11410
67430,,57,,中外合作办学,扬州大学,,,,6,4,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,564,343,0,0,0,60,60,,,,,694,339,57,3,0,0,0,0,0,0,B+,综合,江苏,公办,,,,,,,,,,,,1646,1,4,0,BC,0,0,343,343,348,348,348,348,0,0,0,0,0,0,60,0,0,343,0,18897,353,332,-7,21490,0,-10,22730,0,14645,0,0,0,0,-7,21490
68809,,58,,,华中师范大学,(武汉),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,277,343,0,0,0,27,25,,,,,248,339,25,0,0,0,1,0,0,1,A-,师范,湖北,公办,,,,,,,,,,,,5203,10,101,0,AB,0,0,378,378,378,378,378,377,0,0,0,0,0,0,29,0,0,378,35,3346,376,368,29,3474,2,27,3638,26,3281,13,3678,11,4475,29,3474
68552,,59,,,东北师范大学,(长春),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,253,343,0,0,0,3,3,,,,,280,339,3,0,0,0,1,1,0,1,A-,师范,吉林,公办,,,,,,,,,,,,4202,2,57,0,AB,0,0,376,376,376,376,376,375,0,0,0,0,0,0,2,0,0,376,33,3866,368,365,26,4240,-1,19,6200,19,5199,6,6056,6,6164,26,4240
68055,,60,,,中国海洋大学,(青岛),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,148,343,0,0,0,13,12,,,,,186,339,12,0,0,1,1,0,1,1,A,综合,山东,公办,,,,,,,,,,,,2621,7,69,0,AB,0,0,386,386,384,384,384,384,0,0,0,0,0,0,14,0,0,386,43,1859,383,375,36,1975,1,34,2177,31,2265,16,2938,15,3396,36,1975
69060,,62,,,华南师范大学,(广州),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,282,343,0,0,0,0,0,,,,,0,0,0,0,0,0,1,0,0,1,A-,师范,广东,公办,,,,,,,,,,,,5413,3,4,0,BB,0,0,375,375,370,370,370,351,0,0,0,0,0,0,7,0,0,375,32,4119,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0
68406,,64,,,山西大学,(太原),,,7,7,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,521,343,0,0,0,6,6,,,,,589,339,6,0,0,0,0,0,0,0,B+,综合,山西,公办,,,,,,,,,,,,3401,6,102,0,B+B+,0,0,355,355,353,353,353,356,0,0,0,0,0,0,7,0,0,355,12,12101,348,344,5,13696,1,7,11633,6,10937,0,8781,0,8773,5,13696
69044,,65,,,华南农业大学,(广州),,,0,0,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,0,0,,,,,0,339,0,0,0,0,0,0,0,0,B+,农林,广东,公办,,,,,,,,,,,,5403,1,12,1,,0,0,0,0,359,359,359,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36077,5,12736,0,0,0,0,0,0,0,0
68921,,66,,,湖南师范大学,(长沙),,,8,7,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,282,343,0,0,0,37,37,,,,,358,339,37,0,0,0,1,0,0,1,A-,师范,湖南,公办,,,,,,,,,,,,5303,17,159,0,AB+,0,0,375,375,373,373,373,369,0,0,0,0,0,0,37,0,0,375,32,4119,372,364,25,4520,0,24,4437,9,9346,7,5665,5,6550,25,4520
67099,,67,,,南京工业大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,556,343,0,0,0,449,482,,,,,611,339,482,0,0,0,0,0,0,0,A-,理工,江苏,公办,,,,,,,,,,,,1110,17,118,0,BB,0,0,353,0,357,357,357,357,0,0,0,0,0,0,466,0,0,353,10,13139,360,346,7,12481,17,8,11096,6,10937,2,7788,3,7409,7,12481
67446,,67,,中外学分互认联合培养项目,南京工业大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,647,343,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,A-,理工,江苏,公办,,,,,,,,,,,,1797,1,0,0,BB,0,0,344,344,344,344,344,347,0,0,0,0,0,0,15,0,0,344,1,18250,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0
68245,,68,,,北京工业大学,,,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,295,343,0,0,0,4,5,,,,,373,339,5,0,0,0,1,0,0,1,A-,理工,北京,公办,,,,,,,,,,,,3134,2,33,0,AB,0,0,373,373,371,371,371,371,0,0,0,0,0,0,4,0,0,373,30,4702,364,361,22,5554,0,20,5815,20,4864,6,6056,4,6965,22,5554
68173,,69,,,北京化工大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,324,343,0,0,0,11,12,,,,,373,339,12,0,0,0,1,0,0,1,A-,理工,北京,公办,,,,,,,,,,,,3109,4,30,0,AB+,0,0,372,372,370,370,370,370,0,0,0,0,0,0,12,0,0,372,29,4997,364,361,22,5554,1,21,5426,17,5879,6,6056,3,7409,22,5554
67074,,71,,,河海大学,(南京),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,277,343,0,0,0,79,77,,,,,253,339,77,0,0,0,1,1,0,1,A-,理工,江苏,公办,,,,,,,,,,,,1105,16,94,0,AB,0,0,378,0,377,377,377,377,0,0,0,0,0,0,77,0,0,378,35,3346,379,367,28,3722,-2,28,3417,26,3281,10,4610,18,2747,28,3722
69330,,72,,,云南大学,(昆明),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,324,343,0,0,0,10,9,,,,,339,339,9,0,0,0,1,0,1,1,A-,综合,云南,公办,,,,,,,,,,,,6401,4,37,0,BB,0,0,372,372,369,369,369,369,0,0,0,0,0,0,10,0,0,372,29,4997,365,362,23,5215,0,20,5815,15,6665,3,7328,4,6965,23,5215
68161,,73,,,北京交通大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,121,343,0,0,0,6,6,,,,,141,339,6,0,0,0,1,1,0,1,A-,理工,北京,公办,,,,,,,,,,,,3105,4,34,0,AB+,0,0,389,389,386,386,386,386,0,0,0,0,0,0,8,0,0,389,46,1430,380,378,39,1527,2,35,2017,33,1942,24,1430,26,1440,39,1527
68821,,74,,,中南财经政法大学,(武汉),,,8,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,143,343,0,0,0,64,65,,,,,141,339,65,0,0,0,1,0,0,1,A-,财经,湖北,公办,,,,,,,,,,,,5206,18,259,0,AB,0,0,388,388,387,387,387,387,0,0,0,0,0,0,67,0,0,388,45,1551,385,378,39,1527,3,37,1670,36,1475,22,1761,24,1713,39,1527
69379,,75,,,陕西师范大学,(西安),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,253,343,0,0,0,14,10,,,,,253,339,10,0,0,0,1,0,0,1,A-,师范,陕西,公办,,,,,,,,,,,,7103,8,68,0,BB,0,0,376,376,376,376,374,364,0,0,0,0,0,0,18,0,0,376,33,3866,380,367,28,3722,4,24,4437,22,4281,7,5665,3,7409,28,3722
67314,,77,,,江苏大学,(镇江),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,556,343,0,0,0,528,570,,,,,612,339,565,5,0,0,0,0,0,0,B+,综合,江苏,公办,,,,,,,,,,,,1401,20,142,0,BB,0,0,353,353,354,354,354,354,0,0,0,0,0,0,535,0,0,353,10,13139,363,343,4,14285,7,6,12182,5,11497,0,8781,1,8292,4,14285
67444,,77,,中外学分互认联合培养项目,江苏大学,(镇江),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,564,343,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,B+,综合,江苏,公办,,,,,,,,,,,,1796,4,4,0,BB,0,0,343,343,343,343,343,347,0,0,0,0,0,0,75,0,0,343,0,18897,0,0,0,0,36077,-7,20567,-8,20360,0,0,0,0,0,0
68371,,81,,,燕山大学,(秦皇岛),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,559,343,0,0,0,4,4,,,,,538,339,4,0,0,0,0,0,0,0,B+,理工,河北,公办,,,,,,,,,,,,3321,3,27,0,BB,0,0,351,351,357,357,357,357,0,0,0,0,0,0,6,0,0,351,8,14261,351,347,8,11943,2,8,11096,5,11497,0,8781,0,8773,8,11943
68065,,82,,,青岛大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,500,343,0,0,0,9,9,,,,,487,339,9,0,0,0,0,0,0,0,B+,综合,山东,公办,,,,,,,,,,,,2624,4,42,0,BB,0,0,358,358,360,360,360,360,0,0,0,0,0,0,7,0,0,358,15,10603,359,350,11,10370,-2,12,9090,8,9860,3,7328,2,7854,11,10370
67867,,83,,,福州大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,295,343,0,0,0,14,14,,,,,337,339,14,0,0,0,1,0,0,1,A-,理工,福建,公办,,,,,,,,,,,,2401,6,62,0,BB,0,0,373,373,372,372,372,372,0,0,0,0,0,0,14,0,0,373,30,4702,365,363,24,4878,0,23,4733,19,5199,5,6437,7,5791,24,4878
67588,,84,,,东华大学,(上海),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,178,343,0,0,0,20,20,,,,,198,339,20,0,0,0,1,0,0,1,A-,理工,上海,公办,,,,,,,,,,,,2105,7,86,0,BB,0,0,383,383,383,383,383,383,0,0,0,0,0,0,21,0,0,383,40,2305,382,374,35,2161,1,33,2356,30,2444,17,2715,16,3181,35,2161
67605,,85,,,上海财经大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,55,343,0,0,0,20,21,,,,,40,339,21,0,0,0,1,0,0,1,A-,财经,上海,公办,,,,,,,,,,,,2110,7,52,0,BB,0,0,398,398,401,401,401,401,0,0,0,0,0,0,20,0,0,398,55,565,406,392,53,361,0,46,686,50,398,24,1430,47,156,53,361
67607,,85,,中外合作办学,上海财经大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,2,1,,,,,47,339,1,0,0,0,1,0,0,1,A-,财经,上海,公办,,,,,,,,,,,,2110,1,7,0,BB,0,0,0,0,402,402,402,402,0,0,0,0,0,0,4,0,0,0,0,0,393,393,54,314,2,46,686,56,217,0,0,0,0,54,314
68356,,86,,,河北大学,(保定),,,7,7,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,562,343,0,0,0,30,30,,,,,589,339,29,1,0,0,0,0,0,0,B+,综合,河北,公办,,,,,,,,,,,,3312,5,12,0,B+B+,0,0,350,350,354,354,354,356,0,0,0,0,0,0,19,0,0,350,7,14820,357,344,5,13696,-11,0,15888,0,0,0,0,0,0,5,13696
67790,,87,,,合肥工业大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,329,343,0,0,0,9,9,,,,,402,339,9,0,0,0,1,0,0,1,A-,理工,安徽,公办,,,,,,,,,,,,2302,4,21,0,BB,0,0,370,370,367,367,367,367,0,0,0,0,0,0,11,0,0,370,27,5660,363,359,20,6263,2,15,7771,4,12102,0,0,0,0,20,6263
67931,,88,,,南昌大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,324,343,0,0,0,23,23,,,,,339,339,23,0,0,0,1,0,0,1,A-,综合,江西,公办,,,,,,,,,,,,2505,9,83,0,BB,0,0,372,372,370,370,370,370,0,0,0,0,0,0,23,0,0,372,29,4997,367,362,23,5215,0,21,5426,17,5879,6,6056,3,7409,23,5215
68962,,89,,,湘潭大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,493,343,0,0,0,25,25,,,,,611,339,25,0,0,0,0,0,0,0,B+,综合,湖南,公办,,,,,,,,,,,,5323,11,137,0,BB,0,0,362,362,356,356,356,356,0,0,0,0,0,0,24,0,0,362,19,8728,358,346,7,12481,-1,7,11633,5,11497,0,8781,0,8773,7,12481
69337,,90,,,昆明理工大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,608,343,0,0,0,10,10,,,,,636,339,10,0,0,0,0,0,0,0,B+,理工,云南,公办,,,,,,,,,,,,6404,3,6,0,BB,0,0,345,345,348,348,348,348,0,0,0,0,0,0,12,0,0,345,2,17642,342,340,1,16146,2,0,15888,0,0,0,0,0,0,1,16146
68745,,93,,,河南大学,(开封),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,476,343,0,0,0,22,22,,,,,487,339,22,0,0,0,0,0,0,1,A-,综合,河南,公办,,,,,,,,,,,,5141,7,40,0,BB,0,0,361,361,357,357,357,357,0,0,0,0,0,0,19,0,0,361,18,9221,359,350,11,10370,-3,8,11096,4,12102,-1,9322,-1,9300,11,10370
68136,,94,,,山东师范大学,(济南),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,23,23,,,,,533,339,23,0,0,0,0,0,0,0,B+,师范,山东,公办,,,,,,,,,,,,2711,7,31,0,BB,0,0,360,360,357,357,357,357,0,0,0,0,0,0,7,0,0,0,0,0,363,348,9,11410,-16,8,11096,6,10937,-2,9881,0,0,9,11410
68141,,94,,中外合作办学,山东师范大学,(济南),,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,564,343,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,B+,师范,山东,公办,,,,,,,,,,,,2711,2,0,0,BB,0,0,343,343,350,350,350,355,0,0,0,0,0,0,8,0,0,343,0,18897,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0
69092,,95,,,广西大学,(南宁),,,0,0,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,0,0,,,,,0,0,0,0,0,0,1,0,0,1,A-,综合,广西,公办,,,,,,,,,,,,5501,1,6,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0
67610,,97,,,上海师范大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,0,343,0,0,0,52,52,,,,,358,339,52,0,0,0,0,0,0,0,B+,师范,上海,公办,,,,,,,,,,,,2111,14,62,0,BB,0,0,374,374,373,373,373,373,0,0,0,0,0,0,54,0,0,0,0,0,380,364,25,4520,2,23,4733,20,4864,9,4937,10,4777,25,4520
67617,,97,,中外合作办学,上海师范大学,,,,6,6,1,本科,2020,文科,本科第一批次,,,,,,,,,,,,,,,,,,,,,,,,566,343,0,0,0,6,5,,,,,624,339,1,4,0,0,0,0,0,0,B+,师范,上海,公办,,,,,,,,,,,,2111,2,6,0,BB,0,0,352,352,363,363,363,363,0,0,0,0,0,0,7,0,0,352,9,13695,360,342,3,14897,1,23,4733,20,4864,0,0,0,0,3,14897
