id,pcid,cid,招生代码,zstype,coname,conamememo,bdenji,选测等级,xdenjinuma,xdenjinumb,xdenjicanchange,diploma,yearno,ty,pici,source_pici,source_zscode,招生专业代码,specname,specflag,specnamememo,specnamememolq,specnamememoplan,招生计划增减,xuezi,xuefei,xuancei,sid,speccode,scateid,stypebig,stypesmall,计划招生,录取人数,最高分,最低分,分差,位次,segmenttotalman,linescore,zypingxing,zyzhengqiu,zyfucong,lastplannum,lastlqnum,2018最高分,2018最低分,2018分差,2018位次,lastsegmenttotalman,lastlinescore,lastzypingxing,lastzyzhengqiu,lastzyfucong,is985,is211,isyan,is11c,is11s,collegelevel,collegetype,province,banxuetype,分差2019,位次2019,分差2018,位次2018,分差2017,位次2017,分差2016,位次2016,分差2015,位次2015,isok,zscode,xdenji,speccodenum,specflag_old,specnamememo_jiu,plannumupdown,plannum,lqnum,maxscore,minscore,minscoreminus,segmentposition,lastmaxscore,lastminscore,lastminscoreminus,lastsegmentposition,minscoreminus2019,segmentposition2019,minscoreminus2018,segmentposition2018,minscoreminus2017,segmentposition2017,minscoreminus2016,segmentposition2016,minscoreminus2015,segmentposition2015
326107,67687,3,,,浙江大学,(杭州),,,8,8,1,本科,2020,文科,本科第一批次,,,,社会科学试验班,100326107,,,,,四年,5300,√√√√,0,,0,,,,,,,,,48,343,14,0,0,14,16,,,,,51,339,16,0,0,1,1,1,1,1,A+,综合,浙江,公办院校,,,,,,,,,,,1,2201,AA,04,110221592,,-1,13,14,407,402,59,344,400,391,52,401,52,401,56,222,52,324,38,301,40,346
326108,67687,3,,,浙江大学,(杭州),,,8,8,1,本科,2020,文科,本科第一批次,,,,人文科学试验班,100326108,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,,,四年,5300,√√√√,0,,0,,,,,,,,,0,343,0,0,0,2,0,,,,,0,339,0,0,0,1,1,1,1,1,A+,综合,浙江,公办院校,,,,,,,,,,,1,2201,AA,05,510176933,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326109,67687,3,,,浙江大学,(杭州),,,8,8,1,本科,2020,文科,本科第一批次,,,,社会科学试验班,100326109,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,,,四年,5300,√√√√,0,,0,,,,,,,,,0,343,0,0,0,2,0,,,,,0,339,0,0,0,1,1,1,1,1,A+,综合,浙江,公办院校,,,,,,,,,,,1,2201,AA,06,220176932,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325921,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,法学,100325921,,,,,四年,5500,√√√√,2293,030101,105,法学,法学类,,,,,,,13,343,2,0,0,0,0,,,,,0,0,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,09,310220387,,36077,2,2,416,413,70,68,0,0,0,0,0,0,62,85,65,65,47,71,49,120
325922,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,新闻传播学类,100325922,,,,,四年,5000,√√√√,2332,050300,115,文学,新闻传播学类,,,,,,,11,343,2,0,0,0,0,,,,,0,0,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,10,310220386,,36077,2,2,418,410,67,112,0,0,0,0,0,0,0,0,64,79,47,71,52,71
325923,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,经济管理试验班,100325923,,,,,四年,5000,√√√√,0,,0,,,,,,,,,13,343,5,0,0,1,3,,,,,18,339,3,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,11,310220390,,0,1,5,418,415,72,48,407,406,67,43,67,43,64,1,67,50,0,0,0,0
325924,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,人文科学试验班,100325924,,,,,四年,5500,√√√√,0,,0,,,,,,,,,13,343,2,0,0,4,2,,,,,8,339,2,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,12,310220389,,0,4,2,413,413,70,68,408,405,66,61,66,61,66,0,0,0,0,0,0,0
325925,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,英语,100325925,(只招英语考生)(口),,,,四年,5000,√√√√,45,050201,114,文学,外国语言文学类,,,,,,,0,343,0,0,0,2,1,,,,,8,339,1,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,13,310220388,(只招英语考生)(口),0,2,0,0,0,0,0,405,405,66,61,66,61,0,0,64,79,0,0,49,120
325926,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,经济学类,100325926,,,,,四年,5500,√√√√,2279,020100,101,经济学,经济学类,,,,,,,7,343,4,0,0,4,7,,,,,18,339,7,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,14,310220385,,0,4,4,416,414,71,61,408,406,67,43,67,43,64,1,65,65,49,54,53,62
325927,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,法学,100325927,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,,,四年,5500,√√√√,2293,030101,105,法学,法学类,,,,,,,0,343,0,0,0,0,0,,,,,0,0,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,15,310220387,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),36077,2,0,0,0,0,0,0,0,0,0,0,0,62,85,65,65,47,71,49,120
325928,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,新闻传播学类,100325928,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,,,四年,5000,√√√√,2332,050300,115,文学,新闻传播学类,,,,,,,0,343,0,0,0,0,0,,,,,0,0,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,16,310220386,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),36077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,79,47,71,52,71
325929,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,历史学类,100325929,"(农村学生单独招生计划(即高校专项计划),仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)",,,,四年,5000,√√√√,2335,060100,116,历史学,历史学类,,,,,,,0,343,0,0,0,3,0,,,,,0,339,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,17,310131591,"(农村学生单独招生计划(即高校专项计划),仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)",-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,120
325930,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,社会科学试验班,100325930,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,,,四年,5000,√√√√,0,,0,,,,,,,,,0,343,0,0,0,1,0,,,,,0,339,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,18,310131588,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,83
325931,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,哲学类,100325931,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,,,四年,5000,√√√√,3035,010100,100,哲学,哲学类,,,,,,,0,343,0,0,0,3,0,,,,,0,339,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,19,210131592,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,120
325932,67571,4,,,复旦大学,(上海),,,9,8,1,本科,2020,文科,本科第一批次,,,,中国语言文学类,100325932,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,,,四年,5000,√√√√,2328,050100,113,文学,中国语言文学类,,,,,,,0,343,0,0,0,1,0,,,,,0,339,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2101,A+A,20,310220391,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,57,47,71,50,100
325446,67056,5,,,南京大学,,,,8,8,1,本科,2020,文科,本科第一批次,,,,汉语言文学,100325446,,,,,四年,5200,√√√√,40,050101,113,文学,中国语言文学类,,,,,,,48,343,10,0,0,0,0,,,,,0,0,0,0,0,1,1,1,1,1,A+,综合,江苏,公办院校,,,,,,,,,,,1,1101,AA,07,0,,36077,7,10,409,403,60,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325447,67056,5,,,南京大学,,,,8,8,1,本科,2020,文科,本科第一批次,,,,外国语言文学类,100325447,(英语、德语、法语、西班牙语),,,,四年,5720,√√√√,2331,050200,114,文学,外国语言文学类,,,,,,,48,343,7,0,0,20,30,,,,,51,339,30,0,0,1,1,1,1,1,A+,综合,江苏,公办院校,,,,,,,,,,,1,1101,AA,08,220210537,(英语、德语、法语、西班牙语),-10,10,7,406,403,60,296,399,391,52,401,52,401,51,397,55,244,0,0,0,0
325448,67056,5,,,南京大学,,,,8,8,1,本科,2020,文科,本科第一批次,,,,社会科学试验班,200325448,(法学、编辑出版学、社会学、社会工作、应用心理学、行政管理、劳动与社会保障、图书馆学、档案学、信息管理与信息系统、政治学与行政学、国际政   治),,,,四年,5720,√√√√,0,,0,,,,,,,,,48,343,60,0,0,44,59,,,,,51,339,59,0,0,1,1,1,1,1,A+,综合,江苏,公办院校,,,,,,,,,,,1,1101,AA,09,120325448,(法学、编辑出版学、社会学、社会工作、应用心理学、行政管理、劳动与社会保障、图书馆学、档案学、信息管理与信息系统、政治学与行政学、国际政   治),5,49,60,412,403,60,296,400,391,52,401,52,401,0,0,0,0,0,0,0,0
325449,67056,5,,,南京大学,,,,8,8,1,本科,2020,文科,本科第一批次,,,,人文科学试验班,100325449,(哲学、汉语国际教育、汉语言文学、新闻学、广播电视学、广告学、历史学、考古学、考古学(文物鉴定))(人文艺术传播类),,,,四年,5720,√√√√,0,,0,,,,,,,,,48,343,28,0,0,0,0,,,,,0,0,0,0,0,1,1,1,1,1,A+,综合,江苏,公办院校,,,,,,,,,,,1,1101,AA,10,220210536,(哲学、汉语国际教育、汉语言文学、新闻学、广播电视学、广告学、历史学、考古学、考古学(文物鉴定))(人文艺术传播类),36077,23,28,407,403,60,296,0,0,0,0,52,401,51,397,51,361,0,0,0,0
325450,67056,5,,,南京大学,,,,8,8,1,本科,2020,文科,本科第一批次,,,,经济管理试验班,100325450,(经济学、金融学、金融工程、保险学、经济学(产业经济学)、工商管理、市场营销、会计学、财务管理、电子商务、工商管理(人力资源)、国际经济与贸   易),,,,四年,5720,√√√√,0,,0,,,,,,,,,36,343,36,0,0,25,29,,,,,29,339,29,0,0,1,1,1,1,1,A+,综合,江苏,公办院校,,,,,,,,,,,1,1101,AA,11,120325450,(经济学、金融学、金融工程、保险学、经济学(产业经济学)、工商管理、市场营销、会计学、财务管理、电子商务、工商管理(人力资源)、国际经济与贸   易),6,31,36,410,404,61,260,402,395,56,241,56,241,0,0,0,0,0,0,0,0
325451,67056,5,,,南京大学,,,,8,8,1,本科,2020,文科,本科第一批次,,,,外国语言文学类,0,(英语、德语、法语、西班牙语)(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,,,四年,5720,√√√√,2331,050200,114,文学,外国语言文学类,,,,,,,0,343,0,0,0,0,0,,,,,0,0,0,0,0,1,1,1,1,1,A+,综合,江苏,公办院校,,,,,,,,,,,0,1101,AA,12,0,(英语、德语、法语、西班牙语)(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),36077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326767,68806,6,,,华中科技大学,(武汉),,,8,7,1,本科,2020,文科,本科第一批次,,,,建筑类,200326767,(智慧建筑规划试验班),,,,五年,5850,√√√√,2445,082800,156,工学,建筑类,,,,,,,109,343,3,0,0,3,3,,,,,90,339,3,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5202,AB+,01,910291977,(智慧建筑规划试验班),0,3,3,396,393,50,957,384,384,45,876,45,876,44,848,0,0,0,0,0,0
326768,68806,6,,,华中科技大学,(武汉),,,8,7,1,本科,2020,文科,本科第一批次,,,,工商管理类,200326768,(含工商管理等5个专业),,,,四年,4500,√√√√,2519,120200,178,管理学,工商管理类,,,,,,,109,343,6,0,0,5,5,,,,,90,339,5,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5202,AB+,02,910291978,(含工商管理等5个专业),1,6,6,396,393,50,957,384,384,45,876,45,876,43,934,0,0,0,0,0,0
326769,68806,6,,,华中科技大学,(武汉),,,8,7,1,本科,2020,文科,本科第一批次,,,,中国语言文学类,100326769,(汉语言文学、汉语国际教育),,,,四年,4500,√√√√,2328,050100,113,文学,中国语言文学类,,,,,,,109,343,5,0,0,5,5,,,,,108,339,5,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5202,AB+,03,910291979,(汉语言文学、汉语国际教育),0,5,5,394,393,50,957,384,383,44,966,44,966,42,1012,0,0,0,0,0,0
326770,68806,6,,,华中科技大学,(武汉),,,8,7,1,本科,2020,文科,本科第一批次,,,,新闻传播学类,100326770,(新闻学、广播电视学、广告学),,,,四年,4500,√√√√,2332,050300,115,文学,新闻传播学类,,,,,,,106,343,5,0,0,5,5,,,,,90,339,5,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5202,AB+,04,220231264,(新闻学、广播电视学、广告学),0,5,5,396,394,51,851,388,384,45,876,45,876,43,934,42,898,0,0,0,0
326771,68806,6,,,华中科技大学,(武汉),,,8,7,1,本科,2020,文科,本科第一批次,,,,社会学类,100326771,(社会学、社会工作),,,,四年,4500,√√√√,2299,030300,107,法学,社会学类,,,,,,,109,343,2,0,0,2,2,,,,,108,339,2,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5202,AB+,05,220231266,(社会学、社会工作),0,2,2,393,393,50,957,384,383,44,966,44,966,42,1012,42,898,0,0,0,0
326772,68806,6,,,华中科技大学,(武汉),,,8,7,1,本科,2020,文科,本科第一批次,,,,法学,100326772,,,,,四年,4500,√√√√,2293,030101,105,法学,法学类,,,,,,,109,343,2,0,0,2,2,,,,,108,339,2,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5202,AB+,06,110231271,,0,2,2,393,393,50,957,385,383,44,966,44,966,43,934,41,972,27,1077,27,1324
326773,68806,6,,,华中科技大学,(武汉),,,8,7,1,本科,2020,文科,本科第一批次,,,,公共管理类,100326773,,,,,四年,4500,√√√√,2527,120400,180,管理学,公共管理类,,,,,,,109,343,3,0,0,2,2,,,,,90,339,2,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5202,AB+,07,910291984,,1,3,3,395,393,50,957,384,384,45,876,45,876,42,1012,0,0,0,0,0,0
326774,68806,6,,,华中科技大学,(武汉),,,8,7,1,本科,2020,文科,本科第一批次,,,,外国语言文学类,0,(只招英语或日语或德语或法语考生),,,,四年,4500,√√√√,2331,050200,114,文学,外国语言文学类,,,,,,,109,343,6,0,0,0,0,,,,,0,0,0,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5202,AB+,08,0,(只招英语或日语或德语或法语考生),36077,5,6,393,392,49,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325936,67579,7,,,上海交通大学,,,,8,8,1,本科,2020,文科,本科第一批次,,,,经济管理试验班,200325936,(含金融学等专业)(含双学士学位),,,,四年,6500,√√√√,0,,0,,,,,,,,,13,343,2,0,0,2,2,,,,,5,339,2,0,0,1,1,1,1,1,A+,综合,上海,公办院校,,,,,,,,,,,1,2103,AA,01,930291052,(含金融学等专业)(含双学士学位),0,2,2,415,413,70,68,411,410,71,21,71,21,60,114,0,0,0,0,0,0
326756,68802,8,,,武汉大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,中国语言文学类,100326756,,,,,四年,4500,√√√√,2328,050100,113,文学,中国语言文学类,,,,,,,44,343,5,0,0,3,3,,,,,63,339,3,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5201,AB+,02,310231210,,1,4,5,403,401,58,392,393,389,50,512,50,512,49,507,49,443,35,425,37,496
326757,68802,8,,,武汉大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,历史学类,100326757,,,,,四年,4500,√√√√,2335,060100,116,历史学,历史学类,,,,,,,75,343,6,0,0,3,3,,,,,63,339,3,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5201,AB+,03,310231209,,1,4,6,401,400,57,436,392,389,50,512,50,512,49,507,48,489,33,540,36,561
326758,68802,8,,,武汉大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,外国语言文学类,100326758,,,,,四年,4500,√√√√,2331,050200,114,文学,外国语言文学类,,,,,,,75,343,4,0,0,4,4,,,,,63,339,4,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5201,AB+,04,910291968,,0,4,4,402,400,57,436,398,389,50,512,50,512,49,507,0,0,0,0,0,0
326759,68802,8,,,武汉大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,新闻传播学类,100326759,,,,,四年,5850,√√√√,2332,050300,115,文学,新闻传播学类,,,,,,,48,343,3,0,0,4,5,,,,,60,339,5,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5201,AB+,05,310231205,,-1,3,3,403,402,59,344,391,390,51,452,51,452,50,450,50,398,35,425,37,496
326760,68802,8,,,武汉大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,经济学类,100326760,,,,,四年,5850,√√√√,2279,020100,101,经济学,经济学类,,,,,,,48,343,3,0,0,4,4,,,,,40,339,4,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5201,AB+,06,310231218,,-1,3,3,406,403,60,296,400,392,53,361,53,361,54,277,52,324,35,425,44,238
326761,68802,8,,,武汉大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,法学,100326761,,,,,四年,5850,√√√√,2293,030101,105,法学,法学类,,,,,,,30,343,4,0,0,3,3,,,,,16,339,3,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5201,AB+,07,110231216,,1,4,4,412,406,63,199,410,401,62,112,62,112,52,354,52,324,35,425,40,346
326762,68802,8,,,武汉大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,政治学类,100326762,,,,,四年,4500,√√√√,2296,030200,106,法学,政治学类,,,,,,,75,343,3,0,0,2,2,,,,,63,339,2,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5201,AB+,08,310231215,,2,4,3,401,400,57,436,389,389,50,512,50,512,49,507,48,489,33,540,0,0
326763,68802,8,,,武汉大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,社会学类,100326763,,,,,四年,4500,√√√√,2299,030300,107,法学,社会学类,,,,,,,75,343,4,0,0,3,4,,,,,63,339,4,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5201,AB+,09,310231212,,1,4,4,401,400,57,436,389,388,49,575,49,575,49,507,47,548,33,540,36,561
326764,68802,8,,,武汉大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,心理学,100326764,,,,,四年,4500,√√√√,140,071101,127,理学,心理学类,,,,,,,75,343,2,0,0,0,0,,,,,0,0,0,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5201,AB+,10,0,,36077,4,2,401,400,57,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326765,68802,8,,,武汉大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,人文科学试验班,200326765,(弘毅学堂),,,,四年,4500,√√√√,0,,0,,,,,,,,,44,343,4,0,0,4,4,,,,,60,339,4,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5201,AB+,11,210231213,(弘毅学堂),0,4,4,402,401,58,392,390,390,51,452,51,452,49,507,50,398,35,425,0,0
326766,68802,8,,,武汉大学,,,,8,7,1,本科,2020,文科,本科第一批次,,,,文科试验班类,0,(弘毅学堂),,,,四年,4500,√√√√,0,,0,,,,,,,,,13,343,2,0,0,0,0,,,,,0,0,0,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,,,,,,,,,,,1,5201,AB+,12,0,(弘毅学堂),36077,2,2,419,413,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326681,68548,9,,,吉林大学,(长春),,,8,7,0,本科,2020,文科,本科第一批次,,,,哲学,100326681,,,,,四年,4180,√√√√,1,010101,100,哲学,哲学类,,,,,,,143,343,4,0,0,4,4,,,,,148,339,4,0,0,1,1,1,1,1,A+,综合,吉林,公办院校,,,,,,,,,,,1,4201,"历史A,另一门B+",01,210229297,,0,4,4,390,388,45,1551,379,377,38,1668,38,1668,36,1839,33,1942,24,1430,18,2747
326682,68548,9,,,吉林大学,(长春),,,8,7,0,本科,2020,文科,本科第一批次,,,,社会学类,100326682,(社会学、社会工作等3个专业),,,,四年,4180,√√√√,2299,030300,107,法学,社会学类,,,,,,,143,343,6,0,0,4,4,,,,,148,339,4,0,0,1,1,1,1,1,A+,综合,吉林,公办院校,,,,,,,,,,,1,4201,"历史A,另一门B+",02,910291892,(社会学、社会工作等3个专业),2,6,6,389,388,45,1551,379,377,38,1668,38,1668,38,1534,0,0,0,0,0,0
326683,68548,9,,,吉林大学,(长春),,,8,7,0,本科,2020,文科,本科第一批次,,,,人文科学试验班,0,(汉语言文学、历史),,,,四年,4180,√√√√,0,,0,,,,,,,,,130,343,2,0,0,0,0,,,,,0,0,0,0,0,1,1,1,1,1,A+,综合,吉林,公办院校,,,,,,,,,,,1,4201,"历史A,另一门B+",03,0,(汉语言文学、历史),36077,2,2,395,390,47,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326684,68548,9,,,吉林大学,(长春),,,8,7,0,本科,2020,文科,本科第一批次,,,,汉语言文学,100326684,,,,,四年,4180,√√√√,40,050101,113,文学,中国语言文学类,,,,,,,130,343,2,0,0,2,2,,,,,141,339,2,0,0,1,1,1,1,1,A+,综合,吉林,公办院校,,,,,,,,,,,1,4201,"历史A,另一门B+",04,210229298,,0,2,2,390,390,47,1300,378,378,39,1527,39,1527,38,1534,35,1595,23,1598,21,2189
326685,68548,9,,,吉林大学,(长春),,,8,7,0,本科,2020,文科,本科第一批次,,,,考古学,100326685,,,,,四年,4180,√√√√,114,060103,116,历史学,历史学类,,,,,,,143,343,4,0,0,4,4,,,,,159,339,4,0,0,1,1,1,1,1,A+,综合,吉林,公办院校,,,,,,,,,,,1,4201,"历史A,另一门B+",05,220100958,,0,4,4,390,388,45,1551,382,376,37,1816,37,1816,36,1839,0,0,0,0,0,0
326686,68548,9,,,吉林大学,(长春),,,8,7,0,本科,2020,文科,本科第一批次,,,,新闻传播学类,100326686,(新闻学、广告学),,,,四年,6550,√√√√,2332,050300,115,文学,新闻传播学类,,,,,,,121,343,5,0,0,5,5,,,,,148,339,5,0,0,1,1,1,1,1,A+,综合,吉林,公办院校,,,,,,,,,,,1,4201,"历史A,另一门B+",06,910291895,(新闻学、广告学),0,5,5,389,389,46,1430,380,377,38,1668,38,1668,37,1670,0,0,0,0,0,0
326687,68548,9,,,吉林大学,(长春),,,8,7,0,本科,2020,文科,本科第一批次,,,,西班牙语,100326687,(只招英语考生)(口),,,,四年,5390,√√√√,49,050205,114,文学,外国语言文学类,,,,,,,143,343,4,0,0,4,4,,,,,121,339,4,0,0,1,1,1,1,1,A+,综合,吉林,公办院校,,,,,,,,,,,1,4201,"历史A,另一门B+",07,210229305,(只招英语考生)(口),0,4,4,390,388,45,1551,382,379,40,1406,40,1406,37,1670,34,1756,24,1430,0,0
326688,68548,9,,,吉林大学,(长春),,,8,7,0,本科,2020,文科,本科第一批次,,,,经济学类,100326688,(经济学等4个专业),,,,四年,4950,√√√√,2279,020100,101,经济学,经济学类,,,,,,,125,343,4,0,0,4,4,,,,,122,339,4,0,0,1,1,1,1,1,A+,综合,吉林,公办院校,,,,,,,,,,,1,4201,"历史A,另一门B+",08,910291897,(经济学等4个专业),0,4,4,393,391,48,1175,381,380,41,1284,41,1284,39,1393,0,0,0,0,0,0
326689,68548,9,,,吉林大学,(长春),,,8,7,0,本科,2020,文科,本科第一批次,,,,法学,100326689,,,,,四年,4950,√√√√,2293,030101,105,法学,法学类,,,,,,,106,343,2,0,0,2,2,,,,,72,339,2,0,0,1,1,1,1,1,A+,综合,吉林,公办院校,,,,,,,,,,,1,4201,"历史A,另一门B+",09,210229304,,0,2,2,396,394,51,851,385,385,46,804,46,804,40,1260,38,1261,24,1430,0,0
326690,68548,9,,,吉林大学,(长春),,,8,7,0,本科,2020,文科,本科第一批次,,,,政治学与行政学,100326690,,,,,四年,4180,√√√√,15,030201,106,法学,政治学类,,,,,,,121,343,2,0,0,3,3,,,,,148,339,3,0,0,1,1,1,1,1,A+,综合,吉林,公办院校,,,,,,,,,,,1,4201,"历史A,另一门B+",10,910291900,,-1,2,2,392,389,46,1430,378,377,38,1668,38,1668,38,1534,0,0,0,0,0,0
326691,68548,9,,,吉林大学,(长春),,,8,7,0,本科,2020,文科,本科第一批次,,,,外交学,100326691,,,,,四年,4180,√√√√,17,030203,106,法学,政治学类,,,,,,,165,343,4,0,0,2,2,,,,,121,339,2,0,0,1,1,1,1,1,A+,综合,吉林,公办院校,,,,,,,,,,,1,4201,"历史A,另一门B+",11,210229301,,2,4,4,389,387,44,1694,379,379,40,1406,40,1406,37,1670,36,1475,23,1598,23,1882
326954,69037,10,,,中山大学,(广州),,,8,8,1,本科,2020,文科,本科第一批次,,,,汉语言文学,100326954,,,,,四年,6060,√√√√,40,050101,113,文学,中国语言文学类,,,,,,,72,343,2,0,0,2,2,,,,,90,339,2,0,0,1,1,1,1,1,A+,综合,广东,公办院校,,,,,,,,,,,1,5401,AA,01,310233465,,0,2,2,397,397,54,620,387,387,48,638,48,638,47,640,45,670,30,785,32,836
