id,coname,conamememo,diploma,yearno,ty,pici,一本线,lastplannum,lastlqnum,lastsegmenttotalman,2019一本线,lastzypingxing,is985,is211,isyan,is11c,is11s,collegelevel,collegetype,province,banxuetype,zscode,specialtynum,specialtynum3,xdenji,2020最低投挡线,minscoregailv_2020_xh,minscoregailv_2020_4,minscoregailv_2020_3,minscoregailv_2020_1,2020招生计划,2020招生计划变化,2020最高分,2020最低分,2020线差,2020位次,2019最高分,2019最低分,2019线差,2019位次,2018线差,2018位次,2017线差,2017位次,2016线差,2016位次,2015线差,2015位次
68469,辽宁大学,(沈阳),本科,2020,文科,本科第一批次,343,15,15,373,339,15,0,1,0,0,1,A-,综合,辽宁,公办,4102,10,96,AB,371,369,369,369,369,15,0,0,371,28,5321,364,361,22,5554,19,6200,15,6665,3,7328,4,6965
67949,江西师范大学,(南昌),本科,2020,文科,本科第一批次,343,20,20,589,339,20,0,0,0,0,0,B,师范,江西,公办,2510,30,30,BB,352,351,351,351,351,32,12,0,347,4,16499,356,344,5,13696,4,13318,3,12692,0,0,0,0
68286,天津医科大学,,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,1,0,0,1,A-,医药,天津,公办,3203,1,0,,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68632,东北农业大学,(哈尔滨),本科,2020,文科,本科第一批次,343,4,4,487,339,4,0,1,0,0,1,A-,农林,黑龙江,公办,4304,2,17,BB,364,365,365,365,365,4,0,0,364,21,7857,356,355,16,7916,7,11633,6,10937,0,8781,-3,10345
68029,济南大学,,本科,2020,文科,本科第一批次,343,19,19,487,339,19,0,0,0,0,0,B+,综合,山东,公办,2602,9,25,BC,361,362,362,362,362,20,1,0,361,18,9221,367,355,16,7916,13,8611,6,10937,0,0,0,0
68211,北京中医药大学,,本科,2020,文科,本科第一批次,343,2,2,199,339,2,0,1,0,0,1,A-,医药,北京,公办,3121,2,17,AB,384,383,383,383,383,2,0,0,384,41,2149,374,373,34,2359,29,3185,31,2265,13,3678,0,0
68514,东北财经大学,(大连),本科,2020,文科,本科第一批次,343,8,8,358,339,8,0,0,0,0,0,A-,财经,辽宁,公办,4133,5,116,AB,374,371,371,371,371,5,-3,0,0,0,0,369,364,25,4520,21,5426,18,5523,8,5292,2,7854
68516,东北财经大学,(大连),本科,2020,文科,本科第一批次,343,2,2,487,339,2,0,0,0,0,0,A-,财经,辽宁,公办,4133,5,2,AB,355,360,360,360,360,6,4,0,355,12,12101,351,350,11,10370,0,0,0,0,0,0,0,0
69084,深圳大学,,本科,2020,文科,本科第一批次,343,11,11,280,339,11,0,0,0,0,0,B+,综合,广东,公办,5451,8,45,AB,374,373,373,373,373,11,0,0,374,31,4401,373,365,26,4240,24,4437,19,5199,7,5665,5,6550
69065,广州大学,,本科,2020,文科,本科第一批次,343,0,0,0,339,0,0,0,0,0,0,B+,综合,广东,公办,5419,1,2,,0,347,347,347,347,0,36077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69394,西安建筑科技大学,,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B+,理工,陕西,公办,7108,1,17,,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68233,中央民族大学,(北京),本科,2020,文科,本科第一批次,343,18,18,186,339,18,1,1,0,1,1,A,民族,北京,公办,3129,8,96,BB,388,384,384,384,384,16,-2,0,388,45,1551,382,375,36,1975,35,2017,31,2265,15,3146,16,3181
69225,西南科技大学,(绵阳),本科,2020,文科,本科第一批次,343,12,12,699,339,10,0,0,0,0,0,B+,理工,四川,公办,6131,3,9,BB,345,345,345,345,348,12,0,0,345,2,17642,343,333,-6,20791,0,15888,0,14645,0,0,0,0
67633,上海理工大学,,本科,2020,文科,本科第一批次,343,21,22,373,339,22,0,0,0,0,0,B+,理工,上海,公办,2115,5,59,BB,369,370,370,370,370,21,0,0,0,0,0,370,361,22,5554,21,5426,18,5523,10,4610,8,5435
67636,上海理工大学,,本科,2020,文科,本科第一批次,343,4,4,625,339,4,0,0,0,0,0,B+,理工,上海,公办,2115,2,24,BB,355,363,363,363,363,4,0,0,355,12,12101,356,341,2,15521,21,5426,18,5523,9,4937,9,5085
69181,西南财经大学,(成都市温江区),本科,2020,文科,本科第一批次,343,32,32,159,339,32,0,1,0,0,1,A-,财经,四川,公办,6103,13,177,AB,387,385,385,385,385,32,0,0,387,44,1694,384,376,37,1816,34,2177,35,1595,24,1430,21,2189
68936,长沙理工大学,,本科,2020,文科,本科第一批次,343,2,2,607,339,2,0,0,0,0,0,B+,理工,湖南,公办,5307,4,17,BB,347,351,351,351,351,8,6,0,347,4,16499,344,339,0,16782,6,12182,4,12102,1,8247,2,7854
68061,青岛科技大学,,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B+,理工,山东,公办,2623,1,0,,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68878,三峡大学,(宜昌),本科,2020,文科,本科第一批次,343,11,5,607,339,4,0,0,0,0,0,B+,综合,湖北,公办,5251,4,4,BB,344,347,347,347,347,13,2,0,344,1,18250,342,339,0,16782,0,0,0,0,0,0,0,0
68931,湖南农业大学,(长沙),本科,2020,文科,本科第一批次,343,10,10,624,339,10,0,0,0,0,0,B+,农林,湖南,公办,5305,6,12,BC,345,351,351,351,351,18,8,0,345,2,17642,357,342,3,14897,3,13940,2,13309,0,0,0,0
68478,沈阳工业大学,,本科,2020,文科,本科第一批次,343,14,13,607,339,12,0,0,0,0,0,B+,理工,辽宁,公办,4108,6,20,BB,344,348,348,348,348,16,2,0,344,1,18250,342,339,0,16782,0,15888,0,14645,0,0,0,0
69478,兰州理工大学,,本科,2020,文科,本科第一批次,343,9,9,699,339,9,0,0,0,0,0,B+,理工,甘肃,公办,7202,4,7,BB,343,345,345,345,347,8,-1,0,343,0,18897,339,333,-6,20791,-10,22730,0,0,0,0,0,0
67904,华侨大学,(泉州),本科,2020,文科,本科第一批次,343,34,35,611,339,35,0,0,0,0,0,B+,综合,福建,公办,2422,10,108,BB,353,354,354,354,357,29,-5,0,353,10,13139,355,346,7,12481,5,12736,9,9346,0,8781,1,8292
69260,西南政法大学,(重庆),本科,2020,文科,本科第一批次,343,61,60,273,339,60,0,0,0,0,0,B,政法,重庆,公办,6203,11,93,B+B+,384,378,378,378,378,54,-7,0,384,41,2149,384,369,30,3201,29,3185,26,3281,12,3964,14,3648
67708,浙江工商大学,(杭州),本科,2020,文科,本科第一批次,343,31,41,447,339,41,0,0,0,0,0,B+,财经,浙江,公办,2207,13,138,BB,369,368,368,368,368,31,0,0,369,26,5989,364,358,19,6665,18,6572,16,6281,4,6876,5,6550
68975,南华大学,(衡阳),本科,2020,文科,本科第一批次,343,8,5,607,339,5,0,0,0,0,0,B,综合,湖南,公办,5341,3,10,BB,343,348,348,348,348,8,0,0,343,0,18897,341,339,0,16782,-1,16535,-2,15973,0,0,0,0
68217,中国传媒大学,(北京),本科,2020,文科,本科第一批次,343,5,5,108,339,5,0,1,0,0,1,A-,语言,北京,公办,3123,4,59,B+B,393,393,393,393,393,10,5,0,0,0,0,389,383,44,966,44,848,41,972,28,958,28,1207
68221,中国传媒大学,(北京),本科,2020,文科,本科第一批次,343,4,4,196,339,4,0,1,0,0,1,A-,语言,北京,公办,3123,1,1,B+B,385,382,382,382,382,4,0,0,385,42,2007,381,372,33,2558,0,0,0,0,0,0,0,0
67078,南京信息工程大学,,本科,2020,文科,本科第一批次,343,377,378,487,339,378,0,0,0,0,1,A-,理工,江苏,公办,1106,17,119,BB,0,360,360,360,359,457,80,0,361,18,9221,368,350,11,10370,10,10113,7,10380,2,7788,2,7854
67376,南京信息工程大学,,本科,2020,文科,本科第一批次,343,40,40,533,339,40,0,0,0,0,1,A-,理工,江苏,公办,1606,1,8,BC,353,359,359,359,359,20,-20,0,353,10,13139,363,348,9,11410,10,10113,8,9860,0,8781,0,8773
67119,南京财经大学,,本科,2020,文科,本科第一批次,343,780,780,462,339,780,0,0,0,0,0,B,财经,江苏,公办,1116,24,187,BB,0,365,365,362,365,720,-60,0,365,22,7446,369,354,15,8403,15,7771,14,7054,4,6876,5,6550
67386,南京财经大学,,本科,2020,文科,本科第一批次,343,18,18,604,339,18,0,0,0,0,0,B,财经,江苏,公办,1616,1,7,BB,351,355,355,355,355,18,0,0,351,8,14261,354,345,6,13092,7,11633,4,12102,0,8781,0,8773
68197,北京语言大学,,本科,2020,文科,本科第一批次,343,9,9,358,339,9,0,0,0,0,0,B+,语言,北京,公办,3117,9,83,B+B,375,379,379,372,379,9,0,0,375,32,4119,373,364,25,4520,30,2967,31,2265,18,2487,16,3181
69516,宁夏大学,(银川),本科,2020,文科,本科第一批次,343,11,11,611,339,11,0,1,0,0,1,A-,综合,宁夏,公办,7402,3,31,BB,358,352,352,354,354,8,-3,0,358,15,10603,355,346,7,12481,4,13318,3,12692,0,8781,0,8773
68511,大连海事大学,,本科,2020,文科,本科第一批次,343,14,14,336,339,14,0,1,0,0,1,A-,理工,辽宁,公办,4132,4,56,AB,373,369,369,369,369,14,0,0,373,30,4702,364,360,21,5927,20,5815,17,5879,7,5665,6,6164
68294,天津工业大学,,本科,2020,文科,本科第一批次,343,0,0,0,339,0,0,0,0,0,1,B+,理工,天津,公办,3206,1,1,,0,347,347,347,347,0,36077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69048,广东外语外贸大学,(广州),本科,2020,文科,本科第一批次,343,20,20,373,339,20,0,0,0,0,0,B,语言,广东,公办,5404,13,158,AB,368,371,371,371,371,20,0,0,368,25,6312,373,361,22,5554,20,5815,21,4554,7,5665,6,6164
68829,中南民族大学,(武汉),本科,2020,文科,本科第一批次,343,30,30,589,339,30,0,0,0,0,0,B+,民族,湖北,公办,5208,9,32,BB,351,352,352,352,352,27,-3,0,351,8,14261,349,344,5,13696,3,13940,0,14645,1,8247,0,0
68540,辽宁工程技术大学,(阜新),本科,2020,文科,本科第一批次,343,4,4,664,339,4,0,0,0,0,0,B+,理工,辽宁,公办,4161,2,27,BB,343,345,345,345,345,4,0,0,343,0,18897,336,334,-5,20127,-5,19211,-6,18849,-8,13669,-9,14049
67848,安徽工业大学,(马鞍山),本科,2020,文科,本科第一批次,343,11,11,624,339,11,0,0,0,0,0,B+,理工,安徽,公办,2361,7,17,BB,347,351,351,351,351,10,-1,0,347,4,16499,346,342,3,14897,3,13940,2,13309,0,0,0,0
68966,中南林业科技大学,(长沙),本科,2020,文科,本科第一批次,343,20,18,607,339,18,0,0,0,0,0,B,林业,湖南,公办,5331,7,33,BB,345,348,348,348,348,14,-6,0,345,2,17642,343,339,0,16782,0,15888,0,14645,-1,9322,-3,10345
67917,江西财经大学,(南昌),本科,2020,文科,本科第一批次,343,23,23,447,339,23,0,0,0,0,0,B+,财经,江西,公办,2501,13,114,BB,368,367,367,367,367,23,0,0,368,25,6312,365,358,19,6665,16,7345,15,6665,7,5665,0,8773
68738,河南科技大学,(洛阳),本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B,理工,河南,公办,5132,6,0,BB,343,345,345,345,345,15,36077,0,343,0,18897,0,0,0,0,0,0,0,0,0,0,0,0
69536,石河子大学,,本科,2020,文科,本科第一批次,343,12,12,699,339,11,0,1,0,0,1,A-,综合,新疆,公办,7511,4,4,BB,343,347,347,347,347,10,-2,0,343,0,18897,341,333,-6,20791,0,0,0,0,0,0,0,0
69485,兰州交通大学,,本科,2020,文科,本科第一批次,343,4,4,694,339,3,0,0,0,0,0,B+,理工,甘肃,公办,7204,4,4,BB,344,347,347,345,347,4,0,0,344,1,18250,339,332,-7,21490,0,0,0,0,0,0,0,0
67241,苏州科技大学,,本科,2020,文科,本科第一批次,343,655,660,636,339,611,0,0,0,0,0,B+,理工,江苏,公办,1262,23,79,BB,349,349,349,349,349,667,12,0,349,6,15382,361,340,1,16146,1,15232,1,13980,2,7788,1,8292
67413,苏州科技大学,,本科,2020,文科,本科第一批次,343,14,14,636,339,14,0,0,0,0,0,B+,理工,江苏,公办,1636,1,3,BC,343,348,348,348,348,16,2,0,343,0,18897,346,340,1,16146,0,15888,0,14645,0,0,0,0
67603,上海外国语大学,,本科,2020,文科,本科第一批次,343,38,38,90,339,38,0,1,0,0,1,A-,语言,上海,公办,2109,22,231,BB,394,395,395,395,395,44,6,0,394,51,851,391,384,45,876,44,848,45,670,30,785,33,754
68683,延边大学,(延吉),本科,2020,文科,本科第一批次,343,8,8,625,339,7,0,1,0,0,1,A-,综合,吉林,公办,4371,3,33,BC,357,353,351,351,351,8,0,0,357,14,11103,362,341,2,15521,3,13940,5,11497,2,7788,0,8773
68412,山西财经大学,(太原),本科,2020,文科,本科第一批次,343,22,22,636,339,20,0,0,0,0,0,B,财经,山西,公办,3403,14,65,BB,348,351,351,351,351,22,0,0,345,2,17642,357,340,1,16146,2,14576,3,12692,2,7788,3,7409
69076,广东海洋大学,(湛江),本科,2020,文科,本科第一批次,343,5,5,625,339,5,0,0,0,0,0,B,农林,广东,公办,5431,4,16,BB,344,349,349,349,349,7,2,0,344,1,18250,342,341,2,15521,1,15232,0,14645,0,0,0,0
67893,集美大学,(厦门),本科,2020,文科,本科第一批次,343,11,11,624,339,9,0,0,0,0,0,B,综合,福建,公办,2412,5,13,BB,352,355,355,353,355,11,0,0,352,9,13695,354,342,3,14897,8,11096,5,11497,0,0,0,0
69409,西安石油大学,,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B,理工,陕西,公办,7113,3,0,BC,344,344,344,344,345,6,36077,0,344,1,18250,0,0,0,0,0,0,0,0,0,0,0,0
68304,天津科技大学,,本科,2020,文科,本科第一批次,343,13,13,624,339,13,0,0,0,0,0,B,理工,天津,公办,3208,9,15,BB,349,350,350,350,350,13,0,0,349,6,15382,345,342,3,14897,0,15888,0,0,0,0,0,0
67110,南京中医药大学,,本科,2020,文科,本科第一批次,343,30,30,248,339,30,0,0,0,0,1,A-,医药,江苏,公办,1113,1,45,B+B,0,375,375,375,368,30,0,0,377,34,3623,379,368,29,3474,26,3895,2,13309,11,4281,12,4209
67148,南京中医药大学,,本科,2020,文科,本科第一批次,343,300,300,589,339,297,0,0,0,0,1,A-,医药,江苏,公办,1123,16,34,BB,0,353,353,353,351,262,-38,0,352,9,13695,368,344,5,13696,3,13940,0,0,0,0,0,0
67382,南京中医药大学,,本科,2020,文科,本科第一批次,343,72,57,679,339,53,0,0,0,0,1,A-,医药,江苏,公办,1613,1,3,BC,343,347,347,347,347,72,0,0,343,0,18897,351,329,-10,23521,-10,22730,-10,21903,0,0,0,0
68863,湖北工业大学,(武汉),本科,2020,文科,本科第一批次,343,2,2,625,339,2,0,0,0,0,0,B,理工,湖北,公办,5219,1,3,BB,349,349,349,349,349,2,0,0,349,6,15382,341,341,2,15521,0,15888,0,0,0,0,0,0
69186,西南民族大学,(成都),本科,2020,文科,本科第一批次,343,16,16,612,339,16,0,0,0,0,0,B,民族,四川,公办,6105,7,23,BB,352,350,350,351,351,16,0,0,352,9,13695,349,343,4,14285,2,14576,0,14645,0,0,0,0
68851,武汉工程大学,,本科,2020,文科,本科第一批次,343,4,4,604,339,4,0,0,0,0,0,B,理工,湖北,公办,5215,2,4,BB,351,355,355,355,355,4,0,0,351,8,14261,345,345,6,13092,1,15232,1,13980,0,0,0,0
68207,中央财经大学,(北京),本科,2020,文科,本科第一批次,343,19,20,72,339,20,0,1,0,0,1,A-,财经,北京,公办,3120,9,82,AA,395,394,394,394,394,19,0,0,395,52,761,389,385,46,804,42,1012,44,741,31,696,33,754
67319,江苏科技大学,(镇江),本科,2020,文科,本科第一批次,343,164,164,624,339,161,0,0,0,0,0,B+,理工,江苏,公办,1402,8,52,BC,347,351,351,351,351,148,-16,0,347,4,16499,363,342,3,14897,2,14576,1,13980,0,8781,0,8773
67433,江苏科技大学,(镇江),本科,2020,文科,本科第一批次,343,43,11,679,339,11,0,0,0,0,0,B+,理工,江苏,公办,1648,1,4,BC,343,347,347,347,347,43,0,0,343,0,18897,337,329,-10,23521,-10,22730,-10,21903,0,0,0,0
67944,江西农业大学,(南昌),本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B+,农林,江西,公办,2508,5,0,BB,343,345,345,345,345,10,36077,0,343,0,18897,0,0,0,0,0,0,0,0,0,0,0,0
67104,南京邮电大学,,本科,2020,文科,本科第一批次,343,515,515,501,339,515,0,0,0,0,1,A-,理工,江苏,公办,1111,6,68,BB,0,362,362,362,362,494,-21,0,358,15,10603,365,351,12,9869,13,8611,11,8351,3,7328,3,7409
68191,北京外国语大学,,本科,2020,文科,本科第一批次,343,17,17,108,339,17,0,1,0,0,1,A-,语言,北京,公办,3116,14,95,"历史A,另一门B",394,394,394,394,394,17,0,0,0,0,0,391,382,43,1074,46,686,44,741,29,864,27,1324
68194,北京外国语大学,,本科,2020,文科,本科第一批次,343,2,2,358,339,2,0,1,0,0,1,A-,语言,北京,公办,3116,1,2,"历史A,另一门B",386,383,383,383,383,2,0,0,386,43,1859,379,364,25,4520,44,848,0,0,0,0,0,0
68309,天津财经大学,,本科,2020,文科,本科第一批次,343,16,16,487,339,16,0,0,0,0,0,B,财经,天津,公办,3209,7,129,BB,364,365,365,365,365,16,0,0,364,21,7857,361,355,16,7916,16,7345,14,7054,4,6876,9,5085
68204,对外经济贸易大学,(北京),本科,2020,文科,本科第一批次,343,23,23,90,339,23,0,1,0,0,1,A-,财经,北京,公办,3119,9,147,AB+,394,394,394,394,394,25,2,0,394,51,851,391,384,45,876,44,848,43,814,28,958,32,836
69414,西安工业大学,,本科,2020,文科,本科第一批次,343,12,12,624,339,12,0,0,0,0,0,B,理工,陕西,公办,7115,5,20,BC,347,351,351,351,351,10,-2,0,347,4,16499,348,342,3,14897,1,15232,2,13309,0,0,0,0
67211,徐州医科大学,,本科,2020,文科,本科第一批次,343,80,82,636,339,82,0,0,0,0,0,B+,医药,江苏,公办,1225,2,4,BC,344,348,348,348,348,80,0,0,344,1,18250,355,340,1,16146,0,15888,0,0,0,0,0,0
68698,河南工业大学,(郑州),本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B,理工,河南,公办,5104,12,0,BC,345,344,344,344,344,12,36077,0,345,2,17642,0,0,0,0,0,0,0,0,0,0,0,0
67626,上海中医药大学,,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,1,B+,医药,上海,公办,2113,1,10,,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68273,首都经济贸易大学,(北京),本科,2020,文科,本科第一批次,343,4,4,253,339,4,0,0,0,0,0,B+,财经,北京,公办,3154,2,16,BB,376,376,376,376,379,4,0,0,376,33,3866,369,367,28,3722,28,3417,32,2097,23,1598,18,2747
68638,哈尔滨商业大学,,本科,2020,文科,本科第一批次,343,18,18,607,339,18,0,0,0,0,0,B+,财经,黑龙江,公办,4307,4,55,BB,343,348,348,348,348,12,-6,0,343,0,18897,345,339,0,16782,-1,16535,-1,15328,-5,11690,0,8773
69270,重庆邮电大学,,本科,2020,文科,本科第一批次,343,4,4,553,339,4,0,0,0,0,0,B+,理工,重庆,公办,6209,1,7,B+B,357,356,356,358,358,2,-2,0,357,14,11103,354,349,10,10857,8,11096,6,10937,1,8247,0,0
67694,浙江理工大学,(杭州),本科,2020,文科,本科第一批次,343,20,20,533,339,20,0,0,0,0,0,B,理工,浙江,公办,2203,5,64,BB,357,358,358,358,358,10,-10,0,357,14,11103,352,348,9,11410,10,10113,7,10380,1,8247,1,8292
67961,江西理工大学,(赣州),本科,2020,文科,本科第一批次,343,22,22,607,339,22,0,0,0,0,0,B,理工,江西,公办,2521,9,35,BB,343,348,348,348,348,27,5,0,343,0,18897,342,339,0,16782,0,15888,0,14645,0,0,0,0
68601,东北电力大学,(吉林市),本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B+,理工,吉林,公办,4231,1,0,,0,0,0,0,0,0,36077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67216,常州大学,,本科,2020,文科,本科第一批次,343,357,362,624,339,354,0,0,0,0,0,B+,理工,江苏,公办,1242,17,69,BC,348,351,351,351,351,359,2,0,348,5,15955,367,342,3,14897,3,13940,3,12692,0,8781,0,8773
67406,常州大学,,本科,2020,文科,本科第一批次,343,16,9,664,339,8,0,0,0,0,0,B+,理工,江苏,公办,1631,1,3,BC,343,347,347,347,347,16,0,0,343,0,18897,341,330,-9,22857,-10,22730,-10,21903,0,0,0,0
67922,华东交通大学,(南昌),本科,2020,文科,本科第一批次,343,14,14,636,339,13,0,0,0,0,0,B,理工,江西,公办,2502,6,27,BB,347,349,349,349,349,12,-2,0,347,4,16499,346,340,1,16146,2,14576,1,13980,0,0,0,0
67712,杭州师范大学,,本科,2020,文科,本科第一批次,343,10,10,487,339,10,0,0,0,0,0,B,师范,浙江,公办,2209,5,8,BB,368,360,360,360,360,10,0,0,368,25,6312,354,350,11,10370,8,11096,0,0,0,0,0,0
68520,大连外国语大学,,本科,2020,文科,本科第一批次,343,17,17,405,339,17,0,0,0,0,0,B,语言,辽宁,公办,4135,12,36,BB,362,366,366,366,366,17,0,0,362,19,8728,367,356,17,7511,9,10610,7,10380,0,0,0,0
69421,西安外国语大学,,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B,语言,陕西,公办,7117,14,0,BB,354,352,352,352,368,25,36077,0,354,11,12622,0,0,0,0,0,0,0,0,0,0,0,0
67643,上海海事大学,,本科,2020,文科,本科第一批次,343,14,16,447,339,16,0,0,0,0,0,B,理工,上海,公办,2117,5,68,BB,370,368,368,368,368,10,-4,0,363,20,8290,364,358,19,6665,14,8204,16,6281,10,4610,8,5435
69398,西北政法大学,(西安),本科,2020,文科,本科第一批次,343,50,50,373,339,50,0,0,0,0,0,B,政法,陕西,公办,7109,6,23,BB,373,369,369,369,369,50,0,0,373,30,4702,371,361,22,5554,19,6200,16,6281,5,6437,0,0
69266,重庆交通大学,,本科,2020,文科,本科第一批次,343,12,12,589,339,12,0,0,0,0,0,B+,理工,重庆,公办,6207,5,11,B+B,348,351,351,351,351,16,4,0,348,5,15955,348,344,5,13696,4,13318,3,12692,0,0,0,0
67112,南京工程学院,,本科,2020,文科,本科第一批次,343,218,218,625,339,210,0,0,0,0,0,B-,理工,江苏,公办,1114,12,26,BB,0,350,350,350,349,222,4,0,346,3,17092,355,341,2,15521,1,15232,0,0,0,0,0,0
69151,海南大学,(海口),本科,2020,文科,本科第一批次,343,15,15,238,339,15,0,1,0,0,1,A-,综合,海南,公办,5601,10,99,BC,373,378,374,374,374,24,9,0,373,30,4702,385,370,31,2963,25,4160,16,6281,8,5292,6,6164
67292,盐城师范学院,,本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B-,师范,江苏,公办,1362,3,0,BC,347,350,350,350,348,249,36077,0,347,4,16499,0,0,0,0,0,0,0,0,0,0,0,0
68228,北京体育大学,,本科,2020,文科,本科第一批次,343,28,28,487,339,26,0,1,0,0,1,B+,体育,北京,公办,3127,16,69,BB,365,365,365,365,365,22,-6,0,365,22,7446,368,355,16,7916,17,6967,13,7455,3,7328,0,8773
68292,中国民航大学,(天津),本科,2020,文科,本科第一批次,343,8,8,589,339,8,0,0,0,0,0,B,理工,天津,公办,3205,3,4,BB,350,354,354,354,354,9,1,0,350,7,14820,354,344,5,13696,2,14576,0,0,0,0,0,0
67647,上海电力大学,(原上海电力学院),本科,2020,文科,本科第一批次,343,12,12,533,339,12,0,0,0,0,0,B,理工,上海,公办,2118,6,12,BB,358,357,357,357,359,12,0,0,358,15,10603,362,348,9,11410,6,12182,0,0,0,0,0,0
68933,湖南工商大学,(原湖南商学院)(长沙),本科,2020,文科,本科第一批次,343,13,13,699,339,10,0,0,0,0,0,,,,,5306,8,7,BB,347,348,348,348,348,15,2,0,347,4,16499,340,335,-4,19428,0,0,0,0,0,0,0,0
67691,中国计量大学,(杭州),本科,2020,文科,本科第一批次,343,6,6,553,339,6,0,0,0,0,0,B,理工,浙江,公办,2202,3,13,BB,359,359,359,359,359,3,-3,0,359,16,10155,350,349,10,10857,5,12736,0,0,0,0,0,0
67798,安徽建筑大学,(合肥),本科,2020,文科,本科第一批次,343,20,20,607,339,10,0,0,0,0,0,B,理工,安徽,公办,2305,10,10,BB,345,348,348,348,350,20,0,0,345,2,17642,341,339,0,16782,0,0,0,0,0,0,0,0
67130,南京审计大学,,本科,2020,文科,本科第一批次,343,694,694,501,339,694,0,0,0,0,0,B+,财经,江苏,公办,1119,24,163,BB,0,366,366,362,366,665,-29,0,365,22,7446,382,353,14,8865,18,6572,17,5879,7,5665,6,6164
67389,南京审计大学,,本科,2020,文科,本科第一批次,343,25,25,501,339,25,0,0,0,0,0,B+,财经,江苏,公办,1619,3,5,BB,358,363,363,363,363,45,20,0,358,15,10603,359,351,12,9869,13,8611,13,7455,4,6876,0,0
69156,海南师范大学,(海口),本科,2020,文科,本科第一批次,343,10,10,607,339,6,0,0,0,0,0,B,师范,海南,公办,5602,5,5,BB,345,345,345,347,347,22,12,0,345,2,17642,343,339,0,16782,0,0,0,0,0,0,0,0
67927,江西中医药大学,(南昌),本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,B,医药,江西,公办,2504,3,0,BC,348,347,347,347,347,4,36077,0,348,5,15955,0,0,0,0,0,0,0,0,0,0,0,0
68263,北京电影学院,,本科,2020,文科,本科第一批次,343,2,2,141,339,2,0,0,0,0,0,C,艺术,北京,公办,3148,1,4,BC,387,394,394,387,394,2,0,0,387,44,1694,384,378,39,1527,49,507,47,548,37,339,0,0
69492,甘肃政法大学,(原甘肃政法学院)(兰州),本科,2020,文科,本科第一批次,343,0,0,0,0,0,0,0,0,0,0,,,,,7207,10,0,BB,343,347,347,347,347,19,36077,0,343,0,18897,0,0,0,0,0,0,0,0,0,0,0,0
67134,南京晓庄学院,,本科,2020,文科,本科第一批次,343,229,229,611,339,229,0,0,0,0,0,B-,师范,江苏,公办,1120,6,1,BC,0,357,357,357,357,614,385,0,352,9,13695,371,346,7,12481,0,0,0,0,0,0,0,0
68201,中国石油大学(北京),(北京),本科,2020,文科,本科第一批次,343,7,7,336,339,7,0,1,1,0,1,A-,理工,北京,公办,3118,3,23,AB,370,370,370,370,370,8,1,0,370,27,5660,363,360,21,5927,22,5059,18,5523,7,5665,1,8292
68815,中国地质大学(武汉),,本科,2020,文科,本科第一批次,343,7,7,339,339,7,0,0,0,0,0,,工科,湖北,公办,5205,6,63,AB,372,370,370,370,370,7,0,0,372,29,4997,364,362,23,5215,19,6200,17,5879,6,6056,6,6164
67674,上海电机学院,,本科,2020,文科,本科第一批次,343,19,19,624,339,19,0,0,0,0,0,B-,理工,上海,公办,2136,5,11,BC,347,349,349,349,349,20,1,0,347,4,16499,355,342,3,14897,2,14576,0,0,0,0,0,0
67665,上海政法学院,,本科,2020,文科,本科第一批次,343,36,36,339,339,36,0,0,0,0,0,B-,政法,上海,公办,2125,20,52,BB,373,370,370,370,370,36,0,0,373,30,4702,372,362,23,5215,21,5426,17,5879,0,0,0,0
68108,山东大学威海分校,,本科,2020,文科,本科第一批次,343,25,25,273,339,25,1,1,1,0,0,B+,综合,山东,公办,2661,5,103,AA,382,380,380,380,378,23,-2,0,0,0,0,378,369,30,3201,29,3185,26,3281,13,3678,13,3938
68112,山东大学威海分校,,本科,2020,文科,本科第一批次,343,2,2,159,339,2,1,1,1,0,0,B+,综合,山东,公办,2661,1,5,AA,378,384,380,380,383,2,0,0,378,35,3346,378,376,37,1816,33,2356,29,2625,19,2285,19,2563
