本基金收益率数据由邢不行整理，包含了2008年-2021年所有主动偏股型基金，并剔除当年新上市基金，同一个基金的A类/C类份额中只取A类。,,,,,,,,,,,,,,
基金代码,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
000663.OF,,,,,,,,1.059722442,-0.219129158,0.072764504,-0.177259887,0.650986808,0.672503223,0.199639947
005638.OF,,,,,,,,,,,,0.411713396,0.664754171,0.199681866
040025.OF,,,,,-0.009,0.452068618,0.302293259,0.648345784,0.062156038,0.180173708,-0.1810011,0.319013524,0.503015682,0.199837763
005117.OF,,,,,,,,,,,-0.433753425,0.502225663,0.544447307,0.200033367
007346.OF,,,,,,,,,,,,,0.789704437,0.200413921
710001.OF,,,,,-0.053045393,0.116793978,0.21629659,0.830480848,-0.22747106,0.29416172,-0.328390114,0.517936476,0.321466014,0.200819808
000757.OF,,,,,,,,0.622423191,-0.308437068,-0.051,-0.344573235,0.471061093,0.614207651,0.201104972
001978.OF,,,,,,,,,,0.04033092,-0.19582505,0.467243511,0.564448189,0.201400108
001267.OF,,,,,,,,,-0.266393443,0.284916201,-0.256521739,0.526315789,0.565772669,0.201468189
008245.OF,,,,,,,,,,,,,0.835974091,0.201639166
006100.OF,,,,,,,,,,,,0.634543888,0.609927504,0.201725539
001528.OF,,,,,,,,,0.114398422,0.318584071,-0.163758389,0.28812199,0.461682243,0.202046036
673020.OF,,,,,,,,,-0.062062062,0.140875133,-0.083255379,0.265306122,0.308064516,0.202219482
005708.OF,,,,,,,,,,,,0.476133522,0.722156747,0.202822926
000535.OF,,,,,,,,0.307185857,-0.088712401,-0.029411765,-0.21875,0.158787879,0.7458159,0.202897425
519095.OF,,,,-0.145104895,0.288343558,0.126984127,0.392253521,0.435697266,-0.131132075,0.018458197,-0.242004264,0.49718706,0.841240019,0.202903797
002251.OF,,,,,,,,,,-0.105960265,-0.221164021,0.254076087,0.897074756,0.203883495
519756.OF,,,,,,,,,-0.04875805,0.002901354,-0.217936355,0.38594328,0.548932384,0.203905801
006526.OF,,,,,,,,,,,,,0.539727052,0.203921807
000803.OF,,,,,,,,0.393268379,-0.190082645,0.124018838,-0.252094972,0.548085901,0.888419783,0.204088151
002295.OF,,,,,,,,,,0.048466864,0.017924528,0.087581094,0.613208351,0.204585072
001645.OF,,,,,,,,,,0.235434956,-0.234496124,0.816033755,0.555897071,0.205059284
160519.OF,,,,,,,,,,0.010070493,-0.222333001,0.61025641,0.46656051,0.205754615
270021.OF,,,0.126629423,-0.184297521,0.117527862,0.300090662,0.188981869,0.255718475,-0.191499299,0.16175621,-0.268025858,0.817255435,0.665158879,0.206654244
007016.OF,,,,,,,,,,,,,0.662813597,0.207878476
001224.OF,,,,,,,,,0.062068966,-0.036178108,0.019249278,0.716713881,0.698019802,0.207968902
005739.OF,,,,,,,,,,,,0.534106847,0.69822141,0.208877796
001897.OF,,,,,,,,,0.059558117,0.075344376,-0.216699802,0.313451777,0.298550725,0.209074845
519644.OF,,,,,,,,,-0.148554337,0.134660422,-0.179566563,0.704402516,0.76900369,0.209428452
370024.OF,,,,,,0.401709402,0.270325203,0.6128,-0.286706349,0.388966157,-0.322774732,0.612548156,0.782593856,0.2094371
006435.OF,,,,,,,,,,,,,0.679566274,0.209483526
000978.OF,,,,,,,,,-0.022611233,0.118656716,-0.299554867,0.249007936,0.285941223,0.210626186
003293.OF,,,,,,,,,,,-0.177135427,0.473927313,0.553603826,0.210945379
004558.OF,,,,,,,,,,,-0.11855061,0.232237945,0.23904634,0.211223295
007685.OF,,,,,,,,,,,,,0.519430409,0.211741943
000977.OF,,,,,,,,,-0.06122449,0.143478261,-0.258269962,0.548763296,1.061232933,0.211882778
009789.OF,,,,,,,,,,,,,,0.21201255
009062.OF,,,,,,,,,,,,,,0.212031069
001692.OF,,,,,,,,,-0.151785714,0.018181818,-0.205827067,0.637869822,0.658236994,0.212174061
870009.OF,,,,,,,,,,,,,,0.212592593
004546.OF,,,,,,,,,,,,0.101108464,0.212531753,0.212678461
004959.OF,,,,,,,,,,,,0.286550421,0.819486407,0.212897849
001780.OF,,,,,,,,,,,-0.216818642,0.403622251,0.668202765,0.213259669
487016.OF,,,,,0.037886341,0.029779059,0.120335821,0.102349823,-0.003646308,0.031107045,-0.124401064,0.393798135,0.734986186,0.213271294
160518.OF,,,,,,,,,,-0.021084337,-0.096410256,0.448354143,0.692789969,0.213425926
009140.OF,,,,,,,,,,,,,,0.213480899
002350.OF,,,,,,,,,,0.033563672,-0.013944604,0.092309182,0.328810854,0.214014014
006251.OF,,,,,,,,,,,,,0.87929891,0.214559387
004890.OF,,,,,,,,,,,-0.265734266,0.642585034,0.796239543,0.214885179
004142.OF,,,,,,,,,,,-0.160108412,0.249910362,0.415949512,0.214951378
630008.OF,,,,-0.260121457,-0.036935705,0.272727273,0.327008929,0.301934399,-0.108527132,0.085507246,-0.163134413,0.454221664,0.385489511,0.215139758
003670.OF,,,,,,,,,,,-0.376715526,0.354703415,0.744913755,0.215575692
688888.OF,,,,,0.077565632,-0.017718715,0.192784667,0.56710775,-0.041013269,-0.051083216,-0.233884298,0.371089537,0.459316811,0.215626081
005671.OF,,,,,,,,,,,,0.283537496,1.055943513,0.215835755
000362.OF,,,,,,,0.454091816,0.317776253,0.109047294,0.134598792,-0.257794677,0.602459017,0.667519181,0.216654492
590006.OF,,,,,-0.021818182,0.208178439,0.533333333,0.58729097,-0.209018121,0.052210975,-0.220160662,0.421595531,0.508997429,0.216767554
005434.OF,,,,,,,,,,,,0.4840733,0.368608602,0.217257039
161038.OF,,,,,,,,,,,-0.264800861,0.29695195,0.332922824,0.217585464
501051.OF,,,,,,,,,,,-0.221289622,0.501141263,0.502703159,0.217943673
001667.OF,,,,,,,,,,-0.081654295,-0.215935335,0.491899853,0.817374136,0.218359587
005585.OF,,,,,,,,,,,,0.444168734,0.088273196,0.218406684
009327.OF,,,,,,,,,,,,,,0.219182201
690011.OF,,,,,,,0.228541882,0.306397306,-0.180412371,0.090408805,-0.16149964,0.487532244,0.697687861,0.219952332
001294.OF,,,,,,,,,-0.196226415,-0.058685446,-0.381546135,0.316532258,0.973966309,0.220248254
009931.OF,,,,,,,,,,,,,,0.221378092
010403.OF,,,,,,,,,,,,,,0.222170121
673040.OF,,,,,,,,,,0.047984645,-0.048534799,0.207892204,0.300398406,0.222426471
002770.OF,,,,,,,,,,0.095605722,0.019797422,0.554311512,0.653363541,0.222871537
001534.OF,,,,,,,,,-0.269410664,0.087067862,-0.234393404,0.478461538,0.661810614,0.222917971
006266.OF,,,,,,,,,,,,,0.888143526,0.222919937
005189.OF,,,,,,,,,,,,0.417440852,0.473389845,0.223546856
000916.OF,,,,,,,,,-0.043077466,0.148820326,-0.176263246,0.276842105,0.272052762,0.224253076
007674.OF,,,,,,,,,,,,,0.327696618,0.224282161
009950.OF,,,,,,,,,,,,,,0.224592708
001838.OF,,,,,,,,,-0.080482897,-0.149890591,-0.261261261,0.202090592,0.92173913,0.224736048
320007.OF,,,0.157406558,-0.162423327,-0.017793594,0.033816425,0.089953272,0.513397641,-0.242209632,-0.128037383,-0.318327974,0.954402516,0.390989541,0.225006758
003446.OF,,,,,,,,,,0.32033195,-0.207565053,0.443073324,0.260289377,0.225577846
001543.OF,,,,,,,,,-0.005825243,0.326171875,-0.238586156,0.794970986,0.696659483,0.226103525
008128.OF,,,,,,,,,,,,,0.496029798,0.226418878
008370.OF,,,,,,,,,,,,,0.557741491,0.226572367
003624.OF,,,,,,,,,,0.267598344,-0.342343814,0.337762325,0.882391163,0.226687706
000410.OF,,,,,,,0.155688623,1.177029361,0.016660056,0.136168552,-0.180975275,0.304402516,0.614914818,0.226711783
002542.OF,,,,,,,,,,0.036108325,0.022458858,0.126491195,1.042948395,0.226724812
000549.OF,,,,,,,,0.503335804,-0.17504931,0.089061566,-0.29143798,0.711076685,0.434133092,0.227272727
010003.OF,,,,,,,,,,,,,,0.227605532
007811.OF,,,,,,,,,,,,,0.409283478,0.227617305
000165.OF,,,,,,,0.278636957,0.669237361,0.020990138,0.080053489,-0.07784025,0.298873563,0.523789156,0.22801439
166301.OF,,,,,,0.10107949,0.258467023,0.65509915,-0.078733419,0.146307478,-0.148298217,0.696003806,0.774193548,0.228458498
001990.OF,,,,,,,,,,-0.005330701,-0.193429932,0.518764611,0.569229523,0.228817184
006323.OF,,,,,,,,,,,,0.22123079,0.637956666,0.22888579
004224.OF,,,,,,,,,,,-0.309177592,0.301414769,0.919395466,0.22896809
005244.OF,,,,,,,,,,,-0.267503956,0.512623194,0.52115316,0.229185003
010551.OF,,,,,,,,,,,,,,0.22930881
005402.OF,,,,,,,,,,,-0.185444639,0.385690397,0.67580381,0.229617818
009513.OF,,,,,,,,,,,,,,0.229645824
008186.OF,,,,,,,,,,,,,,0.229836046
005001.OF,,,,,,,,,,,,0.506117646,0.404251986,0.230011758
007835.OF,,,,,,,,,,,,,0.667690241,0.230047759
006527.OF,,,,,,,,,,,,,0.700156885,0.230432982
008328.OF,,,,,,,,,,,,,,0.230743975
005233.OF,,,,,,,,,,,-0.071827057,0.421058281,0.627567976,0.231240429
005331.OF,,,,,,,,,,,,0.239405369,0.656104547,0.232191114
002482.OF,,,,,,,,,,0.256994819,-0.202802968,0.78697001,0.739583333,0.23253493
487021.OF,,,,,,,0.201424212,0.176121931,0.005039597,0.143982808,-0.17658109,0.392395437,0.779901693,0.232893526
001088.OF,,,,,,,,,-0.236363636,-0.018518519,-0.270889488,0.308687616,0.467514124,0.232916266
002085.OF,,,,,,,,,-0.016,0.218495935,-0.211009174,0.198731501,0.265432099,0.233449477
005840.OF,,,,,,,,,,,,0.443360542,0.908068966,0.23381646
008635.OF,,,,,,,,,,,,,,0.234000785
008415.OF,,,,,,,,,,,,,,0.234249471
002620.OF,,,,,,,,,,,0.002901354,0.669238187,0.711149624,0.234301148
000326.OF,,,,,,,,,0.023856859,0.019485146,-0.007987091,0.256690761,0.43117382,0.235281559
008085.OF,,,,,,,,,,,,,0.197498749,0.235608656
090009.OF,,,0.138504155,-0.381184104,0.035386632,0.035443038,0.356968215,0.294594595,-0.074460682,0.254887218,-0.277411624,0.532338308,0.662878788,0.23625122
290014.OF,,,,,,,0.344807892,0.295230886,-0.066627703,0.051346274,-0.22096486,0.324159022,0.39665127,0.236471052
002095.OF,,,,,,,,,,0.055650179,0.038202831,0.259855064,0.352887822,0.236523652
450011.OF,,,,,,0.084960938,0.332133213,0.114189189,-0.237113402,0.123211447,-0.167020524,0.557349193,0.600109111,0.236617797
002419.OF,,,,,,,,,,0.070565811,-0.002838221,0.163187856,0.592169658,0.23667688
009885.OF,,,,,,,,,,,,,,0.236862442
009342.OF,,,,,,,,,,,,,,0.237314198
005968.OF,,,,,,,,,,,,0.556726198,1.321640806,0.237975044
001637.OF,,,,,,,,,0.070646766,0.028810409,-0.270099368,0.436881188,0.362618432,0.237989886
005381.OF,,,,,,,,,,,,0.440386836,0.473494338,0.23843852
002168.OF,,,,,,,,,,0.201612903,-0.248322148,0.65625,0.939083558,0.23853211
002272.OF,,,,,,,,,,0.111223458,-0.234758872,0.089179548,0.813318777,0.23871162
001445.OF,,,,,,,,,-0.061488673,0.118103448,-0.125674634,0.622574956,0.776630435,0.239216886
001892.OF,,,,,,,,,-0.008,0.200604839,-0.188916877,0.195652174,0.509090909,0.239242685
000431.OF,,,,,,,,0.090796179,-0.050139276,0.430107527,-0.275461381,0.640566038,0.878090856,0.239413496
005409.OF,,,,,,,,,,,,0.368181818,0.766567582,0.239928734
002319.OF,,,,,,,,,,,-0.152679116,0.406779662,0.439357429,0.239995848
210005.OF,,,,-0.353938185,-0.058641975,0.114754098,0.182352941,0.792288557,-0.310201249,0.137826962,-0.207780725,0.629464286,0.532191781,0.240053643
160215.OF,,,,-0.218910586,0.034210526,0.08778626,0.341520468,0.54141238,0.00327176,0.263124719,-0.237224303,0.405975396,0.283125,0.240147903
001967.OF,,,,,,,,,-0.014014014,0.143147208,-0.281527531,0.224969098,0.393541877,0.240405503
000327.OF,,,,,,,,,0.030571992,0.052631579,-0.036818182,0.436054743,0.432270785,0.240501101
007802.OF,,,,,,,,,,,,,0.514988399,0.240933595
004374.OF,,,,,,,,,,,-0.249862763,0.739114526,0.68469037,0.240971238
009334.OF,,,,,,,,,,,,,,0.24118907
003069.OF,,,,,,,,,,,,0.34022582,0.602212749,0.242635413
360011.OF,,,0.126311645,-0.19724751,0.117505995,0.21523162,0.29279211,0.428202642,-0.01959854,-0.034919049,-0.134872829,0.249026232,0.665415663,0.242777156
007340.OF,,,,,,,,,,,,,0.693926351,0.243204001
000601.OF,,,,,,,,0.433306709,-0.234234234,0.177647059,-0.235764236,0.724183007,0.948445792,0.243990886
010613.OF,,,,,,,,,,,,,,0.244331742
007903.OF,,,,,,,,,,,,,,0.244341959
008177.OF,,,,,,,,,,,,,,0.245017518
000404.OF,,,,,,,0.16988417,1.717821782,-0.398299939,0.151866801,-0.325448971,0.898701299,0.591655267,0.245380318
009432.OF,,,,,,,,,,,,,,0.245478774
003298.OF,,,,,,,,,,0.226,-0.176182708,0.474257426,0.384150437,0.245511887
001028.OF,,,,,,,,,-0.210137276,0.016042781,-0.3,0.646616541,0.416666667,0.245769541
001725.OF,,,,,,,,,,,-0.201618837,0.342857143,0.621139327,0.246401355
001244.OF,,,,,,,,,0.004207848,0.178035471,-0.270676881,0.31868393,0.291365573,0.246503264
002564.OF,,,,,,,,,,-0.021052632,-0.151515151,0.319124424,0.63580786,0.246676163
007012.OF,,,,,,,,,,,,,0.641159713,0.246715796
001276.OF,,,,,,,,,-0.16004415,0.103810775,-0.221428571,0.290519878,0.767772512,0.247319035
005962.OF,,,,,,,,,,,,0.806319115,0.641478631,0.247540227
001480.OF,,,,,,,,,-0.254562044,0.151774786,-0.230605739,0.729281768,0.489616613,0.24772118
001513.OF,,,,,,,,,,0.208502024,-0.183417085,0.755897436,0.439836449,0.247870183
008445.OF,,,,,,,,,,,,,,0.247909054
006926.OF,,,,,,,,,,,,,0.177882013,0.247970593
001808.OF,,,,,,,,,-0.222110553,0.173126615,-0.309471366,0.609250399,0.966303271,0.248487903
001039.OF,,,,,,,,,-0.086956522,0.147869674,-0.31441048,0.664012739,0.780861244,0.249328318
002345.OF,,,,,,,,,,-0.107317073,-0.32568306,0.350081037,0.894357743,0.249683143
009199.OF,,,,,,,,,,,,,,0.250311972
000969.OF,,,,,,,,,-0.0816,-0.019163763,-0.215808171,0.277463194,0.792553191,0.25074184
000354.OF,,,,,,,0.315548268,0.533461801,-0.033809166,-0.00933126,-0.282574568,0.455142232,0.209774436,0.251090368
080005.OF,,,0.041749503,-0.178235788,0.024183796,0.074380165,0.434065935,0.656704981,-0.101473559,0.141395349,-0.102689487,0.316076294,0.382332643,0.251134163
010054.OF,,,,,,,,,,,,,,0.251261752
009847.OF,,,,,,,,,,,,,,0.252064565
008271.OF,,,,,,,,,,,,,0.6906,0.252395599
005630.OF,,,,,,,,,,,,0.750228132,0.925075694,0.25303722
007306.OF,,,,,,,,,,,,,0.938716655,0.253667204
002567.OF,,,,,,,,,,0.163697105,-0.338755981,0.358900145,0.70713525,0.25452277
009376.OF,,,,,,,,,,,,,,0.254552748
005802.OF,,,,,,,,,,,,0.301294763,0.523126569,0.25529661
000480.OF,,,,,,,,0.475077348,0.018154312,0.265973254,-0.219483568,0.255639097,0.3249501,0.255799462
002681.OF,,,,,,,,,,0.021042084,-0.075576485,0.212770586,0.723652345,0.255802143
004332.OF,,,,,,,,,,,-0.237885463,0.324191366,0.574811925,0.256841236
001677.OF,,,,,,,,,0.044,0.274904215,-0.243425995,0.575968222,0.661625709,0.257489571
002149.OF,,,,,,,,,,0.061523438,0.028900212,0.093535392,0.086462882,0.257977122
007137.OF,,,,,,,,,,,,,0.438195939,0.258815875
001681.OF,,,,,,,,,-0.041082164,0.095088819,-0.216603053,0.500609013,0.494318182,0.259858772
001278.OF,,,,,,,,,0.095324348,0.105105106,-0.076992754,0.654890578,0.155172413,0.259932848
005262.OF,,,,,,,,,,,-0.10758483,0.117647059,0.550950222,0.260645161
519908.OF,,,,,,,0.095113438,0.514741035,-0.067859021,0.06489842,-0.282988871,0.334072432,0.714127424,0.260825502
006377.OF,,,,,,,,,,,,0.176629348,0.459604112,0.260869565
501032.OF,,,,,,,,,,,-0.260002016,0.045213128,0.501758958,0.261148707
004997.OF,,,,,,,,,,,-0.365079365,0.653070175,1.338286018,0.26135633
005211.OF,,,,,,,,,,,-0.224029538,0.641718107,0.822418925,0.261465721
001975.OF,,,,,,,,,,0.334453782,-0.209697733,0.569721116,0.704060914,0.261543044
377530.OF,,,,-0.24507874,0.136897001,0.451834862,0.106635071,0.60028551,-0.252007136,0.30870441,-0.324542519,0.568924302,0.724733367,0.261754001
007549.OF,,,,,,,,,,,,,0.646713084,0.261874691
006199.OF,,,,,,,,,,,,,0.26551481,0.261981053
007831.OF,,,,,,,,,,,,,0.301492537,0.261985795
001521.OF,,,,,,,,,0.029880478,0.25963405,-0.324081632,0.480676328,0.363784666,0.262586488
090013.OF,,,,,,,,0.463072378,0.010600707,0.380619381,-0.31186686,0.079915878,0.23271665,0.262796209
206012.OF,,,,,,0.004201681,0.042887029,0.520561685,-0.113456464,0.072172619,-0.324774462,0.601233299,0.876765083,0.262995896
233006.OF,,,0.219683339,-0.31722968,-0.009074214,0.198626404,0.1788995,0.514812529,-0.045225363,0.187229957,-0.232600979,0.243442623,0.504661456,0.263299537
005632.OF,,,,,,,,,,,,0.283870968,0.294769301,0.263385375
005598.OF,,,,,,,,,,,,0.369489783,0.543637387,0.263420269
009804.OF,,,,,,,,,,,,,,0.263526744
000794.OF,,,,,,,,0.822025565,-0.213167836,-0.146776406,-0.174437299,0.544303797,0.662042875,0.263657056
001266.OF,,,,,,,,,,,-0.282955585,0.688731396,0.425046164,0.263753092
003713.OF,,,,,,,,,,0.090550989,-0.176424439,0.484747038,0.670874978,0.264649611
005310.OF,,,,,,,,,,,-0.335105849,0.709219858,0.572260969,0.264978382
040035.OF,,,,,,0.35508297,0.416753927,1.045084996,-0.043729671,0.01095994,-0.232149533,0.655306718,0.81,0.265029917
001763.OF,,,,,,,,,-0.090270812,0.035281147,-0.129925453,0.210526316,0.422649141,0.265103056
001097.OF,,,,,,,,,-0.205921938,0.150847458,-0.288659794,0.360248447,0.406392694,0.265151515
519767.OF,,,,,,,,,,-0.104113444,-0.048439183,0.509049774,0.621439281,0.265396767
501022.OF,,,,,,,,,,-0.100899101,-0.145555556,0.470741222,0.754199823,0.266633065
166005.OF,,,0.090618337,-0.160312805,0.159487776,0.11746988,0.286612758,0.490223464,0.041237113,0.261151277,-0.192452271,0.29093613,0.168435093,0.266684244
003984.OF,,,,,,,,,,,-0.276394036,0.614697475,1.080032456,0.267172595
004640.OF,,,,,,,,,,,-0.241004457,0.40804927,1.146577154,0.267497512
005569.OF,,,,,,,,,,,,0.379558541,0.240347826,0.268508132
004671.OF,,,,,,,,,,,-0.385757293,0.507689708,0.729290438,0.268555131
005104.OF,,,,,,,,,,,,0.229918836,0.100125156,0.269107457
000788.OF,,,,,,,,0.154073476,-0.104878048,-0.108991825,-0.145769623,0.548926015,0.56394453,0.269928532
002133.OF,,,,,,,,,,0.180487805,-0.321487603,0.518879415,0.708901363,0.270295636
009855.OF,,,,,,,,,,,,,,0.270332799
001072.OF,,,,,,,,,-0.155313351,0.153763441,-0.259601041,0.70899471,0.568885449,0.270362894
005260.OF,,,,,,,,,,,-0.282361167,0.348364649,0.450041288,0.270999431
005815.OF,,,,,,,,,,,,0.53006135,0.919566961,0.271546142
000124.OF,,,,,,,0.110161443,1.233432153,-0.288348701,0.057126031,-0.233426184,0.456395349,0.855788423,0.272121882
002340.OF,,,,,,,,,,0.287906137,-0.277505256,0.709020369,0.868331442,0.2722661
163818.OF,,,,,-0.058882236,0.115588547,0.209125475,0.441823899,-0.253544166,0.055514974,-0.279584775,0.473583093,0.761408083,0.272390822
161225.OF,,,,,,,,,0.141259787,0.205252918,-0.265536723,0.674725275,0.502624672,0.272470467
008082.OF,,,,,,,,,,,,,0.4221,0.272484354
673050.OF,,,,,,,,,,0.017647059,0.022157996,0.064090481,0.32595217,0.27254509
001537.OF,,,,,,,,,-0.004313174,0.024270083,-0.264548722,0.341083223,0.373916469,0.273085013
519033.OF,,,,,0.000998004,0.373878365,0.716981132,-0.177514793,-0.138480679,0.268929504,-0.410150892,0.619767442,0.560660445,0.273604237
000991.OF,,,,,,,,,-0.020833333,0.263424519,-0.226944667,0.540456432,1.07003367,0.274560833
009055.OF,,,,,,,,,,,,,,0.274693735
001716.OF,,,,,,,,,0.019019019,0.178781925,-0.0925,0.258034894,1.213138686,0.274736148
290011.OF,,,,,0.092332048,0.095313805,0.479148182,0.420573891,-0.173022583,-0.084851936,-0.211574362,0.621941594,0.81703163,0.27477529
519656.OF,,,,,,,,0.31827112,-0.15598609,0.221895232,-0.275529865,0.410904255,0.448633365,0.275862069
004814.OF,,,,,,,,,,,,0.432729129,0.257662153,0.276282233
000541.OF,,,,,,,,0.853989813,-0.268315018,-0.078979582,-0.346534654,0.663170163,1.014015417,0.277302754
003961.OF,,,,,,,,,,0.087225549,-0.182393978,0.921859212,0.843614908,0.277448588
519133.OF,,,,,,,,,,0.174468408,-0.275705187,0.74120603,0.895041369,0.278093883
001270.OF,,,,,,,,,0.028047685,0.073175582,-0.087178062,0.367463916,0.288105413,0.2782413
001825.OF,,,,,,,,,,,-0.255015471,0.476554126,0.855185555,0.278294043
000628.OF,,,,,,,,,0.008326395,0.363336086,-0.157480315,0.421998562,0.602628918,0.279495268
008269.OF,,,,,,,,,,,,,0.1545,0.279774794
519158.OF,,,,,,,0.309594461,0.811178248,-0.057446868,0.059181416,-0.21775457,0.573431242,0.52609249,0.281050548
001054.OF,,,,,,,,,-0.058415842,0.119873817,-0.202816901,0.542991755,1.039694656,0.281062874
000006.OF,,,,,,,,,,,,,0.718056255,0.281131441
002305.OF,,,,,,,,,,-0.241950322,-0.280339806,0.392917369,0.433414044,0.28125
009491.OF,,,,,,,,,,,,,,0.281322609
121010.OF,,,,,0.031968032,0.033267319,0.18165252,0.11132255,0.04410441,0.056896552,-0.042577488,0.362668257,0.541981869,0.281582415
110025.OF,,,,,-0.006535948,-0.287280702,0.289230769,0.007159905,0.136255924,0.205422315,-0.326124567,0.10012837,0.351225204,0.28238342
003165.OF,,,,,,,,,,0.0454316,-0.104007726,0.422181505,0.505646078,0.282528817
002871.OF,,,,,,,,,,0.068599717,-0.311808641,0.271328479,0.243570348,0.284323949
000654.OF,,,,,,,,0.543909349,-0.168195719,-0.217647059,-0.145676692,0.374037405,0.35948759,0.284449844
000534.OF,,,,,,,,0.313411079,-0.145948946,0.061078622,-0.243110839,0.432038835,0.732768362,0.284969025
001917.OF,,,,,,,,,,-0.050991502,-0.266169154,0.480135594,0.435782338,0.285037765
161222.OF,,,,,,,,,,0.195242815,-0.158630665,0.377114427,0.39884393,0.285107689
720001.OF,,,,,0.07713777,0.042416521,0.332364342,0.698909091,-0.193065069,0.166065297,-0.209623894,0.709587124,0.512893983,0.285162003
003593.OF,,,,,,,,,,,-0.251877145,0.574479084,0.708672864,0.285354868
000586.OF,,,,,,,,0.943548387,-0.118775934,-0.140670983,-0.17260274,0.527317881,0.29701897,0.285415796
005360.OF,,,,,,,,,,,-0.112443778,-0.022072072,0.003915246,0.285615967
006270.OF,,,,,,,,,,,,,0.50567531,0.286050211
009025.OF,,,,,,,,,,,,,,0.286985726
519125.OF,,,,,,,0.127254509,0.689777778,-0.158863756,0.019387117,-0.299386503,0.547285464,0.497453311,0.28760393
550015.OF,,,,,,,,,,,-0.01888454,0.131046175,1.104399965,0.2876477
002213.OF,,,,,,,,,,0.033,-0.2155,0.526832377,0.77233261,0.287870497
006567.OF,,,,,,,,,,,,0.319958312,0.417844453,0.288021384
320020.OF,,,,,,0.005923001,0.200196271,0.226381353,-0.032069971,-0.022088354,-0.00687885,0.451979738,0.161623353,0.289222489
001740.OF,,,,,,,,,0.048048048,0.399235912,-0.291675224,0.394764398,0.739489489,0.289402606
001672.OF,,,,,,,,,-0.112550607,0.231798724,-0.292294807,0.417751479,0.555760053,0.290357787
003980.OF,,,,,,,,,,,-0.103592871,0.339676802,0.539639711,0.290448946
470098.OF,,,,,,0.183,0.540916553,0.411982706,-0.04768154,0.120088099,-0.254712175,0.502392344,0.616014559,0.290539452
161834.OF,,,,,,,,,,-0.068931069,-0.192060086,0.147410359,0.791666667,0.290697674
009189.OF,,,,,,,,,,,,,,0.291035264
166020.OF,,,,,,,0.119727517,0.135992747,-0.021326726,0.156469981,-0.186328054,0.325875378,0.233462706,0.291050071
004250.OF,,,,,,,,,,,-0.190052255,0.416726404,0.384297521,0.291379836
002844.OF,,,,,,,,,,0.098854922,-0.166443595,0.485147379,0.492933817,0.29283054
005009.OF,,,,,,,,,,,-0.33042344,0.369848644,0.81927579,0.292844257
002210.OF,,,,,,,,,,-0.08838141,-0.227476488,0.320059165,0.401310119,0.293886087
000309.OF,,,,,,,0.035051546,0.700199203,0.058582308,0.052019923,-0.245660179,0.490934449,0.544901777,0.293975174
377240.OF,,,,,0.277272727,0.471530249,-0.055018138,0.653870761,-0.198065764,0.422093584,-0.35651289,0.702688455,0.782352941,0.295101615
008962.OF,,,,,,,,,,,,,,0.295941632
009837.OF,,,,,,,,,,,,,,0.296070393
007074.OF,,,,,,,,,,,,,0.372942817,0.296085602
004496.OF,,,,,,,,,,,-0.154742727,0.609641256,0.289873241,0.296166307
410007.OF,,,-0.073261924,-0.238578127,0.040670199,0.267235448,0.286024541,0.59457392,-0.046801872,0.122171945,-0.239018531,0.573393461,0.684580109,0.296173576
008491.OF,,,,,,,,,,,,,,0.296277866
009853.OF,,,,,,,,,,,,,,0.296544569
006265.OF,,,,,,,,,,,,0.630671602,1.113568556,0.297020284
519170.OF,,,,,,,,,-0.25177665,-0.018995929,-0.348547718,0.439490446,0.483775811,0.297117296
090019.OF,,,,,,-0.009027081,0.286437247,0.071186917,-0.015732547,0.000999002,-0.022954092,0.390194076,0.221895665,0.298252706
168501.OF,,,,,,,,,,,-0.202273851,0.473044987,1.060070671,0.298946337
163409.OF,,,,,0.014428413,0.438730853,0.440304183,0.282580846,-0.096051856,0.043024772,-0.220625,0.55894146,0.557620334,0.299065636
000866.OF,,,,,,,,0.445336008,-0.052741152,-0.091575092,-0.260483871,0.402399128,0.630637636,0.299952313
161912.OF,,,,,,,,,,,,,0.942653988,0.300637137
168102.OF,,,,,,,,,,-0.005724554,-0.194664032,0.478527608,0.376062245,0.301522599
168105.OF,,,,,,,,,,0.002909894,-0.164182091,0.373952598,0.562118836,0.302119353
005668.OF,,,,,,,,,,,,0.599245283,1.048135913,0.30264977
001753.OF,,,,,,,,,-0.166666667,0.119047619,-0.265957447,0.271014493,0.714937286,0.303856383
519909.OF,,,,,,,,0.244370308,-0.04155496,0.123776224,-0.111387679,0.280812324,0.838709678,0.303886926
008347.OF,,,,,,,,,,,,,0.613709033,0.30501548
001564.OF,,,,,,,,,0.083486239,0.246401355,-0.222146739,0.277729258,0.371155161,0.305084746
519091.OF,,,-0.021442495,-0.094621514,0.063806381,0.161323681,0.243989314,0.512526843,0.066729768,0.204081633,-0.099484156,0.402618658,0.676487748,0.305115713
001208.OF,,,,,,,,,-0.082366589,0.409608091,-0.13632287,0.361370717,0.340961098,0.305460751
001970.OF,,,,,,,,,,-0.045954046,-0.229319372,0.441576087,0.122525919,0.305625525
000587.OF,,,,,,,,0.641538462,-0.069966792,0.197747184,-0.280564263,0.351488744,0.673293928,0.306683904
001810.OF,,,,,,,,,0.081743869,0.220822838,-0.190426215,0.305418719,0.197735849,0.307470796
