本基金收益率数据由邢不行整理，包含了2008年-2021年所有主动偏股型基金，并剔除当年新上市基金，同一个基金的A类/C类份额中只取A类。,,,,,,,,,,,,,,
基金代码,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
010027.OF,,,,,,,,,,,,,,-0.101244567
007481.OF,,,,,,,,,,,,,0.308657588,-0.100572363
001371.OF,,,,,,,,,0.026262626,0.415882631,-0.14216623,0.281524927,0.567638911,-0.100480013
008681.OF,,,,,,,,,,,,,,-0.100424821
040020.OF,,,,,0.043156597,0.21749409,0.085436893,0.532200358,-0.052242518,0.104557641,-0.218446602,0.574534162,0.804076265,-0.099869386
970016.OF,,,,,,,,,,,,,,-0.099815247
000974.OF,,,,,,,,,0.071770335,0.392857143,-0.253584024,0.329749103,0.317385445,-0.099225414
005827.OF,,,,,,,,,,,,0.551156161,0.950922333,-0.098949792
005123.OF,,,,,,,,,,,-0.182506887,0.376699964,0.489765402,-0.09788158
008174.OF,,,,,,,,,,,,,,-0.097748424
009958.OF,,,,,,,,,,,,,,-0.097262952
005612.OF,,,,,,,,,,,,0.438228727,0.647520483,-0.096738732
007381.OF,,,,,,,,,,,,,0.534357055,-0.096483318
006106.OF,,,,,,,,,,,,,-0.026667979,-0.096249115
501026.OF,,,,,,,,,,-0.061544691,-0.251537051,0.324398328,0.289880305,-0.096170069
009411.OF,,,,,,,,,,,,,,-0.095873573
519979.OF,,,,,0.1842723,0.304035453,0.033686488,0.981441048,-0.269421488,0.364969735,-0.252095422,0.503607898,1.021299921,-0.095634096
000755.OF,,,,,,,,0.373972603,-0.203696603,0.215929885,-0.414178218,0.705110871,0.521211641,-0.095548374
290012.OF,,,,,,,,,0.045095558,0.08777524,-0.176713336,0.531147541,0.198429693,-0.095282491
008768.OF,,,,,,,,,,,,,0.209128133,-0.094986372
001209.OF,,,,,,,,,0.050104384,-0.149105368,-0.175233645,0.436260623,0.67357002,-0.094873306
003581.OF,,,,,,,,,,0.046,-0.183556405,0.326697892,0.899382171,-0.093866171
169101.OF,,,,,,,,0.643843154,0.038265194,0.547504899,-0.226940942,0.451502146,0.477823773,-0.093620732
001857.OF,,,,,,,,,,,-0.258160237,0.686666667,0.854545455,-0.093350384
001915.OF,,,,,,,,,-0.140454995,0.16570771,-0.335636723,0.72808321,0.797076526,-0.093301435
040016.OF,,,,-0.250917351,0.09808724,-0.007753585,0.400021409,0.656625124,-0.088798634,0.063666734,-0.147037308,0.622041166,0.778089145,-0.093281199
008116.OF,,,,,,,,,,,,,,-0.092665828
006477.OF,,,,,,,,,,,,,0.074462061,-0.092402284
952009.OF,,,,,,,,,,,,,,-0.092340938
519212.OF,,,,,,,,,,,-0.139637213,0.399540758,0.058691923,-0.091786419
007066.OF,,,,,,,,,,,,,,-0.091510772
007731.OF,,,,,,,,,,,,,0.73046532,-0.09149332
006419.OF,,,,,,,,,,,,0.148540584,0.401653612,-0.091462279
168301.OF,,,,,,,,,,-0.056,-0.134533898,0.307833537,0.40542817,-0.091229939
005742.OF,,,,,,,,,,,,0.437075228,0.921069798,-0.091129032
001791.OF,,,,,,,,,-0.023809524,-0.036585366,-0.03164557,0.062091503,-0.028717949,-0.090813094
501188.OF,,,,,,,,,,,,0.058892128,0.107011747,-0.090117725
003769.OF,,,,,,,,,,,-0.256289865,0.587849911,0.684696174,-0.090038741
169105.OF,,,,,,,,,,0.678956212,-0.219698307,0.509414165,0.421963438,-0.089180259
004986.OF,,,,,,,,,,,-0.225744323,0.658376415,0.838739573,-0.089099597
519156.OF,,,,,,,0.176589304,1.603814463,-0.099499374,0.106323836,-0.151381909,0.234641006,0.532973621,-0.088903069
001226.OF,,,,,,,,,0.022988506,0.066551426,0.004862237,0.128872301,0.175632912,-0.088837577
010585.OF,,,,,,,,,,,,,,-0.088401494
008934.OF,,,,,,,,,,,,,,-0.088224505
004560.OF,,,,,,,,,,,-0.03178783,0.2135017,0.293364284,-0.08806783
501000.OF,,,,,,,,,0.013972056,0.214566929,-0.229335494,0.07150368,-0.028459274,-0.087878788
002264.OF,,,,,,,,,,0.084084084,-0.191135734,0.627853881,0.565217391,-0.08781362
000477.OF,,,,,,,,0.660944206,-0.158139535,0.155310006,-0.354941552,0.305601318,0.76466877,-0.087593851
006718.OF,,,,,,,,,,,,,0.548568368,-0.086913436
007047.OF,,,,,,,,,,,,,1.062213491,-0.086420821
519987.OF,,,-0.067484663,-0.251096491,0.035139092,0.210749646,0.285046729,0.369905234,-0.188487985,0.100189842,-0.153539382,0.329799765,0.851256635,-0.086142322
167702.OF,,,,,,,,,,,-0.194484637,0.451289096,0.353632813,-0.086112306
006644.OF,,,,,,,,,,,,,0.560270511,-0.085972851
005176.OF,,,,,,,,,,,0.03172888,0.673331429,0.874196302,-0.08594675
160722.OF,,,,,,,,,,0.041468939,-0.120267085,0.383667525,0.486479922,-0.085647409
000117.OF,,,,,,,0.011,0.733926805,-0.132344552,0.12886259,-0.288875946,0.597051597,0.814871795,-0.085617406
006652.OF,,,,,,,,,,,,0.343034303,0.146474049,-0.085476747
008261.OF,,,,,,,,,,,,,,-0.085407755
001796.OF,,,,,,,,,0.042914172,0.065159765,0.000924215,0.191287066,0.431426316,-0.084956311
000751.OF,,,,,,,,0.567779961,-0.077067669,0.469110659,-0.201478743,0.767361111,0.765880812,-0.084924903
008286.OF,,,,,,,,,,,,,,-0.084810201
005520.OF,,,,,,,,,,,,0.474146982,0.467194872,-0.084764274
006887.OF,,,,,,,,,,,,,0.292603336,-0.084431978
008077.OF,,,,,,,,,,,,,,-0.084100184
160133.OF,,,,,,,,0.545526523,-0.116290984,0.308405797,-0.1590607,0.518440464,0.609299098,-0.083871116
010143.OF,,,,,,,,,,,,,,-0.083843984
008531.OF,,,,,,,,,,,,,,-0.083111079
320012.OF,,,,-0.209580838,0.073232323,0.177647059,0.530399494,0.265759312,-0.123372949,0.130406714,-0.090805254,0.467964824,0.632862645,-0.083078613
007308.OF,,,,,,,,,,,,,0.707191781,-0.08288022
920002.OF,,,,,,,,,,,,,,-0.082877595
000538.OF,,,,,,,,0.116838488,-0.006153846,0.030959752,-0.069069069,0.082258065,0.107302534,-0.082772544
000063.OF,,,,,,,0.063304721,1.553985873,-0.290794153,0.037883008,-0.364465915,0.272804054,0.447909754,-0.082493126
001135.OF,,,,,,,,,-0.23857868,0.02,-0.227124183,0.420718816,0.860119048,-0.0824
165317.OF,,,,,,,,,,0.036594092,-0.156099004,0.511684973,0.783180026,-0.082318263
007287.OF,,,,,,,,,,,,,0.287408244,-0.082090643
000408.OF,,,,,,,0.163397139,0.931978798,-0.006306823,0.192397207,-0.267404034,0.735346359,0.74349955,-0.081877969
001744.OF,,,,,,,,,,0.082455932,-0.192713327,0.219714964,0.083739045,-0.081759356
008838.OF,,,,,,,,,,,,,,-0.081724517
580005.OF,,,0.212362072,-0.304526507,-0.009252669,0.31585249,0.091537762,0.295265088,-0.063264255,0.02563749,-0.188070721,0.418760469,0.616292798,-0.081435635
002159.OF,,,,,,,,,0.046,-0.053537285,-0.163636364,0.04468599,0.258150289,-0.081319489
009381.OF,,,,,,,,,,,,,,-0.081235698
004942.OF,,,,,,,,,,,,0.070273698,0.676244076,-0.081227543
005519.OF,,,,,,,,,,,,0.325938764,0.659463228,-0.081127914
008418.OF,,,,,,,,,,,,,0.511170956,-0.080918751
000955.OF,,,,,,,,,-0.215584416,-0.036423841,-0.275773196,0.422301305,0.567973311,-0.080851064
009940.OF,,,,,,,,,,,,,,-0.080637555
519664.OF,,,,,,,,0.695111848,-0.251221896,0.497389034,-0.260100145,0.492129936,0.581369863,-0.080374532
009852.OF,,,,,,,,,,,,,,-0.080096618
010550.OF,,,,,,,,,,,,,,-0.079948864
006228.OF,,,,,,,,,,,,,1.014431845,-0.078963943
001927.OF,,,,,,,,,,0.383478261,-0.188560654,0.443841983,0.719420601,-0.078939158
970009.OF,,,,,,,,,,,,,,-0.078757276
004851.OF,,,,,,,,,,,-0.18116324,0.829506438,0.990850976,-0.078595416
009988.OF,,,,,,,,,,,,,,-0.077951564
002789.OF,,,,,,,,,,0.050949051,-0.089353612,0.431106472,0.490153173,-0.077826725
009664.OF,,,,,,,,,,,,,,-0.076951917
002851.OF,,,,,,,,,,0.536390828,-0.190785204,0.388131516,0.402657423,-0.07660626
010787.OF,,,,,,,,,,,,,,-0.0766
009190.OF,,,,,,,,,,,,,,-0.07657279
002443.OF,,,,,,,,,,0.320795107,-0.243922204,0.282958199,0.632414369,-0.076281967
001053.OF,,,,,,,,,-0.053658537,0.295876289,-0.175019889,0.451301832,0.918272425,-0.07481815
010132.OF,,,,,,,,,,,,,,-0.07480315
007613.OF,,,,,,,,,,,,,0.472697714,-0.074413798
008264.OF,,,,,,,,,,,,,0.745344089,-0.074407989
005537.OF,,,,,,,,,,,,0.128117023,0.103211209,-0.074307802
007548.OF,,,,,,,,,,,,,0.836316146,-0.074070172
000960.OF,,,,,,,,,-0.193418941,0.08159204,-0.125114995,0.658254469,0.941027267,-0.073832081
008135.OF,,,,,,,,,,,,,,-0.073492074
003396.OF,,,,,,,,,,0.488350983,-0.24618825,0.512585401,0.436942827,-0.073413847
610005.OF,,,,-0.329044831,0.00819672,0.03794038,0.558746736,0.099860191,-0.102844992,-0.00996016,-0.349094567,0.615146832,0.756351106,-0.073268591
005482.OF,,,,,,,,,,,,0.410958904,0.326649124,-0.073182409
006890.OF,,,,,,,,,,,,,0.536632903,-0.073170732
005947.OF,,,,,,,,,,,,0.380438691,0.353737953,-0.072990828
010488.OF,,,,,,,,,,,,,,-0.072912505
003993.OF,,,,,,,,,,0.221081997,-0.131772193,0.2339296,0.328527292,-0.072804403
002692.OF,,,,,,,,,,0.229681979,-0.16954023,0.780853518,0.70142487,-0.072706509
004695.OF,,,,,,,,,,,,,0.277120031,-0.072580645
006689.OF,,,,,,,,,,,,,0.32910063,-0.072480425
007733.OF,,,,,,,,,,,,,0.688478006,-0.072395863
206009.OF,,,,,0.034700315,0.25304878,0.156528792,0.699805205,-0.085371276,0.118619349,-0.167132096,0.44013683,0.648456057,-0.072295299
008260.OF,,,,,,,,,,,,,,-0.072239765
000870.OF,,,,,,,,0.813627255,-0.144751381,0.134848005,-0.338088445,0.549568965,0.687760779,-0.072112065
009507.OF,,,,,,,,,,,,,,-0.07207524
001626.OF,,,,,,,,,-0.046772685,0.301275761,-0.305429864,0.533116178,0.665014164,-0.071884305
009646.OF,,,,,,,,,,,,,,-0.071479628
002387.OF,,,,,,,,,,0.352688172,-0.184449641,0.173319545,0.263528997,-0.071400394
002989.OF,,,,,,,,,,0.288521891,-0.206470206,0.369493908,0.629512403,-0.071247054
000679.OF,,,,,,,,0.148997135,-0.011637573,0.010933558,-0.163893511,0.243781095,0.7656,-0.07113729
008107.OF,,,,,,,,,,,,,0.460592118,-0.071012806
004244.OF,,,,,,,,,,,-0.203831349,0.277040702,-0.116569819,-0.070859079
001830.OF,,,,,,,,,-0.096040438,0.105312209,-0.139966273,0.561764706,0.714375392,-0.070303918
010299.OF,,,,,,,,,,,,,,-0.070263133
010286.OF,,,,,,,,,,,,,,-0.070083785
008860.OF,,,,,,,,,,,,,,-0.069782871
000595.OF,,,,,,,,0.559701492,-0.006911217,0.269807281,-0.235666105,0.705734879,0.705971853,-0.069777029
009877.OF,,,,,,,,,,,,,,-0.069563709
399011.OF,,,,,,0.120535714,0.40936255,0.426788375,-0.171201062,0.326661329,-0.09025642,0.571135228,0.591282205,-0.069419687
002300.OF,,,,,,,,,,0.046078431,-0.189315839,0.498265896,0.912037037,-0.069410815
005169.OF,,,,,,,,,,,0.010471726,0.397354915,0.139309906,-0.069125852
009899.OF,,,,,,,,,,,,,,-0.06907466
008978.OF,,,,,,,,,,,,,,-0.068918111
005021.OF,,,,,,,,,,,,0.139455096,0.417109458,-0.068741407
000056.OF,,,,,,,0.248248248,0.373696872,-0.037361354,0.192844148,-0.25571937,0.492486339,0.498398169,-0.068417838
004606.OF,,,,,,,,,,,-0.230288462,0.438725796,0.340800556,-0.068190649
001104.OF,,,,,,,,,0.002259887,0.14994363,-0.152941176,0.663194444,0.896931347,-0.067610697
000854.OF,,,,,,,,0.375796178,-0.233465608,0.492666091,-0.280346821,0.82248996,0.80696342,-0.067560976
010328.OF,,,,,,,,,,,,,,-0.067518428
004128.OF,,,,,,,,,,,-0.086844467,0.156028368,0.265660317,-0.067012845
519185.OF,,,-0.082019263,-0.268841395,0.185454546,0.285865975,-0.044682999,0.871206301,0.073531107,0.119346422,-0.172226077,0.303396703,-0.014416888,-0.066848415
001017.OF,,,,,,,,,0.038416759,0.053177257,-0.224992061,0.407498463,0.552037846,-0.066175305
001384.OF,,,,,,,,,-0.192722788,0.130379424,-0.234624916,0.252391464,1.116921269,-0.066000555
001382.OF,,,,,,,,,,,-0.192898273,0.66587396,0.840114204,-0.065942591
519606.OF,,,,,,,,0.175107296,-0.008765523,0.470891673,-0.479458918,0.58614052,0.60618932,-0.065734071
003095.OF,,,,,,,,,,0.337648328,-0.160144762,0.752275025,0.988459319,-0.065560669
001878.OF,,,,,,,,,,0.514310494,-0.305112479,0.396210164,0.45280691,-0.065379927
008704.OF,,,,,,,,,,,,,,-0.065273137
270050.OF,,,,,,,0.131818182,0.279116466,-0.10989011,0.355673133,-0.23547268,0.372093023,1.049813973,-0.065140668
006109.OF,,,,,,,,,,,,1.376511006,0.238465558,-0.064804807
001273.OF,,,,,,,,,0.004775549,0.050380228,-0.152941176,0.050213675,0.276703967,-0.064541833
000913.OF,,,,,,,,,-0.143759106,-0.034505578,-0.14413003,0.795332342,0.77926464,-0.064429482
010275.OF,,,,,,,,,,,,,,-0.064284415
001047.OF,,,,,,,,,-0.07421875,0.308016878,-0.258064516,0.455434783,0.555638536,-0.063850216
161837.OF,,,,,,,,,,,,,0.828330857,-0.063769843
166011.OF,,,,,,0.379040157,0.337602553,0.790956298,-0.111600587,0.164876033,-0.272507982,0.460015604,0.925723065,-0.063223945
690005.OF,,,,,0.022849462,0.077529566,0.279268293,0.546234509,-0.15782984,0.301610542,-0.264904387,0.72932743,0.771389025,-0.06301671
006449.OF,,,,,,,,,,,,,0.554991034,-0.062848357
006111.OF,,,,,,,,,,,,0.307098723,0.630725254,-0.062762692
001352.OF,,,,,,,,,0.011787819,0.115533981,-0.007832898,0.192105263,0.245781469,-0.06261075
005237.OF,,,,,,,,,,,-0.2297843,0.451662404,0.665169133,-0.062159446
000780.OF,,,,,,,,0.593418259,-0.140572951,-0.062790698,-0.199338296,0.561983471,0.842592593,-0.062096195
000945.OF,,,,,,,,,-0.05628909,0.072901325,-0.208647907,0.434518647,0.591898428,-0.06190657
160212.OF,,,,-0.249122807,-0.101635514,0.209362809,0.14516129,1.043192488,0.015165441,0.279764599,-0.435090202,0.507201002,0.662650602,-0.06171914
001112.OF,,,,,,,,,-0.02532833,0.588065448,-0.202424242,0.489361702,0.388265306,-0.061374495
005268.OF,,,,,,,,,,,-0.260209685,0.737076529,0.82043512,-0.061334244
010455.OF,,,,,,,,,,,,,,-0.061058211
004099.OF,,,,,,,,,,,-0.082765513,0.327159271,0.502350922,-0.061003477
000522.OF,,,,,,,,0.760233918,-0.204872647,0.13091922,-0.347906404,0.521246459,0.643699565,-0.060800604
005043.OF,,,,,,,,,,,-0.144180949,0.241704506,0.654195968,-0.060764086
004477.OF,,,,,,,,,,,-0.252853217,0.466894349,0.593165603,-0.060359995
006121.OF,,,,,,,,,,,,,0.942015133,-0.060290378
398041.OF,,,0.063816277,-0.202672506,0.072684642,-0.06010929,0.183720931,0.317626889,-0.018398268,-0.02646086,-0.25594564,0.687975648,0.577998197,-0.060006845
001604.OF,,,,,,,,,,0.0375,-0.114457831,0.289115646,0.410575321,-0.059982541
202023.OF,,,,,0.099879663,0.136761488,0.296438884,0.499628805,-0.037128713,0.306940874,-0.170338316,0.449502134,0.601897285,-0.059424137
004098.OF,,,,,,,,,,,-0.15087886,0.099921674,0.015361139,-0.059412884
007718.OF,,,,,,,,,,,,,0.886197578,-0.059326081
001535.OF,,,,,,,,,0.017804154,0.069970845,-0.260672116,0.316953317,0.44869403,-0.05924018
004076.OF,,,,,,,,,,,-0.158163707,0.536886511,0.669746268,-0.059139569
001613.OF,,,,,,,,,,,,0.180039882,0.40572946,-0.058847101
920008.OF,,,,,,,,,,,,,,-0.058722193
002584.OF,,,,,,,,,,0.042596349,-0.101420727,0.192784667,0.218336484,-0.05817938
002573.OF,,,,,,,,,,0.012948207,-0.066764995,0.494152355,0.519921021,-0.058040271
007895.OF,,,,,,,,,,,,,0.587208763,-0.057956606
007965.OF,,,,,,,,,,,,,,-0.057947237
009623.OF,,,,,,,,,,,,,,-0.057795949
008166.OF,,,,,,,,,,,,,,-0.05777582
001685.OF,,,,,,,,,,0.292035398,-0.273211568,0.152879581,0.443233424,-0.057268722
000527.OF,,,,,,,,0.713636364,0.023342175,0.312597201,-0.173775671,0.395315488,0.8218568,-0.056976307
000220.OF,,,,,,,0.322827125,0.722021661,-0.249056604,-0.008933557,-0.03943662,0.585337243,0.819829819,-0.056922139
229002.OF,,,,,,0.147887324,0.347940403,0.549414824,0.101281419,-0.042842082,-0.260998811,0.362027353,0.639692853,-0.056902333
005888.OF,,,,,,,,,,,,0.547379032,1.040781759,-0.056726042
005847.OF,,,,,,,,,,,,0.295362168,0.682597152,-0.056711137
010738.OF,,,,,,,,,,,,,,-0.056356227
009162.OF,,,,,,,,,,,,,,-0.05631132
001703.OF,,,,,,,,,,0.496066514,-0.179125529,0.44072165,0.674418605,-0.05624624
009380.OF,,,,,,,,,,,,,,-0.056004924
009414.OF,,,,,,,,,,,,,,-0.055927004
003739.OF,,,,,,,,,,0.026270932,0.032730826,0.165846736,0.22616246,-0.055526142
900003.OF,,,,,,,,,,,,,,-0.055399976
673010.OF,,,,,-0.004474273,0.086516854,0.286452947,0.351621969,-0.119069767,0.093980993,-0.247104247,0.375641025,0.264678472,-0.055265018
006267.OF,,,,,,,,,,,,0.225606799,0.576670364,-0.055259757
005335.OF,,,,,,,,,,,-0.129,0.444316877,0.523211447,-0.05495251
000884.OF,,,,,,,,0.199009901,-0.150289017,0.248785228,-0.158754864,0.436632747,0.854877317,-0.054641394
001306.OF,,,,,,,,,-0.095777549,0.160592255,-0.277723258,0.4375,0.920604915,-0.054133858
006603.OF,,,,,,,,,,,,,0.295721719,-0.053989737
006981.OF,,,,,,,,,,,,,0.67639387,-0.053729456
690007.OF,,,,,0.060939061,0.076271186,0.179352581,0.425074184,0.028630921,0.201417004,-0.158803707,0.61342013,0.677839851,-0.053459119
000904.OF,,,,,,,,0.432129541,-0.171708185,0.119226638,-0.201535508,0.341346154,0.711469533,-0.053374684
610007.OF,,,,,,0.127619048,0.383445946,0.366131664,-0.217780429,0.021357742,-0.32038835,0.451648352,0.590461772,-0.053329531
001623.OF,,,,,,,,,-0.012596899,0.277723258,-0.202764977,0.439306358,0.78313253,-0.053303303
008958.OF,,,,,,,,,,,,,,-0.053146948
166025.OF,,,,,,,,,,,,,0.549303594,-0.052980475
000684.OF,,,,,,,,0.317808219,-0.147609148,0.137398374,-0.175125089,0.122183709,0.863320463,-0.052631579
900011.OF,,,,,,,,,,,,,0.63741235,-0.052585532
002271.OF,,,,,,,,,0.016,0.033464567,0.033333333,0.343963134,0.430393636,-0.052258126
002155.OF,,,,,,,,,,,-0.123508295,0.391963693,-0.026602801,-0.052205882
002495.OF,,,,,,,,,,,-0.119846596,0.340958606,0.575954509,-0.052061856
001230.OF,,,,,,,,,-0.202453988,0.086538462,-0.226548673,0.469107551,1.015576324,-0.051777434
005405.OF,,,,,,,,,,,,0.369162253,0.286769231,-0.051581608
002653.OF,,,,,,,,,,0.263649516,-0.139331408,0.194399156,0.421149831,-0.051003216
001007.OF,,,,,,,,,0.033524904,0.111460321,-0.285793717,0.682813244,0.774427142,-0.05095684
008382.OF,,,,,,,,,,,,,,-0.050410224
009550.OF,,,,,,,,,,,,,,-0.050262697
006240.OF,,,,,,,,,,,,0.409225431,0.52197842,-0.05024504
009394.OF,,,,,,,,,,,,,,-0.049859551
009576.OF,,,,,,,,,,,,,,-0.049554014
005225.OF,,,,,,,,,,,,0.499335508,0.537228042,-0.049483671
004833.OF,,,,,,,,,,,,0.270607721,-0.037400983,-0.049375
009994.OF,,,,,,,,,,,,,,-0.048633986
233015.OF,,,,,,0.042914172,0.553110048,0.334565619,-0.068790397,0.061578623,-0.246189918,0.3281493,0.362412178,-0.048551667
001972.OF,,,,,,,,,,0.244861483,-0.235463029,0.407511737,0.268178786,-0.048395581
005593.OF,,,,,,,,,,,,0.582433891,0.789325603,-0.048220327
004476.OF,,,,,,,,,,,-0.162085308,0.582579186,0.5961401,-0.047469772
009537.OF,,,,,,,,,,,,,,-0.047300816
530019.OF,,,,,,0.1626564,0.498344371,0.197237569,-0.098754038,0.107014849,-0.24653099,0.252302026,0.638235294,-0.04727708
008526.OF,,,,,,,,,,,,,,-0.047080838
001162.OF,,,,,,,,,-0.14990689,0.329682366,-0.311367381,0.556220096,0.35972329,-0.046919163
005711.OF,,,,,,,,,,,,0.7968078,0.285299245,-0.046814694
161616.OF,,,,,,0.450769984,-0.018518518,0.502830189,-0.258003767,-0.137901861,-0.132482826,0.58597285,0.989300999,-0.046613577
001940.OF,,,,,,,,,,0.257703359,-0.270679061,0.379563621,0.673974319,-0.046538821
006796.OF,,,,,,,,,,,,,0.881933182,-0.046406412
570005.OF,,,0.045617174,-0.248075278,0.071672355,0.140127389,0.347299814,0.621285418,0.055219717,0.196679438,-0.121664888,0.2490887,0.380836576,-0.046146305
004809.OF,,,,,,,,,,,,0.023024021,0.482560405,-0.045935467
519069.OF,,,0.102867424,-0.216886042,0.187939698,0.135087662,0.382351373,0.64565895,-0.045313582,0.283087966,-0.138303847,0.402030333,0.475699849,-0.045925159
000523.OF,,,,,,,,0.544960961,0.090966519,-0.06840931,-0.15505923,0.456495128,0.551842522,-0.045301293
009240.OF,,,,,,,,,,,,,,-0.045287219
010409.OF,,,,,,,,,,,,,,-0.045196078
008842.OF,,,,,,,,,,,,,,-0.045144045
001766.OF,,,,,,,,,-0.187561698,0.064398542,-0.043378995,0.701670644,0.792356241,-0.045033061
009234.OF,,,,,,,,,,,,,,-0.044930637
005226.OF,,,,,,,,,,,,0.06483705,0.65496134,-0.044643437
009128.OF,,,,,,,,,,,,,,-0.044519994
006302.OF,,,,,,,,,,,,0.50280969,0.701618929,-0.044102685
217021.OF,,,,,,0.145589798,0.332096475,0.477019499,-0.063649222,0.167170191,-0.253666954,0.346820809,0.505579399,-0.043614595
010454.OF,,,,,,,,,,,,,,-0.043589997
006595.OF,,,,,,,,,,,,,0.396363948,-0.043542345
007139.OF,,,,,,,,,,,,,0.696035242,-0.043493761
002512.OF,,,,,,,,,,0.019860973,-0.003310613,0.119382571,0.484290452,-0.042805903
010176.OF,,,,,,,,,,,,,,-0.042787743
010273.OF,,,,,,,,,,,,,,-0.04231758
001760.OF,,,,,,,,,,0.107214429,-0.208144796,0.115428571,0.50307377,-0.042263122
000083.OF,,,,,,,0.222124671,0.819683908,-0.116067904,0.49888343,-0.183849821,0.728368018,0.775242924,-0.042003808
001712.OF,,,,,,,,,-0.055449331,0.472672065,-0.222680412,0.470380195,0.435357787,-0.04189359
540007.OF,,,0.086020002,-0.335635995,0.014418411,0.155801558,0.38086792,0.080407604,-0.110565111,0.090269114,-0.258275439,0.524848484,0.643662379,-0.041754825
009014.OF,,,,,,,,,,,,,,-0.041743504
008188.OF,,,,,,,,,,,,,,-0.041461449
001198.OF,,,,,,,,,0.015880608,0.091345701,-0.08102511,0.029862015,0.223411175,-0.041436876
006225.OF,,,,,,,,,,,,0.192009784,0.324897401,-0.041300981
001837.OF,,,,,,,,,0.117234469,0.365022422,-0.237533269,0.173741362,0.539949537,-0.041237605
008293.OF,,,,,,,,,,,,,,-0.041024284
008424.OF,,,,,,,,,,,,,,-0.040523534
000711.OF,,,,,,,,0.526315789,-0.121027721,0.146153846,-0.197315436,0.523411371,0.647091109,-0.040319893
006675.OF,,,,,,,,,,,,,0.250917554,-0.040217547
004359.OF,,,,,,,,,,,-0.16224765,0.381755247,0.462707072,-0.040052562
001781.OF,,,,,,,,,,0.243927126,-0.316517494,0.470238095,0.722267206,-0.039962388
005844.OF,,,,,,,,,,,,0.392990937,0.201353344,-0.039933564
004871.OF,,,,,,,,,,,-0.164107108,0.469084913,0.247234247,-0.039850881
010557.OF,,,,,,,,,,,,,,-0.039839859
161818.OF,,,,,0.032678792,0.224385859,0.136180327,0.21345419,-0.287958795,0.226466979,-0.381076142,0.807970971,0.9328125,-0.039810552
006181.OF,,,,,,,,,,,,-0.187418612,0.313362919,-0.039797259
006610.OF,,,,,,,,,,,,,0.355142728,-0.039788685
009878.OF,,,,,,,,,,,,,,-0.039470418
580007.OF,,,,-0.228703704,0.032412965,0.145348837,0.21319797,0.461087865,-0.199603341,0.21285321,-0.207911684,0.390243903,0.117042606,-0.039338603
008150.OF,,,,,,,,,,,,,,-0.039174031
004450.OF,,,,,,,,,,,-0.259448333,0.488547921,0.739244099,-0.038995061
005544.OF,,,,,,,,,,,,0.518401445,0.773680297,-0.038732394
006768.OF,,,,,,,,,,,,,0.280620772,-0.038406563
110023.OF,,,,,0.108922364,0.344827586,-0.02020202,0.34258525,-0.246898996,0.274509804,-0.144,0.583033789,0.742052679,-0.038321168
006430.OF,,,,,,,,,,,,0.350812653,0.475798609,-0.038131123
001302.OF,,,,,,,,,0.158634538,-0.155112652,-0.151794872,0.288996372,0.149155722,-0.03755102
540009.OF,,,,-0.176476507,0.039706781,0.085781434,-0.055411255,0.167382503,-0.063329502,0.451305676,-0.216706571,0.410929591,0.628420696,-0.037429294
020015.OF,,,0.137033825,-0.218916858,-0.04296875,0.341836736,0.139923954,0.641761174,-0.123527022,0.203523413,-0.270801233,0.578975172,0.610572098,-0.037181762
004951.OF,,,,,,,,,,,-0.17389133,0.454479507,0.437738986,-0.037176226
010452.OF,,,,,,,,,,,,,,-0.037040647
001730.OF,,,,,,,,,-0.121182266,0.107623318,-0.265182186,0.150137741,0.358083832,-0.037037037
008786.OF,,,,,,,,,,,,,,-0.036848073
005095.OF,,,,,,,,,,,,0.264893473,0.439545113,-0.03651811
001875.OF,,,,,,,,,,0.243147657,-0.100934129,0.729878721,0.910821153,-0.036353628
003561.OF,,,,,,,,,,,-0.06943531,0.118840872,0.316397437,-0.036333722
005379.OF,,,,,,,,,,,,0.602493407,0.657914423,-0.036186437
920012.OF,,,,,,,,,,,,,,-0.03614225
010122.OF,,,,,,,,,,,,,,-0.035940246
080012.OF,,,,,,0.742646617,0.361010256,0.882720334,-0.249283051,-0.001841621,-0.330873309,0.497242647,0.551544393,-0.035933913
000992.OF,,,,,,,,,0.015044248,-0.014821273,0.003539823,0.153747272,0.066302652,-0.035839725
009318.OF,,,,,,,,,,,,,,-0.035692522
006385.OF,,,,,,,,,,,,0.262353998,0.762198497,-0.035453036
005392.OF,,,,,,,,,,,,0.16768091,0.071456286,-0.035423687
008997.OF,,,,,,,,,,,,,,-0.035249414
160726.OF,,,,,,,,,,,,0.481308411,0.532803067,-0.035079514
006279.OF,,,,,,,,,,,,2.687899269,0.247533452,-0.034974745
009556.OF,,,,,,,,,,,,,,-0.034886966
002303.OF,,,,,,,,,,0.089456869,-0.203323558,0.382822086,0.69920142,-0.034516971
004917.OF,,,,,,,,,,,,0.204674221,0.191456006,-0.034375
010213.OF,,,,,,,,,,,,,,-0.034245351
003580.OF,,,,,,,,,,0.210831915,-0.221827201,0.346366341,0.470801768,-0.034177487
001659.OF,,,,,,,,,,0.327341722,-0.197336744,0.3835411,0.354921753,-0.034
910007.OF,,,,,,,,,,,,,0.492829894,-0.033798403
