date,code,name,weight
str,601788,光大证券,0.21
str,601800,中国交建,0.24
str,601808,中海油服,0.05
str,601818,光大银行,0.54
str,601828,美凯龙,0.03
str,601838,成都银行,0.03
str,601857,中国石油,0.51
str,601877,正泰电器,0.19
str,601878,浙商证券,0.13
str,601881,中国银河,0.13
str,601888,中国国旅,0.57
str,601898,中煤能源,0.08
str,601899,紫金矿业,0.35
str,601901,方正证券,0.26
str,601919,中远海控,0.17
str,601933,永辉超市,0.27
str,601939,建设银行,0.39
str,601985,中国核电,0.23
str,601988,中国银行,0.66
str,601989,中国重工,0.44
str,601991,大唐发电,0.07
str,601992,金隅集团,0.12
str,601997,贵阳银行,0.15
str,601998,中信银行,0.16
str,603156,养元饮品,0.03
str,603160,汇顶科技,0.08
str,603259,药明康德,0.08
str,603260,合盛硅业,0.04
str,603288,海天味业,0.58
str,603799,华友钴业,0.15
str,603833,欧派家居,0.13
str,603858,步长制药,0.11
str,603986,兆易创新,0.12
str,603993,洛阳钼业,0.27
str,000001,平安银行,0.91
str,000002,万科Ａ,1.24
str,000063,中兴通讯,0.58
str,000069,华侨城Ａ,0.26
str,000100,TCL集团,0.36
str,000157,中联重科,0.17
str,000166,申万宏源,0.31
str,000333,美的集团,1.87
str,000338,潍柴动力,0.48
str,000402,金 融 街,0.09
str,000408,藏格控股,0.06
str,000413,东旭光电,0.19
str,000415,渤海租赁,0.07
str,000423,东阿阿胶,0.18
str,000425,徐工机械,0.17
str,000503,国新健康,0.17
str,000538,云南白药,0.37
str,000553,安道麦A,0.02
str,000568,泸州老窖,0.4
str,000625,长安汽车,0.13
str,000627,天茂集团,0.08
str,000630,铜陵有色,0.13
str,000651,格力电器,1.88
str,000661,长春高新,0.36
str,000671,阳光城,0.11
str,000703,恒逸石化,0.14
str,000709,河钢股份,0.12
str,000725,京东方A,0.77
str,000728,国元证券,0.18
str,000768,中航飞机,0.2
str,000776,广发证券,0.4
str,000783,长江证券,0.24
str,000786,北新建材,0.14
str,000792,盐湖股份,0.08
str,000826,启迪桑德,0.09
str,000839,中信国安,0.14
str,000858,五 粮 液,1.53
str,000876,新 希 望,0.23
str,000895,双汇发展,0.21
str,000898,鞍钢股份,0.09
str,000938,紫光股份,0.07
str,000959,首钢股份,0.06
str,000961,中南建设,0.15
str,000963,华东医药,0.2
str,000983,西山煤电,0.08
str,001965,招商公路,0.04
str,001979,招商蛇口,0.45
str,002001,新和成,0.13
str,002007,华兰生物,0.21
str,002008,大族激光,0.3
str,002024,苏宁易购,0.39
str,002027,分众传媒,0.38
str,002032,苏泊尔,0.1
str,002044,美年健康,0.29
str,002050,三花智控,0.14
str,002065,东华软件,0.14
str,002081,金螳螂,0.16
str,002085,万丰奥威,0.09
str,002120,韵达股份,0.04
str,002142,宁波银行,0.46
str,002146,荣盛发展,0.16
str,002153,石基信息,0.09
str,002179,中航光电,0.13
str,002202,金风科技,0.33
str,002230,科大讯飞,0.44
str,002236,大华股份,0.24
str,002241,歌尔股份,0.17
str,002252,上海莱士,0.12
str,002271,东方雨虹,0.16
str,002294,信立泰,0.09
str,002304,洋河股份,0.65
str,002310,东方园林,0.09
str,002311,海大集团,0.19
str,002352,顺丰控股,0.15
str,002411,延安必康,0.05
str,002415,海康威视,1.07
str,002422,科伦药业,0.21
str,002450,ST康得新,0.1
str,002456,欧菲光,0.22
str,002460,赣锋锂业,0.18
str,002466,天齐锂业,0.2
str,002468,申通快递,0.06
str,002475,立讯精密,0.51
str,002493,荣盛石化,0.13
str,002508,老板电器,0.13
str,002555,三七互娱,0.07
str,002558,巨人网络,0.11
str,002572,索菲亚,0.14
str,002594,比亚迪,0.4
str,002601,龙蟒佰利,0.08
str,002602,世纪华通,0.08
str,002624,完美世界,0.1
str,002625,光启技术,0.04
str,002673,西部证券,0.17
str,002714,牧原股份,0.33
str,002736,国信证券,0.28
str,002773,康弘药业,0.06
str,002797,第一创业,0.14
str,002925,盈趣科技,0.04
str,300003,乐普医疗,0.23
str,300015,爱尔眼科,0.27
str,300017,网宿科技,0.15
