code,name,industry,area
000417,合肥百货,百货,安徽
603969,银龙股份,其他建材,天津
000823,超声电子,元器件,广东
000831,五矿稀土,小金属,山西
002937,兴瑞科技,元器件,浙江
600778,*ST友好,百货,新疆
300244,迪安诊断,医疗保健,浙江
600614,鹏起科技,综合类,上海
300325,德威新材,塑料,江苏
002058,威 尔 泰,电器仪表,上海
000711,京蓝科技,软件服务,黑龙江
603566,普莱柯,生物制药,河南
002806,华锋股份,元器件,广东
600865,百大集团,百货,浙江
002950,奥美医疗,医疗保健,湖北
603817,海峡环保,环境保护,福建
600834,申通地铁,公共交通,上海
300672,国科微,半导体,湖南
000705,浙江震元,医药商业,浙江
601113,华鼎股份,化纤,浙江
300321,同大股份,塑料,山东
300459,金科文化,化工原料,浙江
002737,葵花药业,中成药,黑龙江
600511,国药股份,医药商业,北京
300464,星徽精密,机械基件,广东
600755,厦门国贸,商贸代理,福建
002732,燕塘乳业,乳制品,广东
300077,国民技术,半导体,深圳
000885,城发环境,公路,河南
002341,新纶科技,化工原料,深圳
000546,金圆股份,水泥,吉林
002159,三特索道,旅游服务,湖北
300199,翰宇药业,化学制药,深圳
603167,渤海轮渡,水运,山东
603558,健盛集团,纺织,浙江
000938,紫光股份,软件服务,北京
600517,置信电气,电气设备,上海
600260,凯乐科技,通信设备,湖北
603322,超讯通信,通信设备,广东
002022,科华生物,医疗保健,上海
300038,数知科技,通信设备,北京
300521,爱司凯,专用机械,广东
600826,兰生股份,商贸代理,上海
300578,会畅通讯,通信设备,上海
300588,熙菱信息,软件服务,新疆
601163,三角轮胎,汽车配件,山东
300097,智云股份,电器仪表,辽宁
603920,世运电路,元器件,广东
300760,迈瑞医疗,医疗保健,深圳
603779,威龙股份,红黄药酒,山东
300709,精研科技,元器件,江苏
600201,生物股份,生物制药,内蒙
300655,晶瑞股份,化工原料,江苏
603029,天鹅股份,农用机械,山东
300717,华信新材,塑料,江苏
300204,舒泰神,生物制药,北京
603159,上海亚虹,专用机械,上海
603222,济民制药,化学制药,浙江
300473,德尔股份,汽车配件,辽宁
603937,丽岛新材,铝,江苏
603567,珍宝岛,中成药,黑龙江
603557,起步股份,服饰,浙江
603339,四方科技,专用机械,江苏
603335,DR迪生力,汽车配件,广东
601866,中远海发,水运,上海
601699,潞安环能,煤炭开采,山西
601518,吉林高速,路桥,吉林
601339,百隆东方,纺织,浙江
600988,赤峰黄金,黄金,内蒙
600807,*ST天业,区域地产,山东
600769,祥龙电业,建筑施工,湖北
600696,ST岩石,区域地产,上海
600642,申能股份,火力发电,上海
600532,宏达矿业,普钢,上海
600485,信威集团,通信设备,北京
600479,千金药业,中成药,湖南
600370,三房巷,纺织,江苏
600321,ST正源,其他建材,四川
600313,农发种业,种植业,北京
600239,云南城投,区域地产,云南
600151,航天机电,半导体,上海
600149,ST坊展,综合类,河北
600145,*ST新亿,陶瓷,新疆
600130,波导股份,通信设备,浙江
600110,诺德股份,电气设备,吉林
600094,大名城,区域地产,上海
600059,古越龙山,红黄药酒,浙江
600053,九鼎投资,多元金融,江西
600033,福建高速,路桥,福建
600021,上海电力,火力发电,上海
300682,朗新科技,软件服务,江苏
300561,汇金科技,软件服务,广东
300420,五洋停车,机械基件,江苏
300391,康跃科技,机械基件,山东
300326,凯利泰,医疗保健,上海
300281,金明精机,专用机械,广东
300264,佳创视讯,通信设备,深圳
300249,依米康,软件服务,四川
300032,金龙机电,元器件,浙江
300028,金亚科技,通信设备,四川
002832,比音勒芬,服饰,广东
002793,东音股份,专用机械,浙江
002748,世龙实业,化工原料,江西
002678,珠江钢琴,文教休闲,广东
002643,万润股份,化工原料,山东
002585,双星新材,塑料,江苏
002528,英飞拓,电脑设备,深圳
002487,大金重工,钢加工,辽宁
002469,三维工程,建筑施工,山东
002383,合众思壮,通信设备,北京
002361,神剑股份,化工原料,安徽
002323,*ST百特,建筑施工,江苏
002260,*ST德奥,航空,广东
002183,怡 亚 通,仓储物流,深圳
002181,粤 传 媒,出版业,广东
002165,红 宝 丽,化工原料,江苏
002135,东南网架,建筑施工,浙江
002091,江苏国泰,商贸代理,江苏
002025,航天电器,元器件,贵州
000931,中 关 村,生物制药,北京
000810,创维数字,家用电器,四川
000798,中水渔业,渔业,北京
000725,京东方Ａ,元器件,北京
000680,山推股份,工程机械,山东
000628,高新发展,园区开发,四川
000601,韶能股份,水力发电,广东
000593,大通燃气,供气供热,四川
000543,皖能电力,火力发电,安徽
000539,粤电力Ａ,火力发电,广东
000043,中航善达,房产服务,深圳
000029,深深房Ａ,区域地产,深圳
000025,特 力Ａ,汽车服务,深圳
601799,星宇股份,汽车配件,江苏
603165,荣晟环保,造纸,浙江
603685,晨丰科技,电气设备,浙江
002815,崇达技术,元器件,深圳
300635,达安股份,建筑施工,广东
600323,瀚蓝环境,水务,广东
600426,华鲁恒升,农药化肥,山东
600146,商赢环球,服饰,宁夏
600749,西藏旅游,旅游景点,西藏
300562,乐心医疗,医疗保健,广东
300353,东土科技,通信设备,北京
002690,美亚光电,专用机械,安徽
000779,三毛派神,纺织,甘肃
603239,浙江仙通,汽车配件,浙江
600637,东方明珠,影视音像,上海
600009,上海机场,机场,上海
002235,安妮股份,互联网,福建
603813,原尚股份,仓储物流,广东
600633,浙数文化,互联网,浙江
600377,宁沪高速,路桥,江苏
601900,南方传媒,出版业,广东
300200,高盟新材,化工原料,北京
002252,上海莱士,生物制药,上海
002411,延安必康,化学制药,陕西
000999,华润三九,中成药,深圳
600038,中直股份,航空,黑龙江
002061,浙江交科,化工原料,浙江
002795,永和智控,机械基件,浙江
600855,航天长峰,专用机械,北京
600093,易见股份,仓储物流,四川
002791,坚朗五金,其他建材,广东
000712,锦龙股份,证券,广东
300436,广生堂,化学制药,福建
300393,中来股份,塑料,江苏
300151,昌红科技,机械基件,深圳
002801,微光股份,电气设备,浙江
600360,华微电子,半导体,吉林
002823,凯中精密,机械基件,深圳
600814,杭州解百,百货,浙江
002221,东华能源,石油贸易,江苏
002688,金河生物,化学制药,内蒙
603085,天成自控,汽车配件,浙江
002531,天顺风能,电气设备,江苏
601677,明泰铝业,铝,河南
601177,杭齿前进,机械基件,浙江
300685,艾德生物,生物制药,福建
000419,通程控股,百货,湖南
600638,新黄浦,区域地产,上海
300196,长海股份,玻璃,江苏
000795,英洛华,矿物制品,山西
002063,远光软件,软件服务,广东
600651,飞乐音响,电器仪表,上海
000034,神州数码,综合类,深圳
600076,康欣新材,其他建材,山东
600936,广西广电,影视音像,广西
000975,银泰资源,铅锌,内蒙
300318,博晖创新,医疗保健,北京
002938,鹏鼎控股,元器件,深圳
300254,仟源医药,化学制药,山西
600655,豫园股份,百货,上海
300725,药石科技,化工原料,江苏
601012,隆基股份,半导体,陕西
300715,凯伦股份,其他建材,江苏
002913,奥士康,元器件,湖南
600107,美尔雅,服饰,湖北
000504,南华生物,环境保护,湖南
000997,新 大 陆,软件服务,福建
000652,泰达股份,批发业,天津
603337,杰克股份,纺织机械,浙江
001965,招商公路,路桥,天津
300315,掌趣科技,互联网,北京
000883,湖北能源,火力发电,湖北
002199,东晶电子,元器件,浙江
300686,智动力,元器件,深圳
601006,大秦铁路,铁路,山西
000963,华东医药,化学制药,浙江
002219,恒康医疗,中成药,甘肃
300156,神雾环保,环境保护,北京
603856,东宏股份,塑料,山东
300052,中青宝,互联网,深圳
600261,阳光照明,家用电器,浙江
603586,金麒麟,汽车配件,山东
600976,健民集团,中成药,湖北
000690,宝新能源,火力发电,广东
600891,ST秋林,百货,黑龙江
601100,恒立液压,工程机械,江苏
000998,隆平高科,种植业,湖南
300758,七彩化学,染料涂料,辽宁
300046,台基股份,半导体,湖北
002082,万邦德,铝,浙江
002026,山东威达,机械基件,山东
600579,天华院,化工机械,山东
600745,闻泰科技,通信设备,湖北
300595,欧普康视,医疗保健,安徽
603320,XD迪贝电,机械基件,浙江
600292,远达环保,环境保护,重庆
603315,福鞍股份,机械基件,辽宁
300030,阳普医疗,医疗保健,广东
600731,湖南海利,农药化肥,湖南
300171,东富龙,医疗保健,上海
600379,宝光股份,电气设备,陕西
300192,科斯伍德,染料涂料,江苏
600578,京能电力,火力发电,北京
000791,甘肃电投,水力发电,甘肃
600138,中青旅,旅游服务,北京
002220,天宝食品,食品,辽宁
300656,民德电子,电脑设备,深圳
600461,洪城水业,水务,江西
600487,亨通光电,通信设备,江苏
300652,雷迪克,汽车配件,浙江
600242,中昌数据,软件服务,广东
600559,老白干酒,白酒,河北
000695,滨海能源,供气供热,天津
603657,春光科技,塑料,浙江
002113,ST天润,互联网,湖南
002817,黄山胶囊,化学制药,安徽
603319,湘油泵,汽车配件,湖南
600630,龙头股份,纺织,上海
603099,长白山,旅游景点,吉林
002661,克明面业,食品,湖南
603228,景旺电子,元器件,深圳
601933,永辉超市,超市连锁,福建
002090,金智科技,软件服务,江苏
600858,银座股份,百货,山东
000899,赣能股份,火力发电,江西
002886,沃特股份,塑料,深圳
603757,大元泵业,专用机械,浙江
002597,金禾实业,化工原料,安徽
000929,兰州黄河,啤酒,甘肃
300718,长盛轴承,机械基件,浙江
600793,宜宾纸业,造纸,四川
000667,美好置业,全国地产,云南
603508,思维列控,软件服务,河南
601566,九牧王,服饰,福建
000835,长城动漫,影视音像,四川
601860,紫金银行,银行,江苏
600519,贵州茅台,白酒,贵州
002185,华天科技,半导体,甘肃
601555,东吴证券,证券,江苏
600171,上海贝岭,半导体,上海
002546,新联电子,电气设备,江苏
600358,国旅联合,旅游服务,江苏
002193,如意集团,纺织,山东
002014,永新股份,塑料,安徽
000856,冀东装备,机械基件,河北
002869,金溢科技,通信设备,深圳
600595,中孚实业,铝,河南
000897,*ST津滨,区域地产,天津
002790,瑞尔特,家居用品,福建
300355,蒙草生态,环境保护,内蒙
300431,暴风集团,互联网,北京
002841,视源股份,元器件,广东
603330,上海天洋,塑料,上海
603656,泰禾光电,专用机械,安徽
601952,苏垦农发,种植业,江苏
601200,上海环境,环境保护,上海
600979,广安爱众,水力发电,四川
603380,易德龙,元器件,江苏
600699,均胜电子,汽车配件,浙江
603129,春风动力,摩托车,浙江
000799,酒鬼酒,白酒,湖南
002350,北京科锐,电气设备,北京
002468,申通快递,仓储物流,浙江
002335,科华恒盛,电气设备,福建
603758,秦安股份,汽车配件,重庆
601718,际华集团,服饰,北京
002907,华森制药,化学制药,重庆
300185,通裕重工,工程机械,山东
603690,至纯科技,专用机械,上海
603456,九洲药业,化学制药,浙江
603266,天龙股份,塑料,浙江
300727,润禾材料,化工原料,浙江
002708,光洋股份,汽车配件,江苏
600458,时代新材,塑料,湖南
002038,双鹭药业,生物制药,北京
603825,华扬联众,互联网,北京
300602,飞荣达,元器件,深圳
000429,粤高速Ａ,路桥,广东
600287,江苏舜天,商贸代理,江苏
600221,海航控股,空运,海南
600320,振华重工,工程机械,上海
603080,新疆火炬,供气供热,新疆
000611,天首发展,纺织,内蒙
002192,融捷股份,专用机械,广东
002028,思源电气,电气设备,上海
300523,辰安科技,软件服务,北京
002393,力生制药,化学制药,天津
002929,润建通信,通信设备,广西
600125,铁龙物流,铁路,辽宁
000558,莱茵体育,文教休闲,浙江
600382,广东明珠,商贸代理,广东
600548,深高速,路桥,深圳
601229,上海银行,银行,上海
002115,三维通信,通信设备,浙江
600780,通宝能源,火力发电,山西
600719,大连热电,供气供热,辽宁
600866,星湖科技,食品,广东
600707,彩虹股份,元器件,陕西
600282,南钢股份,普钢,江苏
002695,煌上煌,食品,江西
002261,拓维信息,互联网,湖南
002209,达 意 隆,轻工机械,广东
601099,太平洋,证券,云南
002774,快意电梯,运输设备,广东
603043,广州酒家,食品,广东
603179,新泉股份,汽车配件,江苏
601158,重庆水务,水务,重庆
002156,通富微电,半导体,江苏
002857,三晖电气,电器仪表,河南
603136,天目湖,旅游景点,江苏
600616,金枫酒业,红黄药酒,上海
002318,久立特材,特种钢,浙江
603968,醋化股份,化工原料,江苏
002444,巨星科技,轻工机械,浙江
002098,浔兴股份,服饰,福建
002856,美芝股份,装修装饰,深圳
002218,拓日新能,半导体,深圳
300457,赢合科技,专用机械,深圳
603858,步长制药,中成药,山东
603600,永艺股份,家居用品,浙江
002362,汉王科技,电脑设备,北京
002325,洪涛股份,装修装饰,深圳
603789,星光农机,农用机械,浙江
600887,伊利股份,乳制品,内蒙
300511,雪榕生物,种植业,上海
603326,我乐家居,家居用品,江苏
600208,新湖中宝,全国地产,浙江
000977,浪潮信息,电脑设备,山东
600436,片仔癀,中成药,福建
000858,五 粮 液,白酒,四川
002603,以岭药业,中成药,河北
600663,陆家嘴,园区开发,上海
300502,新易盛,通信设备,四川
300667,必创科技,电器仪表,北京
300505,川金诺,化工原料,云南
000423,东阿阿胶,中成药,山东
002586,围海股份,建筑施工,浙江
600893,航发动力,航空,陕西
300599,雄塑科技,塑料,广东
300577,开润股份,纺织,安徽
002020,京新药业,化学制药,浙江
000985,大庆华科,化工原料,黑龙江
600900,长江电力,水力发电,北京
603308,应流股份,专用机械,安徽
603997,继峰股份,汽车配件,浙江
300402,宝色股份,专用机械,江苏
300112,万讯自控,电器仪表,深圳
002339,积成电子,电气设备,山东
600674,川投能源,水力发电,四川
300215,电科院,电气设备,江苏
300180,华峰超纤,化纤,上海
603826,坤彩科技,染料涂料,福建
300039,上海凯宝,中成药,上海
601368,绿城水务,水务,广西
300756,中山金马,专用机械,广东
000659,珠海中富,广告包装,广东
000756,新华制药,化学制药,山东
300072,三聚环保,环境保护,北京
600350,山东高速,路桥,山东
000058,深 赛 格,元器件,深圳
600506,香梨股份,种植业,新疆
300301,长方集团,半导体,深圳
002896,中大力德,机械基件,浙江
000903,云内动力,机械基件,云南
600671,天目药业,中成药,浙江
600626,申达股份,纺织,上海
002559,亚威股份,机床制造,江苏
603878,武进不锈,钢加工,江苏
603316,诚邦股份,建筑施工,浙江
600137,浪莎股份,服饰,四川
600159,大龙地产,区域地产,北京
002532,新界泵业,农用机械,浙江
600444,国机通用,塑料,安徽
002380,科远股份,电气设备,江苏
002899,英派斯,文教休闲,山东
600122,宏图高科,其他商业,江苏
300279,和晶科技,元器件,江苏
002497,雅化集团,化工原料,四川
600206,有研新材,半导体,北京
002623,亚玛顿,玻璃,江苏
002883,中设股份,建筑施工,江苏
000619,海螺型材,其他建材,安徽
600507,方大特钢,特种钢,江西
000788,北大医药,化学制药,重庆
300370,安控科技,电器仪表,北京
000668,荣丰控股,区域地产,上海
603015,弘讯科技,电气设备,浙江
300382,斯莱克,专用机械,江苏
603386,广东骏亚,元器件,广东
002013,中航机电,航空,湖北
600838,上海九百,百货,上海
600265,ST景谷,林业,云南
600903,贵州燃气,供气供热,贵州
603023,威帝股份,汽车配件,黑龙江
600269,赣粤高速,路桥,江西
601007,金陵饭店,酒店餐饮,江苏
002833,弘亚数控,专用机械,广东
300658,延江股份,纺织,福建
002069,獐子岛,渔业,辽宁
603655,朗博科技,汽车配件,江苏
002564,天沃科技,化工机械,江苏
002849,威星智能,电器仪表,浙江
000923,河北宣工,铜,河北
600661,昂立教育,文教休闲,上海
300410,正业科技,电器仪表,广东
600695,绿庭投资,多元金融,上海
600256,广汇能源,石油开采,新疆
002658,雪迪龙,环境保护,北京
000918,嘉凯城,全国地产,浙江
002694,顾地科技,塑料,湖北
002620,瑞和股份,装修装饰,深圳
002402,和而泰,元器件,深圳
300739,明阳电路,元器件,深圳
600520,文一科技,机械基件,安徽
300018,中元股份,电气设备,湖北
000793,华闻传媒,出版业,海南
002887,绿茵生态,环境保护,天津
600236,桂冠电力,水力发电,广西
600817,ST宏盛,多元金融,陕西
600724,宁波富达,区域地产,浙江
002909,集泰股份,化工原料,广东
600058,五矿发展,商贸代理,北京
300640,德艺文创,文教休闲,福建
300623,捷捷微电,半导体,江苏
002462,嘉事堂,医药商业,北京
603017,中衡设计,建筑施工,江苏
300460,惠伦晶体,元器件,广东
002809,红墙股份,化工原料,广东
300620,光库科技,元器件,广东
002253,川大智胜,软件服务,四川
002180,纳思达,电脑设备,广东
603985,恒润股份,机械基件,江苏
603223,恒通股份,供气供热,山东
600083,博信股份,建筑施工,江苏
600089,特变电工,电气设备,新疆
002443,金洲管道,钢加工,浙江
300570,太辰光,元器件,深圳
600535,天士力,中成药,天津
000012,南 玻Ａ,玻璃,深圳
600327,大东方,百货,江苏
603730,岱美股份,汽车配件,上海
002734,利民股份,农药化肥,江苏
601106,中国一重,工程机械,黑龙江
002104,恒宝股份,元器件,江苏
600271,航天信息,电脑设备,北京
300699,光威复材,化工原料,山东
002049,紫光国微,元器件,河北
603178,圣龙股份,汽车配件,浙江
000768,中航飞机,航空,陕西
603041,美思德,化工原料,江苏
603398,邦宝益智,文教休闲,广东
300277,海联讯,软件服务,深圳
300305,裕兴股份,塑料,江苏
600717,天津港,港口,天津
000407,胜利股份,供气供热,山东
603639,海利尔,农药化肥,山东
603966,法兰泰克,机械基件,江苏
601086,国芳集团,百货,甘肃
300557,理工光科,电器仪表,湖北
000738,航发控制,航空,江苏
002675,东诚药业,化学制药,山东
600469,风神股份,汽车配件,河南
000027,深圳能源,火力发电,深圳
300488,恒锋工具,机械基件,浙江
603258,电魂网络,互联网,浙江
603877,太平鸟,服饰,浙江
300286,安科瑞,电器仪表,上海
300731,科创新源,橡胶,深圳
600388,龙净环保,环境保护,福建
002880,卫光生物,生物制药,深圳
300131,英唐智控,元器件,深圳
601139,深圳燃气,供气供热,深圳
603737,三棵树,染料涂料,福建
300669,沪宁股份,机械基件,浙江
601162,天风证券,证券,湖北
603283,赛腾股份,专用机械,江苏
002927,泰永长征,电气设备,贵州
601888,中国国旅,旅游服务,北京
603616,韩建河山,其他建材,北京
600333,长春燃气,供气供热,吉林
603887,城地股份,建筑施工,上海
300701,森霸传感,元器件,河南
603939,益丰药房,医药商业,湖南
600798,宁波海运,水运,浙江
600493,凤竹纺织,纺织,福建
000028,国药一致,医药商业,深圳
002263,*ST东南,塑料,浙江
603198,迎驾贡酒,白酒,安徽
601333,广深铁路,铁路,深圳
002395,双象股份,塑料,江苏
002884,凌霄泵业,专用机械,广东
603127,昭衍新药,医疗保健,北京
601899,紫金矿业,黄金,福建
002493,荣盛石化,化纤,浙江
300293,蓝英装备,专用机械,辽宁
002540,亚太科技,铝,江苏
600587,新华医疗,医疗保健,山东
603808,歌力思,服饰,深圳
002294,信立泰,化学制药,深圳
600545,卓郎智能,纺织机械,新疆
002893,华通热力,供气供热,北京
000949,新乡化纤,化纤,河南
603121,华培动力,汽车配件,上海
600589,广东榕泰,塑料,广东
600177,雅戈尔,服饰,浙江
600366,宁波韵升,电器仪表,浙江
600252,中恒集团,中成药,广西
600770,综艺股份,综合类,江苏
300202,聚龙股份,专用机械,辽宁
603321,梅轮电梯,运输设备,浙江
000532,华金资本,元器件,广东
300177,中海达,通信设备,广东
300463,迈克生物,医疗保健,四川
002301,齐心集团,文教休闲,深圳
002958,青农商行,银行,山东
300273,和佳股份,医疗保健,广东
300381,溢多利,生物制药,广东
300470,日机密封,机械基件,四川
002776,柏堡龙,服饰,广东
600628,新世界,百货,上海
000819,岳阳兴长,石油加工,湖南
002356,赫美集团,其他商业,深圳
600728,佳都科技,软件服务,广东
603505,金石资源,矿物制品,浙江
002864,盘龙药业,中成药,陕西
600385,山东金泰,黄金,山东
600760,中航沈飞,航空,山东
600765,中航重机,机械基件,贵州
601901,方正证券,证券,湖南
300214,日科化学,化工原料,山东
000021,深科技,电脑设备,深圳
002186,全 聚 德,酒店餐饮,北京
600098,广州发展,火力发电,广东
603630,拉芳家化,日用化工,广东
000848,承德露露,软饮料,河北
300627,华测导航,通信设备,上海
603188,亚邦股份,染料涂料,江苏
300405,科隆股份,化工原料,辽宁
002071,长城影视,影视音像,江苏
000726,鲁 泰Ａ,纺织,山东
002552,宝鼎科技,机械基件,浙江
000973,佛塑科技,塑料,广东
300735,光弘科技,通信设备,广东
600736,苏州高新,园区开发,江苏
600588,用友网络,软件服务,北京
002212,南洋股份,电气设备,广东
002862,实丰文化,文教休闲,广东
002446,盛路通信,通信设备,广东
300054,鼎龙股份,化工原料,湖北
603787,新日股份,摩托车,江苏
600008,首创股份,环境保护,北京
002213,特 尔 佳,汽车配件,深圳
603359,东珠生态,建筑施工,江苏
601018,宁波港,港口,浙江
603218,日月股份,工程机械,浙江
300149,量子生物,食品,广东
002755,奥赛康,化学制药,北京
000020,深华发Ａ,元器件,深圳
601990,南京证券,证券,江苏
300736,百邦科技,通信设备,北京
002345,潮宏基,服饰,广东
603331,百达精工,专用机械,浙江
600056,中国医药,医药商业,北京
300363,博腾股份,化学制药,重庆
300653,正海生物,医疗保健,山东
002349,精华制药,中成药,江苏
600467,好当家,渔业,山东
300044,赛为智能,软件服务,深圳
300591,万里马,服饰,广东
000061,农 产 品,农业综合,深圳
300713,英可瑞,电气设备,深圳
300218,安利股份,塑料,安徽
300261,雅本化学,农药化肥,江苏
600528,中铁工业,建筑施工,北京
002392,北京利尔,其他建材,北京
002401,中远海科,软件服务,上海
600039,四川路桥,建筑施工,四川
002044,美年健康,医疗保健,江苏
603416,信捷电气,电气设备,江苏
600779,水井坊,白酒,四川
600386,北巴传媒,公共交通,北京
603919,金徽酒,白酒,甘肃
300716,国立科技,塑料,广东
601375,中原证券,证券,河南
600982,宁波热电,供气供热,浙江
300079,数码科技,通信设备,北京
300119,瑞普生物,生物制药,天津
300284,苏交科,建筑施工,江苏
000685,中山公用,水务,广东
002855,捷荣技术,塑料,广东
600967,内蒙一机,运输设备,内蒙
002885,京泉华,元器件,深圳
600429,三元股份,乳制品,北京
002145,中核钛白,化工原料,甘肃
000615,京汉股份,全国地产,湖北
002943,宇晶股份,机床制造,湖南
002410,广联达,软件服务,北京
002216,三全食品,食品,河南
600933,爱柯迪,汽车配件,浙江
600359,新农开发,农业综合,新疆
600203,福日电子,元器件,福建
600113,浙江东日,区域地产,浙江
000026,飞亚达Ａ,其他商业,深圳
002483,润邦股份,工程机械,江苏
603203,快克股份,专用机械,江苏
603728,鸣志电器,电气设备,上海
601038,一拖股份,农用机械,河南
600590,泰豪科技,电气设备,江西
002037,久联发展,化工原料,贵州
002916,深南电路,元器件,深圳
300455,康拓红外,运输设备,北京
300705,九典制药,化学制药,湖南
600694,大商股份,百货,辽宁
600361,华联综超,超市连锁,北京
000698,沈阳化工,化工原料,辽宁
002788,鹭燕医药,医药商业,福建
300117,嘉寓股份,装修装饰,北京
002376,新北洋,电脑设备,山东
600070,浙江富润,纺织,浙江
300693,盛弘股份,电气设备,深圳
603501,韦尔股份,半导体,上海
600322,天房发展,区域地产,天津
300111,向日葵,半导体,浙江
000826,启迪桑德,环境保护,湖北
600035,楚天高速,路桥,湖北
000037,深南电A,火力发电,深圳
002344,海宁皮城,商品城,浙江
002632,道明光学,化工原料,浙江
600673,东阳光,铝,广东
600764,中国海防,通信设备,北京
002939,长城证券,证券,深圳
601137,博威合金,铜,浙江
600636,三爱富,化工原料,上海
002084,海鸥住工,家居用品,广东
600785,新华百货,百货,宁夏
603665,康隆达,纺织,浙江
002331,皖通科技,软件服务,安徽
603603,博天环境,环境保护,北京
600857,宁波中百,百货,浙江
002286,保龄宝,食品,山东
002772,众兴菌业,种植业,甘肃
002096,南岭民爆,化工原料,湖南
002275,桂林三金,中成药,广西
300517,海波重科,建筑施工,湖北
600285,羚锐制药,中成药,河南
600795,国电电力,火力发电,辽宁
601882,海天精工,机床制造,浙江
300137,先河环保,环境保护,河北
002945,华林证券,证券,西藏
002613,北玻股份,专用机械,河南
300255,常山药业,生物制药,河北
002466,天齐锂业,小金属,四川
300569,天能重工,专用机械,山东
002214,大立科技,电器仪表,浙江
603177,德创环保,环境保护,浙江
601311,骆驼股份,电气设备,湖北
603078,江化微,化工原料,江苏
601188,龙江交通,路桥,黑龙江
300026,红日药业,中成药,天津
002047,宝鹰股份,装修装饰,深圳
603766,隆鑫通用,摩托车,重庆
300425,环能科技,环境保护,四川
603269,海鸥股份,机械基件,江苏
603011,合锻智能,机床制造,安徽
000727,华东科技,元器件,江苏
600600,青岛啤酒,啤酒,山东
603726,朗迪集团,机械基件,浙江
002077,大港股份,区域地产,江苏
300681,英搏尔,元器件,广东
603138,海量数据,软件服务,北京
002543,万和电气,家用电器,广东
002829,星网宇达,通信设备,北京
002511,中顺洁柔,造纸,广东
002901,大博医疗,医疗保健,福建
603069,海汽集团,公路,海南
603916,苏博特,化工原料,江苏
300078,思创医惠,元器件,浙江
603678,火炬电子,元器件,福建
300252,金信诺,电气设备,深圳
002647,仁东控股,多元金融,浙江
002175,东方网络,电器仪表,广西
000678,襄阳轴承,机械基件,湖北
300124,汇川技术,电器仪表,深圳
300749,顶固集创,家居用品,广东
600811,东方集团,综合类,黑龙江
300666,江丰电子,元器件,浙江
603226,菲林格尔,家居用品,上海
603000,人民网,互联网,北京
000563,陕国投Ａ,多元金融,陕西
002500,山西证券,证券,山西
002486,嘉麟杰,服饰,上海
002711,欧浦智网,仓储物流,广东
002384,东山精密,通信设备,江苏
300522,世名科技,染料涂料,江苏
002417,深南股份,多元金融,江苏
300762,上海瀚讯,通信设备,上海
300101,振芯科技,通信设备,四川
600681,百川能源,供气供热,湖北
300650,太龙照明,电气设备,福建
000736,中交地产,全国地产,重庆
300148,天舟文化,出版业,湖南
002933,新兴装备,航空,北京
002557,洽洽食品,食品,安徽
300206,理邦仪器,医疗保健,深圳
300673,佩蒂股份,饲料,浙江
000403,振兴生化,生物制药,山西
600605,汇通能源,商贸代理,上海
002596,海南瑞泽,其他建材,海南
603033,三维股份,橡胶,浙江
300327,中颖电子,半导体,上海
600061,国投资本,证券,上海
600463,空港股份,园区开发,北京
002545,东方铁塔,钢加工,山东
002615,哈尔斯,家居用品,浙江
002767,先锋电子,电器仪表,浙江
300657,弘信电子,元器件,福建
603706,东方环宇,供气供热,新疆
000828,东莞控股,路桥,广东
002523,天桥起重,工程机械,湖南
002416,爱施德,电器连锁,深圳
000718,苏宁环球,区域地产,吉林
002173,创新医疗,医疗保健,浙江
600284,浦东建设,建筑施工,上海
601390,中国中铁,建筑施工,北京
002848,高斯贝尔,通信设备,湖南
002541,鸿路钢构,钢加工,安徽
300689,澄天伟业,元器件,深圳
600551,时代出版,出版业,安徽
300154,瑞凌股份,元器件,深圳
002040,南 京 港,港口,江苏
000545,金浦钛业,化工原料,吉林
000598,兴蓉环境,水务,四川
300530,达志科技,化工原料,广东
300329,海伦钢琴,文教休闲,浙江
600309,万华化学,化工原料,山东
600582,天地科技,工程机械,北京
600023,浙能电力,火力发电,浙江
000400,许继电气,电气设备,河南
603031,安德利,百货,安徽
002338,奥普光电,电器仪表,吉林
600234,ST山水,文教休闲,山西
600007,中国国贸,园区开发,北京
300274,阳光电源,电气设备,安徽
002722,金轮股份,纺织机械,江苏
300741,华宝股份,食品,西藏
300041,回天新材,化工原料,湖北
600726,华电能源,火力发电,黑龙江
600212,江泉实业,综合类,山东
600367,红星发展,化工原料,贵州
002251,步 步 高,超市连锁,湖南
002132,恒星科技,钢加工,河南
600739,辽宁成大,商贸代理,辽宁
300144,宋城演艺,旅游景点,浙江
603901,永创智能,专用机械,浙江
300019,硅宝科技,化工原料,四川
002534,杭锅股份,专用机械,浙江
000898,鞍钢股份,普钢,辽宁
002802,洪汇新材,化工原料,江苏
002551,尚荣医疗,医疗保健,深圳
002808,恒久科技,元器件,江苏
601019,山东出版,出版业,山东
600307,酒钢宏兴,普钢,甘肃
002579,中京电子,元器件,广东
603990,麦迪科技,软件服务,江苏
603725,天安新材,塑料,广东
600819,耀皮玻璃,玻璃,上海
000950,重药控股,医药商业,重庆
603259,药明康德,化学制药,江苏
600808,马钢股份,普钢,安徽
600415,小商品城,商品城,浙江
600306,商业城,百货,辽宁
002093,国脉科技,电信运营,福建
002889,东方嘉盛,仓储物流,深圳
601028,玉龙股份,钢加工,江苏
