date,code,name,weight
str,002444,巨星科技,0.17
str,002463,沪电股份,0.12
str,002465,海格通信,0.36
str,002477,雏鹰农牧,0.18
str,002479,富春环保,0.07
str,002482,广田集团,0.1
str,002489,浙江永强,0.11
str,002491,通鼎互联,0.24
str,002503,搜于特,0.12
str,002505,大康农业,0.17
str,002506,协鑫集成,0.27
str,002509,天广中茂,0.12
str,002512,达华智能,0.18
str,002517,恺英网络,0.22
str,002544,杰赛科技,0.13
str,002563,森马服饰,0.22
str,002573,清新环境,0.21
str,002583,海能达,0.21
str,002588,史丹利,0.08
str,002589,瑞康医药,0.4
str,002600,领益智造,0.2
str,002603,以岭药业,0.24
str,002635,安洁科技,0.14
str,002640,跨境通,0.26
str,002642,荣之联,0.1
str,002657,中科金财,0.12
str,002663,普邦股份,0.09
str,002665,首航节能,0.17
str,002670,国盛金控,0.24
str,002672,东江环保,0.18
str,002681,奋达科技,0.11
str,002690,美亚光电,0.18
str,002699,美盛文化,0.19
str,002701,奥瑞金,0.18
str,002707,众信旅游,0.14
str,002709,天赐材料,0.18
str,002745,木林森,0.19
str,002807,江阴银行,0.14
str,002815,崇达技术,0.11
str,002818,富森美,0.1
str,002831,裕同科技,0.17
str,002839,张家港行,0.16
str,002841,视源股份,0.1
str,002916,深南电路,0.15
str,002920,德赛西威,0.09
str,300001,特锐德,0.16
str,300002,神州泰岳,0.16
str,300010,立思辰,0.24
str,300026,红日药业,0.19
str,300032,金龙机电,0.08
str,300039,上海凯宝,0.11
str,300043,星辉娱乐,0.07
str,300055,万邦达,0.2
str,300058,蓝色光标,0.21
str,300088,长信科技,0.3
str,300113,顺网科技,0.2
str,300115,长盈精密,0.2
str,300116,坚瑞沃能,0.08
str,300133,华策影视,0.21
str,300134,大富科技,0.1
str,300146,汤臣倍健,0.41
str,300156,神雾环保,0.11
str,300159,新研股份,0.18
str,300166,东方国信,0.3
str,300182,捷成股份,0.27
str,300197,铁汉生态,0.21
str,300199,翰宇药业,0.19
str,300202,聚龙股份,0.08
str,300244,迪安诊断,0.15
str,300253,卫宁健康,0.39
str,300257,开山股份,0.15
str,300266,兴源环境,0.35
str,300273,和佳股份,0.11
str,300274,阳光电源,0.26
str,300287,飞利信,0.23
str,300291,华录百纳,0.08
str,300297,蓝盾股份,0.13
str,300308,中际旭创,0.16
str,300315,掌趣科技,0.32
str,300324,旋极信息,0.28
str,300376,易事特,0.14
str,300383,光环新网,0.38
str,300418,昆仑万维,0.31
