数据由邢不行整理，对数据字段有疑问的，可以直接微信私信邢不行，微信号：xbx297
市场类型,日期,当日资金流入,当日余额,历史累计净买额,当日成交净买额,买入成交额,卖出成交额,领涨股_股票代码,领涨股_股票名称,领涨股_涨跌幅,深证指数_点数,深证指数_涨跌幅
深股通,2019-07-08,-868.57,52868.57,311409.0,-990.949999999999,8016.51,9007.46,sz300429,强力新材,0.1,9186.29,-0.0272078803628422
深股通,2019-07-05,672.0,51328.0,312399.95,551.79,7599.69,7047.9,sz002626,金达威,0.100398,9443.22,0.00799718198605938
深股通,2019-07-04,145.339999999997,51854.66,311848.16,35.4899999999998,8801.39,8765.9,sz000738,中航动控,0.1,9368.3,-0.00547143051262026
深股通,2019-07-03,-403.629999999997,52403.63,311812.67,-504.43,9246.9,9751.33,sz300527,华舟应急,0.1,9419.84,-0.0131663859066871
深股通,2019-07-02,1769.42,50230.58,312317.1,1628.18,12818.45,11190.27,sz300527,华舟应急,0.10026600000000001,9545.52,0.00158019654875015
深股通,2019-06-27,3042.95,48957.05,310688.92,2905.07,10192.79,7287.72,sz300324,旋极信息,0.100733,9239.48,0.0128310110354368
深股通,2019-06-26,-137.330000000002,52137.33,307783.85,-252.95,6314.46,6567.41,sz300347,泰格医药,0.100029,9122.43,0.000474879635011672
深股通,2019-06-25,-798.540000000001,52798.54,308036.8,-906.120000000001,7994.08,8900.2,sz002939,长城证券,0.10020300000000001,9118.1,-0.0102061197639632
深股通,2019-06-24,-1028.1,53028.1,308942.92,-1153.14,8215.02,9368.16,sz300748,金力永磁,0.100016,9212.12,-0.000233333731266789
深股通,2019-06-21,4057.0,47943.0,310096.06,3608.14,15754.85,12146.71,sz300113,顺网科技,0.100132,9214.27,0.00868203035371817
深股通,2019-06-20,3794.48,48205.52,306487.92,3650.47,13352.2,9701.73,sz002002,鸿达兴业,0.09965,9134.96,0.0234412199338317
深股通,2019-06-19,2916.0,49084.0,302837.45,2831.23,10692.42,7861.19,sz002938,鹏鼎控股,0.09996100000000001,8925.73,0.0137898213604231
深股通,2019-06-18,736.610000000001,51263.39,300006.22,617.240000000001,6786.47,6169.23,sz002157,正邦科技,0.100115,8804.32,0.00267057820010989
深股通,2019-06-17,86.8899999999994,51913.11,299388.98,-33.79,6933.3,6967.09,sz002437,誉衡药业,0.100529,8780.87,-0.00332117687253178
深股通,2019-06-14,-1203.0,53203.0,299422.77,-1608.04,9186.52,10794.56,sz002002,鸿达兴业,0.078203,8810.13,-0.015804978098912
深股通,2019-06-13,39.6900000000023,51960.31,301030.81,-55.3000000000002,7765.98,7821.28,sz002498,汉缆股份,0.101754,8951.61,-0.00034730287490829
深股通,2019-06-12,141.5,51858.5,301086.11,-181.33,8747.43,8928.76,sz300339,润和软件,0.09975099999999999,8954.72,-0.009178250588924
深股通,2019-06-11,3380.94,48619.06,301267.44,3171.37,12251.24,9079.87,sz002310,东方园林,0.100569,9037.67,0.0374067786298796
深股通,2019-06-10,3096.37,48903.63,298096.07,2939.29,10064.07,7124.78,sz002123,梦网荣信,0.100382,8711.79,0.0147758749624343
深股通,2019-06-06,-309.169999999998,52309.17,295156.78,-421.679999999999,7928.53,8350.21,sz002056,横店东磁,0.049664,8584.94,-0.0184208871433389
深股通,2019-06-05,860.870000000003,51139.13,295578.46,781.6,9136.07,8354.47,sz002093,国脉科技,0.10022299999999999,8746.05,-0.000253764458573085
深股通,2019-06-04,36.0800000000017,51963.92,294796.86,-74.4100000000017,9073.13,9147.54,sz002093,国脉科技,0.10049,8748.27,-0.0122750505532917
深股通,2019-06-03,622.07,51377.93,294871.27,503.559999999999,9578.4,9074.84,sz002503,搜于特,0.10059200000000001,8856.99,-0.00736325032025104
深股通,2019-05-31,55.0,51945.0,294367.71,-41.4899999999998,8211.99,8253.48,sz002310,东方园林,0.100791,8922.69,-0.00231009632855696
深股通,2019-05-30,-708.860000000001,52708.86,294409.2,-847.73,8315.25,9162.98,sz300054,鼎龙股份,0.10023,8943.35,-0.00743699474826757
深股通,2019-05-29,-352.389999999999,52352.39,295256.93,-472.54,8074.45,8546.99,sz002503,搜于特,0.101754,9010.36,-0.00280332769273845
深股通,2019-05-28,1558.9,50441.1,295729.47,889.619999999999,15298.9,14409.28,sz002503,搜于特,0.100386,9035.69,0.00622060773979024
深股通,2019-05-27,-619.489999999998,52619.49,294839.85,-790.639999999999,9442.32,10232.96,sz002437,誉衡药业,0.100817,8979.83,0.0231360739771009
深股通,2019-05-24,-1652.0,53652.0,295630.49,-1742.55,7990.14,9732.69,sz300010,立思辰,0.099741,8776.77,-0.00371870008956212
深股通,2019-05-23,-2528.15,54528.15,297373.04,-2631.81,8573.91,11205.72,sz002156,通富微电,0.054957000000000006,8809.53,-0.0256259664071883
深股通,2019-05-22,-3143.21,55143.21,300004.85,-3270.05,8987.84,12257.89,sz002596,海南瑞泽,0.10062099999999999,9041.22,-0.00509489937848842
深股通,2019-05-21,-1543.32,53543.32,303274.9,-1654.54,8956.25,10610.79,sz000650,仁和药业,0.100565,9087.52,0.0192247516013149
深股通,2019-05-20,-794.949999999997,52794.95,304929.44,-948.799999999999,11120.12,12068.92,sz002436,兴森科技,0.100569,8916.11,-0.0093420250016944
深股通,2019-05-17,-1950.0,53950.0,305878.24,-2101.18,11121.72,13222.9,sz002436,兴森科技,0.10020899999999999,9000.19,-0.0315420108206754
深股通,2019-05-16,-586.089999999997,52586.09,307979.42,-801.26,10155.43,10956.69,sz000758,中色股份,0.101149,9293.32,0.0037034116964735
深股通,2019-05-15,783.620000000003,51216.38,308780.68,567.25,11064.37,10497.12,sz000650,仁和药业,0.10046200000000001,9259.03,0.0244148274687001
深股通,2019-05-14,-3588.53,55588.53,308213.43,-3737.46,12161.64,15899.1,sz000062,深圳华强,0.06872600000000001,9038.36,-0.00714022075365579
深股通,2019-05-09,-1194.98,53194.98,311950.89,-1327.08,10755.72,12082.8,sz000876,新希望,0.100275,8877.31,-0.0139094232399116
深股通,2019-05-08,412.279999999999,51587.72,313277.97,289.110000000001,11896.01,11606.9,sz000930,中粮生化,0.10025700000000001,9002.53,-0.00956382447362093
深股通,2019-05-07,1236.59,50763.41,312988.86,1070.25,15636.75,14566.5,sz002600,江粉磁材,0.10037900000000001,9089.46,0.0163179598189526
深股通,2019-05-06,-2116.04,54116.04,311918.61,-2199.12,14893.76,17092.88,sz002505,大康农业,0.081448,8943.52,-0.0755602597748935
深股通,2019-04-30,90.9300000000003,51909.07,314117.73,-83.0100000000002,12300.81,12383.82,sz002437,誉衡药业,0.100962,9674.53,0.00540816358343847
深股通,2019-04-29,955.209999999999,51044.79,314200.74,713.610000000001,14111.58,13397.97,sz002127,南极电商,0.1,9622.49,-0.0161878042945274
深股通,2019-04-26,1003.0,50997.0,313487.13,804.709999999999,14693.49,13888.78,sz300146,汤臣倍健,0.099949,9780.82,-0.0127982300491946
深股通,2019-04-25,-899.959999999999,52899.96,312682.42,-1088.24,12895.03,13983.27,sz300058,蓝色光标,0.10037900000000001,9907.62,-0.0321064215773909
深股通,2019-04-24,-983.190000000002,52983.19,313770.66,-1237.72,12697.43,13935.15,sz002157,正邦科技,0.100239,10236.27,0.0110235800510833
深股通,2019-04-23,-2697.64,54697.64,315008.38,-2909.3,15098.94,18008.24,sz002600,江粉磁材,0.099842,10124.66,-0.00974637897325097
深股通,2019-04-17,-1419.93,53419.93,317917.68,-1600.49,13352.81,14953.3,sz002390,信邦制药,0.100855,10344.43,0.00552021649280116
深股通,2019-04-16,1887.82,50112.18,319518.17,1613.88,15583.24,13969.36,sz300072,三聚环保,0.10009900000000001,10287.64,0.0232629384429307
深股通,2019-04-15,-1095.11,53095.11,317904.29,-1318.12,13127.77,14445.89,sz000800,一汽轿车,0.100216,10053.76,-0.00775536549306477
深股通,2019-04-12,-208.0,52208.0,319222.41,-448.959999999999,12329.35,12778.31,sz002458,益生股份,0.100171,10132.34,-0.00256536462435024
深股通,2019-04-11,-2215.4,54215.4,319671.37,-2416.59,14205.49,16622.08,sz002064,华峰氨纶,0.074074,10158.4,-0.026514411005953
深股通,2019-04-10,-2775.01,54775.01,322087.96,-3006.17,15596.11,18602.28,sz002237,恒邦股份,0.100096,10435.08,-0.000147557350943205
深股通,2019-04-09,353.599999999999,51646.4,325094.13,-830.35,14211.49,15041.84,sz002506,协鑫集成,0.10073,10436.62,0.00818692661325925
深股通,2019-04-08,-2109.23,54109.23,325924.48,-2384.01,15917.68,18301.69,sz000717,韶钢松山,0.100671,10351.87,-0.00613779066418311
深股通,2019-04-04,-1141.56,53141.56,328308.49,-1364.57,14511.68,15876.25,sz000729,燕京啤酒,0.100413,10415.8,0.00728107221017136
深股通,2019-04-03,1442.27,50557.73,329673.06,1174.46,13912.53,12738.07,sz002183,怡亚通,0.10068300000000001,10340.51,0.00781161674639093
深股通,2019-04-02,-230.309999999998,52230.31,328498.6,-419.440000000001,14278.56,14698.0,sz002506,协鑫集成,0.100548,10260.36,-0.000714863114426809
深股通,2019-04-01,3124.48,48875.52,328918.04,2855.94,18419.42,15563.48,sz000060,中金岭南,0.10099000000000001,10267.7,0.0364232461143087
深股通,2019-03-29,4667.0,47333.0,326062.1,4403.77,16629.1,12225.33,sz000031,中粮地产,0.100671,9906.86,0.0377467786657114
深股通,2019-03-28,-232.099999999999,52232.1,321658.33,-402.109999999999,11125.7,11527.81,sz002489,浙江永强,0.10027900000000001,9546.51,-0.00654876871076778
深股通,2019-03-27,-493.839999999997,52493.84,322060.44,-675.139999999999,10664.58,11339.72,sz002249,大洋电机,0.100569,9609.44,0.0101377062966467
深股通,2019-03-26,138.889999999999,51861.11,322735.58,-0.579999999999927,12087.01,12087.59,sz002266,浙富控股,0.1,9513.0,-0.0194501994495811
深股通,2019-03-25,-3081.49,55081.49,322736.16,-3258.05,10533.94,13791.99,sz002437,誉衡药业,0.1,9701.7,-0.0179690299436594
深股通,2019-03-22,-1023.0,53023.0,325994.21,-1247.72,10653.23,11900.95,sz000021,深科技,0.10054600000000001,9879.22,0.000954426634784907
深股通,2019-03-21,227.910000000003,51772.09,327241.93,6.79999999999927,11220.58,11213.78,sz300182,捷成股份,0.100486,9869.8,0.00706079219639603
深股通,2019-03-20,-841.379999999997,52841.38,327235.13,-999.4,11973.36,12972.76,sz000517,荣安地产,0.100649,9800.6,-0.00397774737950387
深股通,2019-03-19,-1427.37,53427.37,328234.53,-1576.52,11942.86,13519.38,sz002292,奥飞娱乐,0.100473,9839.74,-0.000374869329085543
深股通,2019-03-18,377.75,51622.25,329811.05,121.73,13373.84,13252.11,sz002302,西部建设,0.10024200000000001,9843.43,0.0306673758761284
深股通,2019-03-15,468.0,51532.0,329689.32,279.449999999999,12861.07,12581.62,sz000016,深康佳A,0.100642,9550.54,0.0140805888342768
深股通,2019-03-14,1393.13,50606.87,329409.87,1235.68,13220.13,11984.45,sz000990,诚志股份,0.100121,9417.93,-0.0181535561704159
深股通,2019-03-13,-1719.63,53719.63,328174.19,-1842.45,13412.84,15255.29,sz000839,中信国安,0.10081300000000001,9592.06,-0.02531998000252
深股通,2019-03-12,394.669999999998,51605.33,330016.64,261.629999999999,14972.92,14711.29,sz002421,达实智能,0.100952,9841.24,0.0141081352344778
深股通,2019-03-11,-1018.58,53018.58,329755.01,-1179.76,12289.01,13468.77,sz002498,汉缆股份,0.101754,9704.33,0.0363755003353369
深股通,2019-03-08,1199.0,50801.0,330934.77,1050.07,16359.97,15309.9,sz002156,通富微电,0.10031000000000001,9363.72,-0.0324846483455965
深股通,2019-03-07,-1235.62,53235.62,329884.7,-1419.7,11547.92,12967.62,sz000630,铜陵有色,0.101562,9678.11,-0.00230709995062097
深股通,2019-03-06,264.220000000001,51735.78,331304.4,60.7799999999988,14039.96,13979.18,sz002437,誉衡药业,0.10137,9700.49,0.0109163024425422
深股通,2019-03-05,2511.23,49488.77,331243.62,2245.15,13925.8,11680.65,sz000100,TCL集团,0.101449,9595.74,0.022518173739027
深股通,2019-03-04,4563.6,47436.4,328998.47,4355.75,19278.06,14922.31,sz002600,江粉磁材,0.10091699999999999,9384.42,0.0236450998892847
深股通,2019-03-01,2156.0,49844.0,324642.72,1993.49,11604.24,9610.75,sz002600,江粉磁材,0.10101000000000002,9167.65,0.0150266886479412
深股通,2019-02-28,1652.7,50347.3,322649.23,1513.33,11016.07,9502.74,sz002703,浙江世宝,0.10062900000000001,9031.93,0.00290480436431309
深股通,2019-02-27,2041.88,49958.12,321135.9,1974.54,13350.64,11376.1,sz000563,陕国投A,0.10061600000000001,9005.77,-0.00916158362159265
深股通,2019-02-26,1319.05,50680.95,319161.36,1208.07,15741.13,14533.06,sz002204,大连重工,0.10089000000000001,9089.04,-0.00498545089100966
深股通,2019-02-25,2026.04,49973.96,317953.29,1815.41,15715.23,13899.82,sz002429,兆驰股份,0.101961,9134.58,0.0558743295727759
深股通,2019-02-22,2610.0,49390.0,316137.88,2409.17,9637.78,7228.61,sz000563,陕国投A,0.10109299999999999,8651.2,0.0236035074558878
深股通,2019-02-21,931.480000000003,51068.52,313728.71,844.559999999999,9984.82,9140.26,sz002636,金安国纪,0.100122,8451.71,-0.00256330671286612
深股通,2019-02-20,1949.99,50050.01,312884.15,1824.68,8924.73,7100.05,sz002596,海南瑞泽,0.10041800000000001,8473.43,0.0038574222799308
深股通,2019-02-19,467.129999999997,51532.87,311059.47,358.620000000001,9551.42,9192.8,sz000563,陕国投A,0.101538,8440.87,-0.000716237397773303
深股通,2019-02-18,2781.94,49218.06,310700.85,2639.4,8969.52,6330.12,sz000563,陕国投A,0.101695,8446.92,0.0395403187199023
深股通,2019-02-15,1690.0,50310.0,308061.45,1526.27,8173.7,6647.43,sz002387,黑牛食品,0.100162,8125.63,-0.0114757249427003
深股通,2019-02-14,2747.86,49252.14,306535.18,2600.76,8832.2,6231.44,sz300118,东方日升,0.10059900000000001,8219.96,0.00596606867281579
深股通,2019-02-13,3567.87,48432.13,303934.42,3440.33,9821.66,6381.33,sz002600,江粉磁材,0.100946,8171.21,0.0201171775028184
深股通,2019-02-12,2914.86,49085.14,300494.09,2812.02,8324.31,5512.29,sz002600,江粉磁材,0.100694,8010.07,0.0114938029182793
深股通,2019-02-11,3310.57,48689.43,297682.07,3164.37,8614.84,5450.47,sz300369,绿盟科技,0.100342,7919.05,0.0305895366996356
深股通,2019-02-01,2933.0,49067.0,294517.7,2794.31,7320.82,4526.51,sz002530,金财互联,0.100548,7684.0,0.0273798604667331
深股通,2019-01-31,3484.05,48515.95,291723.39,3374.28,7850.01,4475.73,sz300010,立思辰,0.08689000000000001,7479.22,0.00117127838007515
深股通,2019-01-30,1060.2,50939.8,288349.11,991.6,5787.55,4795.95,sz002384,东山精密,0.1,7470.47,-0.0107041171718777
深股通,2019-01-29,1206.82,50793.18,287357.51,1070.34,5973.62,4903.28,sz002129,中环股份,0.099865,7551.3,-0.00504375736206743
深股通,2019-01-28,2841.62,49158.38,286287.17,2764.51,7070.42,4305.91,sz300118,东方日升,0.10030900000000001,7589.58,-0.000772831102831286
深股通,2019-01-25,1529.0,50471.0,283522.66,1439.91,5529.95,4090.04,sz002387,黑牛食品,0.1,7595.45,0.00289561524891984
深股通,2019-01-24,1170.29,50829.71,282082.75,1044.5,4675.92,3631.42,sz300274,阳光电源,0.100289,7573.52,0.00661237650805381
深股通,2019-01-23,669.129999999997,51330.87,281038.25,605.74,3902.34,3296.6,sz002002,鸿达兴业,0.10061,7523.77,0.000928587867959657
深股通,2019-01-22,-458.57,52458.57,280432.51,-561.23,4185.35,4746.58,sz300634,彩讯股份,0.1002,7516.79,-0.0143517644343739
深股通,2019-01-21,2435.17,49564.83,280993.74,2296.23,6471.46,4175.23,sz300232,洲明科技,0.099771,7626.24,0.00591580171973734
深股通,2019-01-18,3506.0,48494.0,278697.51,3284.88,7352.96,4068.08,sz002262,恩华药业,0.100342,7581.39,0.0148627375387532
深股通,2019-01-17,1110.18,50889.82,275412.63,1058.57,5245.05,4186.48,sz002002,鸿达兴业,0.100649,7470.36,-0.00929520121478163
深股通,2019-01-16,550.849999999999,51449.15,274354.06,491.589999999999,4659.36,4167.77,sz000723,美锦能源,0.100796,7540.45,-0.000914228172802447
深股通,2019-01-15,2346.9,49653.1,273862.47,2272.41,6205.5,3933.09,sz002596,海南瑞泽,0.10062900000000001,7547.35,0.0186457377314691
深股通,2019-01-14,-387.580000000002,52387.58,271590.06,-439.01,3814.09,4253.1,sz002625,龙生股份,0.099605,7409.2,-0.00867138256437982
深股通,2019-01-11,1536.0,50464.0,272029.07,1475.24,5248.54,3773.3,sz002249,大洋电机,0.100817,7474.01,0.00611150672871514
深股通,2019-01-10,892.900000000001,51107.1,270553.83,836.13,5111.2,4275.07,sz000987,越秀金控,0.10037599999999999,7428.61,-0.00259400934219315
深股通,2019-01-09,2979.5,49020.5,269717.7,2894.27,7501.2,4606.93,sz000921,海信科龙,0.10027900000000001,7447.93,0.00761399687485212
深股通,2019-01-08,444.970000000001,51555.03,266823.43,395.44,4232.47,3837.03,sz002600,江粉磁材,0.101167,7391.65,-0.00115537417907627
深股通,2019-01-07,789.860000000001,51210.14,266427.99,699.29,4799.84,4100.55,sz002498,汉缆股份,0.101322,7400.2,0.0158356257652879
深股通,2019-01-04,813.0,51187.0,265728.7,736.7,4787.17,4050.47,sz002498,汉缆股份,0.101942,7284.84,0.027562120562414
深股通,2019-01-03,262.199999999997,51737.8,264992.0,174.0,4058.57,3884.57,sz000901,航天科技,0.10055199999999999,7089.44,-0.00836868659317676
深股通,2019-01-02,-192.470000000001,52192.47,264818.0,-238.340000000001,3945.93,4184.27,sz000035,中国天楹,0.065385,7149.27,-0.0125031250906448
深股通,2018-12-28,192.0,51808.0,265056.34,125.84,3857.45,3731.61,sz002653,海思科,0.09990700000000001,7239.79,0.00338861370358151
深股通,2018-12-27,-450.790000000001,52450.79,264930.5,-497.429999999999,4243.02,4740.45,sz300450,先导智能,0.061755000000000004,7215.34,-0.0101803266319595
深股通,2018-12-21,-601.0,52601.0,265427.93,-764.43,4080.4,4844.83,sz002174,游族网络,0.099818,7337.6,-0.0119626631333451
深股通,2018-12-20,-142.82,52142.82,266192.36,-212.9,3577.44,3790.34,sz002129,中环股份,0.07027800000000001,7426.44,0.00104465882790627
深股通,2018-12-19,-407.449999999997,52407.45,266405.26,-492.06,3209.17,3701.23,sz000517,荣安地产,0.099585,7418.69,-0.0148240712214089
深股通,2018-12-18,-1252.15,53252.15,266897.32,-1323.76,3331.95,4655.71,sz002389,南洋科技,0.045885999999999996,7530.32,-0.00820925500319387
深股通,2018-12-17,349.150000000001,51650.85,268221.08,267.28,4140.41,3873.13,sz000061,农产品,0.08382099999999999,7592.65,-0.00484950161540831
深股通,2018-12-14,-648.0,52648.0,267953.8,-843.53,5566.66,6410.19,sz002414,高德红外,0.034483,7629.65,-0.0228469628741656
深股通,2018-12-13,3240.91,48759.09,268797.33,3163.01,6858.47,3695.46,sz002508,老板电器,0.10019,7808.04,0.0142919867706241
深股通,2018-12-12,143.709999999999,51856.29,265634.32,91.6100000000001,3580.55,3488.94,sz002625,龙生股份,0.100457,7698.02,0.00164207458297562
深股通,2018-12-11,365.589999999997,51634.41,265542.71,298.04,4181.75,3883.71,sz000603,盛达矿业,0.08172,7685.4,0.00793981791141083
深股通,2018-12-10,42.7300000000032,51957.27,265244.67,-23.9399999999996,4127.27,4151.21,sz000035,中国天楹,0.100427,7624.86,-0.0140976921057838
深股通,2018-12-07,110.0,51890.0,265268.61,33.9700000000003,3708.01,3674.04,sz000976,春晖股份,0.101099,7733.89,-0.000149966709975999
深股通,2018-12-06,-1532.63,53532.63,265234.64,-1591.09,4277.57,5868.66,sz002703,浙江世宝,0.100939,7735.05,-0.0244005494096621
深股通,2018-12-05,-63.1699999999983,52063.17,266825.73,-135.150000000001,4805.74,4940.89,sz300274,阳光电源,0.099762,7928.51,-0.00316958605533009
深股通,2018-12-04,1105.05,50894.95,266960.88,1025.35,5351.75,4326.4,sz002075,沙钢股份,0.10059900000000001,7953.72,0.00192102508417869
深股通,2018-12-03,3718.54,48281.46,265935.53,3507.09,8955.98,5448.89,sz002384,东山精密,0.10034900000000001,7938.47,0.0334194682201322
深股通,2018-11-30,1677.0,50323.0,262428.44,1232.26,5176.7,3944.44,sz002497,雅化集团,0.099711,7681.75,0.0111543883712144
深股通,2018-11-29,-181.800000000003,52181.8,261196.18,-246.24,4057.92,4304.16,sz000603,盛达矿业,0.09950300000000001,7597.01,-0.0206340796202689
深股通,2018-11-28,808.839999999997,51191.16,261442.42,704.329999999999,4520.44,3816.11,sz000839,中信国安,0.100559,7757.07,0.0159669214528576
深股通,2018-11-27,53.4700000000012,51946.53,260738.09,-45.7799999999997,3685.34,3731.12,sz300014,亿纬锂能,0.099206,7635.16,0.00252760339867462
深股通,2018-11-26,837.300000000003,51162.7,260783.87,766.77,3675.62,2908.85,sz300183,东软载波,0.09991300000000002,7615.91,-0.00272238008563908
深股通,2018-11-23,-670.0,52670.0,260017.1,-751.47,4172.73,4924.2,sz000538,云南白药,0.068347,7636.7,-0.0325931499786546
深股通,2018-11-22,-15.5800000000017,52015.58,260768.57,-98.5,3713.74,3812.24,sz002217,合力泰,0.100806,7893.99,-0.00183094833766841
深股通,2018-11-21,686.550000000003,51313.45,260867.07,602.08,5122.95,4520.87,sz300142,沃森生物,0.100111,7908.47,0.00367408166994942
深股通,2018-11-20,-917.43,52917.43,260264.99,-971.440000000001,4705.98,5677.42,sz300053,欧比特,0.09956200000000001,7879.52,-0.0282814455810627
深股通,2018-11-19,574.620000000003,51425.38,261236.43,499.71,5424.31,4924.6,sz000061,农产品,0.100205,8108.85,0.00577503414042417
深股通,2018-11-16,1212.0,50788.0,260736.72,1125.54,5464.54,4339.0,sz000935,四川双马,0.10018200000000001,8062.29,0.00752177553392229
深股通,2018-11-15,351.949999999997,51648.05,259611.18,272.96,4263.87,3990.91,sz000009,中国宝安,0.100877,8002.1,0.0118289699123101
深股通,2018-11-14,-193.739999999998,52193.74,259338.22,-258.96,4120.29,4379.25,sz000061,农产品,0.099778,7908.55,-0.00692018494009032
深股通,2018-11-13,1296.8,50703.2,259597.18,1213.59,6595.01,5381.42,sz002489,浙江永强,0.10101000000000002,7963.66,0.0167728723017151
深股通,2018-11-12,480.970000000001,51519.03,258383.59,420.52,4924.06,4503.54,sz002636,金安国纪,0.10069900000000001,7832.29,0.0240228540050075
深股通,2018-11-09,302.0,51698.0,257963.07,219.06,4190.21,3971.15,sz002061,浙江交科,0.072539,7648.55,-0.00642632780896909
深股通,2018-11-08,651.650000000001,51348.35,257744.01,592.53,4296.78,3704.25,sz000025,特力A,0.10007500000000001,7698.02,-0.00696848829469398
深股通,2018-11-07,451.209999999999,51548.79,257151.48,411.570000000001,4678.76,4267.19,sz300618,寒锐钴业,0.100025,7752.04,-0.00503256858655544
深股通,2018-11-06,-952.790000000001,52952.79,256739.91,-1030.32,4104.08,5134.4,sz000756,新华制药,0.10050300000000001,7791.25,-0.00610148129627455
深股通,2018-11-05,509.269999999997,51490.73,257770.23,459.889999999999,6466.2,6006.31,sz300274,阳光电源,0.1008,7839.08,-0.00361739501801072
深股通,2018-11-02,6579.0,45421.0,257310.34,6371.92,11971.83,5599.91,sz300232,洲明科技,0.100457,7867.54,0.0396086572169682
深股通,2018-11-01,2928.65,49071.35,250938.42,2886.07,7774.98,4888.91,sz002563,森马服饰,0.10062900000000001,7567.79,0.0113539930748126
深股通,2018-10-31,1448.9,50551.1,248052.35,1361.8,5904.69,4542.89,sz000831,五矿稀土,0.100334,7482.83,0.0145893755177805
深股通,2018-10-30,-605.449999999997,52605.45,246690.55,-708.94,5626.55,6335.49,sz000750,国海证券,0.10112399999999999,7375.23,0.0072368564810768
深股通,2018-10-29,170.68,51829.32,247399.49,147.570000000001,5201.18,5053.61,sz000517,荣安地产,0.101167,7322.24,-0.0243153641974651
深股通,2018-10-26,-751.0,52751.0,247251.92,-783.26,3825.08,4608.34,sz000800,一汽轿车,0.10032400000000001,7504.72,-0.00327914139354871
深股通,2018-10-25,-806.580000000002,52806.58,248035.18,-859.08,4197.39,5056.47,sz000750,国海证券,0.100775,7529.41,-0.00208081790722731
深股通,2018-10-24,-598.489999999998,52598.49,248894.26,-643.66,4366.03,5009.69,sz000750,国海证券,0.09943199999999999,7545.11,-0.00394455966278505
深股通,2018-10-23,-534.379999999997,52534.38,249537.92,-552.54,4672.13,5224.67,sz000750,国海证券,0.1,7574.99,-0.022433093038682
深股通,2018-10-22,340.879999999997,51659.12,250090.46,206.389999999999,6588.03,6381.64,sz002413,雷科防务,0.100823,7748.82,0.0488755695246449
深股通,2018-10-19,927.0,51073.0,249884.07,873.15,6008.12,5134.97,sz300170,汉得信息,0.10050800000000001,7387.74,0.0278609083282203
深股通,2018-10-18,283.18,51716.82,249010.92,224.5,5201.31,4976.81,sz300296,利亚德,0.04109600000000001,7187.49,-0.0241296582174847
深股通,2018-10-15,328.449999999997,51671.55,248786.42,298.64,4362.53,4063.89,sz300010,立思辰,0.099857,7444.48,-0.0150563355684098
深股通,2018-10-12,640.0,51360.0,248487.78,534.05,5646.56,5112.51,sz300009,安科生物,0.099683,7558.28,0.00454407111026046
深股通,2018-10-11,-1348.63,53348.63,247953.73,-1383.42,5228.95,6612.37,sz300529,健帆生物,0.05,7524.09,-0.0607438310557517
深股通,2018-10-10,-348.449999999997,52348.45,249337.15,-391.41,3539.84,3931.25,sz002416,爱施德,0.09454499999999999,8010.69,-0.00443677226681788
深股通,2018-10-09,-688.169999999998,52688.17,249728.56,-742.47,3903.9,4646.37,sz300257,开山股份,0.1002,8046.39,-0.00179137880342342
深股通,2018-10-08,-2296.25,54296.25,250471.03,-2324.94,4192.22,6517.16,sz000930,中粮生化,0.026115,8060.83,-0.0405018872551062
深股通,2018-09-28,1053.0,50947.0,252795.97,1012.56,4153.9,3141.34,sz300085,银之杰,0.10020899999999999,8401.09,0.00795944689402803
深股通,2018-09-27,393.839999999997,51606.16,251783.41,330.22,4306.01,3975.79,sz002568,百润股份,0.091486,8334.75,-0.0101881827056223
深股通,2018-09-26,604.010000000002,51395.99,251453.19,540.88,6160.67,5619.79,sz002490,山东墨龙,0.099156,8420.54,0.0080398593144334
深股通,2018-09-20,1315.4,50684.6,250912.31,1284.46,4235.51,2951.05,sz000006,深振业A,0.100358,8233.89,-0.00172524163082028
深股通,2018-09-19,159.400000000001,51840.6,249627.85,104.67,4411.79,4307.12,sz000006,深振业A,0.10059200000000001,8248.12,0.0141272460353956
深股通,2018-09-18,398.68,51601.32,249523.18,344.99,3899.09,3554.1,sz300284,苏交科,0.10057100000000001,8133.22,0.0167351097276654
深股通,2018-09-17,860.919999999998,51139.08,249178.19,820.47,3370.82,2550.35,sz000025,特力A,0.10013899999999999,7999.35,-0.0141153184419784
深股通,2018-09-14,1295.0,50705.0,248357.72,1261.75,4368.97,3107.22,sz000025,特力A,0.099848,8113.88,-0.00610992973825788
深股通,2018-09-13,660.059999999998,51339.94,247095.97,628.929999999999,4212.44,3583.51,sz000712,锦龙股份,0.100381,8163.76,0.00648489241982656
深股通,2018-09-12,-180.720000000001,52180.72,246467.04,-218.83,3275.3,3494.13,sz002131,利欧股份,0.098361,8111.16,-0.00697102141256847
深股通,2018-09-11,521.550000000003,51478.45,246685.87,420.88,3795.62,3374.74,sz002913,奥士康,0.070699,8168.1,0.00117791405027163
深股通,2018-09-10,-213.360000000001,52213.36,246264.99,-263.27,3530.02,3793.29,sz000400,许继电气,0.099596,8158.49,-0.0196903282242057
深股通,2018-09-07,-124.0,52124.0,246528.26,-172.96,4115.19,4288.15,sz000034,神州数码,0.08050800000000001,8322.36,-0.000216238034828652
