数据由邢不行整理，对数据字段有疑问的，可以直接微信私信邢不行，微信号：xbx297
市场类型,日期,当日资金流入,当日余额,历史累计净买额,当日成交净买额,买入成交额,卖出成交额,领涨股_股票代码,领涨股_股票名称,领涨股_涨跌幅,深证指数_点数,深证指数_涨跌幅
深股通,2018-09-06,-47.3799999999974,52047.38,246701.22,-79.9099999999999,3982.25,4062.16,sz002028,思源电气,0.080776,8324.16,-0.00932459467468654
深股通,2018-09-05,-659.0,52659.0,246781.13,-687.26,3602.93,4290.19,sz002028,思源电气,0.099862,8402.51,-0.0177603677154788
深股通,2018-09-04,508.120000000003,51491.88,247468.39,415.08,3812.34,3397.26,sz300451,创业软件,0.10029500000000001,8554.44,0.0116952770665422
深股通,2018-09-03,582.709999999999,51417.29,247053.31,524.56,4061.88,3537.32,sz002212,南洋股份,0.10018700000000001,8455.55,-0.00117181916656725
深股通,2018-08-31,1303.0,50697.0,246528.75,1175.24,5828.49,4653.25,sz300146,汤臣倍健,0.060672,8465.47,-0.0102106912356187
深股通,2018-08-30,274.330000000002,51725.67,245353.51,227.18,4152.43,3925.25,sz000921,海信科龙,0.100254,8552.8,-0.0144568150758333
深股通,2018-08-29,419.709999999999,51580.29,245126.33,348.22,3573.69,3225.47,sz002625,龙生股份,0.100213,8678.26,-0.00635351366824099
深股通,2018-08-28,973.660000000003,51026.34,244778.11,925.54,4514.05,3588.51,sz002867,周大生,0.100151,8733.75,0.00059459979653007
深股通,2018-08-27,1623.84,50376.16,243852.57,1478.14,5327.11,3848.97,sz002463,沪电股份,0.10068300000000001,8728.56,0.0287362959854986
深股通,2018-08-24,208.0,51792.0,242374.43,140.4,3561.21,3420.81,sz002463,沪电股份,0.099437,8484.74,-0.00195850325652624
深股通,2018-08-23,565.959999999999,51434.04,242234.03,502.5,3903.99,3401.49,sz300073,当升科技,0.10004400000000001,8501.39,0.00551642567787332
深股通,2018-08-22,257.139999999999,51742.86,241731.53,189.2,3095.53,2906.33,sz000034,神州数码,0.09983800000000001,8454.75,-0.0110316221900419
深股通,2018-08-21,1215.56,50784.44,241542.33,1115.5,4933.14,3817.64,sz002530,金财互联,0.10013,8549.06,0.0160337051276718
深股通,2018-08-20,1840.36,50159.64,240426.83,1752.78,5413.24,3660.46,sz002913,奥士康,0.10011400000000001,8414.15,0.0068337593214821
深股通,2018-08-17,468.0,51532.0,238674.05,399.03,4367.82,3968.79,sz002437,誉衡药业,0.09285700000000001,8357.04,-0.0168674018460263
深股通,2018-08-16,778.919999999998,51221.08,238275.02,732.04,4826.23,4094.19,sz002673,西部证券,0.067773,8500.42,-0.00941129308556635
深股通,2018-08-15,-632.75,52632.75,237542.98,-666.73,3765.41,4432.14,sz002430,杭氧股份,0.045879,8581.18,-0.0231897915741783
深股通,2018-08-14,-960.029999999999,52960.03,238209.71,-1008.42,3426.15,4434.57,sz000723,美锦能源,0.09973800000000001,8784.9,-0.00677907847043378
深股通,2018-08-13,-387.0,52387.0,239218.13,-427.76,3713.59,4141.35,sz002636,金安国纪,0.100236,8844.86,0.00355931645693145
深股通,2018-08-10,341.0,51659.0,239645.89,289.17,4033.12,3743.95,sz002530,金财互联,0.10041800000000001,8813.49,0.00700281072187553
深股通,2018-08-09,1976.79,50023.21,239356.72,1850.69,5885.86,4035.17,sz300188,美亚柏科,0.100244,8752.2,0.0297650843253853
深股通,2018-08-08,799.940000000002,51200.06,237506.03,760.77,5461.58,4700.81,sz002563,森马服饰,0.055556,8499.22,-0.0201532620938596
深股通,2018-08-07,1079.82,50920.18,236745.26,977.64,5257.79,4280.15,sz002353,杰瑞股份,0.100167,8674.03,0.0298224826780516
深股通,2018-08-06,1672.94,50327.06,235767.62,1637.6,6103.19,4465.59,sz000881,大连国际,0.045077,8422.84,-0.0208413739868777
深股通,2018-08-03,1088.0,50912.0,234130.02,1035.69,5955.39,4919.7,sz002611,东方精工,0.100791,8602.12,-0.0203221662399663
深股通,2018-08-02,-216.650000000001,52216.65,233094.33,-368.639999999999,6392.85,6761.49,sz002611,东方精工,0.1,8780.56,-0.0249639937059778
深股通,2018-08-01,542.790000000001,51457.21,233462.97,471.49,4646.69,4175.2,sz300146,汤臣倍健,0.100219,9005.37,-0.0188924889800169
深股通,2018-07-31,1345.48,50654.52,232991.48,1261.13,4631.39,3370.26,sz300146,汤臣倍健,0.1,9178.78,-0.000344153849839996
深股通,2018-07-30,146.239999999998,51853.76,231730.35,54.3600000000006,4357.27,4302.91,sz002414,高德红外,0.064111,9181.94,-0.0122623556760862
深股通,2018-07-27,533.0,51467.0,231675.99,474.13,3833.98,3359.85,sz300142,沃森生物,0.099949,9295.93,-0.00602208024806862
深股通,2018-07-26,-567.470000000001,52567.47,231201.86,-612.37,4065.63,4678.0,sz002703,浙江世宝,0.10019600000000001,9352.25,-0.0117828431828364
深股通,2018-07-25,311.269999999997,51688.73,231814.23,246.71,4107.01,3860.3,sz300058,蓝色光标,0.10093500000000001,9463.76,-0.000215512687781176
深股通,2018-07-24,1053.52,50946.48,231567.52,992.46,5740.44,4747.98,sz002490,山东墨龙,0.101205,9465.8,0.0162653124765146
深股通,2018-07-23,334.82,51665.18,230575.06,227.77,4650.39,4422.62,sz300001,特锐德,0.10022299999999999,9314.3,0.00679026490896589
深股通,2018-07-20,1712.0,50288.0,230347.29,1632.92,5626.15,3993.23,sz002195,二三四五,0.10098499999999999,9251.48,0.0112255404545742
深股通,2018-07-19,874.400000000001,51125.6,228714.37,700.26,4115.8,3415.54,sz002812,创新股份,0.1,9148.78,-0.00505261417864016
深股通,2018-07-18,-111.830000000002,52111.83,228014.11,-162.0,3159.28,3321.28,sz002636,金安国纪,0.10041800000000001,9195.24,-0.00968427038413986
深股通,2018-07-17,-404.239999999998,52404.24,228176.11,-459.95,3280.69,3740.64,sz300073,当升科技,0.10012700000000001,9285.16,-0.00345591455090291
深股通,2018-07-16,487.599999999999,51512.4,228636.06,441.84,4144.18,3702.34,sz000034,神州数码,0.10028000000000001,9317.36,-0.00103034533187078
深股通,2018-07-13,658.0,51342.0,228194.22,596.13,4489.04,3892.91,sz002653,海思科,0.100269,9326.97,0.0057539620492989
深股通,2018-07-12,269.559999999998,51730.44,227598.09,209.8,4508.06,4298.26,sz002285,世联行,0.100694,9273.61,0.0276811815838526
深股通,2018-07-11,-339.199999999997,52339.2,227388.29,-407.73,3911.54,4319.27,sz300458,全志科技,0.1,9023.82,-0.01972857324427
深股通,2018-07-10,262.330000000002,51737.67,227796.02,199.43,4147.68,3948.25,sz002302,西部建设,0.10028700000000002,9205.43,0.00489159030720622
深股通,2018-07-09,1173.31,50826.69,227596.59,1069.42,4775.78,3706.36,sz002600,江粉磁材,0.100437,9160.62,0.027973346320531
深股通,2018-07-06,1797.0,50203.0,226527.17,1714.29,6169.68,4455.39,sz000401,冀东水泥,0.089392,8911.34,0.0055471678526051
深股通,2018-07-05,541.050000000003,51458.95,224812.88,516.0,4757.96,4241.96,sz300222,科大智能,0.054645,8862.18,-0.019181029473775
深股通,2018-07-04,-1042.93,53042.93,224296.88,-1061.47,4165.26,5226.73,sz000591,太阳能,0.10029500000000001,9035.49,-0.0201755888929616
深股通,2018-07-03,-1196.19,53196.19,225358.35,-1280.35,6378.85,7659.2,sz000738,中航动控,0.100297,9221.54,0.00454694002047992
深股通,2018-06-28,-1343.38,53343.38,226638.7,-1388.56,4556.35,5944.91,sz300115,长盈精密,0.100087,9071.73,-0.0105718829141881
深股通,2018-06-27,-1162.11,53162.11,228027.26,-1209.27,4256.22,5465.49,sz000555,神州信息,0.100186,9168.66,-0.0182785348476397
深股通,2018-06-26,1016.77,50983.23,229236.53,844.58,5499.79,4655.21,sz002097,山河智能,0.100167,9339.37,0.00155927775627018
深股通,2018-06-25,-1294.53,53294.53,228391.95,-1365.73,3632.8,4998.53,sz000596,古井贡酒,0.070283,9324.83,-0.00904574413254064
深股通,2018-06-22,333.0,51667.0,229757.68,280.43,4420.1,4139.67,sz002530,金财互联,0.10058500000000001,9409.95,0.0100110769072245
深股通,2018-06-21,-1261.26,53261.26,229477.25,-1295.63,4432.6,5728.23,sz002001,新和成,0.084756,9316.68,-0.0194351533573159
深股通,2018-06-20,1137.82,50862.18,230772.88,1072.86,5098.07,4025.21,sz000959,首钢股份,0.10101000000000002,9501.34,0.00919619830988787
深股通,2018-06-19,-9.0,52009.0,229700.02,-68.0999999999995,6328.85,6396.95,sz002505,大康农业,0.027273000000000002,9414.76,-0.0531392026454445
深股通,2018-06-15,603.0,51397.0,229768.12,536.879999999999,4668.73,4131.85,sz300666,江丰电子,0.091965,9943.13,-0.0139872552850109
深股通,2018-06-14,993.370000000003,51006.63,229231.24,947.65,4441.54,3493.89,sz300226,上海钢联,0.06737599999999999,10084.18,-0.00762376188906323
深股通,2018-06-13,737.75,51262.25,228283.59,691.69,4409.8,3718.11,sz000735,罗牛山,0.04644,10161.65,-0.0148934396351821
深股通,2018-06-12,1599.81,50400.19,227591.9,1518.83,5687.91,4169.08,sz000930,中粮生化,0.100101,10315.28,0.0137518611153425
深股通,2018-06-11,1451.04,50548.96,226073.07,1370.11,5523.23,4153.12,sz000810,创维数字,0.100342,10175.35,-0.00295624328794614
深股通,2018-06-08,1586.0,50414.0,224702.96,1282.26,6359.45,5077.19,sz000703,恒逸石化,0.055143000000000005,10205.52,-0.0105033522884277
深股通,2018-06-07,1828.34,50171.66,223420.7,1763.87,5088.69,3324.82,sz000735,罗牛山,0.099861,10313.85,-0.00494735714843893
深股通,2018-06-06,1085.36,50914.64,221656.83,1023.12,4687.2,3664.08,sz002332,仙琚制药,0.10044600000000001,10365.13,-0.00197195927827074
深股通,2018-06-05,2665.98,49334.02,220633.71,2594.16,6088.78,3494.62,sz002273,水晶光电,0.10020899999999999,10385.61,0.0177660049861236
深股通,2018-06-04,2645.53,49354.47,218039.55,2561.73,6390.72,3828.99,sz000921,海信科龙,0.100368,10204.32,0.00343876452280621
深股通,2018-06-01,742.0,51258.0,215477.82,704.2,4983.08,4278.88,sz002145,中核钛白,0.099217,10169.35,-0.0122749916713044
深股通,2018-05-31,3003.17,48996.83,214773.62,2748.45,7627.95,4879.5,sz002419,天虹商场,0.09773899999999999,10295.73,0.0187951659395256
深股通,2018-05-30,1708.91,50291.09,212025.17,1648.29,5867.44,4219.15,sz002237,恒邦股份,0.09351200000000001,10105.79,-0.0235074262711528
深股通,2018-05-29,1268.03,50731.97,210376.88,1229.65,5149.99,3920.34,sz000739,普洛药业,0.059702000000000005,10349.07,-0.0111289049585593
深股通,2018-05-28,1740.37,50259.63,209147.23,1653.06,5182.88,3529.82,sz002065,东华软件,0.100452,10465.54,0.00165769863192022
深股通,2018-05-25,671.0,51329.0,207494.17,590.96,4394.71,3803.75,sz002910,庄园牧场,0.09989,10448.22,-0.0109720346114635
深股通,2018-05-24,1364.57,50635.43,206903.21,1322.02,4551.27,3229.25,sz002596,海南瑞泽,0.100332,10564.13,-0.00630131162097706
深股通,2018-05-23,1503.53,50496.47,205581.19,1418.73,5568.09,4149.36,sz002437,誉衡药业,0.100639,10631.12,-0.0125109025702663
深股通,2018-05-18,1143.0,50857.0,204162.46,1080.57,3806.96,2726.39,sz002596,海南瑞泽,0.10009900000000001,10672.52,0.00348079544920318
深股通,2018-05-17,1035.65,50964.35,203081.89,991.62,3778.65,2787.03,sz000034,神州数码,0.09985200000000001,10635.5,-0.00615064309823458
深股通,2018-05-16,966.160000000003,51033.84,202090.27,909.18,4692.32,3783.14,sz002099,海翔药业,0.10099000000000001,10701.32,-0.00434220724060965
深股通,2018-05-15,2241.04,49758.96,201181.09,2150.79,5283.05,3132.26,sz000528,柳工,0.100524,10747.99,0.00717146482299523
深股通,2018-05-14,2364.31,49635.69,199030.3,2286.8,5681.17,3394.37,sz002038,双鹭药业,0.09990700000000001,10671.46,0.00349435317792425
深股通,2018-05-11,484.0,51516.0,196743.5,442.47,4025.43,3582.96,sz300618,寒锐钴业,0.085677,10634.3,-0.00889767441426994
深股通,2018-05-10,1334.72,50665.28,196301.03,1249.05,4284.35,3035.3,sz002545,东方铁塔,0.1,10729.77,0.0038076277917537
深股通,2018-05-09,1449.13,50550.87,195051.98,1397.31,3903.43,2506.12,sz002080,中材科技,0.09982900000000001,10689.07,-0.00174919217766484
深股通,2018-05-08,599.68,51400.32,193654.67,528.8,4435.95,3907.15,sz300433,蓝思科技,0.100238,10707.8,0.00764973636687859
深股通,2018-05-07,1135.98,50864.02,193125.87,1080.69,4703.24,3622.55,sz300339,润和软件,0.100343,10626.51,0.0192131545655699
深股通,2018-05-04,-787.0,52787.0,192045.18,-849.69,3113.59,3963.28,sz002410,广联达,0.09983399999999999,10426.19,-0.00310079150021707
深股通,2018-05-03,91.3300000000017,51908.67,192894.87,-72.5700000000006,4490.4,4562.97,sz002635,安洁科技,0.099826,10458.62,0.0111932397743369
深股通,2018-05-02,2338.11,49661.89,192967.44,2248.73,6485.96,4237.23,sz002458,益生股份,0.1,10342.85,0.00178023666105873
深股通,2018-04-27,-202.0,13202.0,190718.71,-253.37,6274.58,6527.95,sz300251,光线传媒,0.09971500000000001,10324.47,0.00314318138537041
深股通,2018-04-26,-3198.04,16198.04,190972.08,-3231.45,4714.36,7945.81,sz002458,益生股份,0.100299,10292.12,-0.0241753657403456
深股通,2018-04-25,407.09,12592.91,194203.53,351.01,3973.78,3622.77,sz000810,创维数字,0.10049,10547.1,-0.000920731811284018
深股通,2018-04-24,1570.99,11429.01,193852.52,1525.23,5304.15,3778.92,sz002195,二三四五,0.10030900000000001,10556.82,0.021895082874907
深股通,2018-04-23,977.02,12022.98,192327.29,929.57,4889.2,3959.63,sz002093,国脉科技,0.057297,10330.63,-0.00752048005026469
深股通,2018-04-20,-295.0,13295.0,191397.72,-348.14,4041.88,4390.02,sz002049,紫光国芯,0.069327,10408.91,-0.0178744804615813
深股通,2018-04-19,1867.43,11132.57,191745.86,1816.02,5526.81,3710.79,sz000807,云铝股份,0.09975400000000001,10598.35,0.0102181362386393
深股通,2018-04-18,3301.66,9698.34,189929.84,3238.81,7511.56,4272.75,sz000021,深科技,0.10058500000000001,10491.15,0.00923410510275934
深股通,2018-04-17,-378.51,13378.51,186691.03,-424.240000000001,4720.19,5144.43,sz002490,山东墨龙,0.100642,10395.16,-0.0213363284342847
深股通,2018-04-16,1322.51,11677.49,187115.27,1264.44,5080.06,3815.62,sz000676,智度股份,0.100269,10621.79,-0.00610366594242357
深股通,2018-04-13,1401.0,11599.0,185850.83,1356.18,4116.38,2760.2,sz002376,新北洋,0.08263,10687.02,-0.00372240012305458
深股通,2018-04-12,1365.72,11634.28,184494.65,1339.07,4063.63,2724.56,sz000563,陕国投A,0.099237,10726.95,-0.00753305077453863
深股通,2018-04-11,842.49,12157.51,183155.58,754.79,4856.24,4101.45,sz002237,恒邦股份,0.100372,10808.37,0.00397097426808674
深股通,2018-04-10,845.48,12154.52,182400.79,802.33,4414.22,3611.89,sz000717,韶钢松山,0.10050300000000001,10765.62,0.0105356234359425
深股通,2018-04-09,985.49,12014.51,181598.46,934.59,4186.66,3252.07,sz000560,昆百大A,0.100522,10653.38,-0.00291822966972906
深股通,2018-04-04,665.91,12334.09,180663.87,624.67,4294.88,3670.21,sz000676,智度股份,0.099916,10684.56,-0.00648392408982847
深股通,2018-04-03,560.58,12439.42,180039.2,511.77,5546.6,5034.83,sz002507,涪陵榨菜,0.08143,10754.29,-0.0090906159154884
深股通,2018-03-28,-138.059999999999,13138.06,179527.43,-184.58,4652.3,4836.88,sz002030,达安基因,0.1,10630.69,-0.0134580459199439
深股通,2018-03-27,-531.110000000001,13531.11,179712.01,-573.639999999999,4775.64,5349.28,sz000066,长城电脑,0.100559,10775.71,0.0200040134868303
深股通,2018-03-26,1894.02,11105.98,180285.65,1816.83,5231.4,3414.57,sz300274,阳光电源,0.100184,10564.38,0.011914762370462
深股通,2018-03-23,-279.0,13279.0,178468.82,-336.64,5379.94,5716.58,sz002910,庄园牧场,0.10020300000000001,10439.99,-0.0401994989542394
深股通,2018-03-22,305.379999999999,12694.62,178805.46,244.57,3715.13,3470.56,sz000555,神州信息,0.099934,10877.25,-0.00940754333799302
深股通,2018-03-21,780.52,12219.48,178560.89,733.83,3945.9,3212.07,sz300383,光环新网,0.100251,10980.55,-0.00877881889905938
深股通,2018-03-20,-195.58,13195.58,177827.06,-296.37,3292.68,3589.05,sz000555,神州信息,0.100239,11077.8,0.000841126477053283
深股通,2018-03-19,541.059999999999,12458.94,178123.43,463.58,3199.35,2735.77,sz300383,光环新网,0.100076,11068.49,0.00157178638907178
深股通,2018-03-16,-860.0,13860.0,177659.85,-944.84,4147.46,5092.3,sz000810,创维数字,0.10012399999999999,11051.12,-0.0100800365471865
深股通,2018-03-15,539.18,12460.82,178604.69,423.87,4020.29,3596.42,sz300183,东软载波,0.08118299999999999,11163.65,0.00215626551330703
深股通,2018-03-14,319.98,12680.02,178180.82,252.64,3619.52,3366.88,sz002596,海南瑞泽,0.07427500000000001,11139.63,-0.00905402436171269
深股通,2018-03-13,91.7399999999998,12908.26,177928.18,58.3000000000002,3860.02,3801.72,sz000810,创维数字,0.100145,11241.41,-0.00749231653492285
深股通,2018-03-12,573.639999999999,12426.36,177869.88,504.17,4414.11,3909.94,sz002226,江南化工,0.100775,11326.27,0.0117339040689028
深股通,2018-03-09,444.0,12556.0,177365.71,390.86,4093.65,3702.79,sz002226,江南化工,0.10068300000000001,11194.91,0.0159568675424809
深股通,2018-03-08,842.309999999999,12157.69,176974.85,788.46,3680.34,2891.88,sz002675,东诚药业,0.099798,11019.08,0.0104621829089252
深股通,2018-03-07,-783.25,13783.25,176186.39,-822.5,2951.53,3774.03,sz000543,皖能电力,0.101075,10904.99,-0.00935324015824935
深股通,2018-03-06,419.690000000001,12580.31,177008.89,343.69,4198.03,3854.34,sz002419,天虹商场,0.10026,11007.95,0.0121619981463228
深股通,2018-03-05,-54.9899999999998,13054.99,176665.2,-102.06,3276.1,3378.16,sz300413,快乐购,0.099897,10875.68,0.00178975244674729
深股通,2018-03-02,-120.0,13120.0,176767.26,-183.55,3758.13,3941.68,sz002402,和而泰,0.10058500000000001,10856.25,-0.00793922762500301
深股通,2018-03-01,831.549999999999,12168.45,176950.81,768.64,4195.93,3427.29,sz002402,和而泰,0.100386,10943.13,0.0105644890952124
深股通,2018-02-28,245.33,12754.67,176182.17,205.21,4690.14,4484.93,sz002568,百润股份,0.10008900000000001,10828.73,0.00196159529513209
深股通,2018-02-27,993.33,12006.67,175976.96,952.19,5093.66,4141.47,sz000738,中航动控,0.100398,10807.53,-0.00807943786276234
深股通,2018-02-26,1297.64,11702.36,175024.77,1165.05,4233.93,3068.88,sz002129,中环股份,0.100637,10895.56,0.0218301213847406
深股通,2018-02-23,687.0,12313.0,173859.72,593.54,3205.07,2611.53,sz002497,雅化集团,0.09982200000000001,10662.79,0.000361199143629701
深股通,2018-02-22,1400.07,11599.93,173266.18,1323.72,4585.64,3261.92,sz300369,绿盟科技,0.10050800000000001,10658.94,0.0217630328482512
深股通,2018-02-14,802.43,12197.57,171942.46,761.17,2738.77,1977.6,sz000825,太钢不锈,0.10016400000000002,10431.91,0.00670499101079569
深股通,2018-02-13,-839.459999999999,13839.46,171181.29,-867.07,3119.3,3986.37,sz002099,海翔药业,0.10039400000000001,10362.43,0.00685491863488508
深股通,2018-02-12,109.549999999999,12890.45,172048.36,46.4200000000001,4634.56,4588.14,sz300253,卫宁健康,0.100637,10291.88,0.0290614254446703
深股通,2018-02-09,-467.0,13467.0,172001.94,-501.48,5387.95,5889.43,sz002421,达实智能,0.038627,10001.23,-0.0358020513680769
深股通,2018-02-08,1712.55,11287.45,172503.42,1645.0,5969.16,4324.16,sz002626,金达威,0.100195,10372.59,0.0122592337051832
深股通,2018-02-07,1961.18,11038.82,170858.42,1927.64,7013.67,5086.03,sz300058,蓝色光标,0.10013899999999999,10246.97,-0.0125886403516803
深股通,2018-02-06,-2298.03,15298.03,168930.78,-2360.32,4987.66,7347.98,sz300451,创业软件,0.1,10377.61,-0.0423246049140615
深股通,2018-02-05,165.719999999999,12834.28,171291.1,89.3999999999996,4638.57,4549.17,sz002302,西部建设,0.1,10836.25,-0.00813809591804604
深股通,2018-02-02,1175.0,11825.0,171201.7,1101.97,5047.36,3945.39,sz002128,露天煤业,0.10036199999999999,10925.16,0.00559813113359852
深股通,2018-02-01,1213.53,11786.47,170099.73,1152.31,5445.7,4293.39,sz300284,苏交科,0.051045999999999994,10864.34,-0.0264649165567472
深股通,2018-01-31,356.18,12643.82,168947.42,286.23,4285.83,3999.6,sz002146,荣盛发展,0.08091100000000001,11159.68,-0.010559652728398
深股通,2018-01-30,701.299999999999,12298.7,168661.19,643.58,4348.74,3705.16,sz002544,杰赛科技,0.100136,11278.78,-0.00651297662586576
深股通,2018-01-29,-283.18,13283.18,168017.61,-347.1,4483.21,4830.31,sz000825,太钢不锈,0.099437,11352.72,-0.0177455610141013
深股通,2018-01-26,1143.0,11857.0,168364.71,1046.88,4078.35,3031.47,sz000158,常山股份,0.10036300000000001,11557.82,0.000455310338141522
深股通,2018-01-25,984.32,12015.68,167317.83,919.6,4792.88,3873.28,sz000881,大连国际,0.1,11552.56,-0.00473914867625181
深股通,2018-01-24,979.790000000001,12020.21,166398.23,820.04,4758.9,3938.86,sz300113,顺网科技,0.100109,11607.57,0.00452781203349125
深股通,2018-01-23,348.6,12651.4,165578.19,245.02,4583.49,4338.47,sz000960,锡业股份,0.100353,11555.25,0.0036627904956797
深股通,2018-01-22,1237.07,11762.93,165333.17,1121.34,4511.32,3389.98,sz000651,格力电器,0.100097,11513.08,0.0191930610723716
深股通,2018-01-19,844.0,12156.0,164211.83,792.44,4025.66,3233.22,sz002839,张家港行,0.100374,11296.27,-0.00208835582615051
深股通,2018-01-18,633.75,12366.25,163419.39,556.03,3924.87,3368.84,sz002648,卫星石化,0.1,11319.91,0.00141012405376169
深股通,2018-01-17,-350.91,13350.91,162863.36,-423.150000000001,4597.99,5021.14,sz002736,国信证券,0.100358,11303.97,-0.00728380219040991
深股通,2018-01-16,1587.98,11412.02,163286.51,1489.76,4606.63,3116.87,sz001979,招商蛇口,0.10023,11386.91,0.00702633482674276
深股通,2018-01-15,8.72999999999956,12991.27,161796.75,-53.2799999999997,3830.05,3883.33,sz000401,冀东水泥,0.10007300000000001,11307.46,-0.0134819520868541
深股通,2018-01-12,693.0,12307.0,161850.03,615.0,3403.29,2788.29,sz000800,一汽轿车,0.100465,11461.99,-0.000192774026971001
深股通,2018-01-11,312.57,12687.43,161235.03,232.56,3482.06,3249.5,sz002610,爱康科技,0.100806,11464.2,0.00237123461582859
深股通,2018-01-10,319.559999999999,12680.44,161002.47,217.94,3638.48,3420.54,sz002503,搜于特,0.100539,11437.08,-0.00087445805003719
深股通,2018-01-09,1603.99,11396.01,160784.53,1482.39,4124.02,2641.63,sz000517,荣安地产,0.100239,11447.09,0.00565506311321027
深股通,2018-01-08,1180.74,11819.26,159302.14,1077.36,4150.1,3072.74,sz000718,苏宁环球,0.10101000000000002,11382.72,0.00351498961901101
深股通,2018-01-05,1568.0,11432.0,158224.78,1482.0,4144.62,2662.62,sz000517,荣安地产,0.10115600000000001,11342.85,0.00013225938711
深股通,2018-01-04,1702.95,11297.05,156742.78,1618.65,4170.06,2551.41,sz000732,泰禾集团,0.1,11341.35,0.00541209010398669
深股通,2018-01-03,1937.38,11062.62,155124.13,1835.87,4652.43,2816.56,sz000600,建投能源,0.100509,11280.3,0.00914739153966926
深股通,2018-01-02,1399.9,11600.1,153288.26,1355.62,3564.8,2209.18,sz000703,恒逸石化,0.10013899999999999,11178.05,0.0124632601026225
深股通,2017-12-29,770.0,12230.0,151932.64,714.69,2691.98,1977.29,sz000066,长城电脑,0.09954700000000001,11040.45,0.00605430467076306
深股通,2017-12-28,1464.13,11535.87,151217.95,1347.0,3893.5,2546.5,sz000933,神火股份,0.10010999999999999,10974.01,0.00575554865134124
深股通,2017-12-27,130.120000000001,12869.88,149870.95,80.75,3281.38,3200.63,sz000732,泰禾集团,0.100217,10911.21,-0.0100364458533656
深股通,2017-12-21,623.959999999999,12376.04,149790.2,565.46,2831.64,2266.18,sz300373,扬杰科技,0.087407,11118.25,0.0104441110100306
深股通,2017-12-20,-281.83,13281.83,149224.74,-347.92,2301.3,2649.22,sz002080,中材科技,0.08181800000000002,11003.33,-0.00647043473628417
深股通,2017-12-19,801.59,12198.41,149572.66,735.77,2712.36,1976.59,sz300377,赢时胜,0.10041800000000001,11074.99,0.0104807246635985
深股通,2017-12-18,442.26,12557.74,148836.89,366.68,2511.65,2144.97,sz000983,西山煤电,0.083799,10960.12,-0.00345513596869283
深股通,2017-12-15,-1459.0,14459.0,148470.21,-1499.81,2378.88,3878.69,sz300413,快乐购,0.0999,10998.12,-0.01008624522735
深股通,2017-12-14,461.280000000001,12538.72,149970.02,417.13,2998.99,2581.86,sz002302,西部建设,0.10005599999999999,11110.18,-0.00302497601824849
深股通,2017-12-13,857.43,12142.57,149552.89,813.95,3012.4,2198.45,sz002202,金风科技,0.10018,11143.89,0.00911691437543978
深股通,2017-12-12,-172.950000000001,13172.95,148738.94,-209.21,2658.61,2867.82,sz002001,新和成,0.084666,11043.21,-0.0089785215457596
深股通,2017-12-11,597.43,12402.57,148948.15,528.26,3657.25,3128.99,sz002023,海特高新,0.10049799999999999,11143.26,0.0190396760511603
深股通,2017-12-08,1065.0,11935.0,148419.89,882.1,3985.21,3103.11,sz300324,旋极信息,0.100299,10935.06,0.0123883809744242
深股通,2017-12-07,-624.709999999999,13624.71,147537.79,-668.38,2986.72,3655.1,sz002600,江粉磁材,0.099692,10801.25,-0.0100885959823413
深股通,2017-12-06,-19.7900000000009,13019.79,148206.17,-72.3099999999999,4017.53,4089.84,sz000733,振华科技,0.1,10911.33,0.00521153853240419
深股通,2017-12-05,-417.15,13417.15,148278.48,-483.71,3038.13,3521.84,sz002390,信邦制药,0.077889,10854.76,-0.0145071746008688
深股通,2017-12-04,278.629999999999,12721.37,148762.19,221.48,3538.9,3317.42,sz000830,鲁西化工,0.09216300000000001,11014.55,0.000127120760182113
深股通,2017-12-01,2133.0,10867.0,148540.71,2070.24,4270.66,2200.42,sz002129,中环股份,0.10030099999999999,11013.15,0.00630933562376068
深股通,2017-11-30,-467.950000000001,13467.95,146470.47,-726.85,2889.44,3616.29,sz002129,中环股份,0.100441,10944.1,-0.012455186863897
深股通,2017-11-29,424.0,12576.0,147197.32,358.96,3657.52,3298.56,sz000671,阳光城,0.100159,11082.13,-0.000812360136108661
深股通,2017-11-28,1370.18,11629.82,146838.36,1281.55,3719.18,2437.63,sz000717,韶钢松山,0.10055199999999999,11091.14,0.0125029897262962
深股通,2017-11-27,-575.459999999999,13575.46,145556.81,-636.61,3415.22,4051.83,sz002110,三钢闽光,0.100255,10954.18,-0.01918002505285
深股通,2017-11-24,42.0,12958.0,146193.42,-41.9099999999999,4476.08,4517.99,sz300026,红日药业,0.100719,11168.39,-0.000633530401853338
深股通,2017-11-23,-75.4300000000003,13075.43,146235.33,-125.33,4510.92,4636.25,sz300413,快乐购,0.099959,11175.47,-0.0333307383572071
深股通,2017-11-22,169.33,12830.67,146360.66,87.8499999999999,3751.39,3663.54,sz300183,东软载波,0.100219,11560.8,-0.00355970039906578
深股通,2017-11-21,-102.549999999999,13102.55,146272.81,-185.11,4285.06,4470.17,sz300413,快乐购,0.10024699999999999,11602.1,0.0143868223526893
深股通,2017-11-20,774.65,12225.35,146457.92,676.05,4690.93,4014.88,sz002281,光迅科技,0.10013899999999999,11437.55,0.0128062424897701
深股通,2017-11-17,964.0,12036.0,145781.87,894.81,4722.14,3827.33,sz002910,庄园牧场,0.099856,11292.93,-0.0212368564286927
