数据由邢不行整理，对数据字段有疑问的，可以直接微信私信邢不行，微信号：xbx297
市场类型,日期,当日资金流入,当日余额,历史累计净买额,当日成交净买额,买入成交额,卖出成交额,领涨股_股票代码,领涨股_股票名称,领涨股_涨跌幅,上证指数_点数,上证指数_涨跌幅
沪股通,2021-07-19,2682.05,49317.95,709234.320000002,1175.15,29759.63,28584.48,sh600210,紫江企业,0.100671,3539.12,-5.08575141978049e-05
沪股通,2021-07-16,-1959.0,53959.0,708059.170000002,-3397.8,26902.12,30299.92,sh603565,中谷物流,0.100072,3539.3,-0.00709478509449894
沪股通,2021-07-15,10111.55,41888.45,711456.970000002,8600.3,34568.74,25968.44,sh600295,鄂尔多斯,0.100145,3564.59,0.0102281422700865
沪股通,2021-07-14,-3876.61,55876.61,702856.670000002,-5189.58,27591.08,32780.66,sh600811,东方集团,0.10163900000000001,3528.5,-0.0106602514495923
沪股通,2021-07-13,3072.38,48927.62,708046.250000002,1665.39,29391.82,27726.43,sh600010,包钢股份,0.10101000000000002,3566.52,0.00526517543068454
沪股通,2021-07-12,-359.160000000003,52359.16,706380.860000002,-1922.65,28601.97,30524.62,sh688202,美迪西,0.119539,3547.84,0.00673932845074899
沪股通,2021-07-09,1502.0,50498.0,708303.510000002,110.040000000001,29328.66,29218.62,sh600577,精达股份,0.10065400000000001,3524.09,-0.00039994327045805
沪股通,2021-07-08,-408.290000000001,52408.29,708193.470000002,-1633.64,27616.3,29249.94,sh688122,西部超导,0.107921,3525.5,-0.00794097452810008
沪股通,2021-07-07,1887.34,50112.66,709827.110000002,604.43,27247.19,26642.76,sh688366,昊海生科,0.199991,3553.72,0.00664540288817242
沪股通,2021-07-06,1928.29,50071.71,709222.680000002,757.239999999998,30950.37,30193.13,sh600673,东阳光科,0.10021800000000002,3530.26,-0.00114873582471308
沪股通,2021-07-05,4347.66,47652.34,708465.440000002,3149.54,27014.25,23864.71,sh603505,金石资源,0.10020300000000001,3534.32,0.00442201229978741
沪股通,2021-07-02,-4924.0,56924.0,705315.900000002,-6051.24,28379.4,34430.64,sh601866,中海集运,0.10137,3518.76,-0.0195108086870747
沪股通,2021-06-29,-1852.77,53852.77,711367.140000002,-2725.21,23102.09,25827.3,sh600252,中恒集团,0.101587,3573.18,-0.00920315996417452
沪股通,2021-06-28,-1856.93,53856.93,714092.350000001,-2165.43,12609.4,14774.83,sh688366,昊海生科,0.2,3606.37,-0.000329862843584044
沪股通,2021-06-25,8934.0,43066.0,716257.780000002,7554.89,30981.64,23426.75,sh601187,厦门银行,0.10032400000000001,3607.56,0.0114701470567619
沪股通,2021-06-24,3773.46,48226.54,708702.890000002,2602.23,24894.48,22292.25,sh600089,特变电工,0.10036199999999999,3566.65,0.000120575847816537
沪股通,2021-06-23,6229.4,45770.6,706100.660000002,5009.67,28341.05,23331.38,sh688298,东方生物,0.121526,3566.22,0.00247652083959958
沪股通,2021-06-22,-368.220000000001,52368.22,701090.990000002,-1459.62,25091.13,26550.75,sh600582,天地科技,0.101036,3557.41,0.00799902526932602
沪股通,2021-06-21,-597.75,52597.75,702550.610000002,-1755.63,23282.12,25037.75,sh600171,上海贝岭,0.100186,3529.18,0.00115741397407164
沪股通,2021-06-18,-150.0,52150.0,704306.240000002,-1818.2,29102.55,30920.75,sh600577,精达股份,0.10091699999999999,3525.1,-0.000141819832085319
沪股通,2021-06-17,-143.339999999997,52143.34,706124.440000001,-1353.7,21596.54,22950.24,sh688012,中微公司,0.164684,3525.6,0.00206632123763262
沪股通,2021-06-16,905.889999999999,51094.11,707478.140000001,-199.189999999999,24814.58,25013.77,sh600968,海油发展,0.10112399999999999,3518.33,-0.0107491508648807
沪股通,2021-06-15,-4448.27,56448.27,707677.330000001,-5608.09,22539.96,28148.05,sh688188,柏楚电子,0.124599,3556.56,-0.00924576920398358
沪股通,2021-06-11,-347.0,52347.0,713285.420000001,-3015.14,32747.34,35762.48,sh603806,福斯特,0.10005900000000001,3589.75,-0.00584625269326424
沪股通,2021-06-10,5287.58,46712.42,716300.560000001,4091.48,28028.82,23937.34,sh601919,中国远洋,0.10022,3610.86,0.00541849974940136
沪股通,2021-06-09,3951.9,48048.1,712209.080000001,2849.08,23620.72,20771.64,sh603208,江山欧派,0.1,3591.4,0.00315353438860816
沪股通,2021-06-08,687.959999999999,51312.04,709360.000000001,-397.43,25050.02,25447.45,sh603887,城地香江,0.100426,3580.11,-0.00539791195541648
沪股通,2021-06-07,-45.0999999999985,52045.1,709757.430000001,-1124.21,20700.2,21824.41,sh600171,上海贝岭,0.100248,3599.54,0.00214374805113808
沪股通,2021-06-04,2797.0,49203.0,710881.640000001,1653.75,26137.74,24483.99,sh600369,西南证券,0.10062900000000001,3591.84,0.00212878151670804
沪股通,2021-06-03,1087.42,50912.58,709227.890000001,-26.6999999999971,22371.99,22398.69,sh600663,陆家嘴,0.100402,3584.21,-0.00359452231495017
沪股通,2021-06-02,2342.41,49657.59,709254.590000001,1163.8,23154.85,21991.05,sh601068,中铝国际,0.10115600000000001,3597.14,-0.00760612573143787
沪股通,2021-06-01,1743.12,50256.88,708090.790000001,439.209999999999,24155.27,23716.06,sh601699,潞安环能,0.10019299999999999,3624.71,0.0025529113699979
沪股通,2021-05-31,2609.32,49390.68,707651.580000001,1316.19,23962.68,22646.49,sh688366,昊海生科,0.104353,3615.48,0.00408244880275935
沪股通,2021-05-28,740.0,51260.0,706335.390000001,-610.420000000002,23537.37,24147.79,sh600704,物产中大,0.10066000000000001,3600.78,-0.00223616941685016
沪股通,2021-05-27,8887.01,43112.99,706945.810000001,6337.88,37910.51,31572.63,sh600340,华夏幸福,0.10097099999999999,3608.85,0.00431072867733814
沪股通,2021-05-26,8243.32,43756.68,700607.930000001,6978.79,28405.33,21426.54,sh601377,兴业证券,0.100108,3593.36,0.00335628563610268
沪股通,2021-05-25,18327.61,33672.39,693629.140000001,16811.77,37736.95,20925.18,sh605199,葫芦娃,0.100138,3581.34,0.0240358221246225
沪股通,2021-05-24,1858.73,50141.27,676817.370000001,572.129999999997,19259.94,18687.81,sh600007,中国国贸,0.100216,3497.28,0.00307466385204908
沪股通,2021-05-21,-974.0,52974.0,676245.240000001,-2072.26,19329.17,21401.43,sh600956,新天绿能,0.100386,3486.56,-0.00581133409753235
沪股通,2021-05-20,-218.580000000002,52218.58,678317.500000001,-1485.14,24571.4,26056.54,sh603218,日月股份,0.10012900000000001,3506.94,-0.00114498598673866
沪股通,2021-05-17,3265.94,48734.06,679802.640000001,2331.6,24858.9,22527.3,sh600775,南京熊猫,0.100619,3517.62,0.007804307840407
沪股通,2021-05-14,6838.0,45162.0,677471.040000001,5569.59,25864.2,20294.61,sh601878,浙商证券,0.10044800000000001,3490.38,0.017739988453262
沪股通,2021-05-13,-2028.86,54028.86,671901.450000001,-3061.3,19050.54,22111.84,sh688019,安集科技,0.111565,3429.54,-0.00959064327485381
沪股通,2021-05-12,1700.22,50299.78,674962.750000002,503.02,20819.64,20316.62,sh600338,西藏珠峰,0.10034100000000001,3462.75,0.00607231576041957
沪股通,2021-05-11,-1783.37,53783.37,674459.730000001,-2930.32,22606.4,25536.72,sh600284,浦东建设,0.100329,3441.85,0.00404318565690102
沪股通,2021-05-10,1819.58,50180.42,677390.050000001,643.57,23545.92,22902.35,sh601005,重庆钢铁,0.101818,3427.99,0.0026675480495017
沪股通,2021-05-07,-114.0,52114.0,676746.480000001,-1282.29,26834.08,28116.37,sh600988,赤峰黄金,0.10012800000000001,3418.87,-0.00651211177236386
沪股通,2021-05-06,1701.27,50298.73,678028.770000002,583.059999999998,32348.6,31765.54,sh601005,重庆钢铁,0.101322,3441.28,-0.0016188647058482
沪股通,2021-04-30,-465.0,52465.0,677445.710000001,-1492.25,26878.06,28370.31,sh600223,鲁商发展,0.10034100000000001,3446.86,-0.00806929695818584
沪股通,2021-04-29,5941.1,46058.9,678937.960000001,4703.62,26410.87,21707.25,sh603687,大胜达,0.10057100000000001,3474.9,0.00515754670862896
沪股通,2021-04-28,2760.03,49239.97,674234.340000001,1416.75,22096.73,20679.98,sh688505,复旦张江,0.11990500000000001,3457.07,0.00420030151542
沪股通,2021-04-27,1917.7,50082.3,672817.590000001,792.540000000001,20260.16,19467.62,sh603517,绝味食品,0.100063,3442.61,0.00041846232531379
沪股通,2021-04-26,934.639999999999,51065.36,672025.050000001,-101.57,23014.22,23115.79,sh600521,华海药业,0.100251,3441.17,-0.00949867162516515
沪股通,2021-04-23,4916.0,47084.0,672126.620000001,3809.68,21789.83,17980.15,sh601038,一拖股份,0.100457,3474.17,0.00261463561041351
沪股通,2021-04-22,-1143.87,53143.87,668316.940000001,-2183.67,18418.3,20601.97,sh688185,康希诺,0.101092,3465.11,-0.00225170101326537
沪股通,2021-04-21,-986.050000000003,52986.05,670500.610000001,-2074.2,18382.47,20456.67,sh600185,格力地产,0.10058299999999999,3472.93,-2.87940476950891e-06
沪股通,2021-04-20,1800.81,50199.19,672574.810000001,680.580000000002,21115.84,20435.26,sh600556,天下秀,0.100402,3472.94,-0.00132564592888675
沪股通,2021-04-19,7787.52,44212.48,671894.230000001,6559.35,26260.53,19701.18,sh601238,广汽集团,0.10008900000000001,3477.55,0.014863042881907
沪股通,2021-04-16,4615.0,47385.0,665334.880000001,3313.7,20889.46,17575.76,sh600559,老白干酒,0.10024100000000001,3426.62,0.00812888534535262
沪股通,2021-04-15,1532.56,50467.44,662021.180000001,504.049999999999,18351.07,17847.02,sh600295,鄂尔多斯,0.100189,3398.99,-0.00518918729073498
沪股通,2021-04-14,2724.89,49275.11,661517.130000001,1540.66,18788.86,17248.2,sh603920,世运电路,0.10025700000000001,3416.72,0.00596207238691936
沪股通,2021-04-13,3513.58,48486.42,659976.470000001,2606.05,20917.58,18311.53,sh603129,春风动力,0.100015,3396.47,-0.00482866728197015
沪股通,2021-04-12,5253.36,46746.64,657370.420000001,4229.93,23137.63,18907.7,sh600025,华能水电,0.100694,3412.95,-0.0109340767616818
沪股通,2021-04-09,-629.099999999999,52629.1,653140.490000001,-1767.98,17982.23,19750.21,sh605198,德利股份,0.100147,3450.68,-0.00915134025354994
沪股通,2021-04-08,-256.980000000003,52256.98,654908.470000001,-1315.03,20421.63,21736.66,sh600860,京城股份,0.10093500000000001,3482.55,0.000839169681834009
沪股通,2021-04-07,-1530.34,53530.34,656223.500000001,-2674.47,24840.71,27515.18,sh600340,华夏幸福,0.10047800000000001,3479.63,-0.000958951699268065
沪股通,2021-03-31,-890.309999999998,52890.31,658897.970000001,-2008.7,21972.1,23980.8,sh601158,重庆水务,0.100511,3441.91,-0.00427288612194359
沪股通,2021-03-30,5576.06,46423.94,660906.670000001,4332.55,24629.86,20297.31,sh600273,嘉化能源,0.100559,3456.68,0.00622361948010353
沪股通,2021-03-29,-1563.91,53563.91,656574.120000001,-2639.59,22015.47,24655.06,sh600917,重庆燃气,0.10041,3435.3,0.00496441244701367
沪股通,2021-03-26,2670.0,49330.0,659213.710000001,1652.83,25611.97,23959.14,sh600917,重庆燃气,0.100338,3418.33,0.0162742783751883
沪股通,2021-03-25,2998.3,49001.7,657560.880000001,1996.58,22009.29,20012.71,sh600917,重庆燃气,0.100496,3363.59,-0.0010305726657677
沪股通,2021-03-24,6527.42,45472.58,655564.300000001,5499.8,26058.99,20559.19,sh601016,节能风电,0.100642,3367.06,-0.0130294209895326
沪股通,2021-03-23,-2099.61,54099.61,650064.500000001,-3095.93,20885.42,23981.35,sh601456,国联证券,0.100269,3411.51,-0.00927270404014585
沪股通,2021-03-22,3613.56,48386.44,653160.430000001,2406.36,24024.45,21618.09,sh600452,涪陵电力,0.1,3443.44,0.0113902709815371
沪股通,2021-03-19,-376.0,52376.0,650754.070000001,-2397.48,28011.62,30409.1,sh601991,大唐发电,0.100775,3404.66,-0.0168665374941888
沪股通,2021-03-18,2986.86,49013.14,653151.550000001,1959.08,23289.3,21330.22,sh600507,方大特钢,0.10034599999999999,3463.07,0.00508481954985415
沪股通,2021-03-17,-1299.87,53299.87,651192.470000001,-2455.98,21461.12,23917.1,sh600507,方大特钢,0.100254,3445.55,-0.00034235347706372
沪股通,2021-03-16,3292.57,48707.43,653648.450000001,2178.94,23940.46,21761.52,sh600956,新天绿能,0.100354,3446.73,0.00783052383806787
沪股通,2021-03-15,2511.36,49488.64,651469.510000001,1391.78,29040.05,27648.27,sh600827,百联股份,0.1,3419.95,-0.00959433317502059
沪股通,2021-03-12,2744.0,49256.0,650077.730000001,1513.57,27751.1,26237.53,sh600565,迪马股份,0.101167,3453.08,0.00472819429532447
沪股通,2021-03-11,5143.38,46856.62,648564.160000001,3780.99,28322.16,24541.17,sh601600,中国铝业,0.100756,3436.83,0.0235545337042178
沪股通,2021-03-10,5077.47,46922.53,644783.170000001,3989.41,29541.07,25551.66,sh601799,星宇股份,0.1,3357.74,-0.000461407023507998
沪股通,2021-03-09,2832.08,49167.92,640793.760000001,1584.66,38348.98,36764.32,sh603077,和邦股份,0.097403,3359.29,-0.0181562572155924
沪股通,2021-03-08,-3656.42,55656.42,639209.100000001,-4694.88,27800.94,32495.82,sh600516,方大炭素,0.100116,3421.41,-0.0230097744425312
沪股通,2021-03-05,2650.0,49350.0,643903.980000001,1323.22,31195.43,29872.21,sh600216,浙江医药,0.10020200000000001,3501.99,-0.000428144507334115
沪股通,2021-03-04,-990.620000000003,52990.62,642580.760000001,-2218.05,30483.72,32701.77,sh600782,新钢股份,0.100791,3503.49,-0.0205233582152144
沪股通,2021-03-03,7775.08,44224.92,644798.810000001,6419.08,29780.89,23361.81,sh600010,包钢股份,0.102273,3576.9,0.0194693594862893
沪股通,2021-03-02,-2252.68,54252.68,638379.730000001,-3313.49,28478.0,31791.49,sh600740,山西焦化,0.1008,3508.59,-0.0120544010812637
沪股通,2021-03-01,2216.22,49783.78,641693.220000001,917.530000000002,28214.06,27296.53,sh600338,西藏珠峰,0.100213,3551.4,0.0120601411196097
沪股通,2021-02-26,-2712.0,54712.0,640775.690000001,-4575.83,34979.49,39555.32,sh601038,一拖股份,0.10032400000000001,3509.08,-0.021190778371292
沪股通,2021-02-25,2130.19,49869.81,645351.520000001,840.889999999996,33454.45,32613.56,sh600340,华夏幸福,0.100282,3585.05,0.00588370631411199
沪股通,2021-02-24,995.449999999997,51004.55,644510.630000001,-144.269999999997,36544.07,36688.34,sh603986,兆易创新,0.06075300000000001,3564.08,-0.0198770198770199
沪股通,2021-02-23,3402.07,48597.93,644654.900000001,2195.67,34573.88,32378.21,sh601058,赛轮股份,0.100524,3636.36,-0.00166921074883867
沪股通,2021-02-22,921.870000000003,51078.13,642459.230000001,-491.870000000003,38952.28,39444.15,sh600577,精达股份,0.101266,3642.44,-0.0145366690384912
沪股通,2021-02-19,3411.0,48589.0,642951.100000001,1800.74000000001,38338.05,36537.31,sh600466,蓝光发展,0.10098499999999999,3696.17,0.00566203038613903
沪股通,2021-02-18,4358.54,47641.46,641150.360000001,2671.62,41788.09,39116.47,sh601222,林洋能源,0.100471,3675.36,0.00554569107737429
沪股通,2021-02-10,-775.610000000001,52775.61,638478.740000001,-2032.62,26896.27,28928.89,sh688185,康希诺,0.2,3655.09,0.0143194514207061
沪股通,2021-02-09,2514.38,49485.62,640511.360000001,1251.87,26699.24,25447.37,sh688366,昊海生科,0.12917,3603.49,0.0201106880493708
沪股通,2021-02-08,3751.12,48248.88,639259.490000001,2464.61,27958.26,25493.65,sh601949,中国出版,0.10068300000000001,3532.45,0.0103308326159144
沪股通,2021-02-05,3962.0,48038.0,636794.880000001,2715.71,28084.09,25368.38,sh600704,物产中大,0.100962,3496.33,-0.00157916078883799
沪股通,2021-02-04,2369.05,49630.95,634079.170000001,1069.98,28478.16,27408.18,sh600583,海油工程,0.100467,3501.86,-0.00439256136081261
沪股通,2021-02-03,1923.2,50076.8,633009.190000001,566.299999999999,28155.03,27588.73,sh600596,新安股份,0.10037900000000001,3517.31,-0.00463256435217674
沪股通,2021-02-02,1684.64,50315.36,632442.890000001,298.84,27462.14,27163.3,sh600803,新奥股份,0.100248,3533.68,0.00810206317326993
沪股通,2021-02-01,4212.37,47787.63,632144.050000001,2846.62,26253.6,23406.98,sh600740,山西焦化,0.100318,3505.28,0.00637655861065096
沪股通,2021-01-29,1922.0,50078.0,629297.430000001,485.43,27270.84,26785.41,sh600970,中材国际,0.100637,3483.07,-0.00630780730233531
沪股通,2021-01-28,-2238.38,54238.38,628812.000000001,-3660.4,23665.29,27325.69,sh601216,内蒙君正,0.101031,3505.18,-0.0190745912787477
沪股通,2021-01-27,226.730000000003,51773.27,632472.400000001,-1231.26,25394.48,26625.74,sh600143,金发科技,0.10011400000000001,3573.34,0.00109541299311103
沪股通,2021-01-26,-1547.56,53547.56,633703.660000001,-2916.14,26748.18,29664.32,sh603687,大胜达,0.100327,3569.43,-0.0151231706509503
沪股通,2021-01-25,2456.61,49543.39,636619.800000001,1626.93,33213.59,31586.66,sh600516,方大炭素,0.10062900000000001,3624.24,0.00484924100644619
沪股通,2021-01-22,550.0,51450.0,634992.870000001,-797.490000000002,27936.59,28734.08,sh603687,大胜达,0.10022500000000001,3606.75,-0.00400689262853267
沪股通,2021-01-21,4526.27,47473.73,635790.360000001,2826.57,30229.92,27403.35,sh601068,中铝国际,0.10119,3621.26,0.010652816423813
沪股通,2021-01-20,84.2699999999968,51915.73,632963.790000001,-1357.36,26684.49,28041.85,sh600111,包钢稀土,0.10027699999999999,3583.09,0.00468542331439724
沪股通,2021-01-19,2598.98,49401.02,634321.150000001,1139.06,33054.57,31915.51,sh601588,北辰实业,0.1,3566.38,-0.00829760137032765
沪股通,2021-01-18,715.129999999997,51284.87,633182.090000001,-665.5,27723.3,28388.8,sh600392,盛和资源,0.10028100000000001,3596.22,0.00836702763025805
沪股通,2021-01-15,1011.0,50989.0,633847.590000001,-339.360000000001,35285.54,35624.9,sh601238,广汽集团,0.100176,3566.38,0.00013460837376259
沪股通,2021-01-14,3568.89,48431.11,634186.950000001,2146.55,34273.48,32126.93,sh600185,格力地产,0.10061,3565.9,-0.00910063496033235
沪股通,2021-01-13,1138.98,50861.02,632040.400000001,-357.620000000003,33389.67,33747.29,sh600185,格力地产,0.100671,3598.65,-0.00268544538485843
沪股通,2021-01-12,5715.51,46284.49,632398.020000001,3986.7,31541.9,27555.2,sh600879,航天电子,0.10062900000000001,3608.34,0.021758459578083
沪股通,2021-01-11,383.099999999999,51616.9,628411.320000001,-949.619999999995,34008.76,34958.38,sh601717,郑煤机,0.10009499999999999,3531.5,-0.0108147928215097
沪股通,2021-01-08,11881.0,40119.0,629360.940000001,10585.18,41621.24,31036.06,sh600776,东方通信,0.10036500000000001,3570.11,-0.00170292489234374
沪股通,2021-01-07,3114.74,48885.26,618775.760000001,1646.64,32315.66,30669.02,sh601866,中海集运,0.101351,3576.2,0.007130626774208
沪股通,2021-01-06,3232.87,48767.13,617129.120000001,1869.0,32140.31,30271.31,sh601766,中国中车,0.10093500000000001,3550.88,0.00629130439711175
沪股通,2021-01-05,-581.790000000001,52581.79,615260.120000001,-2169.38,32737.62,34907.0,sh601018,宁波港,0.101266,3528.68,0.00734236188823161
沪股通,2021-01-04,0.309999999997672,51999.69,617429.500000001,-1394.68,28980.35,30375.03,sh600219,南山铝业,0.101266,3502.96,0.00860621870564079
沪股通,2020-12-31,2840.25,49159.75,618824.180000001,1565.41,23929.15,22363.74,sh601375,中原证券,0.100313,3473.07,0.0171682115714098
沪股通,2020-12-30,2231.27,49768.73,617258.770000001,785.009999999998,20678.51,19893.5,sh600409,三友化工,0.10058500000000001,3414.45,0.0104793077323737
沪股通,2020-12-29,2540.12,49459.88,616473.760000001,1382.67,22301.18,20918.51,sh600776,东方通信,0.100276,3379.04,-0.00537192880207459
沪股通,2020-12-28,335.220000000001,51664.78,615091.090000001,-1007.11,23862.67,24869.78,sh603077,和邦股份,0.101449,3397.29,0.000214923334196958
沪股通,2020-12-23,3429.67,48570.33,616098.200000001,2455.64,22283.82,19828.18,sh600219,南山铝业,0.100372,3382.32,0.00760848193804776
沪股通,2020-12-22,1039.03,50960.97,613642.560000001,-320.970000000001,22648.96,22969.93,sh600197,伊力特,0.085533,3356.78,-0.0186489386271879
沪股通,2020-12-21,4109.79,47890.21,613963.530000001,2709.27,22493.36,19784.09,sh600460,士兰微,0.100254,3420.57,0.00756134201301955
沪股通,2020-12-18,3591.0,48409.0,611254.260000001,1906.5,24354.63,22448.13,sh600903,贵州燃气,0.100259,3394.9,-0.00292815878432945
沪股通,2020-12-17,5769.01,46230.99,609347.760000001,4401.69,23730.71,19329.02,sh603993,洛阳钼业,0.101075,3404.87,0.0112534080986522
沪股通,2020-12-16,4060.01,47939.99,604946.070000001,2873.13,18359.14,15486.01,sh600559,老白干酒,0.09989,3366.98,-7.42450025688771e-05
沪股通,2020-12-15,1373.37,50626.63,602072.940000001,251.610000000001,20019.27,19767.66,sh603733,仙鹤股份,0.09987,3367.23,-0.000560977347200418
沪股通,2020-12-14,-483.5,52483.5,601821.330000001,-1520.39,18008.54,19528.93,sh600956,新天绿能,0.10059200000000001,3369.12,0.00655176431573942
沪股通,2020-12-11,1661.64,50338.36,603341.720000001,-1008.6,24822.62,25831.22,sh600587,新华医疗,0.0563,3347.19,-0.00773431200493293
沪股通,2020-12-10,2542.04,49457.96,604350.320000001,1498.38,19392.53,17894.15,sh600682,南京新百,0.10036199999999999,3373.28,0.000391463718430872
沪股通,2020-12-09,3002.29,48997.71,602851.940000001,1947.4,19556.07,17608.67,sh600072,中船科技,0.100249,3371.96,-0.0112076195391445
沪股通,2020-12-08,4977.21,47022.79,600904.540000001,4024.39,19956.69,15932.3,sh601717,郑煤机,0.10046900000000002,3410.18,-0.00187906105484987
沪股通,2020-12-07,1828.44,50171.56,596880.150000001,865.040000000001,20320.25,19455.21,sh600295,鄂尔多斯,0.100273,3416.6,-0.00812290613079099
沪股通,2020-12-04,3679.0,48321.0,596015.110000001,2756.45,20746.33,17989.88,sh600460,士兰微,0.10027,3444.58,0.000708861347882438
沪股通,2020-12-03,4334.12,47665.88,593258.660000001,3331.05,21709.49,18378.44,sh600871,石化油服,0.102041,3442.14,-0.00209892792327903
沪股通,2020-12-02,104.339999999997,51895.66,589927.610000001,-848.059999999998,22076.88,22924.94,sh603915,国茂股份,0.10014900000000002,3449.38,-0.000741611963127964
沪股通,2020-12-01,11281.56,40718.44,590775.670000001,10049.44,29580.89,19531.45,sh603185,上机数控,0.099988,3451.94,0.0177430006840106
沪股通,2020-11-30,2723.73,49276.27,580726.230000001,1159.13,36096.38,34937.25,sh600338,西藏珠峰,0.10010400000000001,3391.76,-0.00485577896376789
沪股通,2020-11-27,3036.0,48964.0,579567.100000001,1725.78,19344.08,17618.3,sh603711,香飘飘,0.100147,3408.31,0.0114489884946271
沪股通,2020-11-26,4135.78,47864.22,577841.320000001,3159.09,20288.45,17129.36,sh603198,迎驾贡酒,0.10006500000000002,3369.73,0.00220085476440447
沪股通,2020-11-25,1782.08,50217.92,574682.230000001,866.400000000001,21512.41,20646.01,sh600511,国药股份,0.09997600000000001,3362.33,-0.0118989543966476
沪股通,2020-11-24,7.7699999999968,51992.23,573815.830000001,-924.16,18952.23,19876.39,sh601360,三六零,0.10033,3402.82,-0.00341778713658544
沪股通,2020-11-23,7765.8,44234.2,574739.990000001,6682.28,26820.69,20138.41,sh601456,国联证券,0.10011900000000001,3414.49,0.0108830486747016
沪股通,2020-11-20,2097.0,49903.0,568057.710000001,1194.56,17492.67,16298.11,sh600559,老白干酒,0.100219,3377.73,0.00435313952347391
沪股通,2020-11-19,2276.58,49723.42,566863.150000001,1334.88,18767.44,17432.56,sh600933,爱柯迪,0.100066,3363.09,0.00471723478624562
沪股通,2020-11-18,1574.53,50425.47,565528.270000001,613.259999999998,22666.48,22053.22,sh600596,新安股份,0.099698,3347.3,0.00221563519865867
沪股通,2020-11-17,2482.76,49517.24,564915.010000001,1531.26,21781.43,20250.17,sh601919,中国远洋,0.100372,3339.9,-0.0021123583420227
沪股通,2020-11-16,4733.01,47266.99,563383.750000001,3765.94,21329.7,17563.76,sh603225,新凤鸣,0.100358,3346.97,0.011138636294976
沪股通,2020-11-13,-2773.0,54773.0,559617.810000001,-3635.79,17650.68,21286.47,sh603466,风语筑,0.09987700000000001,3310.1,-0.00856026932799787
沪股通,2020-11-12,-788.860000000001,52788.86,563253.600000001,-1706.69,18616.01,20322.7,sh603533,掌阅科技,0.100112,3338.68,-0.00105319849201124
沪股通,2020-11-11,3334.54,48665.46,564960.290000001,2490.22,23790.74,21300.52,sh603533,掌阅科技,0.09997500000000001,3342.2,-0.00534202342157352
沪股通,2020-11-10,2936.14,49063.86,562470.070000001,2143.44,25017.73,22874.29,sh600835,上海机电,0.10014200000000001,3360.15,-0.00402521837847128
沪股通,2020-11-09,9183.88,42816.12,560326.630000001,8083.53,29413.49,21329.96,sh601866,中海集运,0.101167,3373.73,0.0185890778223275
沪股通,2020-11-06,4547.0,47453.0,552243.100000001,3656.93,22976.8,19319.87,sh601636,旗滨集团,0.10021100000000001,3312.16,-0.00240050841382725
沪股通,2020-11-05,6114.89,45885.11,548586.170000001,5058.75,22092.72,17033.97,sh601717,郑煤机,0.100465,3320.13,0.013025410076157
沪股通,2020-11-04,1160.89,50839.11,543527.420000001,238.18,18150.41,17912.23,sh600066,宇通客车,0.100063,3277.44,0.00194737501796045
沪股通,2020-11-03,4057.16,47942.84,543289.240000001,3102.79,21639.29,18536.5,sh603198,迎驾贡酒,0.100118,3271.07,0.014247531874783
沪股通,2020-11-02,1490.4,50509.6,540186.450000001,630.760000000002,21709.93,21079.17,sh601866,中海集运,0.10047800000000001,3225.12,0.000182972402179447
沪股通,2020-10-30,-3091.0,55091.0,539555.690000001,-3937.12,20256.74,24193.86,sh603986,兆易创新,0.1,3224.53,-0.0147277655046398
沪股通,2020-10-29,2124.52,49875.48,543492.810000001,954.620000000003,19609.31,18654.69,sh600741,华域汽车,0.10017899999999999,3272.73,0.0010675263975726
沪股通,2020-10-28,1387.78,50612.22,542538.190000001,306.560000000001,17575.73,17269.17,sh600699,均胜电子,0.100091,3269.24,0.00458467513950675
沪股通,2020-10-27,-2145.27,54145.27,542231.630000001,-3158.44,19312.47,22470.91,sh601865,福莱特,0.07652199999999999,3254.32,0.000984276187898408
沪股通,2020-10-22,60.6100000000006,51939.39,545390.070000001,-771.670000000002,15628.05,16399.72,sh600559,老白干酒,0.09982900000000001,3312.5,-0.00376539088486685
沪股通,2020-10-21,-1242.39,53242.39,546161.740000001,-2020.17,15224.2,17244.37,sh601238,广汽集团,0.09990399999999999,3325.02,-0.000925452961148982
沪股通,2020-10-20,-1098.03,53098.03,548181.910000001,-2099.91,14550.51,16650.42,sh603982,泉峰汽车,0.099761,3328.1,0.00465787416192975
沪股通,2020-10-19,367.089999999997,51632.91,550281.820000001,-275.530000000002,18678.03,18953.56,sh601858,中国科传,0.1,3312.67,-0.0071005526981501
沪股通,2020-10-16,495.0,51505.0,550557.350000001,-231.970000000001,18418.93,18650.9,sh600332,白云山,0.100097,3336.36,0.00125443403417591
沪股通,2020-10-15,1013.17,50986.83,550789.320000001,281.730000000003,17585.08,17303.35,sh603486,科沃斯,0.1,3332.18,-0.00257424912744939
沪股通,2020-10-14,1233.98,50766.02,550507.590000001,205.419999999998,22829.25,22623.83,sh603606,东方电缆,0.10015800000000001,3340.78,-0.00564625344147624
沪股通,2020-10-12,8182.36,43817.64,550302.170000001,6983.45,27582.7,20599.25,sh603997,继峰股份,0.100264,3358.47,0.0264021662062052
沪股通,2020-10-09,3338.0,48662.0,543318.720000001,2153.64,23131.52,20977.88,sh600875,东方电气,0.10039400000000001,3272.08,0.0167896707633504
