数据由邢不行整理，对数据字段有疑问的，可以直接微信私信邢不行，微信号：xbx297
市场类型,日期,当日资金流入,当日余额,历史累计净买额,当日成交净买额,买入成交额,卖出成交额,领涨股_股票代码,领涨股_股票名称,领涨股_涨跌幅,上证指数_点数,上证指数_涨跌幅
沪股通,2020-01-21,-3224.47,55224.47,551472.96,-4202.52,13156.94,17359.46,sh600420,现代制药,0.100535,3052.14,-0.0140997935906506
沪股通,2020-01-20,2267.94,49732.06,555675.48,1249.99,13863.54,12613.55,sh601698,中国卫通,0.10026199999999999,3095.79,0.00659730125182896
沪股通,2020-01-17,2709.0,49291.0,554425.49,1837.94,13109.33,11271.39,sh603888,新华网,0.09996700000000001,3075.5,0.000461926820382057
沪股通,2020-01-16,2421.02,49578.98,552587.55,1571.77,12763.15,11191.38,sh603533,掌阅科技,0.09994600000000001,3074.08,-0.00516498168308502
沪股通,2020-01-15,318.209999999999,51681.79,551015.78,-497.25,11668.09,12165.34,sh600667,太极实业,0.10059900000000001,3090.04,-0.00540102097965128
沪股通,2020-01-14,2892.37,49107.63,551513.03,2050.79,13860.07,11809.28,sh603888,新华网,0.099963,3106.82,-0.00280847485371858
沪股通,2020-01-13,3508.71,48491.29,549462.24,2574.67,14061.81,11487.14,sh601236,红塔证券,0.10018700000000001,3115.57,0.00752840128189795
沪股通,2020-01-10,2258.0,49742.0,546887.57,1494.07,13200.95,11706.88,sh603626,科森科技,0.10026199999999999,3092.29,-0.000836866049733801
沪股通,2020-01-09,4123.03,47876.97,545393.5,3260.52,15267.64,12007.12,sh603127,昭衍新药,0.099932,3094.88,0.00912650926508621
沪股通,2020-01-08,403.449999999997,51596.55,542132.98,-413.549999999999,12510.1,12923.65,sh600072,中船科技,0.100289,3066.89,-0.0122101262561197
沪股通,2020-01-07,2852.01,49147.99,542546.53,1971.02,14778.46,12807.44,sh600373,中文传媒,0.099938,3104.8,0.00693712480662654
沪股通,2020-01-06,1668.43,50331.57,540575.51,805.110000000001,15799.24,14994.13,sh600373,中文传媒,0.100344,3083.41,-0.00012322499262275
沪股通,2020-01-03,2083.0,49917.0,539770.4,1414.92,14543.56,13128.64,sh603279,景津环保,0.100137,3083.79,-0.000457020614546822
沪股通,2020-01-02,5713.08,46286.92,538355.48,5044.77,18265.8,13221.03,sh600739,辽宁成大,0.099803,3085.2,0.0115011868385506
沪股通,2019-12-31,431.419999999998,51568.58,533310.71,-163.060000000001,9341.39,9504.45,sh600061,国投安信,0.100291,3050.12,0.00332234656350942
沪股通,2019-12-30,2493.78,49506.22,533473.77,1473.24,13575.7,12102.46,sh600876,洛阳玻璃,0.100267,3040.02,0.0116404440539893
沪股通,2019-12-27,3992.0,48008.0,532000.53,3299.0,15250.74,11951.74,sh600876,洛阳玻璃,0.1,3005.04,-0.000768118110628941
沪股通,2019-12-23,1488.74,50511.26,528701.53,913.08,10877.32,9964.24,sh603799,华友钴业,0.053495,2962.75,-0.0140402137813068
沪股通,2019-12-20,3464.0,48536.0,527788.45,2614.85,12562.82,9947.97,sh601901,方正证券,0.1,3004.94,-0.00402045693338242
沪股通,2019-12-19,2758.44,49241.56,525173.6,2082.71,10698.26,8615.55,sh601872,招商轮船,0.066952,3017.07,9.94352080191184e-06
沪股通,2019-12-18,2993.14,49006.86,523090.89,2305.77,12337.4,10031.63,sh601990,南京证券,0.100098,3017.04,-0.00178003057152881
沪股通,2019-12-17,5797.22,46202.78,520785.12,4990.27,15623.12,10632.85,sh601990,南京证券,0.10043200000000001,3022.42,0.0127429726007661
沪股通,2019-12-16,316.760000000002,51683.24,515794.85,-373.490000000002,10830.8,11204.29,sh600580,卧龙电气,0.100284,2984.39,0.00563066098770758
沪股通,2019-12-13,5509.0,46491.0,516168.34,3456.94,18084.02,14627.08,sh601990,南京证券,0.10065400000000001,2967.68,0.0178276228692938
沪股通,2019-12-12,4569.38,47430.62,512711.4,4060.35,10769.69,6709.34,sh600216,浙江医药,0.100153,2915.7,-0.00298178784169177
沪股通,2019-12-11,1857.51,50142.49,508651.05,1354.07,8674.81,7320.74,sh601162,天风证券,0.058608,2924.42,0.00243374055640105
沪股通,2019-12-10,2440.0,49560.0,507296.98,1890.45,8354.27,6463.82,sh600703,三安光电,0.1,2917.32,0.000974444840932223
沪股通,2019-12-09,3114.51,48885.49,505406.53,2567.58,10200.32,7632.74,sh600507,方大特钢,0.08520200000000001,2914.48,0.000848211372900436
沪股通,2019-12-06,2634.0,49366.0,502838.95,2087.41,9174.03,7086.62,sh601872,招商轮船,0.10050300000000001,2912.01,0.00432492834897427
沪股通,2019-12-05,2567.29,49432.71,500751.54,1931.4,9074.96,7143.56,sh600641,万业企业,0.100145,2899.47,0.00741803677400522
沪股通,2019-12-04,970.209999999999,51029.79,498820.14,422.92,8471.42,8048.5,sh600547,山东黄金,0.07795300000000001,2878.12,-0.00228099975734043
沪股通,2019-12-03,1747.74,50252.26,498397.22,1334.29,8309.99,6975.7,sh603881,数据港,0.10005599999999999,2884.7,0.00309130297203218
沪股通,2019-12-02,2127.19,49872.81,497062.93,1760.26,8544.78,6784.52,sh603989,艾华集团,0.080594,2875.81,0.00133357474634222
沪股通,2019-11-29,221.0,51779.0,495302.67,-296.549999999999,8929.27,9225.82,sh603233,大参林,0.04459,2871.98,-0.00612868508386714
沪股通,2019-11-28,1752.3,50247.7,495599.22,760.02,7926.68,7166.66,sh603421,鼎信通讯,0.10032400000000001,2889.69,-0.00465005735070733
沪股通,2019-11-27,1258.84,50741.16,494839.2,580.52,9245.57,8665.05,sh601689,拓普集团,0.09797800000000001,2903.19,-0.00133124187323271
沪股通,2019-11-26,12245.44,39754.56,494258.68,10875.28,38987.58,28112.3,sh603533,掌阅科技,0.09121900000000001,2907.06,0.000306244989109334
沪股通,2019-11-25,4246.76,47753.24,483383.4,3653.38,12464.77,8811.39,sh601003,柳钢股份,0.100775,2906.17,0.00723670757532176
沪股通,2019-11-22,85.0,51915.0,479730.02,-425.130000000001,11182.05,11607.18,sh601865,福莱特,0.10022500000000001,2885.29,-0.00631965395159176
沪股通,2019-11-21,-107.25,52107.25,480155.15,-602.460000000001,8406.98,9009.44,sh600363,联创光电,0.070083,2903.64,-0.0025454732828362
沪股通,2019-11-20,-406.260000000002,52406.26,480757.61,-834.79,7391.56,8226.35,sh603882,金域医学,0.047672,2911.05,-0.00781870422189565
沪股通,2019-11-19,1453.98,50546.02,481592.4,929.83,8146.12,7216.29,sh603799,华友钴业,0.099879,2933.99,0.00852124295338924
沪股通,2019-11-18,438.0,51562.0,480662.57,-59.2399999999998,6988.47,7047.71,sh603121,华培动力,0.09995799999999999,2909.2,0.00617706668880162
沪股通,2019-11-15,1219.0,50781.0,480721.81,727.52,7757.64,7030.12,sh601872,招商轮船,0.064982,2891.34,-0.00636798207480051
沪股通,2019-11-14,286.57,51713.43,479994.29,-100.73,7649.22,7749.95,sh601231,环旭电子,0.100317,2909.87,0.00159367212347349
沪股通,2019-11-13,-1199.83,53199.83,480095.02,-1647.52,7374.12,9021.64,sh600703,三安光电,0.099803,2905.24,-0.00328665234903026
沪股通,2019-11-12,426.25,51573.75,481742.54,-8.77000000000044,7794.32,7803.09,sh600299,安迪苏,0.100189,2914.82,0.00166668384897451
沪股通,2019-11-11,349.449999999997,51650.55,481751.31,-60.2600000000002,8037.32,8097.58,sh603639,海利尔,0.054833,2909.97,-0.0182883630548752
沪股通,2019-11-08,-159.0,52159.0,481811.57,-605.559999999999,8696.28,9301.84,sh600363,联创光电,0.091441,2964.18,-0.00487795052220599
沪股通,2019-11-07,1058.91,50941.09,482417.13,527.28,8144.24,7616.96,sh603121,华培动力,0.099871,2978.71,3.69301013899575e-05
沪股通,2019-11-06,1381.41,50618.59,481889.85,921.98,9147.55,8225.57,sh603121,华培动力,0.099953,2978.6,-0.00433218788859325
沪股通,2019-11-05,3617.39,48382.61,480967.87,3168.63,13175.46,10006.83,sh603801,志邦家居,0.1002,2991.56,0.00540079113020046
沪股通,2019-11-04,2632.31,49367.69,477799.24,2267.69,10436.82,8169.13,sh603008,喜临门,0.09630699999999999,2975.49,0.00584477046852815
沪股通,2019-11-01,3812.0,48188.0,475531.55,3278.62,11930.46,8651.84,sh600216,浙江医药,0.100176,2958.2,0.00994858418741845
沪股通,2019-10-31,3696.65,48303.35,472252.93,3189.4,12309.57,9120.17,sh603259,药明康德,0.099977,2929.06,-0.00349060326878333
沪股通,2019-10-30,961.169999999998,51038.83,469063.53,637.870000000001,10370.04,9732.17,sh603986,兆易创新,0.097578,2939.32,-0.00503016065371767
沪股通,2019-10-29,1204.06,50795.94,468425.66,888.55,8799.76,7911.21,sh601789,宁波建工,0.101299,2954.18,-0.00868106239828202
沪股通,2019-10-28,2004.86,49995.14,467537.11,1579.54,10105.29,8525.75,sh600570,恒生电子,0.100013,2980.05,0.00850104740213824
沪股通,2019-10-25,499.0,51501.0,465957.57,6.28000000000065,9385.95,9379.67,sh601689,拓普集团,0.100186,2954.93,0.00476381540470321
沪股通,2019-10-24,-179.790000000001,52179.79,465951.29,-535.32,7224.17,7759.49,sh600903,贵州燃气,0.100353,2940.92,-0.000237964115011394
沪股通,2019-10-23,-855.150000000001,52855.15,466486.61,-1268.54,6601.2,7869.74,sh601360,三六零,0.060348,2941.62,-0.00431901109539065
沪股通,2019-10-22,683.970000000001,51316.03,467755.15,366.21,7418.89,7052.68,sh600876,洛阳玻璃,0.10023300000000002,2954.38,0.00502105714344038
沪股通,2019-10-21,2493.12,49506.88,467388.94,2127.52,8782.4,6654.88,sh600975,新五丰,0.10046200000000001,2939.62,0.000503720040569891
沪股通,2019-10-18,-951.0,52951.0,465261.42,-1490.21,8909.3,10399.51,sh603486,科沃斯,0.100047,2938.14,-0.0131628002270491
沪股通,2019-10-17,578.290000000001,51421.71,466751.63,201.39,8256.77,8055.38,sh603899,晨光文具,0.060835,2977.33,-0.000463287799080847
沪股通,2019-10-16,1118.54,50881.46,466550.24,702.77,9875.29,9172.52,sh601811,新华文轩,0.100215,2978.71,-0.00412564149713316
沪股通,2019-10-15,3083.09,48916.91,465847.47,2696.93,10375.85,7678.92,sh600809,山西汾酒,0.0801,2991.05,-0.00559530300410918
沪股通,2019-10-14,824.339999999997,51175.66,463150.54,519.709999999999,10509.48,9989.77,sh601811,新华文轩,0.100148,3007.88,0.0115077043105131
沪股通,2019-10-11,3229.0,48771.0,462630.83,2731.35,11084.3,8352.95,sh600026,中海发展,0.1,2973.66,0.00880344402943295
沪股通,2019-10-10,547.970000000001,51452.03,459899.48,156.68,9627.69,9471.01,sh601872,招商轮船,0.100189,2947.71,0.00781233973591895
沪股通,2019-10-09,-1658.62,53658.62,459742.8,-1983.48,8115.55,10099.03,sh601958,金钼股份,0.084626,2924.86,0.0038749712551955
沪股通,2019-10-08,730.010000000002,51269.99,461726.28,352.960000000001,11446.6,11093.64,sh603283,赛腾股份,0.099872,2913.57,0.00288449292473129
沪股通,2019-09-30,134.68,51865.32,461373.32,-230.56,7821.87,8052.43,sh603283,赛腾股份,0.094552,2905.19,-0.00920137645498045
沪股通,2019-09-27,96.0,51904.0,461603.88,-361.139999999999,7885.6,8246.74,sh600363,联创光电,0.100422,2932.17,0.00105152112089418
沪股通,2019-09-26,1853.28,50146.72,461965.02,1416.73,11377.82,9961.09,sh603283,赛腾股份,0.100165,2929.09,-0.0089124086850305
沪股通,2019-09-25,-97.4499999999971,52097.45,460548.29,-476.16,9002.0,9478.16,sh600026,中海发展,0.050633,2955.43,-0.010018959314517
沪股通,2019-09-24,1094.29,50905.71,461024.45,807.300000000001,9608.6,8801.3,sh600260,凯乐科技,0.100151,2985.34,0.00277453074825004
沪股通,2019-09-23,-1797.43,53797.43,460217.15,-2210.99,9047.1,11258.09,sh603121,华培动力,0.100067,2977.08,-0.00976899665718701
沪股通,2019-09-20,8778.0,43222.0,462428.14,7137.07,25622.77,18485.7,sh603680,今创集团,0.09973000000000001,3006.45,0.00239057373769692
沪股通,2019-09-19,785.610000000001,51214.39,455291.07,377.33,8939.44,8562.11,sh603626,科森科技,0.10012800000000001,2999.28,0.0045618054299553
沪股通,2019-09-18,2883.33,49116.67,454913.74,2452.06,11389.78,8937.72,sh603121,华培动力,0.10013400000000001,2985.66,0.00253179858434179
沪股通,2019-09-17,-333.120000000003,52333.12,452461.68,-704.889999999999,10664.09,11368.98,sh600903,贵州燃气,0.100289,2978.12,-0.0173653386125547
沪股通,2019-09-16,854.699999999997,51145.3,453166.57,418.710000000001,11645.2,11226.49,sh603121,华培动力,0.100054,3030.75,-0.00016165001781442
沪股通,2019-09-12,2902.37,49097.63,452747.86,2488.84,11892.45,9403.61,sh601038,一拖股份,0.1,3031.24,0.00745477447894677
沪股通,2019-09-11,2249.43,49750.57,450259.02,1804.94,13486.19,11681.25,sh600803,新奥股份,0.100213,3008.81,-0.0041010194624652
沪股通,2019-09-10,2415.99,49584.01,448454.08,2041.14,12377.46,10336.32,sh603600,永艺股份,0.073377,3021.2,-0.0011703485258237
沪股通,2019-09-09,1659.66,50340.34,446412.94,1237.63,11642.3,10404.67,sh601717,郑煤机,0.100855,3024.74,0.00838111748233094
沪股通,2019-09-06,5850.0,46150.0,445175.31,5496.05,14925.22,9429.17,sh600850,华东电脑,0.09987800000000001,2999.6,0.00460168929554627
沪股通,2019-09-05,5712.92,46287.08,439679.26,5411.29,17785.03,12373.74,sh600903,贵州燃气,0.100249,2985.86,0.00961990390240118
沪股通,2019-09-04,5078.32,46921.68,434267.97,4639.51,14073.52,9434.01,sh600516,方大炭素,0.1,2957.41,0.00930327798918136
沪股通,2019-09-03,1256.53,50743.47,429628.46,1005.93,9622.71,8616.78,sh600183,生益科技,0.087386,2930.15,0.00206558576797725
沪股通,2019-09-02,3251.58,48748.42,428622.53,2873.52,11769.8,8896.28,sh600668,尖峰集团,0.10032600000000001,2924.11,0.0131208769887467
沪股通,2019-08-30,4285.0,47715.0,425749.01,4040.85,13655.39,9614.54,sh600685,广船国际,0.100061,2886.24,-0.00161886181561589
沪股通,2019-08-29,567.110000000001,51432.89,421708.16,321.439999999999,9546.81,9225.37,sh603888,新华网,0.100255,2890.92,-0.000981422094437737
沪股通,2019-08-28,-112.550000000003,52112.55,421386.72,-362.880000000001,10109.14,10472.02,sh600775,南京熊猫,0.100465,2893.76,-0.00290470300014811
沪股通,2019-08-27,7371.21,44628.79,421749.6,7100.02,28629.26,21529.24,sh603733,仙鹤股份,0.10021000000000001,2902.19,0.0134866617543835
沪股通,2019-08-26,-2107.11,54107.11,414649.58,-2347.2,9069.15,11416.35,sh603121,华培动力,0.100123,2863.57,-0.0116862184763738
沪股通,2019-08-23,92.0,51908.0,416996.78,-156.539999999999,9706.94,9863.48,sh601865,福莱特,0.100094,2897.43,0.00485184363121819
沪股通,2019-08-22,643.870000000003,51356.13,417153.32,416.33,7941.59,7525.26,sh600511,国药股份,0.09992200000000001,2883.44,0.00107973739120175
沪股通,2019-08-21,1432.15,50567.85,416736.99,1251.01,8391.06,7140.05,sh601330,绿色动力,0.100085,2880.33,0.000114583333333308
沪股通,2019-08-20,-367.519999999997,52367.52,415485.98,-618.35,9013.8,9632.15,sh603882,金域医学,0.068186,2880.0,-0.001075231521626
沪股通,2019-08-19,3861.04,48138.96,416104.33,3491.13,13173.95,9682.82,sh601139,深圳燃气,0.100352,2883.1,0.020992839486936
沪股通,2019-08-16,-103.0,52103.0,412613.2,-297.67,8997.96,9295.63,sh600600,青岛啤酒,0.100109,2823.82,0.00284821365153774
沪股通,2019-08-15,-428.860000000001,52428.86,412910.87,-698.58,8160.66,8859.24,sh600536,中国软件,0.1,2815.8,0.0024529087795623
沪股通,2019-08-14,-367.230000000003,52367.23,413609.45,-571.92,8205.55,8777.47,sh600072,中船科技,0.100191,2808.91,0.00416478983004785
沪股通,2019-08-13,-1581.89,53581.89,414181.37,-1782.2,7376.01,9158.21,sh600867,通化东宝,0.100069,2797.26,-0.00629842379546626
沪股通,2019-08-12,705.010000000002,51294.99,415963.57,301.51,9136.03,8834.52,sh601865,福莱特,0.1,2814.99,0.0145022074060725
沪股通,2019-08-09,207.0,51793.0,415662.06,-46.7799999999997,7473.05,7519.83,sh600711,盛屯矿业,0.100569,2774.75,-0.00708521944499121
沪股通,2019-08-08,1188.34,50811.66,415708.84,936.200000000001,9392.25,8456.05,sh600072,中船科技,0.10007500000000001,2794.55,0.00934380282300603
沪股通,2019-08-07,-2247.47,54247.47,414772.64,-2456.52,7635.67,10092.19,sh603993,洛阳钼业,0.10029500000000001,2768.68,-0.0031970506487709
沪股通,2019-08-06,-2953.63,54953.63,417229.16,-3245.01,10609.28,13854.29,sh603882,金域医学,0.07854599999999999,2777.56,-0.0155732766259082
沪股通,2019-08-05,-2170.57,54170.57,420474.17,-2429.59,8065.34,10494.93,sh600547,山东黄金,0.100122,2821.5,-0.0161585025663915
沪股通,2019-08-02,-4457.0,56457.0,422903.76,-4655.66,7433.31,12088.97,sh603233,大参林,0.100082,2867.84,-0.0140712397336331
沪股通,2019-08-01,-1015.55,53015.55,427559.42,-1282.55,7412.9,8695.45,sh603501,韦尔股份,0.055869999999999996,2908.77,-0.00809545406494785
沪股通,2019-07-31,-584.150000000001,52584.15,428841.97,-621.3,5245.11,5866.41,sh603233,大参林,0.07027,2932.51,-0.00671670607043902
沪股通,2019-07-30,-174.129999999997,52174.13,429463.27,-408.76,6850.57,7259.33,sh600835,上海机电,0.058613,2952.34,0.00385241804686143
沪股通,2019-07-29,-1306.72,53306.72,429872.03,-1510.53,5800.27,7310.8,sh600183,生益科技,0.079356,2941.01,-0.00119882901913363
沪股通,2019-07-26,-614.0,52614.0,431382.56,-878.42,6150.65,7029.07,sh600422,昆明制药,0.08661400000000001,2944.54,0.00244437181686951
沪股通,2019-07-25,1959.05,50040.95,432260.98,1714.41,7750.75,6036.34,sh603711,香飘飘,0.09990700000000001,2937.36,0.00481650748474314
沪股通,2019-07-24,1391.97,50608.03,430546.57,1187.13,8305.79,7118.66,sh603160,汇顶科技,0.071273,2923.28,0.00804844238156657
沪股通,2019-07-23,500.080000000002,51499.92,429359.44,334.41,6953.54,6619.13,sh603421,鼎信通讯,0.07711,2899.94,0.00449259950744215
沪股通,2019-07-22,-444.580000000002,52444.58,429025.03,-578.700000000001,7529.94,8108.64,sh603501,韦尔股份,0.045296,2886.97,-0.0127316872990904
沪股通,2019-07-19,4495.0,47505.0,429603.73,4287.45,10825.91,6538.46,sh603283,赛腾股份,0.080277,2924.2,0.00793470243142445
沪股通,2019-07-18,1867.23,50132.77,425316.28,1668.39,8392.02,6723.63,sh601012,隆基股份,0.044271000000000005,2901.18,-0.010406966630169
沪股通,2019-07-17,1081.85,50918.15,423647.89,927.3,7476.91,6549.61,sh600975,新五丰,0.096088,2931.69,-0.00201864094062535
沪股通,2019-07-16,848.900000000001,51151.1,422720.59,708.34,7826.78,7118.44,sh600933,爱柯迪,0.067567,2937.62,-0.00155326474496894
沪股通,2019-07-15,-1939.35,53939.35,422012.25,-2129.42,9468.86,11598.28,sh600072,中船科技,0.09345200000000001,2942.19,0.00397195065772632
沪股通,2019-07-12,928.0,51072.0,424141.67,775.21,7893.42,7118.21,sh600295,鄂尔多斯,0.071518,2930.55,0.00438349967098047
沪股通,2019-07-11,1992.32,50007.68,423366.46,1823.62,8488.24,6664.62,sh600007,中国国贸,0.08720599999999999,2917.76,0.000843823963228497
沪股通,2019-07-10,-1461.12,53461.12,421542.84,-1636.45,5942.21,7578.66,sh603626,科森科技,0.06375,2915.3,-0.00441563674984541
沪股通,2019-07-09,-1814.59,53814.59,423179.29,-1944.64,6007.54,7952.18,sh603283,赛腾股份,0.1,2928.23,-0.00174884773774788
沪股通,2019-07-08,-2462.17,54462.17,425123.93,-2614.95,7814.57,10429.52,sh600072,中船科技,0.047036,2933.36,-0.0258048660604571
沪股通,2019-07-05,10.0,51990.0,427738.88,-124.08,6979.85,7103.93,sh603363,傲农生物,0.100046,3011.06,0.00193328342068046
沪股通,2019-07-04,1091.57,50908.43,427862.96,941.33,9739.47,8798.14,sh601375,中原证券,0.068702,3005.25,-0.00331978005213488
沪股通,2019-07-03,200.68,51799.32,426921.63,14.9000000000015,9473.03,9458.13,sh600072,中船科技,0.10021200000000001,3015.26,-0.00942199911956209
沪股通,2019-07-02,-277.809999999998,52277.81,426906.73,-506.370000000001,12986.88,13493.25,sh603363,傲农生物,0.09137600000000001,3043.94,-0.000315281290025957
沪股通,2019-06-27,1077.18,50922.82,427413.1,933.810000000001,10182.61,9248.8,sh603228,景旺电子,0.100027,2996.79,0.00689115271412628
沪股通,2019-06-26,-807.25,52807.25,426479.29,-960.52,7052.16,8012.68,sh600685,广船国际,0.10021200000000001,2976.28,-0.00194160432183013
沪股通,2019-06-25,-2252.8,54252.8,427439.81,-2393.42,9980.69,12374.11,sh600639,浦东金桥,0.10034599999999999,2982.07,-0.00866978042983226
沪股通,2019-06-24,-619.940000000002,52619.94,429833.23,-757.959999999999,9016.42,9774.38,sh603711,香飘飘,0.10013400000000001,3008.15,0.0020553101619598
沪股通,2019-06-21,4318.0,47682.0,430591.19,3722.36,18549.19,14826.83,sh601200,上海环境,0.100235,3001.98,0.00497469134149285
沪股通,2019-06-20,2133.82,49866.18,426868.83,1914.44,15461.0,13546.56,sh600167,联美控股,0.10050800000000001,2987.12,0.0237576256083349
沪股通,2019-06-19,2224.0,49776.0,424954.39,2092.51,12036.05,9943.54,sh601200,上海环境,0.100474,2917.8,0.00956348437456761
沪股通,2019-06-18,1140.47,50859.53,422861.88,974.92,7867.25,6892.33,sh600422,昆明制药,0.10010400000000001,2890.16,0.00087961712413682
沪股通,2019-06-17,708.809999999998,51291.19,421886.96,541.099999999999,8439.71,7898.61,sh600459,贵研铂业,0.100288,2887.62,0.00196046454335059
沪股通,2019-06-14,914.0,51086.0,421345.86,-30.1700000000001,11741.45,11771.62,sh600338,西藏珠峰,0.08368,2881.97,-0.00988408445962195
沪股通,2019-06-13,1390.85,50609.15,421376.03,1226.34,9780.9,8554.56,sh601216,内蒙君正,0.08750000000000001,2910.74,0.000467453546803674
沪股通,2019-06-12,2116.48,49883.52,420149.69,1467.34,10231.92,8764.58,sh600338,西藏珠峰,0.100207,2909.38,-0.00558495002939437
沪股通,2019-06-11,3989.46,48010.54,418682.35,3774.59,14775.44,11000.85,sh601881,中国银河,0.1,2925.72,0.0258017692040684
沪股通,2019-06-10,5158.11,46841.89,414907.76,4957.98,12736.98,7779.0,sh600363,联创光电,0.10031000000000001,2852.13,0.00860386165924037
沪股通,2019-06-06,1623.21,50376.79,409949.78,1500.24,9937.71,8437.47,sh600206,有研新材,0.099836,2827.8,-0.0117494111315361
沪股通,2019-06-05,2406.04,49593.96,408449.54,2276.22,10496.21,8219.99,sh601858,中国科传,0.10047,2861.42,-0.000300459773327601
沪股通,2019-06-04,1268.56,50731.44,406173.32,1138.66,9962.24,8823.58,sh603650,彤程新材,0.10012700000000001,2862.28,-0.00961911088966386
沪股通,2019-06-03,4070.1,47929.9,405034.66,3903.42,12247.23,8343.81,sh603686,龙马环卫,0.10034000000000001,2890.08,-0.00297374685203708
沪股通,2019-05-31,-374.0,52374.0,401131.24,-508.280000000001,8502.05,9010.33,sh601068,中铝国际,0.099407,2898.7,-0.00244682205650064
沪股通,2019-05-30,337.68,51662.32,401639.52,59.4600000000009,9684.62,9625.16,sh601038,一拖股份,0.10017300000000001,2905.81,-0.00305005660959957
沪股通,2019-05-29,-2647.21,54647.21,401580.06,-2778.87,8239.09,11017.96,sh601038,一拖股份,0.10076,2914.7,0.0016460990202446
沪股通,2019-05-28,5931.95,46068.05,404358.93,4677.24,26139.23,21461.99,sh600635,大众公用,0.100318,2909.91,0.00606075273650065
沪股通,2019-05-27,-869.989999999998,52869.99,399681.69,-1114.38,9787.97,10902.35,sh600667,太极实业,0.100464,2892.38,0.0138065678463648
沪股通,2019-05-24,277.0,51723.0,400796.07,125.01,8430.99,8305.98,sh600338,西藏珠峰,0.088442,2852.99,0.000164766592346346
沪股通,2019-05-23,-1350.98,53350.98,400671.06,-1482.26,9077.56,10559.82,sh601330,绿色动力,0.07276300000000001,2852.52,-0.0135491233530449
沪股通,2019-05-22,-1076.76,53076.76,402153.32,-1223.81,8906.05,10129.86,sh600536,中国软件,0.100018,2891.7,-0.00491058063228457
沪股通,2019-05-21,-1885.23,53885.23,403377.13,-2029.85,8867.48,10897.33,sh600531,豫光金铅,0.101176,2905.97,0.0123214658956315
沪股通,2019-05-20,-1245.48,53245.48,405406.98,-1477.64,11393.45,12871.09,sh600206,有研新材,0.092677,2870.6,-0.00405925823127373
沪股通,2019-05-17,-3225.0,55225.0,406884.62,-3509.86,11023.29,14533.15,sh601038,一拖股份,0.100189,2882.3,-0.02483667206864
沪股通,2019-05-16,-2321.87,54321.87,410394.48,-2595.71,10835.93,13431.64,sh601865,福莱特,0.100465,2955.71,0.00579511889691977
沪股通,2019-05-15,511.809999999998,51488.19,412990.19,340.199999999999,12239.46,11899.26,sh600273,嘉化能源,0.10018,2938.68,0.0190975894798533
沪股通,2019-05-14,-6998.74,58998.74,412649.99,-7162.21,12084.52,19246.73,sh603599,广信股份,0.099796,2883.61,-0.00692217886772436
沪股通,2019-05-09,-4158.32,56158.32,419812.2,-4353.87,11652.1,16005.97,sh603077,和邦股份,0.100559,2850.95,-0.0147939013601682
沪股通,2019-05-08,-5031.3,57031.3,424166.07,-5252.48,11152.0,16404.48,sh601069,西部黄金,0.08,2893.76,-0.0111502568010414
沪股通,2019-05-07,-1996.38,53996.38,429418.55,-2211.99,15715.55,17927.54,sh600094,大名城,0.09953300000000001,2926.39,0.00685713892501525
沪股通,2019-05-06,-3071.91,55071.91,431630.54,-3424.41,21001.45,24425.86,sh600587,新华医疗,0.10012800000000001,2906.46,-0.0558352878499451
沪股通,2019-04-30,-155.489999999998,52155.49,435054.95,-463.880000000001,13374.81,13838.69,sh600020,中原高速,0.10041,3078.34,0.00517224489795923
沪股通,2019-04-29,4112.55,47887.45,435518.83,3819.12,18125.07,14305.95,sh600332,白云山,0.1,3062.5,-0.00774364955935721
沪股通,2019-04-26,-1590.0,53590.0,431699.71,-1847.31,15060.17,16907.48,sh601789,宁波建工,0.100671,3086.4,-0.0119820860930332
沪股通,2019-04-25,-310.470000000001,52310.47,433547.02,-618.139999999999,13518.87,14137.01,sh601865,福莱特,0.099698,3123.83,-0.0242940270676317
沪股通,2019-04-24,-1939.57,53939.57,434165.16,-2287.44,11987.57,14275.01,sh600073,上海梅林,0.10037900000000001,3201.61,0.000944166023153947
沪股通,2019-04-23,-3270.41,55270.41,436452.6,-3588.4,15450.55,19038.95,sh603128,华贸物流,0.10048800000000001,3198.59,-0.00511657708768781
沪股通,2019-04-17,23.5299999999988,51976.47,440041.0,-277.08,14703.27,14980.35,sh601633,长城汽车,0.100524,3263.12,0.00292598967297762
沪股通,2019-04-16,2226.43,49773.57,440318.08,1818.61,18606.88,16788.27,sh600846,同济科技,0.100289,3253.6,0.0238562019516708
沪股通,2019-04-15,-682.43,52682.43,438499.47,-956.199999999999,15460.99,16417.19,sh603160,汇顶科技,0.099963,3177.79,-0.00339957912959489
沪股通,2019-04-12,278.0,51722.0,439455.67,-58.2700000000004,13337.72,13395.99,sh603008,喜临门,0.1,3188.63,-0.000416933127688099
沪股通,2019-04-11,-1472.7,53472.7,439513.94,-1782.08,15783.07,17565.15,sh600875,东方电气,0.100426,3189.96,-0.016030574380076
沪股通,2019-04-10,-27.6999999999971,52027.7,441296.02,-346.029999999999,16270.59,16616.62,sh600775,南京熊猫,0.100386,3241.93,0.000700690813233482
沪股通,2019-04-09,841.010000000002,51158.99,441642.05,427.73,16557.78,16130.05,sh600775,南京熊猫,0.100255,3239.66,-0.00158714994098271
