,candle_end_time,open,high,low,close,amount,info,DIF,DEA,MACD,max,min,price_new_high,price_new_low,DIF_new_high,DIF_new_low,last_peak_price,last_peak_dif,last_valley_price,last_valley_dif,state,signal
42,2005-06-14,895.39,905.41,882.86,883.54,14343600.0,,-7.6552923027181805,-17.044565086834535,18.77854556823271,895.39,883.54,,,1.0,,,,839.0,-29.088973376767967,,
43,2005-06-15,881.21,881.25,865.14,866.83,11454100.0,,-7.7471030503810425,-15.185072679543836,14.875939258325587,881.21,866.83,,,,,,,839.0,-29.088973376767967,,
44,2005-06-16,866.66,879.49,861.83,879.24,11049700.0,,-6.740776963218195,-13.496213536278708,13.510873146121025,879.24,866.66,,,1.0,,,,839.0,-29.088973376767967,,
45,2005-06-17,883.6,888.08,876.04,880.34,14963000.0,,-5.7877775848058945,-11.954526345984146,12.333497522356502,883.6,880.34,,,1.0,,,,839.0,-29.088973376767967,,
46,2005-06-20,881.62,906.48,872.56,906.26,18992100.0,,-2.907475763146067,-10.14511622941653,14.475280932540926,906.26,881.62,,,1.0,,,,839.0,-29.088973376767967,,
47,2005-06-21,906.31,906.31,894.39,896.17,12774800.0,,-1.4225956947442455,-8.400612122482073,13.956032855475655,906.31,896.17,,,1.0,,,,839.0,-29.088973376767967,,
48,2005-06-22,894.77,901.24,891.93,900.65,10478100.0,,0.11436271434240552,-6.697617155117178,13.623959738919167,900.65,894.77,,,1.0,,,,839.0,-29.088973376767967,,
49,2005-06-23,900.06,904.9,892.83,893.57,9509310.0,,0.7524428044890783,-5.207605163195927,11.92009593537001,900.06,893.57,,,1.0,,,,839.0,-29.088973376767967,,
50,2005-06-24,892.06,898.67,888.4,898.3,8918739.0,,1.6211101935842862,-3.841862091839885,10.925944570848342,898.3,892.06,,,1.0,,,,839.0,-29.088973376767967,,
51,2005-06-27,904.21,920.65,904.21,916.04,16545400.0,,3.698372561751853,-2.3338151611215374,12.06437544574678,916.04,904.21,,,1.0,,,,839.0,-29.088973376767967,,
52,2005-06-28,913.48,913.48,901.21,903.72,10402200.0,,4.300918604484309,-1.006868408000368,10.615574024969355,913.48,903.72,1.0,,1.0,,,,839.0,-29.088973376767967,,
