,code,trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
0,300002,2020/12/11,,,2.8563,5.9917,3.6041,,,1064872.947
1,300002,2020/12/10,,,2.9299,6.1462,3.6971,,,1092328.235
2,300002,2020/12/9,,,2.9772,6.2455,3.7568,,,1109978.063
3,300002,2020/12/8,,,3.2034,6.72,4.0422,,,1194305.018
4,300002,2020/12/7,,,3.1613,6.6317,3.9891,,,1178616.2820000001
5,300002,2020/12/4,,,3.235,6.7862,4.082,,,1206071.57
6,300002,2020/12/3,,,3.235,6.7862,4.082,,,1206071.57
7,300002,2020/12/2,,,3.3402,7.0069,4.2148,,,1245293.41
8,300002,2020/12/1,,,3.3455,7.0179,4.2214,,,1247254.502
9,300002,2020/11/30,,,3.1613,6.6317,3.9891,,,1178616.2820000001
10,300002,2020/11/27,,,3.2402,6.7972,4.0887,,,1208032.662
11,300002,2020/11/26,,,3.2192,6.7531,4.0621,,,1200188.294
12,300002,2020/11/25,,,3.2402,6.7972,4.0887,,,1208032.662
13,300002,2020/11/24,,,3.2876,6.8965,4.1484,,,1225682.49
14,300002,2020/11/23,,,3.2402,6.7972,4.0887,,,1208032.662
15,300002,2020/11/20,,,3.2192,6.7531,4.0621,,,1200188.294
16,300002,2020/11/19,,,2.9141,6.1131,3.6771,,,1086444.959
17,300002,2020/11/18,,,2.8142,5.9034,3.551,,,1049184.211
18,300002,2020/11/17,,,2.8037,5.8814,3.5378,,,1045262.0279999999
19,300002,2020/11/16,,,2.9036,6.091,3.6639,,,1082522.775
20,300002,2020/11/13,,,2.9299,6.1462,3.6971,,,1092328.235
21,300002,2020/11/12,,,2.872,6.0248,3.6239999999999997,,,1070756.223
22,300002,2020/11/11,,,2.8878,6.0579,3.6439999999999997,,,1076639.499
23,300002,2020/11/10,,,2.9825,6.2565,3.7634,,,1111939.155
24,300002,2020/11/9,,,3.0351,6.3669,3.8298,,,1131550.075
25,300002,2020/11/6,,,2.9667,6.2234,3.7435,,,1106055.879
26,300002,2020/11/5,,,3.0035,6.3007,3.79,,,1119783.523
27,300002,2020/11/4,,,2.9036,6.091,3.6639,,,1082522.775
28,300002,2020/11/3,,,2.9615,6.2124,3.7369,,,1104094.787
29,300002,2020/11/2,,,2.8194,5.9145,3.5577,,,1051145.303
30,300002,2020/10/30,,,2.9246,6.1351,3.6904,,,1090367.143
31,300002,2020/10/29,,,3.1376,6.3779,4.6832,,,1133511.1670000001
32,300002,2020/10/28,,,3.1159,6.3338,4.6508,,,1125666.799
33,300002,2020/10/27,,,3.0996,6.3007,4.6265,,,1119783.523
34,300002,2020/10/26,,,3.1594,6.422000000000001,4.7156,,,1141355.535
35,300002,2020/10/23,,,3.1539,6.4110000000000005,4.7075,,,1139394.443
36,300002,2020/10/22,,,3.2082,6.5213,4.7886,,,1159005.363
37,300002,2020/10/21,,,3.2028,6.5103,4.7805,,,1157044.271
38,300002,2020/10/20,,,3.3114,6.731,4.9425,,,1196266.11
39,300002,2020/10/19,,,3.2516,6.6096,4.8534,,,1174694.098
40,300002,2020/10/16,,,3.2191,6.5434,4.8048,,,1162927.547
41,300002,2020/10/15,,,3.2516,6.6096,4.8534,,,1174694.098
42,300002,2020/10/14,,,3.3439,6.7972,4.9911,,,1208032.662
43,300002,2020/10/13,,,3.2788,6.6648,4.8939,,,1184499.558
44,300002,2020/10/12,,,3.2842,6.6758,4.902,,,1186460.65
45,300002,2020/10/9,,,3.1485,6.4,4.6994,,,1137433.351
46,300002,2020/9/30,,,3.0128,6.1241,4.4969,,,1088406.051
47,300002,2020/9/29,,,3.0725,6.2455,4.586,,,1109978.063
48,300002,2020/9/28,,,3.0291,6.1572,4.5212,,,1094289.327
49,300002,2020/9/25,,,3.1322,6.3669,4.6751,,,1131550.075
50,300002,2020/9/24,,,3.1051,6.3117,4.6346,,,1121744.615
51,300002,2020/9/23,,,3.2896,6.6869,4.9101,,,1188421.742
52,300002,2020/9/22,,,3.2679,6.6427,4.8777,,,1180577.374
53,300002,2020/9/21,,,3.3331,6.7751,4.9749,,,1204110.478
54,300002,2020/9/18,,,3.3548,6.8193,5.0073,,,1211954.846
55,300002,2020/9/17,,,3.3765,6.8634,5.0397,,,1219799.2140000002
56,300002,2020/9/16,,,3.3548,6.8193,5.0073,,,1211954.846
57,300002,2020/9/15,,,3.4145,6.9407,5.0965,,,1233526.858
58,300002,2020/9/14,,,3.4471,7.0069,5.1451,,,1245293.41
59,300002,2020/9/11,,,3.3114,6.731,4.9425,,,1196266.11
60,300002,2020/9/10,,,3.2842,6.6758,4.902,,,1186460.65
61,300002,2020/9/9,,,3.7945,7.7131,5.6636,,,1370803.2969999998
62,300002,2020/9/8,,,4.0659,8.2648,6.0688,,,1468857.896
63,300002,2020/9/7,,,3.7945,7.7131,5.6636,,,1370803.2969999998
64,300002,2020/9/4,,,3.7402,7.6027,5.5826,,,1351192.3769999999
65,300002,2020/9/3,,,3.6642,7.4482,5.4692,,,1323737.0890000002
66,300002,2020/9/2,,,3.8813,7.8896,5.7933,,,1402180.769
67,300002,2020/9/1,,,3.6316,7.382000000000001,5.4206,,,1311970.537
68,300002,2020/8/31,,,3.5774,7.2717,5.3395,,,1292359.618
69,300002,2020/8/28,,,3.6642,7.4482,5.4692,,,1323737.0890000002
70,300002,2020/8/27,,,3.6832,7.3379,6.4270000000000005,,,1304126.169
71,300002,2020/8/26,,,3.4284,6.8303,5.9825,,,1213915.938
72,300002,2020/8/25,,,3.589,7.1503,6.2627,,,1270787.606
73,300002,2020/8/24,,,3.4616,6.8965,6.0404,,,1225682.49
74,300002,2020/8/21,,,3.3841,6.742000000000001,5.9051,,,1198227.202
75,300002,2020/8/20,,,3.3841,6.742000000000001,5.9051,,,1198227.202
76,300002,2020/8/19,,,3.4062,6.7862,5.9438,,,1206071.57
77,300002,2020/8/18,,,3.5558,7.0841,6.2047,,,1259021.054
78,300002,2020/8/17,,,3.5724,7.1172,6.2337,,,1264904.33
79,300002,2020/8/14,,,3.5226,7.0179,6.1468,,,1247254.502
80,300002,2020/8/13,,,3.4229,6.8193,5.9728,,,1211954.846
81,300002,2020/8/12,,,3.4173,6.8082,5.9631,,,1209993.754
82,300002,2020/8/11,,,3.4893,6.9517,6.0888,,,1235487.95
83,300002,2020/8/10,,,3.6666,7.3048,6.398,,,1298242.893
84,300002,2020/8/7,,,3.6278,7.2276,6.3304,,,1284515.25
85,300002,2020/8/6,,,3.7829,7.5365,6.601,,,1339425.825
86,300002,2020/8/5,,,3.9158,7.8013,6.832999999999999,,,1386492.033
87,300002,2020/8/4,,,3.9435,7.8565,6.8813,,,1396297.493
88,300002,2020/8/3,,,3.9656,7.9007,6.9199,,,1404141.861
89,300002,2020/7/31,,,3.7607,7.4924,6.5623,,,1331581.457
90,300002,2020/7/30,,,3.7109,7.3931,6.4754,,,1313931.629
91,300002,2020/7/29,,,3.8161,7.6027,6.659,,,1351192.3769999999
92,300002,2020/7/28,,,3.7109,7.3931,6.4754,,,1313931.629
93,300002,2020/7/27,,,3.7386,7.4482,6.5237,,,1323737.0890000002
94,300002,2020/7/24,,,3.7441,7.4593,6.5333,,,1325698.1809999999
95,300002,2020/7/23,,,3.7164,7.4041,6.485,,,1315892.721
96,300002,2020/7/22,,,3.8549,7.68,6.7266,,,1364920.021
97,300002,2020/7/21,,,3.8106,7.5917,6.6493,,,1349231.285
98,300002,2020/7/20,,,3.7718,7.5144,6.5817,,,1335503.6409999998
99,300002,2020/7/17,,,3.6776,7.3269,6.4174,,,1302165.077
100,300002,2020/7/16,,,3.6223,7.2165,6.3207,,,1282554.158
101,300002,2020/7/15,,,4.0155,8.0,7.0069,,,1421791.688
102,300002,2020/7/14,,,4.4641,8.8937,7.7898,,,1580640.139
103,300002,2020/7/13,,,4.1817,8.331,7.2969,,,1480624.448
104,300002,2020/7/10,,,4.0764,8.1213,7.1132,,,1443363.7
105,300002,2020/7/9,,,4.0321,8.0331,7.0359,,,1427674.9640000002
106,300002,2020/7/8,,,4.0266,8.022,7.0262,,,1425713.872
107,300002,2020/7/7,,,3.9269,7.8234,6.8523,,,1390414.217
108,300002,2020/7/6,,,3.6278,7.2276,6.3304,,,1284515.25
109,300002,2020/7/3,,,3.4727,6.9186,6.0598,,,1229604.674
110,300002,2020/7/2,,,3.4616,6.8965,6.0404,,,1225682.49
111,300002,2020/7/1,,,3.4561,6.8855,6.0308,,,1223721.398
112,300002,2020/6/30,,,3.4284,6.8303,5.9825,,,1213915.938
113,300002,2020/6/29,,,3.3952,6.7641,5.9245,,,1202149.386
114,300002,2020/6/24,,,3.7718,7.5144,6.5817,,,1335503.6409999998
115,300002,2020/6/23,,,3.9103,7.7903,6.8233,,,1384530.9409999999
116,300002,2020/6/22,,,3.7773,7.5255,6.5913,,,1337464.733
117,300002,2020/6/19,,,3.7053,7.382000000000001,6.4657,,,1311970.537
118,300002,2020/6/18,,,3.7718,7.5144,6.5817,,,1335503.6409999998
119,300002,2020/6/17,,,3.8992,7.7682,6.803999999999999,,,1380608.757
120,300002,2020/6/16,,,3.7995,7.5696,6.63,,,1345309.101
121,300002,2020/6/15,,,3.7386,7.4482,6.5237,,,1323737.0890000002
122,300002,2020/6/12,,,3.7164,7.4041,6.485,,,1315892.721
123,300002,2020/6/11,,,3.805,7.5807,6.6397,,,1347270.1930000002
124,300002,2020/6/10,,,3.9047,7.7793,6.8136,,,1382569.8490000002
125,300002,2020/6/9,,,4.0432,8.0551,7.0552,,,1431597.148
126,300002,2020/6/8,,,4.0321,8.0331,7.0359,,,1427674.9640000002
127,300002,2020/6/5,,,3.8383,7.6469,6.6976,,,1359036.745
128,300002,2020/6/4,,,3.4893,6.9517,6.0888,,,1235487.95
129,300002,2020/6/3,,,3.5558,7.0841,6.2047,,,1259021.054
130,300002,2020/6/2,,,3.6167,7.2055,6.3111,,,1280593.0659999999
131,300002,2020/6/1,,,3.4561,6.8855,6.0308,,,1223721.398
132,300002,2020/5/29,,,3.1404,6.2565,5.4799,,,1111939.155
133,300002,2020/5/28,,,3.2567,6.4882,5.6829,,,1153122.087
134,300002,2020/5/27,,,3.3232,6.6207,5.7988,,,1176655.19
135,300002,2020/5/26,,,3.2401,6.4551,5.6539,,,1147238.811
136,300002,2020/5/25,,,3.1072,6.1903,5.4219,,,1100172.603
137,300002,2020/5/22,,,3.1847,6.3448,5.5572,,,1127627.8909999998
138,300002,2020/5/21,,,3.3398,6.6538,5.8278,,,1182538.466
139,300002,2020/5/20,,,3.5226,7.0179,6.1468,,,1247254.502
140,300002,2020/5/19,,,3.661,7.2938,6.3884,,,1296281.801
141,300002,2020/5/18,,,3.3287,6.6317,5.8085,,,1178616.2820000001
142,300002,2020/5/15,,,3.5336,7.04,6.1661,,,1251176.686
143,300002,2020/5/14,,,3.3398,6.6538,5.8278,,,1182538.466
144,300002,2020/5/13,,,3.1182,6.2124,5.4412,,,1104094.787
145,300002,2020/5/12,,,3.1459,6.2676,5.4896,,,1113900.247
146,300002,2020/5/11,,,3.2678,6.5103,5.7022,,,1157044.271
147,300002,2020/5/8,,,3.0573,6.091,5.3349,,,1082522.775
148,300002,2020/5/7,,,3.013,6.0027,5.2576,,,1066834.039
149,300002,2020/5/6,,,3.0462,6.0689,5.3156,,,1078600.591
150,300002,2020/4/30,,,2.8967,5.771,5.0546,,,1025651.108
151,300002,2020/4/29,,,2.7969999999999997,5.5724,4.8807,,,990351.4519
152,300002,2020/4/28,,,2.9355,5.8482,5.1223,,,1039378.752
153,300002,2020/4/27,136.8529,,2.8739999999999997,5.4382,5.5912,,,1098211.511
154,300002,2020/4/24,148.5832,,3.1203,5.9043,6.0705,,,1192343.926
155,300002,2020/4/23,146.6281,,3.0793,5.8266,5.9906,,,1176655.19
156,300002,2020/4/22,156.6477,,3.2897,6.2247,6.4,,,1257059.962
157,300002,2020/4/21,142.4736,,2.992,5.6615,5.8209,,,1143316.627
158,300002,2020/4/20,158.3584,,3.3256,6.2927,6.4699,,,1270787.606
159,300002,2020/4/17,152.7376,,3.2076,6.0694,6.2402,,,1225682.49
160,300002,2020/4/16,144.9174,,3.0433,5.7586,5.9207,,,1162927.547
161,300002,2020/4/15,139.5411,,2.9304,5.545,5.7011,,,1119783.523
162,300002,2020/4/14,154.937,,3.2538,6.1568,6.3301,,,1243332.318
163,300002,2020/4/13,140.763,,2.9561,5.5935,5.751,,,1129588.983
164,300002,2020/4/10,129.2771,,2.7149,5.1371,5.2817,,,1037417.66
165,300002,2020/4/9,117.5469,,2.4685,4.671,4.8025,,,943285.2443
166,300002,2020/4/8,106.7941,,2.2427,4.2437,4.3632,,,856997.197
167,300002,2020/4/7,97.0189,,2.0374,3.8553,3.9638,,,778553.5176
168,300002,2020/4/3,88.2212,,1.8527,3.5057,3.6044,,,707954.2062
169,300002,2020/4/2,91.1538,,1.9143,3.6222,3.7242,,,731487.31
170,300002,2020/4/1,87.2437,,1.8322,3.4668,3.5644,,,700109.8383
171,300002,2020/3/31,89.1988,,1.8732,3.5445,3.6443,,,715798.5742
172,300002,2020/3/30,91.6426,,1.9245,3.6416,3.7441,,,735409.4940000001
173,300002,2020/3/27,98.2408,,2.0631,3.9038,4.0137,,,788358.9776
174,300002,2020/3/26,98.2408,,2.0631,3.9038,4.0137,,,788358.9776
175,300002,2020/3/25,102.1509,,2.1452,4.0592,4.1735,,,819736.4493
176,300002,2020/3/24,102.1509,,2.1452,4.0592,4.1735,,,819736.4493
177,300002,2020/3/23,97.9965,,2.0580000000000003,3.8941,4.0037,,,786397.8856
178,300002,2020/3/20,103.1284,,2.1658,4.098,4.2134,,,827580.8172
179,300002,2020/3/19,108.2604,,2.2735,4.302,4.4231,,,868763.7489
180,300002,2020/3/18,107.0385,,2.2479,4.2534,4.3732,,,858958.2890000001
181,300002,2020/3/17,110.4598,,2.3197,4.3894,4.5129,,,886413.5768
182,300002,2020/3/16,105.5722,,2.2171,4.1951,4.3132,,,847191.7371
183,300002,2020/3/13,112.4149,,2.3608,4.4671,4.5928,,,902102.3126
184,300002,2020/3/12,102.1509,,2.1452,4.0592,4.1735,,,819736.4493
185,300002,2020/3/11,98.2408,,2.0631,3.9038,4.0137,,,788358.9776
186,300002,2020/3/10,103.6172,,2.176,4.1175,4.2334,,,831503.0012
187,300002,2020/3/9,97.2633,,2.0426,3.865,3.9738,,,780514.6096
188,300002,2020/3/6,98.2408,,2.0631,3.9038,4.0137,,,788358.9776
189,300002,2020/3/5,102.8841,,2.1606,4.0883,4.2034,,,825619.7253
190,300002,2020/3/4,100.929,,2.1196,4.0106,4.1235,,,809930.9894
191,300002,2020/3/3,91.6426,,1.9245,3.6416,3.7441,,,735409.4940000001
192,300002,2020/3/2,86.0218,,1.8065,3.4183,3.5145,,,690304.3784
193,300002,2020/2/28,82.8449,,1.7398,3.292,3.3847,,,664810.1826
194,300002,2020/2/27,88.9544,,1.8681,3.5348,3.6343,,,713837.4822
195,300002,2020/2/26,91.8869,,1.9297,3.6513,3.7541,,,737370.5859999999
196,300002,2020/2/25,89.4431,,1.8784,3.5542,3.6543,,,717759.6661
197,300002,2020/2/24,91.1538,,1.4845,3.6222,3.5371,,,731487.31
198,300002,2020/2/21,87.7325,,1.4288,3.4862,3.4043,,,704032.0223
199,300002,2020/2/20,87.2437,,1.4208,3.4668,3.3853,,,700109.8383
200,300002,2020/2/19,86.2662,,1.4049,3.428,3.3474,,,692265.4704
201,300002,2020/2/18,88.4656,,1.4407,3.5154,3.4328,,,709915.2982
202,300002,2020/2/17,84.7999,,1.381,3.3697,3.2905,,,680498.9184
203,300002,2020/2/14,80.6455,,1.3134,3.2046,3.1293,,,647160.3547
204,300002,2020/2/13,82.1117,,1.3373,3.2629,3.1862,,,658926.9066
205,300002,2020/2/12,83.57799999999999,,1.3611,3.3212,3.2431,,,670693.4585
206,300002,2020/2/11,83.57799999999999,,1.3611,3.3212,3.2431,,,670693.4585
207,300002,2020/2/10,83.57799999999999,,1.3611,3.3212,3.2431,,,670693.4585
208,300002,2020/2/7,80.8898,,1.3174,3.2143,3.1388,,,649121.4467
209,300002,2020/2/6,78.2017,,1.2736,3.1075,3.0345,,,627549.4349
210,300002,2020/2/5,75.7579,,1.2338,3.0104,2.9397,,,607938.515
211,300002,2020/2/4,74.7803,,1.2179,2.9716,2.9017,,,600094.1471
212,300002,2020/2/3,72.3365,,1.1781,2.8745,2.8069,,,580483.2273
213,300002,2020/1/23,80.4011,,1.3094,3.1949,3.1198,,,645199.2627
214,300002,2020/1/22,84.7999,,1.381,3.3697,3.2905,,,680498.9184
215,300002,2020/1/21,85.2887,,1.389,3.3891,3.3095,,,684421.1024
216,300002,2020/1/20,82.8449,,1.3492,3.292,3.2147,,,664810.1826
217,300002,2020/1/17,82.6005,,1.3452,3.2823,3.2052,,,662849.0906
218,300002,2020/1/16,83.3336,,1.3572,3.3114,3.2336,,,668732.3665
219,300002,2020/1/15,83.57799999999999,,1.3611,3.3212,3.2431,,,670693.4585
220,300002,2020/1/14,84.5555,,1.3771,3.36,3.281,,,678537.8265
221,300002,2020/1/13,86.2662,,1.4049,3.428,3.3474,,,692265.4704
222,300002,2020/1/10,86.2662,,1.4049,3.428,3.3474,,,692265.4704
223,300002,2020/1/9,87.7325,,1.4288,3.4862,3.4043,,,704032.0223
224,300002,2020/1/8,86.5106,,1.4089,3.4377,3.3569,,,694226.5623
225,300002,2020/1/7,87.9769,,1.4328,3.4960000000000004,3.4138,,,705993.1142
226,300002,2020/1/6,84.3112,,1.3731,3.3503,3.2716,,,676576.7345
227,300002,2020/1/3,82.8449,,1.3492,3.292,3.2147,,,664810.1826
228,300002,2020/1/2,82.1117,,1.3373,3.2629,3.1862,,,658926.9066
229,300002,2019/12/31,79.6679,,1.2975,3.1658,3.0914,0.2147,,639315.9868
230,300002,2019/12/30,79.4236,,1.2935,3.1561,3.0819,0.2154,,637354.8948
231,300002,2019/12/27,80.1567,,1.3054,3.1852,3.1103,0.2134,,643238.1708
232,300002,2019/12/26,80.4011,,1.3094,3.1949,3.1198,0.2128,,645199.2627
233,300002,2019/12/25,80.1567,,1.3054,3.1852,3.1103,0.2134,,643238.1708
234,300002,2019/12/24,80.1567,,1.3054,3.1852,3.1103,0.2134,,643238.1708
235,300002,2019/12/23,79.1792,,1.2895,3.1464,3.0724,0.21600000000000003,,635393.8028
236,300002,2019/12/20,82.3561,,1.3412,3.2726,3.1957,0.2077,,660887.9986
237,300002,2019/12/19,84.0668,,1.3691,3.3406,3.2621,0.2035,,674615.6425
238,300002,2019/12/18,83.57799999999999,,1.3611,3.3212,3.2431,0.2047,,670693.4585
239,300002,2019/12/17,83.3336,,1.3572,3.3114,3.2336,0.2053,,668732.3665
240,300002,2019/12/16,80.6455,,1.3134,3.2046,3.1293,0.2121,,647160.3547
241,300002,2019/12/13,78.9348,,1.2855,3.1367,3.0629,0.2167,,633432.7108
242,300002,2019/12/12,78.446,,1.2776,3.1172,3.0439999999999996,0.2181,,629510.5269
243,300002,2019/12/11,79.1792,,1.2895,3.1464,3.0724,0.21600000000000003,,635393.8028
244,300002,2019/12/10,79.1792,,1.2895,3.1464,3.0724,0.21600000000000003,,635393.8028
245,300002,2019/12/9,78.446,,1.2776,3.1172,3.0439999999999996,0.2181,,629510.5269
246,300002,2019/12/6,78.2017,,1.2736,3.1075,3.0345,0.2187,,627549.4349
247,300002,2019/12/5,77.7129,,1.2656,3.0881,3.0155,0.2201,,623627.2509
248,300002,2019/12/4,76.7354,,1.2497,3.0493,2.9776,0.2229,,615782.8829999999
249,300002,2019/12/3,76.491,,1.2457,3.0395,2.9681,0.2236,,613821.791
250,300002,2019/12/2,76.491,,1.2457,3.0395,2.9681,0.2236,,613821.791
251,300002,2019/11/29,77.2241,,1.2577,3.0687,2.9966,0.2215,,619705.0669
252,300002,2019/11/28,76.9798,,1.2537,3.0589999999999997,2.9871,0.2222,,617743.975
253,300002,2019/11/27,77.4685,,1.2616,3.0784,3.0060000000000002,0.2208,,621666.1589
254,300002,2019/11/26,78.446,,1.2776,3.1172,3.0439999999999996,0.2181,,629510.5269
255,300002,2019/11/25,77.9573,,1.2696,3.0978,3.025,0.2194,,625588.3429
256,300002,2019/11/22,78.9348,,1.2855,3.1367,3.0629,0.2167,,633432.7108
257,300002,2019/11/21,80.6455,,1.3134,3.2046,3.1293,0.2121,,647160.3547
258,300002,2019/11/20,79.1792,,1.2895,3.1464,3.0724,0.21600000000000003,,635393.8028
259,300002,2019/11/19,79.6679,,1.2975,3.1658,3.0914,0.2147,,639315.9868
260,300002,2019/11/18,77.2241,,1.2577,3.0687,2.9966,0.2215,,619705.0669
261,300002,2019/11/15,76.7354,,1.2497,3.0493,2.9776,0.2229,,615782.8829999999
262,300002,2019/11/14,77.2241,,1.2577,3.0687,2.9966,0.2215,,619705.0669
263,300002,2019/11/13,76.7354,,1.2497,3.0493,2.9776,0.2229,,615782.8829999999
264,300002,2019/11/12,77.4685,,1.2616,3.0784,3.0060000000000002,0.2208,,621666.1589
265,300002,2019/11/11,76.9798,,1.2537,3.0589999999999997,2.9871,0.2222,,617743.975
266,300002,2019/11/8,80.1567,,1.3054,3.1852,3.1103,0.2134,,643238.1708
267,300002,2019/11/7,80.1567,,1.3054,3.1852,3.1103,0.2134,,643238.1708
268,300002,2019/11/6,79.4236,,1.2935,3.1561,3.0819,0.2154,,637354.8948
269,300002,2019/11/5,80.8898,,1.3174,3.2143,3.1388,0.2115,,649121.4467
270,300002,2019/11/4,81.1342,,1.3213,3.2239999999999998,3.1483,0.2108,,651082.5387
271,300002,2019/11/1,81.1342,,1.3213,3.2239999999999998,3.1483,0.2108,,651082.5387
272,300002,2019/10/31,79.6679,,1.2975,3.1658,3.0914,0.2147,,639315.9868
273,300002,2019/10/30,84.0668,,1.3691,3.3406,3.2621,0.2035,,674615.6425
274,300002,2019/10/29,90.1763,,1.4498,3.5834,3.5842,0.1897,,723642.9421
275,300002,2019/10/28,94.3308,,1.5166,3.7484,3.7493,0.1813,,756981.5058
276,300002,2019/10/25,85.7774,,1.3791,3.4086,3.4094,0.1994,,688343.2864
277,300002,2019/10/24,86.755,,1.3948,3.4474,3.4482,0.1972,,696187.6543
278,300002,2019/10/23,85.5331,,1.3751,3.3988,3.3996,0.2,,686382.1944
279,300002,2019/10/22,85.5331,,1.3751,3.3988,3.3996,0.2,,686382.1944
280,300002,2019/10/21,85.0443,,1.3673,3.3794,3.3802,0.2011,,682460.0104
281,300002,2019/10/18,85.2887,,1.3712,3.3891,3.3899,0.2006,,684421.1024
282,300002,2019/10/17,86.2662,,1.3869,3.428,3.4288,0.1983,,692265.4704
283,300002,2019/10/16,87.2437,,1.4026,3.4668,3.4676,0.1961,,700109.8383
284,300002,2019/10/15,88.4656,,1.4223,3.5154,3.5162,0.1934,,709915.2982
285,300002,2019/10/14,90.665,,1.4576,3.6028,3.6036,0.1887,,727565.1261
286,300002,2019/10/11,87.9769,,1.4144,3.4960000000000004,3.4968,0.1944,,705993.1142
287,300002,2019/10/10,87.9769,,1.4144,3.4960000000000004,3.4968,0.1944,,705993.1142
288,300002,2019/10/9,86.9993,,1.3987,3.4571,3.4579,0.1966,,698148.7463
289,300002,2019/10/8,85.5331,,1.3751,3.3988,3.3996,0.2,,686382.1944
290,300002,2019/9/30,86.2662,,1.3869,3.428,3.4288,0.1983,,692265.4704
291,300002,2019/9/27,88.9544,,1.4301,3.5348,3.5356,0.1923,,713837.4822
292,300002,2019/9/26,88.71,,1.4262,3.5251,3.5259,0.1928,,711876.3902
293,300002,2019/9/25,92.3757,,1.4851,3.6708,3.6716,0.1852,,741292.77
294,300002,2019/9/24,94.5751,,1.5205,3.7582,3.759,0.1809,,758942.5978
295,300002,2019/9/23,92.8645,,1.493,3.6902,3.6910000000000003,0.1842,,745214.9539
296,300002,2019/9/20,95.0639,,1.5284,3.7776,3.7785,0.1799,,762864.7818
297,300002,2019/9/19,96.0414,,1.5441,3.8164,3.8173,0.1781,,770709.1497
298,300002,2019/9/18,95.79700000000001,,1.5401,3.8067,3.8076,0.1786,,768748.0577
299,300002,2019/9/17,95.3083,,1.5323,3.7873,3.7882,0.1795,,764825.8738
300,300002,2019/9/16,99.7071,,1.6030000000000002,3.9621,3.963,0.1716,,800125.5295
301,300002,2019/9/12,98.2408,,1.5794,3.9038,3.9047,0.1741,,788358.9776
302,300002,2019/9/11,97.0189,,1.5598,3.8553,3.8562,0.1763,,778553.5176
303,300002,2019/9/10,98.4852,,1.5834,3.9135,3.9144,0.1737,,790320.0696
304,300002,2019/9/9,97.9965,,1.5755,3.8941,3.895,0.1746,,786397.8856
305,300002,2019/9/6,94.8195,,1.5244,3.7679,3.7687,0.1804,,760903.6898
306,300002,2019/9/5,93.84200000000001,,1.5087,3.7289999999999996,3.7299,0.1823,,753059.3219
307,300002,2019/9/4,93.1088,,1.4969,3.6999,3.7007,0.1837,,747176.0459
308,300002,2019/9/3,91.8869,,1.4773,3.6513,3.6522,0.1862,,737370.5859999999
309,300002,2019/9/2,91.3982,,1.4694,3.6319,3.6328,0.1872,,733448.402
310,300002,2019/8/30,87.2437,,1.4026,3.4668,3.4676,0.1961,,700109.8383
311,300002,2019/8/29,89.6875,,1.4419,3.5639,3.5648,0.1907,,719720.7581
312,300002,2019/8/28,89.4431,,1.4380000000000002,3.5542,3.555,0.1913,,717759.6661
313,300002,2019/8/27,90.1763,348.7874,1.4199,3.5834,3.6285,0.1897,,723642.9421
314,300002,2019/8/26,87.4881,338.3899,1.3776,3.4765,3.5203,0.1955,,702070.9303
315,300002,2019/8/23,88.4656,342.1708,1.393,3.5154,3.5596,0.1934,,709915.2982
316,300002,2019/8/22,88.71,343.116,1.3968,3.5251,3.5695,0.1928,,711876.3902
317,300002,2019/8/21,89.1988,345.0065,1.4045,3.5445,3.5891,0.1918,,715798.5742
318,300002,2019/8/20,88.9544,344.0613,1.4007,3.5348,3.5793,0.1923,,713837.4822
319,300002,2019/8/19,89.6875,346.8969,1.4122,3.5639,3.6088,0.1907,,719720.7581
320,300002,2019/8/16,84.7999,327.9925,1.3352,3.3697,3.4121,0.2017,,680498.9184
321,300002,2019/8/15,85.2887,329.8829,1.3429,3.3891,3.4318,0.2006,,684421.1024
322,300002,2019/8/14,84.5555,327.0472,1.3314,3.36,3.4023,0.2023,,678537.8265
323,300002,2019/8/13,83.8224,324.2116,1.3199,3.3309,3.3728,0.2041,,672654.5505
324,300002,2019/8/12,84.5555,327.0472,1.3314,3.36,3.4023,0.2023,,678537.8265
325,300002,2019/8/9,83.3336,322.3211,1.3122,3.3114,3.3531,0.2053,,668732.3665
326,300002,2019/8/8,84.0668,325.1568,1.3237,3.3406,3.3826,0.2035,,674615.6425
327,300002,2019/8/7,83.3336,322.3211,1.3122,3.3114,3.3531,0.2053,,668732.3665
328,300002,2019/8/6,83.8224,324.2116,1.3199,3.3309,3.3728,0.2041,,672654.5505
329,300002,2019/8/5,87.2437,337.4447,1.3737,3.4668,3.5105,0.1961,,700109.8383
330,300002,2019/8/2,87.7325,339.3351,1.3814,3.4862,3.5301,0.195,,704032.0223
331,300002,2019/8/1,89.6875,346.8969,1.4122,3.5639,3.6088,0.1907,,719720.7581
332,300002,2019/7/31,91.3982,353.5135,1.4391,3.6319,3.6776,0.1872,,733448.402
333,300002,2019/7/30,93.84200000000001,362.9657,1.4776,3.7289999999999996,3.7760000000000002,0.1823,,753059.3219
334,300002,2019/7/29,91.1538,352.5683,1.4353,3.6222,3.6678,0.1877,,731487.31
335,300002,2019/7/26,92.1313,356.3492,1.4507,3.661,3.7071,0.1857,,739331.678
336,300002,2019/7/25,91.8869,355.4039,1.4468,3.6513,3.6973,0.1862,,737370.5859999999
337,300002,2019/7/24,92.3757,357.2944,1.4545,3.6708,3.717,0.1852,,741292.77
