,code,trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
810,000001,2017-08-14 00:00:00,7.765,7.676,0.9163,1.6291,1.6397,1.25,1.55,17548160.4161
811,000001,2017-08-11 00:00:00,7.6131,7.5258,0.9296,1.5972,1.6076,1.27,1.58,17204752.1887
812,000001,2017-08-10 00:00:00,8.0689,8.0235,0.9853,1.6929,1.6901,1.2,1.49,18234976.8707
813,000001,2017-08-09 00:00:00,8.1525,8.1066,0.9955,1.7104,1.7076,1.19,1.47,18423851.3957
814,000001,2017-08-08 00:00:00,8.3956,8.3484,1.0252,1.7614,1.7585,1.15,1.43,18973304.5594
815,000001,2017-08-07 00:00:00,8.3576,8.3106,1.0205,1.7535,1.7505,1.16,1.44,18887452.5026
816,000001,2017-08-04 00:00:00,8.4868,8.439,1.0363,1.7806,1.7776,1.14,1.41,19179349.4958
817,000001,2017-08-03 00:00:00,8.3652,8.3181,1.0215,1.7551,1.7521,1.16,1.44,18904622.914
818,000001,2017-08-02 00:00:00,8.4716,8.4239,1.0345,1.7774,1.7744,1.14,1.42,19145008.6731
819,000001,2017-08-01 00:00:00,8.388,8.3408,1.0243,1.7598,1.7569,1.15,1.43,18956134.1481
820,000001,2017-07-31 00:00:00,8.1069,8.0613,0.9899,1.7009,1.698,1.19,1.48,18320828.9275
821,000001,2017-07-28 00:00:00,8.1601,8.1141,0.9964,1.712,1.7092,1.19,1.47,18441021.8071
822,000001,2017-07-27 00:00:00,8.0461,8.0008,0.9825,1.6881,1.6853,1.2,1.49,18183465.6366
823,000001,2017-07-26 00:00:00,8.1601,8.1141,0.9964,1.712,1.7092,1.19,1.47,18441021.8071
824,000001,2017-07-25 00:00:00,8.3576,8.3106,1.0205,1.7535,1.7505,1.16,1.44,18887452.5026
825,000001,2017-07-24 00:00:00,8.3197,8.2728,1.0159,1.7455,1.7426,1.16,1.44,18801600.4458
826,000001,2017-07-21 00:00:00,8.2741,8.2275,1.0103,1.7359,1.733,1.17,1.45,18698577.9776
827,000001,2017-07-20 00:00:00,8.3349,8.2879,1.0031,1.7487,1.7458,1.16,,18835941.2685
828,000001,2017-07-19 00:00:00,8.426,8.3786,1.014,1.7678,1.7649,1.15,,19041986.2049
829,000001,2017-07-18 00:00:00,8.3956,8.3484,1.0104,1.7614,1.7585,1.15,,18973304.5594
830,000001,2017-07-17 00:00:00,8.2133,8.167,0.9884,1.7232,1.7203,1.18,,18561214.6866
831,000001,2017-07-14 00:00:00,8.2817,8.235,0.9967,1.7375,1.7346,1.17,,18715748.3889
832,000001,2017-07-13 00:00:00,8.2817,8.235,0.9967,1.7375,1.7346,1.17,,18715748.3889
833,000001,2017-07-12 00:00:00,7.8562,7.8119,0.9454,1.6483,1.6455,1.23,,17754205.3524
834,000001,2017-07-11 00:00:00,7.7878,7.7439,0.9372,1.6339,1.6312,1.24,,17599671.6502
835,000001,2017-07-10 00:00:00,7.2864,7.2453,0.8769,1.5287,1.5262,1.33,,16466424.5
836,000001,2017-07-07 00:00:00,7.1952,7.1547,0.8659,1.5096,1.5071,1.35,,16260379.5636
837,000001,2017-07-06 00:00:00,7.142,7.1018,0.8595,1.4984,1.4959,1.36,,16140186.684
838,000001,2017-07-05 00:00:00,7.1192,7.0791,0.8568,1.4936,1.4911,1.36,,16088675.4499
839,000001,2017-07-04 00:00:00,7.0964,7.0564,0.854,1.4889,1.4864,1.37,,16037164.2158
840,000001,2017-07-03 00:00:00,7.142,7.1018,0.8595,1.4984,1.4959,1.36,,16140186.684
841,000001,2017-06-30 00:00:00,7.1344,7.0942,0.8586,1.4968,1.4943,1.36,,16123016.2727
842,000001,2017-06-29 00:00:00,7.1648,7.1244,0.8622,1.5032,1.5007,1.35,,16191697.9181
843,000001,2017-06-28 00:00:00,7.1648,7.1244,0.8622,1.5032,1.5007,1.35,,16191697.9181
844,000001,2017-06-27 00:00:00,7.1116,7.0715,0.8558,1.492,1.4896,1.36,,16071505.0386
845,000001,2017-06-26 00:00:00,7.066,7.0262,0.8504,1.4825,1.48,1.37,,15968482.5704
846,000001,2017-06-23 00:00:00,7.028,6.9884,0.8458,1.4745,1.472,1.38,,15882630.5136
847,000001,2017-06-22 00:00:00,7.028,6.9884,0.8458,1.4745,1.472,1.38,,15882630.5136
848,000001,2017-06-21 00:00:00,6.952,6.9129,0.8366,1.4586,1.4561,1.39,,15710926.3999
849,000001,2017-06-20 00:00:00,6.9293,6.8902,0.8339,1.4538,1.4514,1.4,,15659415.1658
850,000001,2017-06-19 00:00:00,6.9368,6.8978,0.8348,1.4554,1.4529,1.4,,15676585.5772
851,000001,2017-06-16 00:00:00,6.8533,6.8147,0.8248,1.4378,1.4354,1.41,,15487711.0521
852,000001,2017-06-15 00:00:00,6.8685,6.8298,0.8266,1.441,1.4386,1.41,1.41,15522051.8749
853,000001,2017-06-14 00:00:00,6.8989,6.86,0.8302,1.4474,1.445,1.4,1.4,15590733.5203
854,000001,2017-06-13 00:00:00,6.9293,6.8902,0.8339,1.4538,1.4514,1.4,1.4,15659415.1658
855,000001,2017-06-12 00:00:00,6.9217,6.8827,0.833,1.4522,1.4498,1.4,1.4,15642244.7544
856,000001,2017-06-09 00:00:00,6.952,6.9129,0.8366,1.4586,1.4561,1.39,1.39,15710926.3999
857,000001,2017-06-08 00:00:00,6.9368,6.8978,0.8348,1.4554,1.4529,1.4,1.4,15676585.5772
858,000001,2017-06-07 00:00:00,6.9368,6.8978,0.8348,1.4554,1.4529,1.4,1.4,15676585.5772
859,000001,2017-06-06 00:00:00,6.8685,6.8298,0.8266,1.441,1.4386,1.41,1.41,15522051.8749
860,000001,2017-06-05 00:00:00,6.8609,6.8222,0.8257,1.4394,1.437,1.41,1.41,15504881.4635
861,000001,2017-06-02 00:00:00,6.9672,6.928,0.8385,1.4618,1.4593,1.39,1.39,15745267.2226
862,000001,2017-06-01 00:00:00,6.9824,6.9431,0.8403,1.4649,1.4625,1.39,1.39,15779608.0454
863,000001,2017-05-31 00:00:00,6.99,6.9507,0.8412,1.4665,1.4641,1.39,1.39,15796778.4567
864,000001,2017-05-26 00:00:00,6.9141,6.8751,0.8321,1.4506,1.4482,1.4,1.4,15625074.3431
865,000001,2017-05-25 00:00:00,6.9141,6.8751,0.8321,1.4506,1.4482,1.4,1.4,15625074.3431
866,000001,2017-05-24 00:00:00,6.6937,6.656,0.8056,1.4044,1.402,1.45,1.45,15127132.4134
867,000001,2017-05-23 00:00:00,6.6785,6.6409,0.8037,1.4012,1.3988,1.45,1.45,15092791.5907
868,000001,2017-05-22 00:00:00,6.5949,6.5578,0.7937,1.3836,1.3813,1.47,1.47,14903917.0657
869,000001,2017-05-19 00:00:00,6.6025,6.5654,0.7946,1.3852,1.3829,1.47,1.47,14921087.4771
870,000001,2017-05-18 00:00:00,6.6329,6.5956,0.7982,1.3916,1.3893,1.46,1.46,14989769.1225
871,000001,2017-05-17 00:00:00,6.6633,6.6258,0.8019,1.398,1.3957,1.45,1.45,15058450.768
872,000001,2017-05-16 00:00:00,6.7165,6.6787,0.8083,1.4091,1.4068,1.44,1.44,15178643.6475
873,000001,2017-05-15 00:00:00,6.7317,6.6938,0.8101,1.4123,1.41,1.44,1.44,15212984.4703
874,000001,2017-05-12 00:00:00,6.7621,6.724,0.8138,1.4187,1.4163,1.43,1.43,15281666.1157
875,000001,2017-05-11 00:00:00,6.6101,6.5729,0.7955,1.3868,1.3845,1.47,1.47,14938257.8884
876,000001,2017-05-10 00:00:00,6.5873,6.5502,0.7928,1.382,1.3797,1.47,1.47,14886746.6543
877,000001,2017-05-09 00:00:00,6.5646,6.5276,0.79,1.3773,1.375,1.48,1.48,14835235.4202
878,000001,2017-05-08 00:00:00,6.5114,6.4747,0.7836,1.3661,1.3638,1.49,1.49,14715042.5407
879,000001,2017-05-05 00:00:00,6.557,6.52,0.7891,1.3757,1.3734,1.48,1.48,14818065.0089
880,000001,2017-05-04 00:00:00,6.6405,6.6031,0.7992,1.3932,1.3909,1.46,1.46,15006939.5339
881,000001,2017-05-03 00:00:00,6.7697,6.7316,0.8147,1.4203,1.4179,1.43,1.43,15298836.5271
882,000001,2017-05-02 00:00:00,6.7925,6.7542,0.8174,1.4251,1.4227,1.43,1.43,15350347.7612
883,000001,2017-04-28 00:00:00,6.8305,6.792,0.822,1.4331,1.4307,1.42,1.42,15436199.818
884,000001,2017-04-27 00:00:00,6.8153,6.7769,0.8202,1.4299,1.4275,1.42,1.42,15401858.9953
885,000001,2017-04-26 00:00:00,6.8305,6.792,0.822,1.4331,1.4307,1.42,1.42,15436199.818
886,000001,2017-04-25 00:00:00,6.8381,6.7996,0.8229,1.4347,1.4323,1.42,1.42,15453370.2294
887,000001,2017-04-24 00:00:00,6.7849,6.7467,0.8165,1.4235,1.4211,1.43,1.43,15333177.3498
888,000001,2017-04-21 00:00:00,6.8153,6.8153,0.8452,1.4299,1.4299,1.42,1.42,15401858.9953
889,000001,2017-04-20 00:00:00,6.7773,6.7773,0.8405,1.4219,1.4219,1.43,1.43,15316006.9385
890,000001,2017-04-19 00:00:00,6.7697,6.7697,0.8396,1.4203,1.4203,1.43,1.43,15298836.5271
891,000001,2017-04-18 00:00:00,6.8761,6.8761,0.8528,1.4426,1.4426,1.41,1.41,15539222.2862
892,000001,2017-04-17 00:00:00,6.9141,6.9141,0.8575,1.4506,1.4506,1.4,1.4,15625074.3431
893,000001,2017-04-14 00:00:00,6.8989,6.8989,0.8556,1.4474,1.4474,1.4,1.4,15590733.5203
894,000001,2017-04-13 00:00:00,6.9293,6.9293,0.8594,1.4538,1.4538,1.4,1.4,15659415.1658
895,000001,2017-04-12 00:00:00,6.9293,6.9293,0.8594,1.4538,1.4538,1.4,1.4,15659415.1658
896,000001,2017-04-11 00:00:00,6.952,6.952,0.8622,1.4586,1.4586,1.39,1.39,15710926.3999
897,000001,2017-04-10 00:00:00,6.9748,6.9748,0.865,1.4633,1.4633,1.39,1.39,15762437.634
898,000001,2017-04-07 00:00:00,6.99,6.99,0.8669,1.4665,1.4665,1.39,1.39,15796778.4567
899,000001,2017-04-06 00:00:00,6.99,6.99,0.8669,1.4665,1.4665,1.39,1.39,15796778.4567
900,000001,2017-04-05 00:00:00,6.9976,6.9976,0.8679,1.4681,1.4681,1.38,1.38,15813948.8681
901,000001,2017-03-31 00:00:00,6.9672,6.9672,0.8641,1.4618,1.4618,1.39,1.39,15745267.2226
902,000001,2017-03-30 00:00:00,6.8989,6.8989,0.8556,1.4474,1.4474,1.4,1.4,15590733.5203
903,000001,2017-03-29 00:00:00,6.9217,6.9217,0.8584,1.4522,1.4522,1.4,1.4,15642244.7544
904,000001,2017-03-28 00:00:00,6.9293,6.9293,0.8594,1.4538,1.4538,1.4,1.4,15659415.1658
905,000001,2017-03-27 00:00:00,6.9444,6.9444,0.8613,1.457,1.457,1.4,1.4,15693755.9885
906,000001,2017-03-24 00:00:00,6.9824,6.9824,0.866,1.4649,1.4649,1.39,1.39,15779608.0454
907,000001,2017-03-23 00:00:00,6.99,6.99,0.8669,1.4665,1.4665,1.39,1.39,15796778.4567
908,000001,2017-03-22 00:00:00,6.9596,6.9596,0.8631,1.4602,1.4602,1.39,1.39,15728096.8113
909,000001,2017-03-21 00:00:00,7.0204,7.0204,0.8707,1.4729,1.4729,1.38,1.38,15865460.1022
910,000001,2017-03-20 00:00:00,7.028,7.028,0.8716,1.4745,1.4745,1.38,1.38,15882630.5136
911,000001,2017-03-17 00:00:00,7.0736,7.0736,0.8773,1.4841,1.4841,1.37,1.37,15985652.9817
912,000001,2017-03-16 00:00:00,7.476,7.1556,0.9169,1.6998,1.528,1.34,1.34,16346231.6204
913,000001,2017-03-15 00:00:00,7.4446,7.1255,0.9131,1.6927,1.5216,1.34,1.34,16277549.975
914,000001,2017-03-14 00:00:00,7.4132,7.0955,0.9092,1.6856,1.5151,1.35,1.35,16208868.3295
915,000001,2017-03-13 00:00:00,7.4132,7.0955,0.9092,1.6856,1.5151,1.35,1.35,16208868.3295
916,000001,2017-03-10 00:00:00,7.3817,7.0654,0.9054,1.6784,1.5087,1.36,1.36,16140186.684
917,000001,2017-03-09 00:00:00,7.366,7.0504,0.9034,1.6748,1.5055,1.36,1.36,16105845.8613
918,000001,2017-03-08 00:00:00,7.3975,7.0804,0.9073,1.682,1.5119,1.35,1.35,16174527.5068
919,000001,2017-03-07 00:00:00,7.421,7.103,0.9102,1.6873,1.5167,1.35,1.35,16226038.7409
920,000001,2017-03-06 00:00:00,7.421,7.103,0.9102,1.6873,1.5167,1.35,1.35,16226038.7409
921,000001,2017-03-03 00:00:00,7.3817,7.0654,0.9054,1.6784,1.5087,1.36,1.36,16140186.684
922,000001,2017-03-02 00:00:00,7.4053,7.0879,0.9082,1.6838,1.5135,1.35,1.35,16191697.9181
923,000001,2017-03-01 00:00:00,7.4524,7.133,0.914,1.6945,1.5232,1.34,1.34,16294720.3863
924,000001,2017-02-28 00:00:00,7.4446,7.1255,0.9131,1.6927,1.5216,1.34,1.34,16277549.975
925,000001,2017-02-27 00:00:00,7.4053,7.0879,0.9082,1.6838,1.5135,1.35,1.35,16191697.9181
926,000001,2017-02-24 00:00:00,7.4603,7.1406,0.915,1.6963,1.5248,1.34,1.34,16311890.7977
927,000001,2017-02-23 00:00:00,7.4681,7.1481,0.9159,1.6981,1.5264,1.34,1.34,16329061.2091
928,000001,2017-02-22 00:00:00,7.5152,7.1932,0.9217,1.7088,1.536,1.33,1.33,16432083.6773
929,000001,2017-02-21 00:00:00,7.5152,7.1932,0.9217,1.7088,1.536,1.33,1.33,16432083.6773
930,000001,2017-02-20 00:00:00,7.5074,7.1857,0.9208,1.707,1.5344,1.33,1.33,16414913.2659
931,000001,2017-02-17 00:00:00,7.3739,7.0579,0.9044,1.6766,1.5071,1.36,1.36,16123016.2727
932,000001,2017-02-16 00:00:00,7.4289,7.1105,0.9111,1.6891,1.5184,1.35,1.35,16243209.1522
933,000001,2017-02-15 00:00:00,7.421,7.103,0.9102,1.6873,1.5167,1.35,1.35,16226038.7409
934,000001,2017-02-14 00:00:00,7.3817,7.0654,0.9054,1.6784,1.5087,1.36,1.36,16140186.684
935,000001,2017-02-13 00:00:00,7.3896,7.0729,0.9063,1.6802,1.5103,1.35,1.35,16157357.0954
936,000001,2017-02-10 00:00:00,7.3268,7.0128,0.8986,1.6659,1.4975,1.37,1.37,16019993.8045
937,000001,2017-02-09 00:00:00,7.3111,6.9977,0.8967,1.6623,1.4943,1.37,1.37,15985652.9817
938,000001,2017-02-08 00:00:00,7.3032,6.9902,0.8957,1.6606,1.4927,1.37,1.37,15968482.5704
939,000001,2017-02-07 00:00:00,7.3032,6.9902,0.8957,1.6606,1.4927,1.37,1.37,15968482.5704
940,000001,2017-02-06 00:00:00,7.3111,6.9977,0.8967,1.6623,1.4943,1.37,1.37,15985652.9817
941,000001,2017-02-03 00:00:00,7.2718,6.9602,0.8919,1.6534,1.4863,1.38,1.38,15899800.9249
942,000001,2017-01-26 00:00:00,7.3268,7.0128,0.8986,1.6659,1.4975,1.37,1.37,16019993.8045
943,000001,2017-01-25 00:00:00,7.2718,6.9602,0.8919,1.6534,1.4863,1.38,1.38,15899800.9249
944,000001,2017-01-24 00:00:00,7.2797,6.9677,0.8928,1.6552,1.4879,1.38,1.38,15916971.3363
945,000001,2017-01-23 00:00:00,7.2404,6.9301,0.888,1.6463,1.4798,1.38,1.38,15831119.2795
946,000001,2017-01-20 00:00:00,7.2404,6.9301,0.888,1.6463,1.4798,1.38,1.38,15831119.2795
947,000001,2017-01-19 00:00:00,7.209,6.9,0.8842,1.6391,1.4734,1.39,1.39,15762437.634
948,000001,2017-01-18 00:00:00,7.2011,6.8925,0.8832,1.6374,1.4718,1.39,1.39,15745267.2226
949,000001,2017-01-17 00:00:00,7.1854,6.8775,0.8813,1.6338,1.4686,1.39,1.39,15710926.3999
950,000001,2017-01-16 00:00:00,7.1776,6.87,0.8803,1.632,1.467,1.4,1.4,15693755.9885
951,000001,2017-01-13 00:00:00,7.1933,6.885,0.8822,1.6356,1.4702,1.39,1.39,15728096.8113
952,000001,2017-01-12 00:00:00,7.1854,6.8775,0.8813,1.6338,1.4686,1.39,1.39,15710926.3999
953,000001,2017-01-11 00:00:00,7.1776,6.87,0.8803,1.632,1.467,1.4,1.4,15693755.9885
954,000001,2017-01-10 00:00:00,7.1854,6.8775,0.8813,1.6338,1.4686,1.39,1.39,15710926.3999
955,000001,2017-01-09 00:00:00,7.1854,6.8775,0.8813,1.6338,1.4686,1.39,1.39,15710926.3999
956,000001,2017-01-06 00:00:00,7.1697,6.8625,0.8793,1.6302,1.4654,1.4,1.4,15676585.5772
957,000001,2017-01-05 00:00:00,7.2011,6.8925,0.8832,1.6374,1.4718,1.39,1.39,15745267.2226
958,000001,2017-01-04 00:00:00,7.1933,6.885,0.8822,1.6356,1.4702,1.39,1.39,15728096.8113
959,000001,2017-01-03 00:00:00,7.1933,6.885,0.8822,1.6356,1.4702,1.39,1.39,15728096.8113
960,000001,2016-12-30 00:00:00,7.1462,6.8399,0.8765,1.6249,1.4606,1.27,1.4,15625074.3431
961,000001,2016-12-29 00:00:00,7.1305,6.8249,0.8745,1.6213,1.4574,1.28,1.4,15590733.5203
962,000001,2016-12-28 00:00:00,7.1147,6.8098,0.8726,1.6177,1.4542,1.28,1.41,15556392.6976
963,000001,2016-12-27 00:00:00,7.1305,6.8249,0.8745,1.6213,1.4574,1.28,1.4,15590733.5203
964,000001,2016-12-26 00:00:00,7.1619,6.8549,0.8784,1.6284,1.4638,1.27,1.4,15659415.1658
965,000001,2016-12-23 00:00:00,7.1305,6.8249,0.8745,1.6213,1.4574,1.28,1.4,15590733.5203
966,000001,2016-12-22 00:00:00,7.1776,6.87,0.8803,1.632,1.467,1.27,1.4,15693755.9885
967,000001,2016-12-21 00:00:00,7.1933,6.885,0.8822,1.6356,1.4702,1.26,1.39,15728096.8113
968,000001,2016-12-20 00:00:00,7.154,6.8474,0.8774,1.6266,1.4622,1.27,1.4,15642244.7544
969,000001,2016-12-19 00:00:00,7.2247,6.9151,0.8861,1.6427,1.4766,1.26,1.39,15796778.4567
970,000001,2016-12-16 00:00:00,7.264,6.9526,0.8909,1.6516,1.4846,1.25,1.38,15882630.5136
971,000001,2016-12-15 00:00:00,7.264,6.9526,0.8909,1.6516,1.4846,1.25,1.38,15882630.5136
972,000001,2016-12-14 00:00:00,7.3817,7.0654,0.9054,1.6784,1.5087,1.23,1.36,16140186.684
973,000001,2016-12-13 00:00:00,7.3975,7.0804,0.9073,1.682,1.5119,1.23,1.35,16174527.5068
974,000001,2016-12-12 00:00:00,7.4603,7.1406,0.915,1.6963,1.5248,1.22,1.34,16311890.7977
975,000001,2016-12-09 00:00:00,7.5781,7.2533,0.9294,1.7231,1.5489,1.2,1.32,16569446.9682
976,000001,2016-12-08 00:00:00,7.476,7.1556,0.9169,1.6998,1.528,1.22,1.34,16346231.6204
977,000001,2016-12-07 00:00:00,7.4446,7.1255,0.9131,1.6927,1.5216,1.22,1.34,16277549.975
978,000001,2016-12-06 00:00:00,7.4524,7.133,0.914,1.6945,1.5232,1.22,1.34,16294720.3863
979,000001,2016-12-05 00:00:00,7.4289,7.1105,0.9111,1.6891,1.5184,1.22,1.35,16243209.1522
980,000001,2016-12-02 00:00:00,7.4995,7.1781,0.9198,1.7052,1.5328,1.21,1.34,16397742.8545
981,000001,2016-12-01 00:00:00,7.5388,7.2157,0.9246,1.7141,1.5408,1.21,1.33,16483594.9114
982,000001,2016-11-30 00:00:00,7.4995,7.1781,0.9198,1.7052,1.5328,1.21,1.34,16397742.8545
983,000001,2016-11-29 00:00:00,7.5545,7.2308,0.9265,1.7177,1.544,1.2,1.33,16517935.7341
984,000001,2016-11-28 00:00:00,7.5624,7.2383,0.9275,1.7195,1.5456,1.2,1.32,16535106.1455
985,000001,2016-11-25 00:00:00,7.5545,7.2308,0.9265,1.7177,1.544,1.2,1.33,16517935.7341
986,000001,2016-11-24 00:00:00,7.4367,7.118,0.9121,1.6909,1.52,1.22,1.35,16260379.5636
987,000001,2016-11-23 00:00:00,7.421,7.103,0.9102,1.6873,1.5167,1.23,1.35,16226038.7409
988,000001,2016-11-22 00:00:00,7.3503,7.0353,0.9015,1.6713,1.5023,1.24,1.36,16071505.0386
989,000001,2016-11-21 00:00:00,7.2561,6.9451,0.8899,1.6499,1.483,1.25,1.38,15865460.1022
990,000001,2016-11-18 00:00:00,7.209,6.9,0.8842,1.6391,1.4734,1.26,1.39,15762437.634
991,000001,2016-11-17 00:00:00,7.2325,6.9226,0.8871,1.6445,1.4782,1.26,1.38,15813948.8681
992,000001,2016-11-16 00:00:00,7.2482,6.9376,0.889,1.6481,1.4814,1.25,1.38,15848289.6908
993,000001,2016-11-15 00:00:00,7.2482,6.9376,0.889,1.6481,1.4814,1.25,1.38,15848289.6908
994,000001,2016-11-14 00:00:00,7.2404,6.9301,0.888,1.6463,1.4798,1.26,1.38,15831119.2795
995,000001,2016-11-11 00:00:00,7.209,6.9,0.8842,1.6391,1.4734,1.26,1.39,15762437.634
996,000001,2016-11-10 00:00:00,7.1776,6.87,0.8803,1.632,1.467,1.27,1.4,15693755.9885
997,000001,2016-11-09 00:00:00,7.1226,6.8174,0.8736,1.6195,1.4558,1.28,1.41,15573563.109
998,000001,2016-11-08 00:00:00,7.1854,6.8775,0.8813,1.6338,1.4686,1.27,1.39,15710926.3999
999,000001,2016-11-07 00:00:00,7.1619,6.8549,0.8784,1.6284,1.4638,1.27,1.4,15659415.1658
1000,000001,2016-11-04 00:00:00,7.154,6.8474,0.8774,1.6266,1.4622,1.27,1.4,15642244.7544
1001,000001,2016-11-03 00:00:00,7.1697,6.8625,0.8793,1.6302,1.4654,1.27,1.4,15676585.5772
1002,000001,2016-11-02 00:00:00,7.1226,6.8174,0.8736,1.6195,1.4558,1.28,1.41,15573563.109
1003,000001,2016-11-01 00:00:00,7.1776,6.87,0.8803,1.632,1.467,1.27,1.4,15693755.9885
1004,000001,2016-10-31 00:00:00,7.1854,6.8775,0.8813,1.6338,1.4686,1.27,1.39,15710926.3999
1005,000001,2016-10-28 00:00:00,7.2011,6.8925,0.8832,1.6374,1.4718,1.26,1.39,15745267.2226
1006,000001,2016-10-27 00:00:00,7.1933,6.885,0.8822,1.6356,1.4702,1.26,1.39,15728096.8113
1007,000001,2016-10-26 00:00:00,7.1854,6.8775,0.8813,1.6338,1.4686,1.27,1.39,15710926.3999
1008,000001,2016-10-25 00:00:00,7.2325,6.9226,0.8871,1.6445,1.4782,1.26,1.38,15813948.8681
1009,000001,2016-10-24 00:00:00,7.2561,6.9451,0.8899,1.6499,1.483,1.25,1.38,15865460.1022
1010,000001,2016-10-21 00:00:00,7.1697,6.8625,0.8793,1.6302,1.4654,1.27,1.4,15676585.5772
1011,000001,2016-10-20 00:00:00,7.1226,6.8995,0.9068,1.6195,1.4923,1.28,1.41,15573563.109
1012,000001,2016-10-19 00:00:00,7.1305,6.9071,0.9078,1.6213,1.494,1.28,1.4,15590733.5203
1013,000001,2016-10-18 00:00:00,7.1383,6.9147,0.9088,1.6231,1.4956,1.27,1.4,15607903.9317
1014,000001,2016-10-17 00:00:00,7.1069,6.8843,0.9048,1.6159,1.489,1.28,1.41,15539222.2862
1015,000001,2016-10-14 00:00:00,7.1383,6.9147,0.9088,1.6231,1.4956,1.27,1.4,15607903.9317
1016,000001,2016-10-13 00:00:00,7.1226,6.8995,0.9068,1.6195,1.4923,1.28,1.41,15573563.109
1017,000001,2016-10-12 00:00:00,7.1697,6.9451,0.9128,1.6302,1.5022,1.27,1.4,15676585.5772
1018,000001,2016-10-11 00:00:00,7.1854,6.9604,0.9148,1.6338,1.5055,1.27,1.39,15710926.3999
1019,000001,2016-10-10 00:00:00,7.1619,6.9375,0.9118,1.6284,1.5006,1.27,1.4,15659415.1658
1020,000001,2016-09-30 00:00:00,7.1226,6.8995,0.9068,1.6195,1.4923,1.28,1.41,15573563.109
1021,000001,2016-09-29 00:00:00,7.1147,6.8919,0.9058,1.6177,1.4907,1.28,1.41,15556392.6976
1022,000001,2016-09-28 00:00:00,7.1069,6.8843,0.9048,1.6159,1.489,1.28,1.41,15539222.2862
1023,000001,2016-09-27 00:00:00,7.1147,6.8919,0.9058,1.6177,1.4907,1.28,1.41,15556392.6976
1024,000001,2016-09-26 00:00:00,7.099,6.8767,0.9038,1.6141,1.4874,1.28,1.41,15522051.8749
1025,000001,2016-09-23 00:00:00,7.1854,6.9604,0.9148,1.6338,1.5055,1.27,1.39,15710926.3999
1026,000001,2016-09-22 00:00:00,7.1933,6.968,0.9158,1.6356,1.5071,1.26,1.39,15728096.8113
1027,000001,2016-09-21 00:00:00,7.1305,6.9071,0.9078,1.6213,1.494,1.28,1.4,15590733.5203
1028,000001,2016-09-20 00:00:00,7.1305,6.9071,0.9078,1.6213,1.494,1.28,1.4,15590733.5203
1029,000001,2016-09-19 00:00:00,7.1619,6.9375,0.9118,1.6284,1.5006,1.27,1.4,15659415.1658
1030,000001,2016-09-14 00:00:00,7.1147,6.8919,0.9058,1.6177,1.4907,1.28,1.41,15556392.6976
1031,000001,2016-09-13 00:00:00,7.2168,6.9908,0.9188,1.6409,1.5121,1.26,1.39,15779608.0454
1032,000001,2016-09-12 00:00:00,7.1933,6.968,0.9158,1.6356,1.5071,1.26,1.39,15728096.8113
1033,000001,2016-09-09 00:00:00,7.366,7.1353,0.9378,1.6748,1.5433,1.23,1.36,16105845.8613
1034,000001,2016-09-08 00:00:00,7.3817,7.1505,0.9398,1.6784,1.5466,1.23,1.36,16140186.684
1035,000001,2016-09-07 00:00:00,7.3817,7.1505,0.9398,1.6784,1.5466,1.23,1.36,16140186.684
1036,000001,2016-09-06 00:00:00,7.3896,7.1581,0.9408,1.6802,1.5483,1.23,1.35,16157357.0954
1037,000001,2016-09-05 00:00:00,7.3975,7.1657,0.9418,1.682,1.5499,1.23,1.35,16174527.5068
1038,000001,2016-09-02 00:00:00,7.421,7.1886,0.9448,1.6873,1.5549,1.23,1.35,16226038.7409
1039,000001,2016-09-01 00:00:00,7.421,7.1886,0.9448,1.6873,1.5549,1.23,1.35,16226038.7409
1040,000001,2016-08-31 00:00:00,7.4524,7.219,0.9488,1.6945,1.5614,1.22,1.34,16294720.3863
1041,000001,2016-08-30 00:00:00,7.4367,7.2038,0.9468,1.6909,1.5581,1.22,1.35,16260379.5636
1042,000001,2016-08-29 00:00:00,7.3975,7.1657,0.9418,1.682,1.5499,1.23,1.35,16174527.5068
1043,000001,2016-08-26 00:00:00,7.421,7.1886,0.9448,1.6873,1.5549,1.23,1.35,16226038.7409
1044,000001,2016-08-25 00:00:00,7.4132,7.181,0.9438,1.6856,1.5532,1.23,1.35,16208868.3295
1045,000001,2016-08-24 00:00:00,7.4053,7.1734,0.9428,1.6838,1.5516,1.23,1.35,16191697.9181
1046,000001,2016-08-23 00:00:00,7.3817,7.1505,0.9398,1.6784,1.5466,1.23,1.36,16140186.684
1047,000001,2016-08-22 00:00:00,7.3817,7.1505,0.9398,1.6784,1.5466,1.23,1.36,16140186.684
1048,000001,2016-08-19 00:00:00,7.4681,7.2342,0.9508,1.6981,1.5647,1.22,1.34,16329061.2091
1049,000001,2016-08-18 00:00:00,7.4603,7.2266,0.9498,1.6963,1.5631,1.22,1.34,16311890.7977
1050,000001,2016-08-17 00:00:00,7.4995,7.2646,0.9548,1.7052,1.5713,1.21,1.34,16397742.8545
1051,000001,2016-08-16 00:00:00,7.476,7.2418,0.9518,1.6998,1.5664,1.22,1.34,16346231.6204
1052,000001,2016-08-15 00:00:00,7.6016,7.3635,0.9678,1.7284,1.5927,1.2,1.32,16620958.2023
